acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_CorrectFeedback,count_ExperimentLoop,count_Fixation,count_ISI,count_IncorrectFeedback,count_Instruction1,count_Instruction2,count_MemorySet,count_Practiceloop,count_Probe,count_ThankYou,count_expSequence,count_experiment,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Practiceloop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instruction2,response_ThankYou,response_keyboard_response,response_time,response_time_Instruction1,response_time_Instruction2,response_time_ThankYou,response_time_keyboard_response,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_CorrectFeedback,time_ExperimentLoop,time_Fixation,time_ISI,time_IncorrectFeedback,time_Instruction1,time_Instruction2,time_MemorySet,time_Practiceloop,time_Probe,time_ThankYou,time_expSequence,time_experiment,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
66.66666667,66.66666667,1260.74359,1260.74359,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,38,0,38,38,38,0,0,38,0,38,0,38,0,38,38,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,1 7 8 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1005,36148,16384,NA,1005,2,legacy,5,1024,2,48000,-16,experiment,3,odd,2,319571,151986,320753,322959,306813,5621,135601,321756,41770,324962,NA,320749,5616,324963,325969,Sternberg Task,26,49169,39,yes,1024
67.5,67.5,1255.5,1255.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,39,0,39,39,39,0,0,39,0,39,0,39,0,39,39,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 9 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1051,36148,16384,NA,1051,2,legacy,3,1024,2,48000,-16,experiment,3,odd,8,326014,151986,327195,329402,306813,5621,135601,328198,41770,331405,NA,327191,5616,331405,332458,Sternberg Task,27,50220,40,yes,1024
65.85365854,65.85365854,1245.658537,1245.658537,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,40,0,40,40,40,0,0,40,0,40,0,40,0,40,40,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,7 8 6 3 1,Kafkaesque Koffka,3.2.8,5,y,0,right,right,left,NA,right,852,36148,16384,NA,852,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,332505,151986,333681,335888,306813,5621,135601,334684,41770,337891,NA,333677,5616,337892,338745,Sternberg Task,27,51072,41,yes,1024
66.66666667,66.66666667,1253.928571,1253.928571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,41,0,41,41,41,0,0,41,0,41,0,41,0,41,41,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1593,36148,16384,NA,1593,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,332505,151986,339973,342179,338797,5621,135601,340976,41770,344182,NA,339969,5616,344183,345777,Sternberg Task,28,52665,42,yes,1024
67.44186047,67.44186047,1243.72093,1243.72093,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,42,0,42,42,42,0,0,42,0,42,0,42,0,42,42,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,9 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,815,36148,16384,NA,815,2,legacy,3,1024,2,48000,-16,experiment,3,odd,9,345821,151986,346998,349205,338797,5621,135601,348002,41770,351208,NA,346994,5616,351209,352026,Sternberg Task,29,53480,43,yes,1024
68.18181818,68.18181818,1239.204545,1239.204545,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,43,0,43,43,43,0,0,43,0,43,0,43,0,43,43,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,1 7 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1045,36148,16384,NA,1045,2,legacy,4,1024,2,48000,-16,experiment,3,odd,3,352071,151986,353248,355454,338797,5621,135601,354251,41770,357458,NA,353244,5616,357459,358505,Sternberg Task,30,54525,44,yes,1024
68.88888889,68.88888889,1243.422222,1243.422222,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,44,0,44,44,44,0,0,44,0,44,0,44,0,44,44,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,3 9 6 2,Kafkaesque Koffka,3.2.8,4,y,0,left,right,left,NA,left,1429,36148,16384,NA,1429,2,legacy,4,1024,2,48000,-16,experiment,3,odd,2,358555,151986,359730,361936,338797,5621,135601,360733,41770,363939,NA,359726,5616,363939,365370,Sternberg Task,31,55954,45,yes,1024
69.56521739,69.56521739,1241.456522,1241.456522,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,45,0,45,45,45,0,0,45,0,45,0,45,0,45,45,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.8,3,y,0,left,right,left,NA,left,1153,36148,16384,NA,1153,2,legacy,3,1024,2,48000,-16,experiment,3,odd,2,365413,151986,366589,368795,338797,5621,135601,367592,41770,370798,NA,366585,5616,370799,371954,Sternberg Task,32,57107,46,yes,1024
70.21276596,70.21276596,1248.425532,1248.425532,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,46,0,46,46,46,0,0,46,0,46,0,46,0,46,46,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,2 8 9 4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1569,36148,16384,NA,1569,2,legacy,5,1024,2,48000,-16,experiment,3,odd,5,372004,151986,373181,375387,338797,5621,135601,374184,41770,377390,NA,373177,5616,377391,378962,Sternberg Task,33,58676,47,yes,1024
70.83333333,70.83333333,1246.041667,1246.041667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,47,0,47,47,47,0,0,47,0,47,0,47,0,47,47,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,7 6,Kafkaesque Koffka,3.2.8,2,y,0,left,right,left,NA,left,1134,36148,16384,NA,1134,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,379004,151986,380183,382390,338797,5621,135601,381186,41770,384393,NA,380179,5616,384394,385530,Sternberg Task,34,59810,48,yes,1024
71.42857143,71.42857143,1248.693878,1248.693878,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,48,0,48,48,48,0,0,48,0,48,0,48,0,48,48,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,1376,36148,16384,NA,1376,2,legacy,4,1024,2,48000,-16,experiment,3,odd,3,385580,151986,386758,388964,338797,5621,135601,387761,41770,390967,NA,386754,5616,390968,392346,Sternberg Task,35,61186,49,yes,1024
72,72,1251.42,1251.42,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,49,0,49,49,49,0,0,49,0,49,0,49,0,49,49,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1385,36148,16384,NA,1385,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,392396,151986,393572,395780,338797,5621,135601,394576,41770,397783,NA,393569,5616,397783,399170,Sternberg Task,36,62571,50,yes,1024
72.54901961,72.54901961,1249.568627,1249.568627,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,50,0,50,50,50,0,0,50,0,50,0,50,0,50,50,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1157,36148,16384,NA,1157,2,legacy,3,1024,2,48000,-16,experiment,3,odd,4,399254,151986,400434,402640,338797,5621,135601,401437,41770,404643,NA,400430,5616,404644,405803,Sternberg Task,37,63728,51,yes,1024
73.07692308,73.07692308,1247.480769,1247.480769,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,51,0,51,51,51,0,0,51,0,51,0,51,0,51,51,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1141,36148,16384,NA,1141,2,legacy,5,1024,2,48000,-16,experiment,3,odd,5,405847,151986,407024,409232,338797,5621,135601,408028,41770,411235,NA,407020,5616,411236,412379,Sternberg Task,38,64869,52,yes,1024
73.58490566,73.58490566,1244.415094,1244.415094,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,52,0,52,52,52,0,0,52,0,52,0,52,0,52,52,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,5 7 3 6 2,Kafkaesque Koffka,3.2.8,5,y,0,left,right,left,NA,left,1085,36148,16384,NA,1085,2,legacy,5,1024,2,48000,-16,experiment,3,odd,2,412422,151986,413600,415808,338797,5621,135601,414603,41770,417811,NA,413596,5616,417812,418898,Sternberg Task,39,65954,53,yes,1024
74.07407407,74.07407407,1236.092593,1236.092593,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,53,0,53,53,53,0,0,53,0,53,0,53,0,53,53,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,7 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,795,36148,16384,NA,795,2,legacy,2,1024,2,48000,-16,experiment,3,odd,1,418938,151986,420123,422329,338797,5621,135601,421126,41770,424333,NA,420119,5616,424334,425130,Sternberg Task,40,66749,54,yes,1024
74.54545455,74.54545455,1234.981818,1234.981818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,54,0,54,54,54,0,0,54,0,54,0,54,0,54,54,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 9 3 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,left,NA,left,1175,36148,16384,NA,1175,2,legacy,4,1024,2,48000,-16,experiment,3,odd,1,425171,151986,426351,428558,338797,5621,135601,427354,41770,430561,NA,426347,5616,430561,431738,Sternberg Task,41,67924,55,yes,1024
75,75,1235.392857,1235.392857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,55,0,55,55,55,0,0,55,0,55,0,55,0,55,55,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,3 9 7 6 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,left,NA,left,1258,36148,16384,NA,1258,2,legacy,5,1024,2,48000,-16,experiment,3,odd,7,431771,151986,432949,435155,338797,5621,135601,433952,41770,437158,NA,432945,5616,437159,438419,Sternberg Task,42,69182,56,yes,1024
75.43859649,75.43859649,1233.842105,1233.842105,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,56,0,56,56,56,0,0,56,0,56,0,56,0,56,56,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,right,left,NA,left,1147,36148,16384,NA,1147,2,legacy,6,1024,2,48000,-16,experiment,3,odd,7,438463,151986,439643,441850,338797,5621,135601,440646,41770,443853,NA,439639,5616,443854,445002,Sternberg Task,43,70329,57,yes,1024
75.86206897,75.86206897,1230.137931,1230.137931,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,57,0,57,57,57,0,0,57,0,57,0,57,0,57,57,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,4 6 5 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,1019,36148,16384,NA,1019,2,legacy,4,1024,2,48000,-16,experiment,3,odd,4,445046,151986,446227,448435,338797,5621,135601,447230,41770,450438,NA,446223,5616,450438,451459,Sternberg Task,44,71348,58,yes,1024
76.27118644,76.27118644,1228.440678,1228.440678,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,58,0,58,58,58,0,0,58,0,58,0,58,0,58,58,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,8 7 3,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,1130,36148,16384,NA,1130,2,legacy,3,1024,2,48000,-16,experiment,3,odd,8,451505,151986,452685,454891,338797,5621,135601,453688,41770,456894,NA,452681,5616,456895,458027,Sternberg Task,45,72478,59,yes,1024
76.66666667,76.66666667,1241.2,1241.2,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,59,0,59,59,59,0,0,59,0,59,0,59,0,59,59,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,1 4 3 6 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1994,36148,16384,NA,1994,2,legacy,5,1024,2,48000,-16,experiment,3,odd,8,458063,151986,459244,461451,338797,5621,135601,460247,41770,463454,NA,459240,5616,463455,465451,Sternberg Task,46,74472,60,yes,1024
77.04918033,77.04918033,1233.819672,1233.819672,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,60,0,60,60,60,0,0,60,0,60,0,60,0,60,60,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,3 9 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,791,36148,16384,NA,791,2,legacy,3,1024,2,48000,-16,experiment,3,odd,7,465496,151986,466672,468878,338797,5621,135601,467675,41770,470881,NA,466668,5616,470882,471675,Sternberg Task,47,75263,61,yes,1024
77.41935484,77.41935484,1227.322581,1227.322581,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,61,0,61,61,61,0,0,61,0,61,0,61,0,61,61,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,7 4 2 8 1 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,831,36148,16384,NA,831,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,471721,151986,472903,475110,338797,5621,135601,473906,41770,477113,NA,472898,5616,477114,477947,Sternberg Task,48,76094,62,yes,1024
77.77777778,77.77777778,1235.603175,1235.603175,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,62,0,62,62,62,0,0,62,0,62,0,62,0,62,62,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,8 5 1 3 9,Kafkaesque Koffka,3.2.8,4,y,0,left,right,left,NA,left,1749,36148,16384,NA,1749,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,477988,151986,479175,481383,338797,5621,135601,480179,41770,483387,NA,479171,5616,483388,485139,Sternberg Task,49,77843,63,yes,1024
76.5625,76.5625,1231.421875,1231.421875,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,63,0,63,63,63,0,0,63,0,63,0,63,0,63,63,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,2 3 7 4,Kafkaesque Koffka,3.2.8,1,y,0,right,right,left,NA,right,968,36148,16384,NA,968,2,legacy,4,1024,2,48000,-16,experiment,3,odd,2,485187,151986,486367,488573,338797,5621,135601,487370,41770,490576,NA,486363,5616,490577,491547,Sternberg Task,49,78811,64,yes,1024
76.92307692,76.92307692,1228.984615,1228.984615,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,64,0,64,64,64,0,0,64,0,64,0,64,0,64,64,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 9 4 5 3 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1073,36148,16384,NA,1073,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,485187,151986,492758,494965,491579,5621,135601,493761,41770,496968,NA,492754,5616,496968,498043,Sternberg Task,50,79884,65,yes,1024
77.27272727,77.27272727,1230.424242,1230.424242,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,65,0,65,65,65,0,0,65,0,65,0,65,0,65,65,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,8 9 6 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,left,NA,left,1324,36148,16384,NA,1324,2,legacy,4,1024,2,48000,-16,experiment,3,odd,9,498088,151986,499265,501473,491579,5621,135601,500268,41770,503476,NA,499261,5616,503477,504803,Sternberg Task,51,81208,66,yes,1024
77.6119403,77.6119403,1232.626866,1232.626866,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,66,0,66,66,66,0,0,66,0,66,0,66,0,66,66,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,3 4 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1378,36148,16384,NA,1378,2,legacy,3,1024,2,48000,-16,experiment,3,odd,5,504863,151986,506043,508251,491579,5621,135601,507047,41770,510254,NA,506039,5616,510255,511635,Sternberg Task,52,82586,67,yes,1024
76.47058824,76.47058824,1243.911765,1243.911765,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,67,0,67,67,67,0,0,67,0,67,0,67,0,67,67,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,1 5 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,None,right,left,NA,None,2000,36148,16384,NA,2000,2,legacy,5,1024,2,48000,-16,experiment,3,odd,4,511679,151986,512864,515070,491579,5621,135601,513867,41770,517073,NA,512860,5616,517074,519075,Sternberg Task,52,84586,68,yes,1024
75.36231884,75.36231884,1254.869565,1254.869565,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,68,0,68,68,68,0,0,68,0,68,0,68,0,68,68,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,None,right,left,NA,None,2000,36148,16384,NA,2000,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,511679,151986,520301,522507,519121,5621,135601,521304,41770,524510,NA,520297,5616,524511,526512,Sternberg Task,52,86586,69,yes,1024
75.71428571,75.71428571,1257.457143,1257.457143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,69,0,69,69,69,0,0,69,0,69,0,69,0,69,69,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,left,NA,right,1436,36148,16384,NA,1436,2,legacy,6,1024,2,48000,-16,experiment,3,odd,4,511679,151986,527732,529938,526554,5621,135601,528735,41770,531941,NA,527728,5616,531941,533379,Sternberg Task,53,88022,70,yes,1024
76.05633803,76.05633803,1259.901408,1259.901408,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,70,0,70,70,70,0,0,70,0,70,0,70,0,70,70,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,9 3 8 2 1 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,left,NA,left,1431,36148,16384,NA,1431,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,533462,151986,534648,536855,526554,5621,135601,535651,41770,538858,NA,534644,5616,538858,540291,Sternberg Task,54,89453,71,yes,1024
76.38888889,76.38888889,1257.777778,1257.777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,71,0,71,71,71,0,0,71,0,71,0,71,0,71,71,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,1107,36148,16384,NA,1107,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,540337,151986,541515,543722,526554,5621,135601,542519,41770,545725,NA,541511,5616,545726,546835,Sternberg Task,55,90560,72,yes,1024
76.71232877,76.71232877,1250.424658,1250.424658,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,72,0,72,72,72,0,0,72,0,72,0,72,0,72,72,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,6 7 9 3 1 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,left,NA,left,721,36148,16384,NA,721,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,546879,151986,548059,550268,526554,5621,135601,549063,41770,552271,NA,548056,5616,552272,552995,Sternberg Task,56,91281,73,yes,1024
75.67567568,75.67567568,1260.554054,1260.554054,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,73,0,73,73,73,0,0,73,0,73,0,73,0,73,73,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.8,6,y,0,None,right,left,NA,None,2000,36148,16384,NA,2000,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,553046,151986,554225,556432,526554,5621,135601,555228,41770,558435,NA,554221,5616,558436,560437,Sternberg Task,56,93281,74,yes,1024
74.66666667,74.66666667,1270.413333,1270.413333,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,74,0,74,74,74,0,0,74,0,74,0,74,0,74,74,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,5 3 8 7 2 4,Kafkaesque Koffka,3.2.8,0,n,0,None,right,left,NA,None,2000,36148,16384,NA,2000,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,553046,151986,561693,563901,560509,5621,135601,562696,41770,565904,NA,561689,5616,565905,567906,Sternberg Task,56,95281,75,yes,1024
73.68421053,73.68421053,1280.013158,1280.013158,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,75,0,75,75,75,0,0,75,0,75,0,75,0,75,75,10/17/19 17:38,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,11,C:/Users/Carolyn/Desktop/cp_subject-3.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,None,right,left,NA,None,2000,36148,16384,NA,2000,2,legacy,3,1024,2,48000,-16,experiment,3,odd,7,553046,151986,569135,571342,567954,5621,135601,570138,41770,573345,NA,569132,5616,573346,575347,Sternberg Task,56,97281,76,yes,1024
