acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_new_keyboard_response,correct_response,count_Instruction1,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instructions2,count_isi,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_Instruction1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_Instruction1,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instructions2,time_isi,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.625,90.625,842.09375,842.09375,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,31,31,0,0,31,31,0,31,31,31,31,0,31,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,19,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,2 8 5 1,Kafkaesque Koffka,3.2.6,4,y,0,left,right,right,left,NA,664,705,4742,664,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,1,144372,341640,342747,144360,226076,342757,163473,221332,344980,347657,343768,346992,145078,346991,NA,Sternberg task,29,26947,32,yes,1024
90.90909091,90.90909091,834.9393939,834.9393939,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,32,32,0,0,32,32,0,32,32,32,32,0,32,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,20,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,606,705,4742,606,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,7,144372,347670,348776,144360,226076,348787,163473,221332,351009,353628,349798,353020,145078,353020,NA,Sternberg task,30,27553,33,yes,1024
91.17647059,91.17647059,827.9705882,827.9705882,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,33,33,0,0,33,33,0,33,33,33,33,0,33,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,21,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,2 8 9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,598,705,4742,598,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,6,144372,353646,354753,144360,226076,354763,163473,221332,356985,359595,355775,358995,145078,358995,NA,Sternberg task,31,28151,34,yes,1024
91.42857143,91.42857143,827.0285714,827.0285714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,34,34,0,0,34,34,0,34,34,34,34,0,34,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,22,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.6,2,y,0,left,right,right,left,NA,795,705,4742,795,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,1,144372,359608,360714,144360,226076,360725,163473,221332,362948,365757,361736,364960,145078,364959,NA,Sternberg task,32,28946,35,yes,1024
91.66666667,91.66666667,826.5555556,826.5555556,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,35,35,0,0,35,35,0,35,35,35,35,0,35,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,23,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,8 3,Kafkaesque Koffka,3.2.6,2,y,0,left,right,right,left,NA,810,705,4742,810,NA,2,legacy,2,1024,2,48000,-16,experiment,0,even,3,144372,365770,366875,144360,226076,366886,163473,221332,369109,371932,367897,371120,145078,371119,NA,Sternberg task,33,29756,36,yes,1024
91.89189189,91.89189189,820.4864865,820.4864865,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,36,36,0,0,36,36,0,36,36,36,36,0,36,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,24,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,9 8 2 7 4,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,602,705,4742,602,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,5,144372,371945,373049,144360,226076,373060,163473,221332,375284,377904,374071,377300,145078,377300,NA,Sternberg task,34,30358,37,yes,1024
92.10526316,92.10526316,819.2631579,819.2631579,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,37,37,0,0,37,37,0,37,37,37,37,0,37,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,25,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,6 8,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,774,705,4742,774,NA,2,legacy,2,1024,2,48000,-16,experiment,0,even,9,144372,377917,379023,144360,226076,379034,163473,221332,381256,384044,380045,383268,145078,383267,NA,Sternberg task,35,31132,38,yes,1024
92.30769231,92.30769231,811.6410256,811.6410256,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,38,38,0,0,38,38,0,38,38,38,38,0,38,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,26,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,5 2,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,522,705,4742,522,NA,2,legacy,2,1024,2,48000,-16,experiment,0,even,7,144372,384060,385168,144360,226076,385179,163473,221332,387402,389938,386190,389414,145078,389414,NA,Sternberg task,36,31654,39,yes,1024
92.5,92.5,809.575,809.575,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,39,39,0,0,39,39,0,39,39,39,39,0,39,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,27,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,2 8 9 4 1,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,729,705,4742,729,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,5,144372,389950,391059,144360,226076,391069,163473,221332,393292,396035,392080,395303,145078,395303,NA,Sternberg task,37,32383,40,yes,1024
92.68292683,92.68292683,818.7073171,818.7073171,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,40,40,0,0,40,40,0,40,40,40,40,0,40,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,28,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1 4 9 3 2 5,Kafkaesque Koffka,3.2.6,3,y,0,left,right,right,left,NA,1184,705,4742,1184,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,9,144372,396048,397155,144360,226076,397166,163473,221332,399392,402589,398179,401403,145078,401403,NA,Sternberg task,38,33567,41,yes,1024
92.85714286,92.85714286,816.2857143,816.2857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,41,41,0,0,41,41,0,41,41,41,41,0,41,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,29,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,717,705,4742,717,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,7,144372,402602,403708,144360,226076,403718,163473,221332,405941,408670,404729,407952,145078,407951,NA,Sternberg task,39,34284,42,yes,1024
93.02325581,93.02325581,810.744186,810.744186,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,42,42,0,0,42,42,0,42,42,42,42,0,42,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,30,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,5 9 2 3,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,578,705,4742,578,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,8,144372,408684,409790,144360,226076,409801,163473,221332,412024,414615,410812,414035,145078,414035,NA,Sternberg task,40,34862,43,yes,1024
93.18181818,93.18181818,806.4318182,806.4318182,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,43,43,0,0,43,43,0,43,43,43,43,0,43,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,31,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,621,705,4742,621,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,5,144372,414628,415734,144360,226076,415745,163473,221332,417968,420604,416756,419980,145078,419980,NA,Sternberg task,41,35483,44,yes,1024
93.33333333,93.33333333,810.6888889,810.6888889,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,44,44,0,0,44,44,0,44,44,44,44,0,44,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,32,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,5 7 8 2 3 8,Kafkaesque Koffka,3.2.6,5,y,0,left,right,right,left,NA,998,705,4742,998,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,3,144372,420618,421725,144360,226076,421735,163473,221332,423959,426970,422746,425970,145078,425970,NA,Sternberg task,42,36481,45,yes,1024
93.47826087,93.47826087,805.9782609,805.9782609,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,45,45,0,0,45,45,0,45,45,45,45,0,45,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,33,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,2 3,Kafkaesque Koffka,3.2.6,1,y,0,left,right,right,left,NA,594,705,4742,594,NA,2,legacy,2,1024,2,48000,-16,experiment,0,even,2,144372,426983,428087,144360,226076,428099,163473,221332,430323,432930,429110,432334,145078,432333,NA,Sternberg task,43,37075,46,yes,1024
93.61702128,93.61702128,800.2765957,800.2765957,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,46,46,0,0,46,46,0,46,46,46,46,0,46,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,34,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,4,Kafkaesque Koffka,3.2.6,1,y,0,left,right,right,left,NA,538,705,4742,538,NA,2,legacy,1,1024,2,48000,-16,experiment,0,even,4,144372,432943,434048,144360,226076,434059,163473,221332,436283,438834,435071,438294,145078,438294,NA,Sternberg task,44,37613,47,yes,1024
93.75,93.75,795.6875,795.6875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,47,47,0,0,47,47,0,47,47,47,47,0,47,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,35,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,6 7 5 9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,580,705,4742,580,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,2,144372,438847,439962,144360,226076,439974,163473,221332,442198,444791,440985,444209,145078,444208,NA,Sternberg task,45,38193,48,yes,1024
93.87755102,93.87755102,797.9387755,797.9387755,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,48,48,0,0,48,48,0,48,48,48,48,0,48,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,36,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,7 8 6 3 1,Kafkaesque Koffka,3.2.6,5,y,0,left,right,right,left,NA,906,705,4742,906,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,1,144372,444804,445911,144360,226076,445922,163473,221332,448144,451063,446933,450155,145078,450155,NA,Sternberg task,46,39099,49,yes,1024
92,92,796.74,796.74,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,0,49,49,0,0,49,49,0,49,49,49,49,0,49,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,37,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,6 2 9 3 8 4,Kafkaesque Koffka,3.2.6,0,n,0,left,right,right,left,NA,738,705,4742,738,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,1,144372,451076,452184,144360,226076,452195,163473,221332,454419,457170,453206,456430,145078,456430,NA,Sternberg task,46,39837,50,yes,1024
92.15686275,92.15686275,793.5098039,793.5098039,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,50,50,0,0,50,50,0,50,50,50,50,0,50,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,38,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,632,705,4742,632,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,5,144372,451076,458289,144360,226076,458300,457183,221332,460524,463169,459311,462535,145078,462535,NA,Sternberg task,47,40469,51,yes,1024
92.30769231,92.30769231,792.1730769,792.1730769,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,51,51,0,0,51,51,0,51,51,51,51,0,51,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,39,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 9 1,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,724,705,4742,724,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,7,144372,463182,464290,144360,226076,464301,457183,221332,466525,469263,465312,468537,145078,468536,NA,Sternberg task,48,41193,52,yes,1024
92.45283019,92.45283019,789.9433962,789.9433962,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,52,52,0,0,52,52,0,52,52,52,52,0,52,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,40,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,674,705,4742,674,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,8,144372,469275,470383,144360,226076,470394,457183,221332,472623,475312,471408,474635,145078,474634,NA,Sternberg task,49,41867,53,yes,1024
92.59259259,92.59259259,785.7777778,785.7777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,53,53,0,0,53,53,0,53,53,53,53,0,53,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,41,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,565,705,4742,565,NA,2,legacy,1,1024,2,48000,-16,experiment,0,even,6,144372,475324,476431,144360,226076,476441,457183,221332,478663,481242,477453,480674,145078,480674,NA,Sternberg task,50,42432,54,yes,1024
92.72727273,92.72727273,783.1636364,783.1636364,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,54,54,0,0,54,54,0,54,54,54,54,0,54,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,42,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,642,705,4742,642,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,2,144372,481256,482362,144360,226076,482373,457183,221332,484597,487252,483384,486608,145078,486608,NA,Sternberg task,51,43074,55,yes,1024
92.85714286,92.85714286,786.4464286,786.4464286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,55,55,0,0,55,55,0,55,55,55,55,0,55,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,43,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 5 9 6 2 4,Kafkaesque Koffka,3.2.6,1,y,0,left,right,right,left,NA,967,705,4742,967,NA,2,legacy,6,1024,2,48000,-16,experiment,0,even,3,144372,487265,488371,144360,226076,488382,457183,221332,490606,493586,489392,492617,145078,492617,NA,Sternberg task,52,44041,56,yes,1024
92.98245614,92.98245614,785.7192982,785.7192982,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,56,56,0,0,56,56,0,56,56,56,56,0,56,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,44,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,745,705,4742,745,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,3,144372,493599,494705,144360,226076,494715,457183,221332,496939,499698,495727,498951,145078,498951,NA,Sternberg task,53,44786,57,yes,1024
93.10344828,93.10344828,780.8275862,780.8275862,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,57,57,0,0,57,57,0,57,57,57,57,0,57,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,45,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,2 5 1 4,Kafkaesque Koffka,3.2.6,0,n,0,right,right,right,right,NA,502,705,4742,502,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,6,144372,499711,500818,144360,226076,500829,457183,221332,503050,505566,501840,505061,145078,505061,NA,Sternberg task,54,45288,58,yes,1024
91.52542373,91.52542373,783.4745763,783.4745763,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,0,58,58,0,0,58,58,0,58,58,58,58,0,58,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,46,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,9 1 7 2,Kafkaesque Koffka,3.2.6,2,y,0,right,right,right,right,NA,937,705,4742,937,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,1,144372,505579,506687,144360,226076,506698,457183,221332,508922,511872,507709,510933,145078,510933,NA,Sternberg task,54,46225,59,yes,1024
91.66666667,91.66666667,780.5333333,780.5333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,59,59,0,0,59,59,0,59,59,59,59,0,59,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,47,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.6,1,y,0,left,right,right,left,NA,607,705,4742,607,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,3,144372,505579,512991,144360,226076,513000,511885,221332,515225,517844,514012,517235,145078,517235,NA,Sternberg task,55,46832,60,yes,1024
91.80327869,91.80327869,780.1967213,780.1967213,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,60,60,0,0,60,60,0,60,60,60,60,0,60,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,48,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,9 1 6 7 8,Kafkaesque Koffka,3.2.6,1,y,0,left,right,right,left,NA,760,705,4742,760,NA,2,legacy,5,1024,2,48000,-16,experiment,0,even,9,144372,517857,518963,144360,226076,518973,511885,221332,521198,523972,519984,523210,145078,523210,NA,Sternberg task,56,47592,61,yes,1024
90.32258065,90.32258065,782.3225806,782.3225806,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,0,61,61,0,0,61,61,0,61,61,61,61,0,61,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,49,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,9 5 8 1,Kafkaesque Koffka,3.2.6,2,y,0,right,right,right,right,NA,912,705,4742,912,NA,2,legacy,4,1024,2,48000,-16,experiment,0,even,5,144372,523985,525090,144360,226076,525101,511885,221332,527325,530250,526112,529336,145078,529336,NA,Sternberg task,56,48504,62,yes,1024
90.47619048,90.47619048,779.8571429,779.8571429,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,62,62,0,0,62,62,0,62,62,62,62,0,62,0,Sun Oct 20 20:43:38 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,50,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-1.csv,legacy,8 7 3,Kafkaesque Koffka,3.2.6,1,y,0,left,right,right,left,NA,627,705,4742,627,NA,2,legacy,3,1024,2,48000,-16,experiment,0,even,8,144372,523985,531374,144360,226076,531385,530263,221332,533611,536252,532396,535622,145078,535622,NA,Sternberg task,57,49131,63,yes,1024
