acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Keyboard_response,correct_instruction1,correct_response,count_ISI,count_Keyboard_response,count_PracticeLoop,count_correctFeedback,count_exp_sequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_logger,count_memorySet,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_PracticeLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Keyboard_response,response_instruction1,response_instructions2,response_thankYou,response_time,response_time_Keyboard_response,response_time_instruction1,response_time_instructions2,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_Keyboard_response,time_PracticeLoop,time_correctFeedback,time_exp_sequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_logger,time_memorySet,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
89.47368421,89.47368421,782.3947368,782.3947368,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,37,37,0,37,37,0,0,37,37,0,0,37,37,37,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,817,817,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,5,319002,321008,65729,315650,316788,5122,163029,316790,199096,5130,146808,321826,317795,321008,NA,Sternberg Task,34,29731,38,yes,1024
89.74358974,89.74358974,781.7692308,781.7692308,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,38,38,0,38,38,0,0,38,38,0,0,38,38,38,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,9 5 3 2 8 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,758,758,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,325257,327262,65729,321897,323046,5122,163029,323048,199096,5130,146808,328022,324054,327262,NA,Sternberg Task,35,30489,39,yes,1024
90,90,783.2,783.2,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,39,39,0,39,39,0,0,39,39,0,0,39,39,39,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,2 8 9 4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,839,839,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,5,331467,333474,65729,328082,329253,5122,163029,329256,199096,5130,146808,334314,330261,333473,NA,Sternberg Task,36,31328,40,yes,1024
87.80487805,87.80487805,801.7804878,801.7804878,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,left,40,40,0,40,40,0,0,40,40,0,0,40,40,40,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 4 9 3 2 5,Kafkaesque Koffka,3.2.8,3,y,0,right,right,right,right,NA,1545,1545,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,337722,339729,65729,334381,335508,5122,163029,335511,199096,5130,146808,341275,336517,339728,NA,Sternberg Task,36,32873,41,yes,1024
88.0952381,88.0952381,799.0714286,799.0714286,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,41,41,0,41,41,0,0,41,41,0,0,41,41,41,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,7 8 4 6 9 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,right,NA,688,688,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,344660,346665,65729,334381,342450,5122,163029,342452,341331,5130,146808,347355,343456,346665,NA,Sternberg Task,37,33561,42,yes,1024
88.37209302,88.37209302,797.2093023,797.2093023,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,42,42,0,42,42,0,0,42,42,0,0,42,42,42,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 9 4 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,719,719,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,350737,352743,65729,347376,348523,5122,163029,348526,341331,5130,146808,353463,349532,352743,NA,Sternberg Task,38,34280,43,yes,1024
88.63636364,88.63636364,799.8181818,799.8181818,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,43,43,0,43,43,0,0,43,43,0,0,43,43,43,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,3 4 9 6 2 9,Kafkaesque Koffka,3.2.8,5,y,0,left,left,right,right,NA,912,912,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,2,356885,358891,65729,353533,354670,5122,163029,354673,341331,5130,146808,359804,355679,358890,NA,Sternberg Task,39,35192,44,yes,1024
88.88888889,88.88888889,798.9111111,798.9111111,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,44,44,0,44,44,0,0,44,44,0,0,44,44,44,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,5 2 9 6 1 7,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,759,759,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,363238,365243,65729,359862,361024,5122,163029,361027,341331,5130,146808,366003,362033,365243,NA,Sternberg Task,40,35951,45,yes,1024
89.13043478,89.13043478,794.2826087,794.2826087,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,45,45,0,45,45,0,0,45,45,0,0,45,45,45,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,2 5 4 8 7,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,586,586,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,369455,371460,65729,366074,367241,5122,163029,367244,341331,5130,146808,372047,368249,371460,NA,Sternberg Task,41,36537,46,yes,1024
89.36170213,89.36170213,797.0851064,797.0851064,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,46,46,0,46,46,0,0,46,46,0,0,46,46,46,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,926,926,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,375462,377468,65729,372111,373249,5122,163029,373251,341331,5130,146808,378395,374257,377468,NA,Sternberg Task,42,37463,47,yes,1024
89.58333333,89.58333333,796.9583333,796.9583333,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,47,47,0,47,47,0,0,47,47,0,0,47,47,47,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 7 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,791,791,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,2,381818,383824,65729,378462,379603,5122,163029,379605,341331,5130,146808,384616,380612,383824,NA,Sternberg Task,43,38254,48,yes,1024
87.75510204,87.75510204,808.8163265,808.8163265,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,right,48,48,0,48,48,0,0,48,48,0,0,48,48,48,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,8 4 3 5,Kafkaesque Koffka,3.2.8,0,n,0,left,left,right,right,NA,1378,1378,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,388091,390099,65729,384686,385879,5122,163029,385882,341331,5130,146808,391478,386887,390098,NA,Sternberg Task,43,39632,49,yes,1024
88,88,809.16,809.16,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,49,49,0,49,49,0,0,49,49,0,0,49,49,49,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 5 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,826,826,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,394904,396910,65729,384686,392692,5122,163029,392694,391536,5130,146808,397737,393700,396910,NA,Sternberg Task,44,40458,50,yes,1024
88.23529412,88.23529412,807.3137255,807.3137255,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,50,50,0,50,50,0,0,50,50,0,0,50,50,50,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 4 3 6 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,715,715,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,401176,403183,65729,397800,398963,5122,163029,398965,391536,5130,146808,403898,399970,403182,NA,Sternberg Task,45,41173,51,yes,1024
88.46153846,88.46153846,808.6923077,808.6923077,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,51,51,0,51,51,0,0,51,51,0,0,51,51,51,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,3 9 8 1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,879,879,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,407343,409350,65729,403955,405130,5122,163029,405132,391536,5130,146808,410230,406138,409350,NA,Sternberg Task,46,42052,52,yes,1024
88.67924528,88.67924528,812.245283,812.245283,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,52,52,0,52,52,0,0,52,52,0,0,52,52,52,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,3 5 7 1,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,997,997,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,413657,415664,65729,410299,411445,5122,163029,411447,391536,5130,146808,416663,412451,415663,NA,Sternberg Task,47,43049,53,yes,1024
88.88888889,88.88888889,812.7037037,812.7037037,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,53,53,0,53,53,0,0,53,53,0,0,53,53,53,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,8 5 4 7 3 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,837,837,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,5,420048,422054,65729,416719,417836,5122,163029,417838,391536,5130,146808,422892,418843,422054,NA,Sternberg Task,48,43886,54,yes,1024
89.09090909,89.09090909,809.2363636,809.2363636,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,54,54,0,54,54,0,0,54,54,0,0,54,54,54,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,right,NA,622,622,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,426326,428333,65729,422955,424114,5122,163029,424116,391536,5130,146808,428956,425119,428333,NA,Sternberg Task,49,44508,55,yes,1024
89.28571429,89.28571429,807.4821429,807.4821429,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,55,55,0,55,55,0,0,55,55,0,0,55,55,55,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,3 9 6 2,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,right,NA,711,711,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,2,432393,434399,65729,429022,430179,5122,163029,430182,391536,5130,146808,435111,431188,434399,NA,Sternberg Task,50,45219,56,yes,1024
89.47368421,89.47368421,801.9473684,801.9473684,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,56,56,0,56,56,0,0,56,56,0,0,56,56,56,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 7 6 8 2 3,Kafkaesque Koffka,3.2.8,6,y,0,left,left,right,right,NA,492,492,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,438551,440558,65729,435188,436337,5122,163029,436340,391536,5130,146808,441051,437345,440557,NA,Sternberg Task,51,45711,57,yes,1024
89.65517241,89.65517241,803.4137931,803.4137931,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,57,57,0,57,57,0,0,57,57,0,0,57,57,57,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,2 6 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,887,887,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,444455,446463,65729,441117,442242,5122,163029,442244,391536,5130,146808,447351,443250,446463,NA,Sternberg Task,52,46598,58,yes,1024
89.83050847,89.83050847,805.6779661,805.6779661,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,58,58,0,58,58,0,0,58,58,0,0,58,58,58,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,937,937,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,450759,452766,65729,447416,448546,5122,163029,448548,391536,5130,146808,453705,449553,452765,NA,Sternberg Task,53,47535,59,yes,1024
90,90,807.8666667,807.8666667,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,59,59,0,59,59,0,0,59,59,0,0,59,59,59,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,937,937,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,1,457136,459140,65729,453771,454925,5122,163029,454927,391536,5130,146808,460078,455929,459140,NA,Sternberg Task,54,48472,60,yes,1024
90.16393443,90.16393443,808.1639344,808.1639344,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,60,60,0,60,60,0,0,60,60,0,0,60,60,60,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,826,826,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,463473,465480,65729,460136,461260,5122,163029,461263,391536,5130,146808,466307,462268,465479,NA,Sternberg Task,55,49298,61,yes,1024
90.32258065,90.32258065,804.9354839,804.9354839,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,61,61,0,61,61,0,0,61,61,0,0,61,61,61,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,9 1 6 7 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,608,608,60597,16220,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,9,469732,471739,65729,466371,467518,5122,163029,467521,391536,5130,146808,472348,468527,471738,NA,Sternberg Task,56,49906,62,yes,1024
90.47619048,90.47619048,800.8095238,800.8095238,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,62,62,0,62,62,0,0,62,62,0,0,62,62,62,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,8 3,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,545,545,60597,16220,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,3,475783,477789,65729,472415,473569,5122,163029,473571,391536,5130,146808,478335,474577,477789,NA,Sternberg Task,57,50451,63,yes,1024
90.625,90.625,800.078125,800.078125,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,63,63,0,63,63,0,0,63,63,0,0,63,63,63,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,754,754,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,4,481841,483847,65729,478392,479629,5122,163029,479631,391536,5130,146808,484603,480636,483847,NA,Sternberg Task,58,51205,64,yes,1024
89.23076923,89.23076923,818.5538462,818.5538462,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,right,64,64,0,64,64,0,0,64,64,0,0,64,64,64,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,2 7 5,Kafkaesque Koffka,3.2.8,0,n,0,None,None,right,right,NA,2001,2001,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,8,487998,490004,65729,484655,485784,5122,163029,485786,391536,5130,146808,492006,486793,490004,NA,Sternberg Task,58,53206,65,yes,1024
89.39393939,89.39393939,814.5606061,814.5606061,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,65,65,0,65,65,0,0,65,65,0,0,65,65,65,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,555,555,60597,16220,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,495442,497446,65729,484655,493229,5122,163029,493231,492076,5130,146808,498002,494237,497446,NA,Sternberg Task,59,53761,66,yes,1024
89.55223881,89.55223881,815.8208955,815.8208955,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,66,66,0,66,66,0,0,66,66,0,0,66,66,66,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,899,899,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,501406,503412,65729,498065,499193,5122,163029,499195,492076,5130,146808,504312,500201,503411,NA,Sternberg Task,60,54660,67,yes,1024
89.70588235,89.70588235,815.75,815.75,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,67,67,0,67,67,0,0,67,67,0,0,67,67,67,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,8 7 3,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,811,811,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,8,507723,509729,65729,504376,505509,5122,163029,505512,492076,5130,146808,510541,506517,509729,NA,Sternberg Task,61,55471,68,yes,1024
89.85507246,89.85507246,817.8695652,817.8695652,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,68,68,0,68,68,0,0,68,68,0,0,68,68,68,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,962,962,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,513969,515975,65729,510604,511755,5122,163029,511758,492076,5130,146808,516939,512763,515974,NA,Sternberg Task,62,56433,69,yes,1024
90,90,816.7571429,816.7571429,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,69,69,0,69,69,0,0,69,69,0,0,69,69,69,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,740,740,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,2,520348,522354,65729,517008,518135,5122,163029,518138,492076,5130,146808,523096,519143,522354,NA,Sternberg Task,63,57173,70,yes,1024
88.73239437,88.73239437,816.5774648,816.5774648,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,left,70,70,0,70,70,0,0,70,70,0,0,70,70,70,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,2 8 5 1,Kafkaesque Koffka,3.2.8,4,y,0,right,right,right,right,NA,804,804,60597,16220,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,1,526511,528518,65729,523163,524295,5122,163029,524297,492076,5130,146808,529324,525304,528518,NA,Sternberg Task,63,57977,71,yes,1024
88.88888889,88.88888889,814.6527778,814.6527778,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,71,71,0,71,71,0,0,71,71,0,0,71,71,71,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,678,678,60597,16220,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,7,532789,534795,65729,523163,530579,5122,163029,530581,529393,5130,146808,535474,531586,534795,NA,Sternberg Task,64,58655,72,yes,1024
89.04109589,89.04109589,814.2054795,814.2054795,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,72,72,0,72,72,0,0,72,72,0,0,72,72,72,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,5 3 2 6 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,782,782,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,538889,540896,65729,535546,536676,5122,163029,536678,529393,5130,146808,541679,537684,540896,NA,Sternberg Task,65,59437,73,yes,1024
89.18918919,89.18918919,825.1081081,825.1081081,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,73,73,0,73,73,0,0,73,73,0,0,73,73,73,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,4 9 7 8 5 3,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,right,NA,1621,1621,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,8,545103,547110,65729,541737,542888,5122,163029,542891,529393,5130,146808,548732,543897,547110,NA,Sternberg Task,66,61058,74,yes,1024
89.33333333,89.33333333,823.16,823.16,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,74,74,0,74,74,0,0,74,74,0,0,74,74,74,0,10/27/19 8:15,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,11,C:/Users/hosan/Desktop/Tb-subject-2.csv,legacy,5 3 8 7 2 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,679,679,60597,16220,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,552134,554140,65729,548799,549923,5122,163029,549925,529393,5130,146808,554821,550931,554139,NA,Sternberg Task,67,61737,75,yes,1024
