acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_memorySet_1,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_memorySet_1,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
89.18918919,89.18918919,818.9459459,818.9459459,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,36,36,0,0,36,36,0,0,36,36,36,36,0,36,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,7 6 4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,708,6330,8999,708,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,256499,252937,5512,100580,254245,232863,5548,91578,258527,259239,254218,255272,11895,258527,NA,Sternberg task,33,30301,37,yes,1024
89.47368421,89.47368421,817.3947368,817.3947368,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,37,37,0,0,37,37,0,0,37,37,37,37,0,37,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1 4 9 2 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,760,6330,8999,760,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,7,262830,259270,5512,100580,260577,232863,5548,91578,264857,265621,260550,261603,11895,264856,NA,Sternberg task,34,31061,38,yes,1024
89.74358974,89.74358974,821.8461538,821.8461538,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,38,38,0,0,38,38,0,0,38,38,38,38,0,38,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,991,6330,8999,991,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,269214,265652,5512,100580,266962,232863,5548,91578,271241,272236,266935,267988,11895,271241,NA,Sternberg task,35,32052,39,yes,1024
90,90,816.8,816.8,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,39,39,0,0,39,39,0,0,39,39,39,39,0,39,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,3 9 7 6 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,620,6330,8999,620,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,7,275830,272268,5512,100580,273577,232863,5548,91578,277857,278481,273550,274604,11895,277857,NA,Sternberg task,36,32672,40,yes,1024
90.24390244,90.24390244,814.1707317,814.1707317,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,40,40,0,0,40,40,0,0,40,40,40,40,0,40,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,5 7 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,709,6330,8999,709,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,9,282074,278513,5512,100580,279820,232863,5548,91578,284102,284815,279793,280847,11895,284102,NA,Sternberg task,37,33381,41,yes,1024
90.47619048,90.47619048,819.0952381,819.0952381,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,41,41,0,0,41,41,0,0,41,41,41,41,0,41,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 9 4 5 3 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1021,6330,8999,1021,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,288404,284846,5512,100580,286151,232863,5548,91578,290431,291456,286124,287177,11895,290431,NA,Sternberg task,38,34402,42,yes,1024
90.69767442,90.69767442,822.2093023,822.2093023,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,42,42,0,0,42,42,0,0,42,42,42,42,0,42,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,9 8 2 7 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,953,6330,8999,953,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,5,295049,291488,5512,100580,292796,232863,5548,91578,297077,298034,292769,293822,11895,297076,NA,Sternberg task,39,35355,43,yes,1024
90.90909091,90.90909091,817.3636364,817.3636364,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,43,43,0,0,43,43,0,0,43,43,43,43,0,43,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,609,6330,8999,609,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,7,301623,298065,5512,100580,299369,232863,5548,91578,303650,304264,299342,300395,11895,303649,NA,Sternberg task,40,35964,44,yes,1024
91.11111111,91.11111111,816.7777778,816.7777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,44,44,0,0,44,44,0,0,44,44,44,44,0,44,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 9 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,791,6330,8999,791,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,8,307854,304295,5512,100580,305601,232863,5548,91578,309881,310677,305574,306627,11895,309881,NA,Sternberg task,41,36755,45,yes,1024
91.30434783,91.30434783,815.1304348,815.1304348,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,45,45,0,0,45,45,0,0,45,45,45,45,0,45,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,741,6330,8999,741,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,314269,310708,5512,100580,312016,232863,5548,91578,316297,317042,311990,313042,11895,316297,NA,Sternberg task,42,37496,46,yes,1024
89.36170213,89.36170213,814.5106383,814.5106383,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,46,46,0,0,46,46,0,0,46,46,46,46,0,46,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,right,right,right,right,NA,786,6330,8999,786,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,6,320637,317075,5512,100580,318384,232863,5548,91578,322665,323456,318357,319410,11895,322664,NA,Sternberg task,42,38282,47,yes,1024
89.58333333,89.58333333,810.5416667,810.5416667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,47,47,0,0,47,47,0,0,47,47,47,47,0,47,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 5 1 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,624,6330,8999,624,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,6,327048,317075,5512,100580,324795,323488,5548,91578,329075,329703,324768,325821,11895,329074,NA,Sternberg task,43,38906,48,yes,1024
89.79591837,89.79591837,808.877551,808.877551,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,48,48,0,0,48,48,0,0,48,48,48,48,0,48,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,729,6330,8999,729,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,7,333294,329734,5512,100580,331042,323488,5548,91578,335321,336054,331015,332068,11895,335321,NA,Sternberg task,44,39635,49,yes,1024
90,90,813.1,813.1,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,49,49,0,0,49,49,0,0,49,49,49,49,0,49,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,5 7 3 6 2,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,NA,1020,6330,8999,1020,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,2,339649,336086,5512,100580,337395,323488,5548,91578,341676,342700,337368,338422,11895,341675,NA,Sternberg task,45,40655,50,yes,1024
90.19607843,90.19607843,815.2352941,815.2352941,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,50,50,0,0,50,50,0,0,50,50,50,50,0,50,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,5 2 9 6 1 7,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,922,6330,8999,922,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,346294,342732,5512,100580,344042,323488,5548,91578,348323,349250,344015,345068,11895,348323,NA,Sternberg task,46,41577,51,yes,1024
90.38461538,90.38461538,814.6923077,814.6923077,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,51,51,0,0,51,51,0,0,51,51,51,51,0,51,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 8 5 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,787,6330,8999,787,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,1,352842,349281,5512,100580,350588,323488,5548,91578,354869,355661,350560,351614,11895,354869,NA,Sternberg task,47,42364,52,yes,1024
90.56603774,90.56603774,812.9433962,812.9433962,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,52,52,0,0,52,52,0,0,52,52,52,52,0,52,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,722,6330,8999,722,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,8,359249,355692,5512,100580,356997,323488,5548,91578,361276,362001,356970,358023,11895,361276,NA,Sternberg task,48,43086,53,yes,1024
90.74074074,90.74074074,809.7777778,809.7777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,53,53,0,0,53,53,0,0,53,53,53,53,0,53,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,642,6330,8999,642,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,2,365593,362033,5512,100580,363340,323488,5548,91578,367620,368266,363312,364366,11895,367620,NA,Sternberg task,49,43728,54,yes,1024
90.90909091,90.90909091,807.4545455,807.4545455,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,54,54,0,0,54,54,0,0,54,54,54,54,0,54,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 5 4 8 7,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,682,6330,8999,682,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,4,371862,368297,5512,100580,369609,323488,5548,91578,373890,374576,369582,370635,11895,373889,NA,Sternberg task,50,44410,55,yes,1024
91.07142857,91.07142857,813.5178571,813.5178571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,55,55,0,0,55,55,0,0,55,55,55,55,0,55,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1147,6330,8999,1147,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,378172,374609,5512,100580,375919,323488,5548,91578,380200,381351,375892,376946,11895,380199,NA,Sternberg task,51,45557,56,yes,1024
91.22807018,91.22807018,810.9298246,810.9298246,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,56,56,0,0,56,56,0,0,56,56,56,56,0,56,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,4 6 5 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,666,6330,8999,666,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,4,384945,381383,5512,100580,382693,323488,5548,91578,386972,387643,382666,383719,11895,386972,NA,Sternberg task,52,46223,57,yes,1024
91.37931034,91.37931034,807.4137931,807.4137931,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,57,57,0,0,57,57,0,0,57,57,57,57,0,57,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,3 5 7 1,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,607,6330,8999,607,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,7,391236,387674,5512,100580,388982,323488,5548,91578,393263,393874,388956,390009,11895,393263,NA,Sternberg task,53,46830,58,yes,1024
91.52542373,91.52542373,803.5084746,803.5084746,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,58,58,0,0,58,58,0,0,58,58,58,58,0,58,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 7 8 5,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,577,6330,8999,577,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,8,397467,393905,5512,100580,395214,323488,5548,91578,399495,400076,395187,396240,11895,399494,NA,Sternberg task,54,47407,59,yes,1024
91.66666667,91.66666667,804.85,804.85,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,59,59,0,0,59,59,0,0,59,59,59,59,0,59,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 9 3 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,884,6330,8999,884,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,1,403672,400107,5512,100580,401417,323488,5548,91578,405699,406588,401390,402445,11895,405699,NA,Sternberg task,55,48291,60,yes,1024
91.80327869,91.80327869,807.1639344,807.1639344,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,60,60,0,0,60,60,0,0,60,60,60,60,0,60,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,7 4 2 8 1 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,946,6330,8999,946,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,410192,406619,5512,100580,407937,323488,5548,91578,412220,413171,407911,408966,11895,412220,NA,Sternberg task,56,49237,61,yes,1024
91.93548387,91.93548387,806.2258065,806.2258065,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,61,61,0,0,61,61,0,0,61,61,61,61,0,61,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,7 8 6 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,749,6330,8999,749,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,3,416765,413202,5512,100580,414510,323488,5548,91578,418792,419546,414483,415538,11895,418791,NA,Sternberg task,57,49986,62,yes,1024
92.06349206,92.06349206,805.9206349,805.9206349,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,62,62,0,0,62,62,0,0,62,62,62,62,0,62,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,8 5 4 2 9 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,787,6330,8999,787,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,3,423138,419577,5512,100580,420884,323488,5548,91578,425166,425957,420858,421912,11895,425166,NA,Sternberg task,58,50773,63,yes,1024
92.1875,92.1875,807.171875,807.171875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,63,63,0,0,63,63,0,0,63,63,63,63,0,63,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,7 1 5 6 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,886,6330,8999,886,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,8,429551,425989,5512,100580,427296,323488,5548,91578,431578,432469,427270,428324,11895,431578,NA,Sternberg task,59,51659,64,yes,1024
92.30769231,92.30769231,807.0923077,807.0923077,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,64,64,0,0,64,64,0,0,64,64,64,64,0,64,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,802,6330,8999,802,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,5,436060,432501,5512,100580,433808,323488,5548,91578,438088,438894,433781,434834,11895,438088,NA,Sternberg task,60,52461,65,yes,1024
92.42424242,92.42424242,811.8181818,811.8181818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,65,65,0,0,65,65,0,0,65,65,65,65,0,65,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,3 9 8 1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1119,6330,8999,1119,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,7,442488,438926,5512,100580,440234,323488,5548,91578,444515,445639,440207,441260,11895,444515,NA,Sternberg task,61,53580,66,yes,1024
92.53731343,92.53731343,815.6716418,815.6716418,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,66,66,0,0,66,66,0,0,66,66,66,66,0,66,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,2 8 7 9 5 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1070,6330,8999,1070,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,449232,445670,5512,100580,446980,323488,5548,91578,451260,452335,446953,448005,11895,451259,NA,Sternberg task,62,54650,67,yes,1024
92.64705882,92.64705882,812.8676471,812.8676471,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,67,67,0,0,67,67,0,0,67,67,67,67,0,67,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,625,6330,8999,625,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,7,455927,452366,5512,100580,453674,323488,5548,91578,457954,458584,453647,454700,11895,457954,NA,Sternberg task,63,55275,68,yes,1024
92.75362319,92.75362319,815.0724638,815.0724638,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,68,68,0,0,68,68,0,0,68,68,68,68,0,68,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,965,6330,8999,965,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,462173,458616,5512,100580,459921,323488,5548,91578,464202,465172,459894,460947,11895,464201,NA,Sternberg task,64,56240,69,yes,1024
92.85714286,92.85714286,812.5142857,812.5142857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,69,69,0,0,69,69,0,0,69,69,69,69,0,69,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,NA,636,6330,8999,636,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,468768,465204,5512,100580,466515,323488,5548,91578,470795,471436,466488,467541,11895,470795,NA,Sternberg task,65,56876,70,yes,1024
92.95774648,92.95774648,814.5915493,814.5915493,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,70,70,0,0,70,70,0,0,70,70,70,70,0,70,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,960,6330,8999,960,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,2,475032,471469,5512,100580,472778,323488,5548,91578,477060,478025,472751,473805,11895,477060,NA,Sternberg task,66,57836,71,yes,1024
93.05555556,93.05555556,820.3055556,820.3055556,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,71,71,0,0,71,71,0,0,71,71,71,71,0,71,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,1226,6330,8999,1226,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,481619,478057,5512,100580,479366,323488,5548,91578,483645,484876,479339,480392,11895,483645,NA,Sternberg task,67,59062,72,yes,1024
93.15068493,93.15068493,816.2739726,816.2739726,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,72,72,0,0,72,72,0,0,72,72,72,72,0,72,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,8 1 6,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,526,6330,8999,526,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,6,488470,484907,5512,100580,486215,323488,5548,91578,490498,491030,486188,487242,11895,490497,NA,Sternberg task,68,59588,73,yes,1024
93.24324324,93.24324324,813.9054054,813.9054054,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,73,73,0,0,73,73,0,0,73,73,73,73,0,73,0,Sat Oct 26 21:28:40 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,11,/Users/Linzi/Desktop/LM-subject-3M27.csv,legacy,9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,641,6330,8999,641,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,6,494622,491061,5512,100580,492368,323488,5548,91578,496649,497295,492340,493394,11895,496649,NA,Sternberg task,69,60229,74,yes,1024
