acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_PracticeLoop,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_PracticeLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_PracticeLoop,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
90.90909091,90.90909091,853.9090909,853.9090909,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,0,10,10,0,0,10,10,0,0,10,10,10,10,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,10,10,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,679,42787,NA,679,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,6,111476,45881,108095,109234,3045,NA,109247,65743,3082,NA,113491,114172,110262,113490,NA,Sternberg Task,10,9393,11,yes,1024
91.66666667,91.66666667,862.25,862.25,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,11,0,11,11,0,0,11,11,0,0,11,11,11,11,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,954,42787,NA,954,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,6,117590,45881,114190,115348,3045,NA,115361,65743,3082,NA,119606,120562,116377,119606,NA,Sternberg Task,11,10347,12,yes,1024
92.30769231,92.30769231,839.3846154,839.3846154,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,12,0,12,12,0,0,12,12,0,0,12,12,12,12,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,0,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,NA,565,42787,5490,565,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,4,129577,45881,120582,127332,3045,127123,127347,65743,3082,121631,131590,132156,128359,131590,NA,Sternberg Task,12,10912,13,yes,1024
92.85714286,92.85714286,811.7857143,811.7857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,13,0,13,13,0,0,13,13,0,0,13,13,13,13,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,1,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,NA,453,42787,5490,453,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,135589,45881,132177,133349,3045,127123,133361,65743,3082,121631,137602,138057,134374,137602,NA,Sternberg Task,13,11365,14,yes,1024
93.33333333,93.33333333,797.0666667,797.0666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,14,0,14,14,0,0,14,14,0,0,14,14,14,14,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,2,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 7 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,591,42787,5490,591,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,2,141457,45881,138072,139214,3045,127123,139227,65743,3082,121631,143471,144064,140243,143471,NA,Sternberg Task,14,11956,15,yes,1024
93.75,93.75,775.5625,775.5625,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,15,0,15,15,0,0,15,15,0,0,15,15,15,15,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,3,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,9 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,NA,453,42787,5490,453,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,9,147480,45881,144084,145236,3045,127123,145249,65743,3082,121631,149493,149948,146266,149493,NA,Sternberg Task,15,12409,16,yes,1024
94.11764706,94.11764706,767.1176471,767.1176471,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,16,0,16,16,0,0,16,16,0,0,16,16,16,16,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,4,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 9 4 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,632,42787,5490,632,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,153356,45881,149966,151119,3045,127123,151131,65743,3082,121631,155370,156004,152145,155370,NA,Sternberg Task,16,13041,17,yes,1024
94.44444444,94.44444444,762.2777778,762.2777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,17,0,17,17,0,0,17,17,0,0,17,17,17,17,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,5,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,7 2 3,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,left,NA,680,42787,5490,680,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,3,159411,45881,156021,157170,3045,127123,157182,65743,3082,121631,161425,162108,158198,161425,NA,Sternberg Task,17,13721,18,yes,1024
94.73684211,94.73684211,775.8947368,775.8947368,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,18,0,18,18,0,0,18,18,0,0,18,18,18,18,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,6,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.8,5,y,0,left,left,right,left,NA,1021,42787,5490,1021,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,4,165524,45881,162126,163282,3045,127123,163295,65743,3082,121631,167539,168562,164311,167539,NA,Sternberg Task,18,14742,19,yes,1024
95,95,771.25,771.25,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,19,0,19,19,0,0,19,19,0,0,19,19,19,19,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,7,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,8 5 7 3 6,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,683,42787,5490,683,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,9,171962,45881,168578,169722,3045,127123,169734,65743,3082,121631,173976,174661,170750,173975,NA,Sternberg Task,19,15425,20,yes,1024
95.23809524,95.23809524,772.2857143,772.2857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,20,0,20,20,0,0,20,20,0,0,20,20,20,20,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,8,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,7 1 5 6 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,793,42787,5490,793,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,8,178073,45881,174677,175832,3045,127123,175844,65743,3082,121631,180087,180882,176861,180087,NA,Sternberg Task,20,16218,21,yes,1024
95.45454545,95.45454545,768.1363636,768.1363636,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,21,0,21,21,0,0,21,21,0,0,21,21,21,21,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,9,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,681,42787,5490,681,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,9,184288,45881,180902,182046,3045,127123,182059,65743,3082,121631,186303,186986,183075,186303,NA,Sternberg Task,21,16899,22,yes,1024
95.65217391,95.65217391,775.5217391,775.5217391,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,22,0,22,22,0,0,22,22,0,0,22,22,22,22,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,10,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,7 8 4 6 9 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,right,left,NA,938,42787,5490,938,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,190399,45881,187005,188158,3045,127123,188171,65743,3082,121631,192413,193353,189187,192413,NA,Sternberg Task,22,17837,23,yes,1024
95.83333333,95.83333333,766.75,766.75,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,23,0,23,23,0,0,23,23,0,0,23,23,23,23,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,left,left,right,left,NA,565,42787,5490,565,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,196771,45881,193369,194529,3045,127123,194542,65743,3082,121631,198786,199353,195555,198786,NA,Sternberg Task,23,18402,24,yes,1024
96,96,754.8,754.8,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,0,24,24,0,0,24,24,0,0,24,24,24,24,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,12,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 5,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,left,NA,468,42787,5490,468,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,5,202766,45881,199369,200526,3045,127123,200539,65743,3082,121631,204780,205250,201554,204780,NA,Sternberg Task,24,18870,25,yes,1024
96.15384615,96.15384615,744.5,744.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,25,0,25,25,0,0,25,25,0,0,25,25,25,25,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,13,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,NA,487,42787,5490,487,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,3,208661,45881,205268,206418,3045,127123,206431,65743,3082,121631,210675,211163,207448,210675,NA,Sternberg Task,25,19357,26,yes,1024
96.2962963,96.2962963,744.1481481,744.1481481,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,0,26,26,0,0,26,26,0,0,26,26,26,26,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,14,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,2 8 7 9 5 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,735,42787,5490,735,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,214583,45881,211179,212341,3045,127123,212354,65743,3082,121631,216597,217334,213367,216597,NA,Sternberg Task,26,20092,27,yes,1024
96.42857143,96.42857143,741.6428571,741.6428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,27,0,27,27,0,0,27,27,0,0,27,27,27,27,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,15,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,674,42787,5490,674,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,4,220742,45881,217349,218500,3045,127123,218513,65743,3082,121631,222755,223431,219529,222755,NA,Sternberg Task,27,20766,28,yes,1024
96.55172414,96.55172414,737.6206897,737.6206897,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,28,0,28,28,0,0,28,28,0,0,28,28,28,28,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,16,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 9 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,625,42787,5490,625,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,8,226857,45881,223449,224615,3045,127123,224630,65743,3082,121631,228871,229498,225643,228871,NA,Sternberg Task,28,21391,29,yes,1024
96.66666667,96.66666667,733.0333333,733.0333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,0,29,29,0,0,29,29,0,0,29,29,29,29,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,17,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,right,right,NA,600,42787,5490,600,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,4,232928,45881,229515,230677,3045,127123,230698,65743,3082,121631,234942,235544,231714,234942,NA,Sternberg Task,29,21991,30,yes,1024
96.77419355,96.77419355,723.5483871,723.5483871,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,0,30,30,0,0,30,30,0,0,30,30,30,30,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,18,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,NA,439,42787,5490,439,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,7,238963,45881,235563,236725,3045,127123,236738,65743,3082,121631,240977,241418,237752,240977,NA,Sternberg Task,30,22430,31,yes,1024
96.875,96.875,717.53125,717.53125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,0,31,31,0,0,31,31,0,0,31,31,31,31,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,19,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,2 4 8 5 1 3,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,NA,531,42787,5490,531,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,2,244831,45881,241439,242589,3045,127123,242602,65743,3082,121631,246845,247378,243617,246845,NA,Sternberg Task,31,22961,32,yes,1024
96.96969697,96.96969697,717.9393939,717.9393939,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,32,0,32,32,0,0,32,32,0,0,32,32,32,32,0,Thu Oct 24 14:05:04 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.1,no,mono,no,18,no,white,no,no,768,legacy,20,11,/Users/cristianbotello/Desktop/Advanced Quant/Lab 3.2/CB-subject-3.csv,legacy,6 7 9 3 1 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,left,NA,731,42787,5490,731,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,250794,45881,247396,248550,3045,127123,248562,65743,3082,121631,252808,253541,249579,252808,NA,Sternberg Task,32,23692,33,yes,1024
