acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_new_keyboard_response,correct_response,count_Instruction1,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instructions2,count_isi,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_Instruction1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_Instruction1,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instructions2,time_isi,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
78.125,78.125,1275.40625,1275.40625,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,31,31,0,0,31,31,0,31,31,31,31,0,31,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,19,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,3 9 8 1 6 4,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,851,78588,6952,851,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,7,3306,294773,295881,3292,172774,295892,145399,165820,298116,300980,296903,300127,81896,300127,NA,Sternberg task,25,40813,32,yes,1024
78.78787879,78.78787879,1260.363636,1260.363636,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,32,32,0,0,32,32,0,32,32,32,32,0,32,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,20,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,779,78588,6952,779,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,7,3306,300993,302146,3292,172774,302161,145399,165820,304383,307176,303171,306395,81896,306394,NA,Sternberg task,26,41592,33,yes,1024
79.41176471,79.41176471,1243.617647,1243.617647,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,33,33,0,0,33,33,0,33,33,33,33,0,33,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,21,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,5,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,691,78588,6952,691,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,8,3306,307190,308297,3292,172774,308307,145399,165820,310532,313236,309319,312543,81896,312542,NA,Sternberg task,27,42283,34,yes,1024
80,80,1230.857143,1230.857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,34,34,0,0,34,34,0,34,34,34,34,0,34,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,22,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,8,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,797,78588,6952,797,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,8,3306,313249,314356,3292,172774,314367,145399,165820,316589,319399,315378,318600,81896,318600,NA,Sternberg task,28,43080,35,yes,1024
80.55555556,80.55555556,1218.777778,1218.777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,35,35,0,0,35,35,0,35,35,35,35,0,35,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,23,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 1 7 2,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,796,78588,6952,796,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,1,3306,319412,320520,3292,172774,320531,145399,165820,322753,325563,321542,324765,81896,324764,NA,Sternberg task,29,43876,36,yes,1024
81.08108108,81.08108108,1205.540541,1205.540541,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,36,36,0,0,36,36,0,36,36,36,36,0,36,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,24,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,4,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,729,78588,6952,729,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,4,3306,325576,326684,3292,172774,326695,145399,165820,328916,331659,327705,330928,81896,330928,NA,Sternberg task,30,44605,37,yes,1024
81.57894737,81.57894737,1195.289474,1195.289474,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,37,37,0,0,37,37,0,37,37,37,37,0,37,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,25,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,816,78588,6952,816,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,5,3306,331672,332783,3292,172774,332793,145399,165820,335015,337843,333804,337025,81896,337025,NA,Sternberg task,31,45421,38,yes,1024
82.05128205,82.05128205,1185.179487,1185.179487,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,38,38,0,0,38,38,0,38,38,38,38,0,38,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,26,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.6,3,y,0,left,left,right,left,NA,801,78588,6952,801,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,2,3306,337856,338964,3292,172774,338975,145399,165820,341195,344010,339985,343207,81896,343207,NA,Sternberg task,32,46222,39,yes,1024
82.5,82.5,1177.3,1177.3,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,39,39,0,0,39,39,0,39,39,39,39,0,39,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,27,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 2,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,870,78588,6952,870,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,6,3306,344023,345147,3292,172774,345158,145399,165820,347379,350262,346168,349389,81896,349389,NA,Sternberg task,33,47092,40,yes,1024
82.92682927,82.92682927,1164.073171,1164.073171,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,40,40,0,0,40,40,0,40,40,40,40,0,40,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,28,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,635,78588,6952,635,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,7,3306,350275,351384,3292,172774,351395,145399,165820,353616,356264,352405,355627,81896,355627,NA,Sternberg task,34,47727,41,yes,1024
83.33333333,83.33333333,1166.357143,1166.357143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,41,41,0,0,41,41,0,41,41,41,41,0,41,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,29,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.6,5,y,0,left,left,right,left,NA,1260,78588,6952,1260,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,4,3306,356277,357387,3292,172774,357398,145399,165820,359620,362894,358409,361632,81896,361632,NA,Sternberg task,35,48987,42,yes,1024
83.72093023,83.72093023,1155.348837,1155.348837,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,42,42,0,0,42,42,0,42,42,42,42,0,42,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,30,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 8 4 6 9 5,Kafkaesque Koffka,3.2.6,4,y,0,left,left,right,left,NA,693,78588,6952,693,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,6,3306,362907,364014,3292,172774,364025,145399,165820,366250,368956,365036,368261,81896,368261,NA,Sternberg task,36,49680,43,yes,1024
84.09090909,84.09090909,1147.181818,1147.181818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,43,43,0,0,43,43,0,43,43,43,43,0,43,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,31,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,8 6 3 4 7,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,796,78588,6952,796,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,1,3306,368970,370077,3292,172774,370088,145399,165820,372312,375121,371100,374323,81896,374323,NA,Sternberg task,37,50476,44,yes,1024
84.44444444,84.44444444,1136.711111,1136.711111,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,44,44,0,0,44,44,0,44,44,44,44,0,44,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,32,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,676,78588,6952,676,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,9,3306,375135,376243,3292,172774,376253,145399,165820,378477,381168,377265,380489,81896,380489,NA,Sternberg task,38,51152,45,yes,1024
84.7826087,84.7826087,1138.847826,1138.847826,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,45,45,0,0,45,45,0,45,45,45,45,0,45,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,33,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 7 8 5,Kafkaesque Koffka,3.2.6,3,y,0,left,left,right,left,NA,1235,78588,6952,1235,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,8,3306,381181,382289,3292,172774,382299,145399,165820,384521,387769,383309,386532,81896,386531,NA,Sternberg task,39,52387,46,yes,1024
85.10638298,85.10638298,1131.808511,1131.808511,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,46,46,0,0,46,46,0,46,46,46,46,0,46,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,34,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,2 6 4 3 9,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,808,78588,6952,808,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,1,3306,387782,388890,3292,172774,388900,145399,165820,391123,393943,389911,393134,81896,393134,NA,Sternberg task,40,53195,47,yes,1024
85.41666667,85.41666667,1121.1875,1121.1875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,47,47,0,0,47,47,0,47,47,47,47,0,47,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,35,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 8 4,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,622,78588,6952,622,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,9,3306,393956,395062,3292,172774,395073,145399,165820,397295,399931,396083,399307,81896,399306,NA,Sternberg task,41,53817,48,yes,1024
85.71428571,85.71428571,1120.489796,1120.489796,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,48,48,0,0,48,48,0,48,48,48,48,0,48,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,36,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,2 4 6 9,Kafkaesque Koffka,3.2.6,3,y,0,left,left,right,left,NA,1087,78588,6952,1087,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,6,3306,399944,401051,3292,172774,401061,145399,165820,403285,406386,402072,405297,81896,405297,NA,Sternberg task,42,54904,49,yes,1024
86,86,1112.08,1112.08,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,49,49,0,0,49,49,0,49,49,49,49,0,49,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,37,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,1 7 8 3 9,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,700,78588,6952,700,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,2,3306,406399,407509,3292,172774,407520,145399,165820,409745,412459,408532,411756,81896,411756,NA,Sternberg task,43,55604,50,yes,1024
86.2745098,86.2745098,1102.647059,1102.647059,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,50,50,0,0,50,50,0,50,50,50,50,0,50,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,38,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,5 7 8 2 3 8,Kafkaesque Koffka,3.2.6,5,y,0,left,left,right,left,NA,631,78588,6952,631,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,3,3306,412473,413580,3292,172774,413591,145399,165820,415816,418460,414602,417827,81896,417827,NA,Sternberg task,44,56235,51,yes,1024
86.53846154,86.53846154,1094.807692,1094.807692,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,51,51,0,0,51,51,0,51,51,51,51,0,51,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,39,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,6 5,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,695,78588,6952,695,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,5,3306,418473,419580,3292,172774,419591,145399,165820,421815,424523,420602,423826,81896,423826,NA,Sternberg task,45,56930,52,yes,1024
86.79245283,86.79245283,1093.622642,1093.622642,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,52,52,0,0,52,52,0,52,52,52,52,0,52,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,40,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,8 3,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,1032,78588,6952,1032,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,3,3306,424537,425644,3292,172774,425655,145399,165820,427880,430925,426668,429891,81896,429891,NA,Sternberg task,46,57962,53,yes,1024
87.03703704,87.03703704,1088.185185,1088.185185,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,53,53,0,0,53,53,0,53,53,53,53,0,53,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,41,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 2 3,Kafkaesque Koffka,3.2.6,3,y,0,left,left,right,left,NA,800,78588,6952,800,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,3,3306,430938,432045,3292,172774,432056,145399,165820,434280,437093,433068,436291,81896,436291,NA,Sternberg task,47,58762,54,yes,1024
87.27272727,87.27272727,1091.381818,1091.381818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,54,54,0,0,54,54,0,54,54,54,54,0,54,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,42,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,1264,78588,6952,1264,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,4,3306,437105,438214,3292,172774,438224,145399,165820,440447,443725,439235,442459,81896,442459,NA,Sternberg task,48,60026,55,yes,1024
87.5,87.5,1084.607143,1084.607143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,55,55,0,0,55,55,0,55,55,55,55,0,55,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,43,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.6,4,y,0,left,left,right,left,NA,712,78588,6952,712,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,7,3306,443738,444847,3292,172774,444858,145399,165820,447081,449808,445869,449094,81896,449094,NA,Sternberg task,49,60738,56,yes,1024
87.71929825,87.71929825,1082.403509,1082.403509,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,56,56,0,0,56,56,0,56,56,56,56,0,56,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,44,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 1 3,Kafkaesque Koffka,3.2.6,2,y,0,left,left,right,left,NA,959,78588,6952,959,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,1,3306,449821,450930,3292,172774,450940,145399,165820,453164,456136,451951,455175,81896,455175,NA,Sternberg task,50,61697,57,yes,1024
87.93103448,87.93103448,1075.586207,1075.586207,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,57,57,0,0,57,57,0,57,57,57,57,0,57,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,45,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.6,1,y,0,left,left,right,left,NA,687,78588,6952,687,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,9,3306,456149,457256,3292,172774,457267,145399,165820,459490,462190,458278,461501,81896,461501,NA,Sternberg task,51,62384,58,yes,1024
88.13559322,88.13559322,1070.864407,1070.864407,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,58,58,0,0,58,58,0,58,58,58,58,0,58,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,46,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,2 7 5,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,797,78588,6952,797,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,8,3306,462203,463311,3292,172774,463322,145399,165820,465545,468356,464333,467556,81896,467556,NA,Sternberg task,52,63181,59,yes,1024
88.33333333,88.33333333,1074.866667,1074.866667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,59,59,0,0,59,59,0,59,59,59,59,0,59,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,47,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,1311,78588,6952,1311,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,2,3306,468369,469478,3292,172774,469488,145399,165820,471712,475036,470500,473723,81896,473722,NA,Sternberg task,53,64492,60,yes,1024
88.52459016,88.52459016,1076.770492,1076.770492,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,60,60,0,0,60,60,0,60,60,60,60,0,60,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,48,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,1 4 9 3 2 5,Kafkaesque Koffka,3.2.6,3,y,0,left,left,right,left,NA,1191,78588,6952,1191,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,9,3306,475049,476158,3292,172774,476168,145399,165820,478390,481594,477179,480401,81896,480401,NA,Sternberg task,54,65683,61,yes,1024
88.70967742,88.70967742,1073.370968,1073.370968,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,61,61,0,0,61,61,0,61,61,61,61,0,61,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,49,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,7 9 1 6,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,866,78588,6952,866,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,4,3306,481607,482717,3292,172774,482727,145399,165820,484949,487828,483738,486960,81896,486960,NA,Sternberg task,55,66549,62,yes,1024
88.88888889,88.88888889,1067.952381,1067.952381,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,62,62,0,0,62,62,0,62,62,62,62,0,62,0,Wed Oct 23 08:22:12 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3,no,mono,no,18,no,white,no,yes,768,legacy,50,11,/Users/KrisBow/Dropbox/GradSchoolTarleton/Fall2019/AdvQuant/Lab3/KB-subject-4-F21.csv,legacy,5 7 3,Kafkaesque Koffka,3.2.6,0,n,0,right,left,right,right,NA,732,78588,6952,732,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,9,3306,487841,488955,3292,172774,488965,145399,165820,491189,493934,489977,493200,81896,493200,NA,Sternberg task,56,67281,63,yes,1024
