acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_CorrectFeedback,count_ExpSequence,count_ExperimentLoop,count_Fixation,count_ISI,count_Instruction1,count_Instructions2,count_MemorySet,count_PracticeLoop,count_Probe,count_ThankYou,count_experiment,count_incorrectFeedback,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_PracticeLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instructions2,response_ThankYou,response_keyboard_response,response_time,response_time_Instruction1,response_time_Instructions2,response_time_ThankYou,response_time_keyboard_response,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_CorrectFeedback,time_ExpSequence,time_ExperimentLoop,time_Fixation,time_ISI,time_Instruction1,time_Instructions2,time_MemorySet,time_PracticeLoop,time_Probe,time_ThankYou,time_experiment,time_incorrectFeedback,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
81.81818182,81.81818182,920.3636364,920.3636364,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,10,0,10,10,0,0,10,0,10,0,0,10,10,10,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,10,10,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,NA,left,805,11007,NA,NA,805,2,legacy,2,1024,2,48000,-16,experiment,1,odd,4,75068,76156,NA,76157,78365,2037,NA,77160,13045,80370,NA,2031,68765,80371,81176,Sternberg Task,9,10124,11,yes,1024
83.33333333,83.33333333,897.3333333,897.3333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,11,11,0,11,11,0,0,11,0,11,0,0,11,11,11,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,NA,right,644,11007,NA,NA,644,2,legacy,1,1024,2,48000,-16,experiment,1,odd,3,81185,82296,NA,82298,84508,2037,NA,83303,13045,86513,NA,2031,68765,86513,87158,Sternberg Task,10,10768,12,yes,1024
84.61538462,84.61538462,896.3076923,896.3076923,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,12,12,0,12,12,0,0,12,0,12,0,0,12,12,12,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,0,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,7 1 5 6 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,884,11007,5122,NA,884,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,87163,93418,93322,93420,95628,2037,88199,94424,13045,97633,NA,2031,68765,97635,98519,Sternberg Task,11,11652,13,yes,1024
85.71428571,85.71428571,896.3571429,896.3571429,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,13,13,0,13,13,0,0,13,0,13,0,0,13,13,13,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,1,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,2 3 7 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,NA,left,897,11007,5122,NA,897,2,legacy,4,1024,2,48000,-16,experiment,1,odd,2,98525,99621,93322,99623,101833,2037,88199,100628,13045,103837,NA,2031,68765,103838,104736,Sternberg Task,12,12549,14,yes,1024
86.66666667,86.66666667,917.0666667,917.0666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,14,14,0,14,14,0,0,14,0,14,0,0,14,14,14,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,2,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,NA,left,1207,11007,5122,NA,1207,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,104747,105851,93322,105853,108063,2037,88199,106857,13045,110067,NA,2031,68765,110068,111275,Sternberg Task,13,13756,15,yes,1024
87.5,87.5,913.1875,913.1875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,15,0,15,15,0,0,15,0,15,0,0,15,15,15,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,3,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,855,11007,5122,NA,855,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,111282,112359,93322,112361,114571,2037,88199,113366,13045,116577,NA,2031,68765,116577,117432,Sternberg Task,14,14611,16,yes,1024
88.23529412,88.23529412,926.2941176,926.2941176,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,16,0,16,16,0,0,16,0,16,0,0,16,16,16,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,4,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,NA,left,1136,11007,5122,NA,1136,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,117441,118538,93322,118540,120750,2037,88199,119545,13045,122755,NA,2031,68765,122755,123892,Sternberg Task,15,15747,17,yes,1024
88.88888889,88.88888889,922.3888889,922.3888889,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,17,17,0,17,17,0,0,17,0,17,0,0,17,17,17,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,5,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,4 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,856,11007,5122,NA,856,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,123897,124994,93322,124996,127206,2037,88199,126001,13045,129210,NA,2031,68765,129211,130068,Sternberg Task,16,16603,18,yes,1024
89.47368421,89.47368421,916.4210526,916.4210526,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,18,18,0,18,18,0,0,18,0,18,0,0,18,18,18,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,6,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,NA,left,809,11007,5122,NA,809,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,130072,131176,93322,131178,133387,2037,88199,132182,13045,135391,NA,2031,68765,135391,136200,Sternberg Task,17,17412,19,yes,1024
90,90,909.6,909.6,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,19,19,0,19,19,0,0,19,0,19,0,0,19,19,19,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,7,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,780,11007,5122,NA,780,2,legacy,2,1024,2,48000,-16,experiment,1,odd,7,136254,137360,93322,137362,139572,2037,88199,138367,13045,141577,NA,2031,68765,141577,142357,Sternberg Task,18,18192,20,yes,1024
90.47619048,90.47619048,903.8571429,903.8571429,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,20,20,0,20,20,0,0,20,0,20,0,0,20,20,20,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,8,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,789,11007,5122,NA,789,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,142407,143502,93322,143504,145715,2037,88199,144510,13045,147720,NA,2031,68765,147721,148511,Sternberg Task,19,18981,21,yes,1024
86.36363636,86.36363636,909.2272727,909.2272727,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,21,21,0,21,21,0,0,21,0,21,0,0,21,21,21,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,9,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,7 9 1 6,Kafkaesque Koffka,3.2.8,0,n,0,left,right,right,NA,left,1022,11007,5122,NA,1022,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,148546,149646,93322,149647,151857,2037,88199,150652,13045,153863,NA,2031,68765,153863,154886,Sternberg Task,19,20003,22,yes,1024
86.95652174,86.95652174,905.6086957,905.6086957,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,22,0,22,22,0,0,22,0,22,0,0,22,22,22,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,10,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,826,11007,5122,NA,826,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,148546,156007,93322,156008,158218,2037,88199,157013,13045,160223,NA,2031,154909,160224,161051,Sternberg Task,20,20829,23,yes,1024
87.5,87.5,901.5,901.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,23,23,0,23,23,0,0,23,0,23,0,0,23,23,23,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,3 4 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,807,11007,5122,NA,807,2,legacy,3,1024,2,48000,-16,experiment,1,odd,5,161073,162176,93322,162178,164388,2037,88199,163183,13045,166393,NA,2031,154909,166394,167201,Sternberg Task,21,21636,24,yes,1024
88,88,895.64,895.64,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,24,24,0,24,24,0,0,24,0,24,0,0,24,24,24,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,12,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,2 6 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,755,11007,5122,NA,755,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,167224,168325,93322,168326,170535,2037,88199,169329,13045,172538,NA,2031,154909,172538,173293,Sternberg Task,22,22391,25,yes,1024
88.46153846,88.46153846,889.6153846,889.6153846,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,25,0,25,25,0,0,25,0,25,0,0,25,25,25,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,13,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,7 8 6 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,739,11007,5122,NA,739,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,173329,174424,93322,174426,176636,2037,88199,175431,13045,178642,NA,2031,154909,178642,179382,Sternberg Task,23,23130,26,yes,1024
88.88888889,88.88888889,885.7777778,885.7777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,26,0,26,26,0,0,26,0,26,0,0,26,26,26,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,14,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,6 9 4 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,786,11007,5122,NA,786,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,179398,180495,93322,180497,182707,2037,88199,181502,13045,184709,NA,2031,154909,184709,185496,Sternberg Task,24,23916,27,yes,1024
89.28571429,89.28571429,888.8928571,888.8928571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,27,27,0,27,27,0,0,27,0,27,0,0,27,27,27,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,15,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,5 2 6,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,NA,left,973,11007,5122,NA,973,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,185502,186602,93322,186604,188813,2037,88199,187609,13045,190819,NA,2031,154909,190820,191793,Sternberg Task,25,24889,28,yes,1024
86.20689655,86.20689655,898.0689655,898.0689655,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,28,28,0,28,28,0,0,28,0,28,0,0,28,28,28,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,16,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,9 8 2 7 4,Kafkaesque Koffka,3.2.8,0,n,0,left,right,right,NA,left,1155,11007,5122,NA,1155,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,191798,192901,93322,192903,195110,2037,88199,193908,13045,197111,NA,2031,154909,197111,198266,Sternberg Task,25,26044,29,yes,1024
83.33333333,83.33333333,911.4333333,911.4333333,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,29,29,0,29,29,0,0,29,0,29,0,0,29,29,29,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,17,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.8,0,n,0,left,right,right,NA,left,1299,11007,5122,NA,1299,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,191798,199377,93322,199379,201590,2037,88199,200384,13045,203592,NA,2031,198277,203592,204892,Sternberg Task,25,27343,30,yes,1024
83.87096774,83.87096774,919.8387097,919.8387097,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,30,0,30,30,0,0,30,0,30,0,0,30,30,30,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,18,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,8 9 6 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,NA,left,1172,11007,5122,NA,1172,2,legacy,4,1024,2,48000,-16,experiment,1,odd,9,191798,206007,93322,206010,208220,2037,88199,207014,13045,210225,NA,2031,204902,210226,211399,Sternberg Task,26,28515,31,yes,1024
84.375,84.375,926.1875,926.1875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,31,0,31,31,0,0,31,0,31,0,0,31,31,31,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,19,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,7 8 4 6 9 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,NA,left,1123,11007,5122,NA,1123,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,211403,212507,93322,212509,214716,2037,88199,213514,13045,216721,NA,2031,204902,216722,217846,Sternberg Task,27,29638,32,yes,1024
84.84848485,84.84848485,929.1515152,929.1515152,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,32,32,0,32,32,0,0,32,0,32,0,0,32,32,32,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,20,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,6 9 3 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,NA,left,1024,11007,5122,NA,1024,2,legacy,4,1024,2,48000,-16,experiment,1,odd,1,217850,218951,93322,218953,221163,2037,88199,219958,13045,223169,NA,2031,204902,223169,224193,Sternberg Task,28,30662,33,yes,1024
85.29411765,85.29411765,933.1764706,933.1764706,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,33,33,0,33,33,0,0,33,0,33,0,0,33,33,33,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,21,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,7 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,1066,11007,5122,NA,1066,2,legacy,2,1024,2,48000,-16,experiment,1,odd,1,224206,225301,93322,225304,227511,2037,88199,226308,13045,229517,NA,2031,204902,229517,230583,Sternberg Task,29,31728,34,yes,1024
85.71428571,85.71428571,930.7714286,930.7714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,34,34,0,34,34,0,0,34,0,34,0,0,34,34,34,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,22,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,849,11007,5122,NA,849,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,230588,231684,93322,231686,233895,2037,88199,232690,13045,235900,NA,2031,204902,235900,236750,Sternberg Task,30,32577,35,yes,1024
86.11111111,86.11111111,927.7222222,927.7222222,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,35,35,0,35,35,0,0,35,0,35,0,0,35,35,35,10/20/19 14:18,The main experiment item,yes,SternbergTask.osexp,F:/Classwork/AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,23,11,F:/Classwork/AQMAED/Sternberg_LA_subject-1.csv,legacy,6 2 9 3 8 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,NA,right,821,11007,5122,NA,821,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,236759,237860,93322,237862,240073,2037,88199,238867,13045,242078,NA,2031,204902,242079,242901,Sternberg Task,31,33398,36,yes,1024
