acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Keyboard_response,correct_instruction1,correct_response,count_ISI,count_Keyboard_response,count_PracticeLoop,count_correctFeedback,count_exp_sequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_logger,count_memorySet,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_PracticeLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Keyboard_response,response_instruction1,response_instructions2,response_thankYou,response_time,response_time_Keyboard_response,response_time_instruction1,response_time_instructions2,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_Keyboard_response,time_PracticeLoop,time_correctFeedback,time_exp_sequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_logger,time_memorySet,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
85.71428571,85.71428571,753.5428571,753.5428571,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,34,34,0,34,34,0,0,34,34,0,0,34,34,34,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,2 6 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,667,667,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,436981,438988,214526,433628,434766,2660,299736,434768,415611,2667,290822,439656,435774,438987,NA,Sternberg Task,30,26374,35,yes,1024
86.11111111,86.11111111,749.3055556,749.3055556,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,35,35,0,35,35,0,0,35,35,0,0,35,35,35,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,601,601,211857,8913,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,4,443145,445153,214526,439727,440928,2660,299736,440931,415611,2667,290822,445755,441938,445152,NA,Sternberg Task,31,26975,36,yes,1024
86.48648649,86.48648649,748.6486486,748.6486486,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,36,36,0,36,36,0,0,36,36,0,0,36,36,36,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,725,725,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,6,449142,451146,214526,445794,446926,2660,299736,446929,415611,2667,290822,451872,447934,451145,NA,Sternberg Task,32,27700,37,yes,1024
86.84210526,86.84210526,746.4736842,746.4736842,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,37,37,0,37,37,0,0,37,37,0,0,37,37,37,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,7 6 4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,666,666,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,455299,457303,214526,451938,453087,2660,299736,453090,415611,2667,290822,457969,454096,457302,NA,Sternberg Task,33,28366,38,yes,1024
87.17948718,87.17948718,739.6410256,739.6410256,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,38,38,0,38,38,0,0,38,38,0,0,38,38,38,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,480,480,211857,8913,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,4,461402,463406,214526,458037,459191,2660,299736,459194,415611,2667,290822,463887,460197,463405,NA,Sternberg Task,34,28846,39,yes,1024
87.5,87.5,740.925,740.925,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,39,39,0,39,39,0,0,39,39,0,0,39,39,39,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,3 4 9 6 2 9,Kafkaesque Koffka,3.2.8,5,y,0,left,left,right,right,NA,791,791,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,2,467318,469327,214526,463948,465103,2660,299736,465106,415611,2667,290822,470119,466112,469325,NA,Sternberg Task,35,29637,40,yes,1024
87.80487805,87.80487805,735.2195122,735.2195122,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,40,40,0,40,40,0,0,40,40,0,0,40,40,40,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,507,507,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,473566,475568,214526,470189,471351,2660,299736,471353,415611,2667,290822,476076,472360,475568,NA,Sternberg Task,36,30144,41,yes,1024
88.0952381,88.0952381,730.0714286,730.0714286,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,41,41,0,41,41,0,0,41,41,0,0,41,41,41,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,8 9 5 6 7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,519,519,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,8,479508,481516,214526,476137,477293,2660,299736,477296,415611,2667,290822,482036,478302,481515,NA,Sternberg Task,37,30663,42,yes,1024
88.37209302,88.37209302,723.5813953,723.5813953,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,42,42,0,42,42,0,0,42,42,0,0,42,42,42,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,451,451,211857,8913,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,7,485445,487452,214526,482105,483230,2660,299736,483233,415611,2667,290822,487904,484238,487451,NA,Sternberg Task,38,31114,43,yes,1024
88.63636364,88.63636364,720.5227273,720.5227273,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,43,43,0,43,43,0,0,43,43,0,0,43,43,43,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,2 8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,589,589,211857,8913,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,6,491270,493277,214526,487920,489055,2660,299736,489058,415611,2667,290822,493867,490063,493276,NA,Sternberg Task,39,31703,44,yes,1024
88.88888889,88.88888889,716.6666667,716.6666667,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,44,44,0,44,44,0,0,44,44,0,0,44,44,44,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,5 7 8 2 3 8,Kafkaesque Koffka,3.2.8,5,y,0,left,left,right,right,NA,547,547,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,3,497294,499297,214526,493923,495078,2660,299736,495082,415611,2667,290822,499845,496087,499297,NA,Sternberg Task,40,32250,45,yes,1024
89.13043478,89.13043478,713.1086957,713.1086957,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,45,45,0,45,45,0,0,45,45,0,0,45,45,45,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,553,553,211857,8913,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,9,503285,505292,214526,499900,501070,2660,299736,501073,415611,2667,290822,505846,502079,505291,NA,Sternberg Task,41,32803,46,yes,1024
89.36170213,89.36170213,709.8085106,709.8085106,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,46,46,0,46,46,0,0,46,46,0,0,46,46,46,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,3 2 1 4 7,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,558,558,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,2,509293,511301,214526,505915,507083,2660,299736,507086,415611,2667,290822,511860,508088,511300,NA,Sternberg Task,42,33361,47,yes,1024
89.58333333,89.58333333,707.375,707.375,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,47,47,0,47,47,0,0,47,47,0,0,47,47,47,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,9 1 7 2,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,593,593,211857,8913,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,1,515263,517271,214526,511924,513046,2660,299736,513049,415611,2667,290822,517865,514055,517271,NA,Sternberg Task,43,33954,48,yes,1024
89.79591837,89.79591837,701.5102041,701.5102041,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,48,48,0,48,48,0,0,48,48,0,0,48,48,48,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,2 4 8 5 1 3,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,420,420,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,2,521250,523258,214526,517913,519035,2660,299736,519038,415611,2667,290822,523679,520044,523257,NA,Sternberg Task,44,34374,49,yes,1024
88,88,699.8,699.8,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,left,49,49,0,49,49,0,0,49,49,0,0,49,49,49,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.8,6,y,0,right,right,right,right,NA,616,616,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,527147,529152,214526,523749,524934,2660,299736,524937,415611,2667,290822,529769,525942,529152,NA,Sternberg Task,44,34990,50,yes,1024
88.23529412,88.23529412,698.8235294,698.8235294,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,50,50,0,50,50,0,0,50,50,0,0,50,50,50,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,8 5 4 2 9 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,650,650,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,3,533268,535275,214526,523749,531052,2660,299736,531056,529834,2667,290822,535925,532061,535275,NA,Sternberg Task,45,35640,51,yes,1024
88.46153846,88.46153846,694.4230769,694.4230769,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,51,51,0,51,51,0,0,51,51,0,0,51,51,51,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,470,470,211857,8913,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,6,539346,541354,214526,535991,537133,2660,299736,537136,529834,2667,290822,541825,538142,541353,NA,Sternberg Task,46,36110,52,yes,1024
88.67924528,88.67924528,692.5471698,692.5471698,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,52,52,0,52,52,0,0,52,52,0,0,52,52,52,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,7 1 3,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,595,595,211857,8913,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,1,545262,547270,214526,541891,543051,2660,299736,543053,529834,2667,290822,547866,544059,547269,NA,Sternberg Task,47,36705,53,yes,1024
88.88888889,88.88888889,691.9259259,691.9259259,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,53,53,0,53,53,0,0,53,53,0,0,53,53,53,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,2 5 1 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,659,659,211857,8913,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,6,551269,553273,214526,547929,549055,2660,299736,549058,529834,2667,290822,553933,550064,553272,NA,Sternberg Task,48,37364,54,yes,1024
89.09090909,89.09090909,688.8,688.8,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,54,54,0,54,54,0,0,54,54,0,0,54,54,54,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,7 9 1 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,520,520,211857,8913,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,4,557347,559354,214526,554001,555133,2660,299736,555136,529834,2667,290822,559875,556142,559353,NA,Sternberg Task,49,37884,55,yes,1024
89.28571429,89.28571429,687.7321429,687.7321429,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,55,55,0,55,55,0,0,55,55,0,0,55,55,55,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,4 2 7 6 1 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,629,629,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,563312,565316,214526,559938,561097,2660,299736,561100,529834,2667,290822,565946,562106,565316,NA,Sternberg Task,50,38513,56,yes,1024
87.71929825,87.71929825,691.3157895,691.3157895,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,left,56,56,0,56,56,0,0,56,56,0,0,56,56,56,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,8 5 3 7 4 6,Kafkaesque Koffka,3.2.8,6,y,0,right,right,right,right,NA,892,892,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,569353,571355,214526,566014,567142,2660,299736,567145,529834,2667,290822,572248,568150,571355,NA,Sternberg Task,50,39405,57,yes,1024
87.93103448,87.93103448,693.8275862,693.8275862,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,57,57,0,57,57,0,0,57,57,0,0,57,57,57,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,7 8 6 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,837,837,211857,8913,NA,2,legacy,4,1024,2,48000,-16,experiment,3,odd,3,575620,577628,214526,566014,573407,2660,299736,573410,572288,2667,290822,578466,574415,577627,NA,Sternberg Task,51,40242,58,yes,1024
88.13559322,88.13559322,691.1016949,691.1016949,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,58,58,0,58,58,0,0,58,58,0,0,58,58,58,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,533,533,211857,8913,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,5,581867,583876,214526,578523,579653,2660,299736,579656,572288,2667,290822,584411,580662,583875,NA,Sternberg Task,52,40775,59,yes,1024
88.33333333,88.33333333,686.4333333,686.4333333,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,59,59,0,59,59,0,0,59,59,0,0,59,59,59,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,411,411,211857,8913,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,4,587851,589858,214526,584498,585637,2660,299736,585640,572288,2667,290822,590270,586645,589857,NA,Sternberg Task,53,41186,60,yes,1024
88.52459016,88.52459016,686.2295082,686.2295082,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,60,60,0,60,60,0,0,60,60,0,0,60,60,60,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,674,674,211857,8913,NA,2,legacy,3,1024,2,48000,-16,experiment,3,odd,2,593685,595688,214526,590336,591469,2660,299736,591472,572288,2667,290822,596364,592479,595688,NA,Sternberg Task,54,41860,61,yes,1024
88.70967742,88.70967742,683.483871,683.483871,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,61,61,0,61,61,0,0,61,61,0,0,61,61,61,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,516,516,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,5,599793,601799,214526,596424,597580,2660,299736,597582,572288,2667,290822,602316,598587,601798,NA,Sternberg Task,55,42376,62,yes,1024
88.88888889,88.88888889,680.3015873,680.3015873,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,62,62,0,62,62,0,0,62,62,0,0,62,62,62,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,9 5 3 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,right,right,NA,483,483,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,9,605716,607723,214526,602379,603504,2660,299736,603507,572288,2667,290822,608207,604512,607722,NA,Sternberg Task,56,42859,63,yes,1024
89.0625,89.0625,680.515625,680.515625,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,63,63,0,63,63,0,0,63,63,0,0,63,63,63,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,694,694,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,611583,613591,214526,608232,609369,2660,299736,609371,572288,2667,290822,614286,610377,613589,NA,Sternberg Task,57,43553,64,yes,1024
89.23076923,89.23076923,679.0769231,679.0769231,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,64,64,0,64,64,0,0,64,64,0,0,64,64,64,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,8 5 4 7 3 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,587,587,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,617733,619739,214526,614358,615519,2660,299736,615522,572288,2667,290822,620327,616527,619739,NA,Sternberg Task,58,44140,65,yes,1024
89.39393939,89.39393939,676.0606061,676.0606061,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,65,65,0,65,65,0,0,65,65,0,0,65,65,65,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,8 3,Kafkaesque Koffka,3.2.8,2,y,0,left,left,right,right,NA,480,480,211857,8913,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,3,623833,625839,214526,620390,621618,2660,299736,621621,572288,2667,290822,626321,622627,625838,NA,Sternberg Task,59,44620,66,yes,1024
89.55223881,89.55223881,672.119403,672.119403,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,66,66,0,66,66,0,0,66,66,0,0,66,66,66,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,412,412,211857,8913,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,629749,631756,214526,626380,627535,2660,299736,627538,572288,2667,290822,632169,628543,631755,NA,Sternberg Task,60,45032,67,yes,1024
89.70588235,89.70588235,669.4852941,669.4852941,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,67,67,0,67,67,0,0,67,67,0,0,67,67,67,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,7 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,493,493,211857,8913,NA,2,legacy,2,1024,2,48000,-16,experiment,3,odd,8,635544,637549,214526,632187,633330,2660,299736,633333,572288,2667,290822,638045,634339,637548,NA,Sternberg Task,61,45525,68,yes,1024
89.85507246,89.85507246,670.7101449,670.7101449,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,right,68,68,0,68,68,0,0,68,68,0,0,68,68,68,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,6 9 4 5 3 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,754,754,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,641477,643484,214526,638112,639262,2660,299736,639265,572288,2667,290822,644240,640271,643483,NA,Sternberg Task,62,46279,69,yes,1024
88.57142857,88.57142857,667.3142857,667.3142857,black,experiment,legacy,legacy,legacy,0,uniform,0,0,undefined,right,69,69,0,69,69,0,0,69,69,0,0,69,69,69,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,left,left,right,right,NA,433,433,211857,8913,NA,2,legacy,1,1024,2,48000,-16,experiment,3,odd,7,647668,649675,214526,644321,645456,2660,299736,645459,572288,2667,290822,650110,646465,649674,NA,Sternberg Task,62,46712,70,yes,1024
88.73239437,88.73239437,672.7887324,672.7887324,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,70,70,0,70,70,0,0,70,70,0,0,70,70,70,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,2 5 4 8 7,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,1056,1056,211857,8913,NA,2,legacy,5,1024,2,48000,-16,experiment,3,odd,4,653546,655550,214526,644321,651334,2660,299736,651337,650167,2667,290822,656607,652340,655549,NA,Sternberg Task,63,47768,71,yes,1024
88.88888889,88.88888889,672,672,black,experiment,legacy,legacy,legacy,0,uniform,1,1,undefined,left,71,71,0,71,71,0,0,71,71,0,0,71,71,71,0,10/27/19 8:33,The main experiment item,yes,SternbergTask.osexp,C:\Users\hosan\Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,11,C:/Users/hosan/Desktop/TB-subject-3.csv,legacy,9 3 8 2 1 4,Kafkaesque Koffka,3.2.8,3,y,0,left,left,right,right,NA,616,616,211857,8913,NA,2,legacy,6,1024,2,48000,-16,experiment,3,odd,8,660006,662010,214526,656667,657795,2660,299736,657798,650167,2667,290822,662627,658801,662009,NA,Sternberg Task,64,48384,72,yes,1024
