acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_fixation,count_incorrectFeedback,count_instruction1,count_instruction2,count_keyboard_response,count_logger,count_memorySet,count_new_loop,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instruction2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instruction2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_fixation,time_incorrectFeedback,time_instruction1,time_instruction2,time_keyboard_response,time_logger,time_memorySet,time_new_loop,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,793.3125,793.3125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,15,15,0,15,15,0,0,15,15,15,0,0,15,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,702,1036,1356,702,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,7,100021,96675,97812,2022,97815,NA,2025,77929,102024,102727,98818,79286,3062,102024,NA,New experiment,16,12693,16,yes,1024
100,100,781.2941176,781.2941176,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,16,16,0,16,16,0,0,16,16,16,0,0,16,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,589,1036,1356,589,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,6,106078,102732,103870,2022,103872,NA,2025,77929,108081,108670,104875,79286,3062,108081,NA,New experiment,17,13282,17,yes,1024
100,100,786.9444444,786.9444444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,17,17,17,0,17,17,0,0,17,17,17,0,0,17,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,5 3 8 7 2 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,883,1036,1356,883,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,9,112016,108675,109808,2022,109810,NA,2025,77929,114019,114902,110814,79286,3062,114019,NA,New experiment,18,14165,18,yes,1024
100,100,790.1052632,790.1052632,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,18,18,18,0,18,18,0,0,18,18,18,0,0,18,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,7 9 1 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,847,1036,1356,847,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,4,118252,114907,116045,2022,116047,NA,2025,77929,120255,121102,117050,79286,3062,120255,NA,New experiment,19,15012,19,yes,1024
100,100,788.25,788.25,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,19,19,19,0,19,19,0,0,19,19,19,0,0,19,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,753,1036,1356,753,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,5,124457,121107,122248,2022,122250,NA,2025,77929,126460,127214,123254,79286,3062,126460,NA,New experiment,20,15765,20,yes,1024
100,100,793.7142857,793.7142857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,20,20,20,0,20,20,0,0,20,20,20,0,0,20,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,8 5 3 7 4 6,Kafkaesque Koffka,3.2.8,6,y,0,left,right,right,left,NA,903,1036,1356,903,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,6,130571,127219,128362,2022,128365,NA,2025,77929,132574,133478,129368,79286,3062,132574,NA,New experiment,21,16668,21,yes,1024
100,100,810.5,810.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,21,21,21,0,21,21,0,0,21,21,21,0,0,21,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,8 5 4 2 9 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1163,1036,1356,1163,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,3,136831,133483,134623,2022,134625,NA,2025,77929,138834,139998,135628,79286,3062,138834,NA,New experiment,22,17831,22,yes,1024
100,100,811.826087,811.826087,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,22,22,0,22,22,0,0,22,22,22,0,0,22,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,6 9 4 5 3 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,841,1036,1356,841,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,8,143353,140003,141144,2022,141147,NA,2025,77929,145356,146198,142150,79286,3062,145356,NA,New experiment,23,18672,23,yes,1024
100,100,810.9583333,810.9583333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,23,23,23,0,23,23,0,0,23,23,23,0,0,23,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,2 4 6 9,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,791,1036,1356,791,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,6,149547,146203,147339,2022,147341,NA,2025,77929,151550,152342,148344,79286,3062,151550,NA,New experiment,24,19463,24,yes,1024
100,100,810.16,810.16,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,24,24,24,0,24,24,0,0,24,24,24,0,0,24,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,791,1036,1356,791,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,4,155691,152347,153482,2022,153485,NA,2025,77929,157694,158486,154488,79286,3062,157694,NA,New experiment,25,20254,25,yes,1024
100,100,808.3846154,808.3846154,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,25,25,0,25,25,0,0,25,25,25,0,0,25,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,3 4 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,764,1036,1356,764,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,5,161838,158491,159630,2022,159632,NA,2025,77929,163841,164606,160635,79286,3062,163841,NA,New experiment,26,21018,26,yes,1024
100,100,808.8888889,808.8888889,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,26,26,0,26,26,0,0,26,26,26,0,0,26,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,6 9 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,822,1036,1356,822,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,8,167956,164611,165748,2022,165750,NA,2025,77929,169959,170782,166753,79286,3062,169959,NA,New experiment,27,21840,27,yes,1024
96.42857143,96.42857143,826.8928571,826.8928571,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,27,27,27,0,27,27,0,0,27,27,27,0,0,27,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,left,right,right,left,NA,1313,1036,1356,1313,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,3,174137,170787,171929,2022,171931,NA,2025,77929,176140,177454,172934,79286,3062,176140,NA,New experiment,27,23153,28,yes,1024
96.55172414,96.55172414,834.4482759,834.4482759,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,28,28,28,0,28,28,0,0,28,28,28,0,0,28,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,4 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1046,1036,1356,1046,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,7,180804,170787,178595,2022,178598,177459,2025,77929,182807,183854,179601,79286,3062,182807,NA,New experiment,28,24199,29,yes,1024
96.66666667,96.66666667,836.2666667,836.2666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,29,29,0,29,29,0,0,29,29,29,0,0,29,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,889,1036,1356,889,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,4,187210,183859,185001,2022,185004,177459,2025,77929,189213,190102,186007,79286,3062,189213,NA,New experiment,29,25088,30,yes,1024
96.77419355,96.77419355,830,830,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,30,30,0,30,30,0,0,30,30,30,0,0,30,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,9 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,642,1036,1356,642,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,9,193456,190107,191248,2022,191250,177459,2025,77929,195459,196102,192253,79286,3062,195459,NA,New experiment,30,25730,31,yes,1024
96.875,96.875,826.375,826.375,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,31,31,0,31,31,0,0,31,31,31,0,0,31,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,NA,714,1036,1356,714,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,1,199456,196107,197248,2022,197250,177459,2025,77929,201459,202174,198253,79286,3062,201459,NA,New experiment,31,26444,32,yes,1024
96.96969697,96.96969697,820.030303,820.030303,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,32,32,32,0,32,32,0,0,32,32,32,0,0,32,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,617,1036,1356,617,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,9,205521,202179,203313,2022,203316,177459,2025,77929,207524,208142,204318,79286,3062,207524,NA,New experiment,32,27061,33,yes,1024
97.05882353,97.05882353,812.5588235,812.5588235,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,33,33,33,0,33,33,0,0,33,33,33,0,0,33,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,566,1036,1356,566,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,8,211492,208147,209284,2022,209286,177459,2025,77929,213495,214062,210289,79286,3062,213495,NA,New experiment,33,27627,34,yes,1024
97.14285714,97.14285714,811.7428571,811.7428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,34,34,34,0,34,34,0,0,34,34,34,0,0,34,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,5 9 2 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,784,1036,1356,784,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,8,217418,214067,215210,2022,215212,177459,2025,77929,219421,220206,216215,79286,3062,219421,NA,New experiment,34,28411,35,yes,1024
97.22222222,97.22222222,808.0277778,808.0277778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,35,35,35,0,35,35,0,0,35,35,35,0,0,35,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,3 9 7 6 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,678,1036,1356,678,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,7,223556,220211,221347,2022,221350,177459,2025,77929,225559,226238,222353,79286,3062,225559,NA,New experiment,35,29089,36,yes,1024
97.2972973,97.2972973,808.2162162,808.2162162,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,36,36,36,0,36,36,0,0,36,36,36,0,0,36,0,10/27/19 16:40,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,11,C:/Users/DLGoupil/Desktop/dg-subject-4.csv,legacy,2 8 9 4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,815,1036,1356,815,NA,2,legacy,5,1024,2,48000,-16,experiment,4,even,5,229587,226243,227379,2022,227381,177459,2025,77929,231590,232406,228384,79286,3062,231590,NA,New experiment,36,29904,37,yes,1024
