acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_CorrectFeedback,count_ExperimentLoop,count_Fixation,count_ISI,count_IncorrectFeedback,count_Instruction1,count_Instruction2,count_MemorySet,count_Practiceloop,count_Probe,count_ThankYou,count_expSequence,count_experiment,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Practiceloop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instruction2,response_ThankYou,response_keyboard_response,response_time,response_time_Instruction1,response_time_Instruction2,response_time_ThankYou,response_time_keyboard_response,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_CorrectFeedback,time_ExperimentLoop,time_Fixation,time_ISI,time_IncorrectFeedback,time_Instruction1,time_Instruction2,time_MemorySet,time_Practiceloop,time_Probe,time_ThankYou,time_expSequence,time_experiment,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,571,571,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,NA,right,571,15452,NA,NA,571,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,NA,NA,19839,22046,NA,3353,NA,20843,18806,24049,NA,19835,3348,24050,24621,Sternberg Task,1,571,1,yes,1024
100,100,677.5,677.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,NA,right,784,15452,NA,NA,784,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,24811,NA,25994,28201,NA,3353,NA,26997,18806,30204,NA,25990,3348,30205,30989,Sternberg Task,2,1355,2,yes,1024
100,100,675.3333333,675.3333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,2,0,2,2,2,0,0,2,0,2,0,2,0,2,2,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,NA,right,671,15452,NA,NA,671,2,legacy,1,1024,2,48000,-16,experiment,2,even,3,31019,NA,32203,34410,NA,3353,NA,33206,18806,36413,NA,32199,3348,36414,37085,Sternberg Task,3,2026,3,yes,1024
100,100,622.75,622.75,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,0,3,3,3,0,0,3,0,3,0,3,0,3,3,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,NA,left,465,15452,NA,NA,465,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,37153,NA,38328,40536,NA,3353,NA,39331,18806,42539,NA,38324,3348,42540,43006,Sternberg Task,4,2491,4,yes,1024
100,100,644.8,644.8,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,4,0,4,4,4,0,0,4,0,4,0,4,0,4,4,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,NA,left,733,15452,NA,NA,733,2,legacy,2,1024,2,48000,-16,experiment,2,even,4,43036,NA,44213,46421,NA,3353,NA,45216,18806,48424,NA,44209,3348,48424,49157,Sternberg Task,5,3224,5,yes,1024
100,100,693,693,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,5,0,5,5,5,0,0,5,0,5,0,5,0,5,5,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,NA,right,934,15452,NA,NA,934,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,49203,NA,50380,52587,NA,3353,NA,51383,18806,54590,NA,50376,3348,54591,55525,Sternberg Task,6,4158,6,yes,1024
100,100,704.7142857,704.7142857,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,6,0,6,6,6,0,0,6,0,6,0,6,0,6,6,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,NA,left,775,15452,NA,NA,775,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,55561,NA,56738,58946,NA,3353,NA,57741,18806,60949,NA,56734,3348,60950,61725,Sternberg Task,7,4933,7,yes,1024
100,100,746.625,746.625,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,7,0,7,7,7,0,0,7,0,7,0,7,0,7,7,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,right,NA,NA,left,1040,15452,NA,NA,1040,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,61769,NA,62946,65153,NA,3353,NA,63949,18806,67156,NA,62942,3348,67156,68197,Sternberg Task,8,5973,8,yes,1024
100,100,740.5555556,740.5555556,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,8,0,8,8,8,0,0,8,0,8,0,8,0,8,8,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,NA,NA,left,692,15452,NA,NA,692,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,68244,NA,69421,71628,NA,3353,NA,70424,18806,73631,NA,69417,3348,73632,74325,Sternberg Task,9,6665,9,yes,1024
100,100,742.4,742.4,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,9,0,9,9,9,0,0,9,0,9,0,9,0,9,9,10/16/19 12:55,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Carolyn/Desktop/cp_subject-2.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,NA,right,759,15452,NA,NA,759,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,74368,NA,75546,77753,NA,3353,NA,76549,18806,79757,NA,75542,3348,79757,80517,Sternberg Task,10,7424,10,yes,1024
