acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_fixation,count_incorrectFeedback,count_instruction1,count_instruction2,count_keyboard_response,count_logger,count_memorySet,count_new_loop,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instruction2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instruction2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_fixation,time_incorrectFeedback,time_instruction1,time_instruction2,time_keyboard_response,time_logger,time_memorySet,time_new_loop,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
92.75362319,92.75362319,1154.898551,1154.898551,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,68,68,68,0,68,68,0,0,68,68,68,0,0,68,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 7 8 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1143,17297,8780,1143,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,478236,474891,476027,2648,476030,417698,2652,104865,480238,481382,477033,113646,19950,480238,NA,New experiment,64,79688,69,yes,1024
91.42857143,91.42857143,1152.657143,1152.657143,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,69,69,69,0,69,69,0,0,69,69,69,0,0,69,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 9 7 8 5 3,Kafkaesque Koffka,3.2.8,4,y,0,right,right,right,right,NA,998,17297,8780,998,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,484732,481387,482523,2648,482525,417698,2652,104865,486735,487734,483529,113646,19950,486735,NA,New experiment,64,80686,70,yes,1024
91.54929577,91.54929577,1147.71831,1147.71831,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,70,70,70,0,70,70,0,0,70,70,70,0,0,70,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,802,17297,8780,802,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,491087,481387,488879,2648,488881,487740,2652,104865,493090,493894,489884,113646,19950,493090,NA,New experiment,65,81488,71,yes,1024
91.66666667,91.66666667,1143.319444,1143.319444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,71,71,71,0,71,71,0,0,71,71,71,0,0,71,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8 3,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,831,17297,8780,831,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,3,497243,493898,495034,2648,495037,487740,2652,104865,499246,500078,496040,113646,19950,499246,NA,New experiment,66,82319,72,yes,1024
91.78082192,91.78082192,1143.082192,1143.082192,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,72,72,72,0,72,72,0,0,72,72,72,0,0,72,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 7 6 8 2 3,Kafkaesque Koffka,3.2.8,6,y,0,left,right,right,left,NA,1126,17297,8780,1126,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,503427,500083,501218,2648,501221,487740,2652,104865,505430,506557,502224,113646,19950,505430,NA,New experiment,67,83445,73,yes,1024
91.89189189,91.89189189,1140.391892,1140.391892,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,73,73,73,0,73,73,0,0,73,73,73,0,0,73,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 5 3 2 8 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,944,17297,8780,944,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,509905,506562,507696,2648,507698,487740,2652,104865,511908,512853,508702,113646,19950,511908,NA,New experiment,68,84389,74,yes,1024
92,92,1137.973333,1137.973333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,74,74,74,0,74,74,0,0,74,74,74,0,0,74,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,62,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8 6 3 4 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,959,17297,8780,959,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,516202,512858,513994,2648,513996,487740,2652,104865,518205,519165,514999,113646,19950,518205,NA,New experiment,69,85348,75,yes,1024
92.10526316,92.10526316,1134.881579,1134.881579,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,75,75,75,0,75,75,0,0,75,75,75,0,0,75,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,63,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,903,17297,8780,903,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,522522,519170,520314,2648,520316,487740,2652,104865,524525,525429,521319,113646,19950,524525,NA,New experiment,70,86251,76,yes,1024
92.20779221,92.20779221,1132.909091,1132.909091,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,76,76,76,0,76,76,0,0,76,76,76,0,0,76,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,64,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,983,17297,8780,983,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,528779,525434,526570,2648,526572,487740,2652,104865,530782,531766,527576,113646,19950,530782,NA,New experiment,71,87234,77,yes,1024
92.30769231,92.30769231,1133.230769,1133.230769,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,77,77,77,0,77,77,0,0,77,77,77,0,0,77,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,65,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 8 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1158,17297,8780,1158,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,4,535123,531771,532914,2648,532917,487740,2652,104865,537126,538285,533920,113646,19950,537126,NA,New experiment,72,88392,78,yes,1024
92.40506329,92.40506329,1134.405063,1134.405063,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,78,78,78,0,78,78,0,0,78,78,78,0,0,78,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,66,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,3 4 9 6 2 9,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,NA,1226,17297,8780,1226,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,541639,538290,539430,2648,539432,487740,2652,104865,543642,544869,540436,113646,19950,543642,NA,New experiment,73,89618,79,yes,1024
92.5,92.5,1132.125,1132.125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,79,79,79,0,79,79,0,0,79,79,79,0,0,79,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,67,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,952,17297,8780,952,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,548218,544875,546010,2648,546012,487740,2652,104865,550221,551174,547015,113646,19950,550221,NA,New experiment,74,90570,80,yes,1024
92.59259259,92.59259259,1129.382716,1129.382716,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,80,80,80,0,80,80,0,0,80,80,80,0,0,80,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,68,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,910,17297,8780,910,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,554524,551179,552316,2648,552318,487740,2652,104865,556527,557438,553321,113646,19950,556527,NA,New experiment,75,91480,81,yes,1024
92.68292683,92.68292683,1129.353659,1129.353659,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,81,81,81,0,81,81,0,0,81,81,81,0,0,81,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,69,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 2 9 3 8 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1127,17297,8780,1127,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,560787,557443,558579,2648,558581,487740,2652,104865,562790,563918,559584,113646,19950,562790,NA,New experiment,76,92607,82,yes,1024
92.77108434,92.77108434,1124.722892,1124.722892,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,82,82,82,0,82,82,0,0,82,82,82,0,0,82,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,70,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 1 3,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,745,17297,8780,745,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,567265,563923,565057,2648,565059,487740,2652,104865,569268,570014,566062,113646,19950,569268,NA,New experiment,77,93352,83,yes,1024
92.85714286,92.85714286,1122.75,1122.75,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,83,83,83,0,83,83,0,0,83,83,83,0,0,83,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,71,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 5 4 8 7,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,959,17297,8780,959,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,4,573362,570019,571155,2648,571157,487740,2652,104865,575365,576326,572159,113646,19950,575365,NA,New experiment,78,94311,84,yes,1024
92.94117647,92.94117647,1119.858824,1119.858824,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,84,84,84,0,84,84,0,0,84,84,84,0,0,84,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,72,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,877,17297,8780,877,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,8,579677,576331,577468,2648,577470,487740,2652,104865,581680,582558,578474,113646,19950,581680,NA,New experiment,79,95188,85,yes,1024
93.02325581,93.02325581,1117.116279,1117.116279,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,85,85,85,0,85,85,0,0,85,85,85,0,0,85,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,73,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,3 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,884,17297,8780,884,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,3,585902,582562,583694,2648,583696,487740,2652,104865,587905,588790,584699,113646,19950,587905,NA,New experiment,80,96072,86,yes,1024
93.10344828,93.10344828,1114.965517,1114.965517,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,86,86,86,0,86,86,0,0,86,86,86,0,0,86,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,74,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,930,17297,8780,930,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,7,592136,588795,589928,2648,589931,487740,2652,104865,594138,595070,590934,113646,19950,594138,NA,New experiment,81,97002,87,yes,1024
93.18181818,93.18181818,1112.795455,1112.795455,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,87,87,87,0,87,87,0,0,87,87,87,0,0,87,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,75,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,924,17297,8780,924,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,598423,595075,596215,2648,596217,487740,2652,104865,600425,601350,597220,113646,19950,600425,NA,New experiment,82,97926,88,yes,1024
93.25842697,93.25842697,1109.404494,1109.404494,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,88,88,88,0,88,88,0,0,88,88,88,0,0,88,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,76,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 7 9 3 1 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,811,17297,8780,811,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,604703,601357,602494,2648,602497,487740,2652,104865,606706,607518,603500,113646,19950,606706,NA,New experiment,83,98737,89,yes,1024
93.33333333,93.33333333,1107.677778,1107.677778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,89,89,89,0,89,89,0,0,89,89,89,0,0,89,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,77,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 7 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,954,17297,8780,954,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,610864,607523,608655,2648,608658,487740,2652,104865,612867,613822,609661,113646,19950,612867,NA,New experiment,84,99691,90,yes,1024
93.40659341,93.40659341,1109.505495,1109.505495,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,90,90,90,0,90,90,0,0,90,90,90,0,0,90,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,78,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1274,17297,8780,1274,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,617176,613827,614968,2648,614970,487740,2652,104865,619179,620454,615973,113646,19950,619179,NA,New experiment,85,100965,91,yes,1024
93.47826087,93.47826087,1106.173913,1106.173913,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,91,91,91,0,91,91,0,0,91,91,91,0,0,91,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,79,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,5 2 6,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,803,17297,8780,803,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,623807,620459,621598,2648,621601,487740,2652,104865,625810,626614,622604,113646,19950,625810,NA,New experiment,86,101768,92,yes,1024
93.5483871,93.5483871,1103.741935,1103.741935,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,92,92,92,0,92,92,0,0,92,92,92,0,0,92,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,80,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 7 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,880,17297,8780,880,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,2,629963,626619,627754,2648,627757,487740,2652,104865,631965,632846,628760,113646,19950,631965,NA,New experiment,87,102648,93,yes,1024
92.55319149,92.55319149,1106.680851,1106.680851,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,93,93,93,0,93,93,0,0,93,93,93,0,0,93,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,81,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 3 8 2 1 4,Kafkaesque Koffka,3.2.8,3,y,0,right,right,right,right,NA,1380,17297,8780,1380,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,636198,632851,633990,2648,633992,487740,2652,104865,638201,639582,634995,113646,19950,638201,NA,New experiment,87,104028,94,yes,1024
91.57894737,91.57894737,1107.568421,1107.568421,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,94,94,94,0,94,94,0,0,94,94,94,0,0,94,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,82,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 9 3 1,Kafkaesque Koffka,3.2.8,4,y,0,right,right,right,right,NA,1191,17297,8780,1191,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,1,642931,632851,640722,2648,640725,639587,2652,104865,644934,646126,641728,113646,19950,644934,NA,New experiment,87,105219,95,yes,1024
91.66666667,91.66666667,1105.270833,1105.270833,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,95,95,95,0,95,95,0,0,95,95,95,0,0,95,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,83,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,3 5 7 1,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,887,17297,8780,887,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,649483,632851,647274,2648,647277,646131,2652,104865,651486,652374,648280,113646,19950,651486,NA,New experiment,88,106106,96,yes,1024
91.75257732,91.75257732,1103.618557,1103.618557,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,96,96,96,0,96,96,0,0,96,96,96,0,0,96,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,84,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,945,17297,8780,945,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,6,655720,652379,653511,2648,653514,646131,2652,104865,657723,658670,654517,113646,19950,657723,NA,New experiment,89,107051,97,yes,1024
91.83673469,91.83673469,1101.897959,1101.897959,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,97,97,97,0,97,97,0,0,97,97,97,0,0,97,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,85,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 5 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,935,17297,8780,935,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,4,662025,658675,659816,2648,659819,646131,2652,104865,664029,664966,660822,113646,19950,664029,NA,New experiment,90,107986,98,yes,1024
91.91919192,91.91919192,1100.363636,1100.363636,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,98,98,98,0,98,98,0,0,98,98,98,0,0,98,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,86,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,5 7 8 2 3 8,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,NA,950,17297,8780,950,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,668324,664971,666115,2648,666118,646131,2652,104865,670327,671278,667121,113646,19950,670327,NA,New experiment,91,108936,99,yes,1024
92,92,1098.37,1098.37,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,99,99,99,0,99,99,0,0,99,99,99,0,0,99,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,87,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 5 1 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,901,17297,8780,901,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,674629,671283,672421,2648,672423,646131,2652,104865,676632,677535,673426,113646,19950,676632,NA,New experiment,92,109837,100,yes,1024
92.07920792,92.07920792,1096.881188,1096.881188,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,100,100,100,0,100,100,0,0,100,100,100,0,0,100,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,88,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 9 4 5 3 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,948,17297,8780,948,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,680885,677539,678676,2648,678679,646131,2652,104865,682888,683838,679682,113646,19950,682888,NA,New experiment,93,110785,101,yes,1024
92.15686275,92.15686275,1094.931373,1094.931373,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,101,101,101,0,101,101,0,0,101,101,101,0,0,101,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,89,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8 9 5 6 7,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,898,17297,8780,898,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,687192,683843,684984,2648,684986,646131,2652,104865,689195,690094,685989,113646,19950,689195,NA,New experiment,94,111683,102,yes,1024
91.26213592,91.26213592,1094.291262,1094.291262,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,102,102,102,0,102,102,0,0,102,102,102,0,0,102,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,90,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,right,right,right,right,NA,1029,17297,8780,1029,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,693444,690099,691235,2648,691238,646131,2652,104865,695447,696478,692241,113646,19950,695447,NA,New experiment,94,112712,103,yes,1024
91.34615385,91.34615385,1093.028846,1093.028846,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,103,103,103,0,103,103,0,0,103,103,103,0,0,103,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,91,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 9 1 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,963,17297,8780,963,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,699830,690099,697622,2648,697624,696483,2652,104865,701833,702798,698627,113646,19950,701833,NA,New experiment,95,113675,104,yes,1024
91.42857143,91.42857143,1091.771429,1091.771429,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,104,104,104,0,104,104,0,0,104,104,104,0,0,104,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,92,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 8 2 7 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,961,17297,8780,961,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,706154,702803,703946,2648,703948,696483,2652,104865,708156,709118,704951,113646,19950,708156,NA,New experiment,96,114636,105,yes,1024
91.50943396,91.50943396,1088.556604,1088.556604,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,105,105,105,0,105,105,0,0,105,105,105,0,0,105,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,93,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,751,17297,8780,751,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,7,712466,709123,710258,2648,710260,696483,2652,104865,714469,715222,711263,113646,19950,714469,NA,New experiment,97,115387,106,yes,1024
