acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_fixation,count_incorrectFeedback,count_instruction1,count_instruction2,count_keyboard_response,count_logger,count_memorySet,count_new_loop,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instruction2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instruction2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_fixation,time_incorrectFeedback,time_instruction1,time_instruction2,time_keyboard_response,time_logger,time_memorySet,time_new_loop,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
93.5483871,93.5483871,1278.354839,1278.354839,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,30,30,30,0,30,30,0,0,30,30,30,0,0,30,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 4 3 6 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,942,17297,8780,942,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,234892,231547,232684,2648,232686,179590,2652,104865,236895,237838,233689,113646,19950,236895,NA,New experiment,29,39629,31,yes,1024
93.75,93.75,1267.3125,1267.3125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,31,31,0,31,31,0,0,31,31,31,0,0,31,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,925,17297,8780,925,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,241189,237843,238980,2648,238982,179590,2652,104865,243192,244118,239986,113646,19950,243192,NA,New experiment,30,40554,32,yes,1024
93.93939394,93.93939394,1261.090909,1261.090909,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,32,32,32,0,32,32,0,0,32,32,32,0,0,32,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8 2 1 4 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1062,17297,8780,1062,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,247467,244123,245258,2648,245260,179590,2652,104865,249470,250533,246264,113646,19950,249470,NA,New experiment,31,41616,33,yes,1024
94.11764706,94.11764706,1251.529412,1251.529412,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,33,33,33,0,33,33,0,0,33,33,33,0,0,33,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 3,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,936,17297,8780,936,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,2,253882,250538,251674,2648,251676,179590,2652,104865,255885,256822,252679,113646,19950,255885,NA,New experiment,32,42552,34,yes,1024
94.28571429,94.28571429,1245.628571,1245.628571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,34,34,34,0,34,34,0,0,34,34,34,0,0,34,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,1045,17297,8780,1045,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,8,260174,256827,257966,2648,257968,179590,2652,104865,262176,263222,258971,113646,19950,262176,NA,New experiment,33,43597,35,yes,1024
94.44444444,94.44444444,1244.083333,1244.083333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,35,35,35,0,35,35,0,0,35,35,35,0,0,35,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8 5 7 3 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1190,17297,8780,1190,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,9,266571,263227,264362,2648,264365,179590,2652,104865,268575,269766,265368,113646,19950,268575,NA,New experiment,34,44787,36,yes,1024
94.59459459,94.59459459,1245.837838,1245.837838,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,36,36,36,0,36,36,0,0,36,36,36,0,0,36,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1309,17297,8780,1309,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,273116,269771,270908,2648,270910,179590,2652,104865,275119,276429,271913,113646,19950,275119,NA,New experiment,35,46096,37,yes,1024
94.73684211,94.73684211,1239.105263,1239.105263,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,37,37,37,0,37,37,0,0,37,37,37,0,0,37,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 8 6 3 1,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,NA,990,17297,8780,990,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,279779,276434,277570,2648,277572,179590,2652,104865,281782,282773,278576,113646,19950,281782,NA,New experiment,36,47086,38,yes,1024
94.87179487,94.87179487,1231.25641,1231.25641,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,38,38,38,0,38,38,0,0,38,38,38,0,0,38,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,933,17297,8780,933,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,286125,282778,283917,2648,283919,179590,2652,104865,288128,289062,284922,113646,19950,288128,NA,New experiment,37,48019,39,yes,1024
95,95,1228.075,1228.075,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,39,39,39,0,39,39,0,0,39,39,39,0,0,39,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1104,17297,8780,1104,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,292410,289066,290202,2648,290204,179590,2652,104865,294413,295518,291207,113646,19950,294413,NA,New experiment,38,49123,40,yes,1024
95.12195122,95.12195122,1225.04878,1225.04878,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,40,40,40,0,40,40,0,0,40,40,40,0,0,40,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1104,17297,8780,1104,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,1,298874,295523,296666,2648,296668,179590,2652,104865,300877,301981,297671,113646,19950,300877,NA,New experiment,39,50227,41,yes,1024
92.85714286,92.85714286,1222.714286,1222.714286,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,41,41,41,0,41,41,0,0,41,41,41,0,0,41,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.8,5,y,0,right,right,right,right,NA,1127,17297,8780,1127,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,305330,301986,303122,2648,303124,179590,2652,104865,307333,308461,304127,113646,19950,307333,NA,New experiment,39,51354,42,yes,1024
93.02325581,93.02325581,1220.465116,1220.465116,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,42,42,42,0,42,42,0,0,42,42,42,0,0,42,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 3 8 5 6 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1126,17297,8780,1126,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,311811,301986,309603,2648,309605,308466,2652,104865,313814,314941,310608,113646,19950,313814,NA,New experiment,40,52480,43,yes,1024
93.18181818,93.18181818,1216.363636,1216.363636,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,43,43,43,0,43,43,0,0,43,43,43,0,0,43,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 9 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1040,17297,8780,1040,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,8,318290,314946,316081,2648,316083,308466,2652,104865,320293,321333,317087,113646,19950,320293,NA,New experiment,41,53520,44,yes,1024
93.33333333,93.33333333,1208.844444,1208.844444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,44,44,44,0,44,44,0,0,44,44,44,0,0,44,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,878,17297,8780,878,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,324683,321338,322475,2648,322477,308466,2652,104865,326686,327565,323480,113646,19950,326686,NA,New experiment,42,54398,45,yes,1024
93.47826087,93.47826087,1201.782609,1201.782609,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,45,45,45,0,45,45,0,0,45,45,45,0,0,45,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 3 1 2 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,884,17297,8780,884,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,330917,327570,328709,2648,328711,308466,2652,104865,332920,333805,329714,113646,19950,332920,NA,New experiment,43,55282,46,yes,1024
93.61702128,93.61702128,1200.659574,1200.659574,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,46,46,46,0,46,46,0,0,46,46,46,0,0,46,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 6 4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1149,17297,8780,1149,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,337157,333810,334949,2648,334951,308466,2652,104865,339159,340309,335954,113646,19950,339159,NA,New experiment,44,56431,47,yes,1024
93.75,93.75,1203.479167,1203.479167,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,47,47,47,0,47,47,0,0,47,47,47,0,0,47,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 2 3,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,1336,17297,8780,1336,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,3,343666,340314,341458,2648,341460,308466,2652,104865,345669,347006,342463,113646,19950,345669,NA,New experiment,45,57767,48,yes,1024
93.87755102,93.87755102,1195.959184,1195.959184,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,48,48,48,0,48,48,0,0,48,48,48,0,0,48,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,835,17297,8780,835,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,4,350359,347011,348150,2648,348153,308466,2652,104865,352362,353198,349156,113646,19950,352362,NA,New experiment,46,58602,49,yes,1024
94,94,1195.72,1195.72,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,49,49,49,0,49,49,0,0,49,49,49,0,0,49,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1184,17297,8780,1184,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,356546,353203,354337,2648,354340,308466,2652,104865,358549,359734,355343,113646,19950,358549,NA,New experiment,47,59786,50,yes,1024
94.11764706,94.11764706,1193.921569,1193.921569,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,50,50,50,0,50,50,0,0,50,50,50,0,0,50,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,5 7 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1104,17297,8780,1104,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,363082,359738,360874,2648,360876,308466,2652,104865,365085,366190,361879,113646,19950,365085,NA,New experiment,48,60890,51,yes,1024
94.23076923,94.23076923,1191.134615,1191.134615,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,51,51,51,0,51,51,0,0,51,51,51,0,0,51,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1049,17297,8780,1049,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,369537,366195,367329,2648,367331,308466,2652,104865,371540,372590,368334,113646,19950,371540,NA,New experiment,49,61939,52,yes,1024
92.45283019,92.45283019,1193.867925,1193.867925,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,52,52,52,0,52,52,0,0,52,52,52,0,0,52,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.8,6,y,0,right,right,right,right,NA,1336,17297,8780,1336,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,375946,372595,373738,2648,373740,308466,2652,104865,377949,379286,374743,113646,19950,377949,NA,New experiment,49,63275,53,yes,1024
92.59259259,92.59259259,1190.314815,1190.314815,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,53,53,53,0,53,53,0,0,53,53,53,0,0,53,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 1 8 7 5,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,1002,17297,8780,1002,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,382639,372595,380431,2648,380433,379292,2652,104865,384642,385645,381436,113646,19950,384642,NA,New experiment,50,64277,54,yes,1024
92.72727273,92.72727273,1188.381818,1188.381818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,54,54,54,0,54,54,0,0,54,54,54,0,0,54,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,7 4 2 8 1 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1084,17297,8780,1084,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,388997,385650,386788,2648,386791,379292,2652,104865,391000,392085,387794,113646,19950,391000,NA,New experiment,51,65361,55,yes,1024
92.85714286,92.85714286,1187.285714,1187.285714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,55,55,55,0,55,55,0,0,55,55,55,0,0,55,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1127,17297,8780,1127,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,395435,392090,393227,2648,393229,379292,2652,104865,397438,398566,394232,113646,19950,397438,NA,New experiment,52,66488,56,yes,1024
92.98245614,92.98245614,1181.877193,1181.877193,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,56,56,56,0,56,56,0,0,56,56,56,0,0,56,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,879,17297,8780,879,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,401923,398571,399715,2648,399717,379292,2652,104865,403926,404806,400720,113646,19950,403926,NA,New experiment,53,67367,57,yes,1024
93.10344828,93.10344828,1180.241379,1180.241379,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,57,57,57,0,57,57,0,0,57,57,57,0,0,57,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 6 2 4 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,NA,1087,17297,8780,1087,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,4,408163,404811,405955,2648,405958,379292,2652,104865,410166,411254,406961,113646,19950,410166,NA,New experiment,54,68454,58,yes,1024
91.52542373,91.52542373,1178.661017,1178.661017,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,58,58,58,0,58,58,0,0,58,58,58,0,0,58,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,5 7 3 6 2,Kafkaesque Koffka,3.2.8,5,y,0,right,right,right,right,NA,1087,17297,8780,1087,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,414602,411259,412394,2648,412396,379292,2652,104865,416605,417693,413399,113646,19950,416605,NA,New experiment,54,69541,59,yes,1024
91.66666667,91.66666667,1177.083333,1177.083333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,59,59,59,0,59,59,0,0,59,59,59,0,0,59,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 5,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,NA,1084,17297,8780,1084,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,421045,411259,418836,2648,418838,417698,2652,104865,423048,424133,419842,113646,19950,423048,NA,New experiment,55,70625,60,yes,1024
91.80327869,91.80327869,1175.032787,1175.032787,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,60,60,60,0,60,60,0,0,60,60,60,0,0,60,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 4 6 9,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,1052,17297,8780,1052,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,427485,424138,425277,2648,425279,417698,2652,104865,429488,430542,426282,113646,19950,429488,NA,New experiment,56,71677,61,yes,1024
91.93548387,91.93548387,1179.483871,1179.483871,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,61,61,61,0,61,61,0,0,61,61,61,0,0,61,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 7 4 5 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1451,17297,8780,1451,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,6,433887,430546,431679,2648,431681,417698,2652,104865,435890,437342,432684,113646,19950,435890,NA,New experiment,57,73128,62,yes,1024
92.06349206,92.06349206,1174.714286,1174.714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,62,62,62,0,62,62,0,0,62,62,62,0,0,62,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,2 4 8 5 1 3,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,879,17297,8780,879,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,440691,437347,438483,2648,438485,417698,2652,104865,442694,443574,439488,113646,19950,442694,NA,New experiment,58,74007,63,yes,1024
92.1875,92.1875,1170.875,1170.875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,63,63,63,0,63,63,0,0,63,63,63,0,0,63,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,8 1 6,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,NA,929,17297,8780,929,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,6,446928,443579,444720,2648,444722,417698,2652,104865,448931,449862,445725,113646,19950,448931,NA,New experiment,59,74936,64,yes,1024
92.30769231,92.30769231,1166.538462,1166.538462,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,64,64,64,0,64,64,0,0,64,64,64,0,0,64,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,889,17297,8780,889,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,7,453208,449866,451000,2648,451002,417698,2652,104865,455211,456102,452005,113646,19950,455211,NA,New experiment,60,75825,65,yes,1024
92.42424242,92.42424242,1161.5,1161.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,65,65,65,0,65,65,0,0,65,65,65,0,0,65,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,9 1 6 7 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,NA,834,17297,8780,834,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,9,459448,456106,457240,2648,457242,417698,2652,104865,461451,462286,458245,113646,19950,461451,NA,New experiment,61,76659,66,yes,1024
92.53731343,92.53731343,1156.791045,1156.791045,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,66,66,66,0,66,66,0,0,66,66,66,0,0,66,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,846,17297,8780,846,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,7,465644,462290,463435,2648,463437,417698,2652,104865,467647,468494,464441,113646,19950,467647,NA,New experiment,62,77505,67,yes,1024
92.64705882,92.64705882,1155.073529,1155.073529,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,67,67,67,0,67,67,0,0,67,67,67,0,0,67,0,10/27/19 15:29,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,11,C:/Users/DLGoupil/Desktop/dg-subject-1.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,right,NA,1040,17297,8780,1040,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,471842,468499,469633,2648,469636,417698,2652,104865,473845,474886,470639,113646,19950,473845,NA,New experiment,63,78545,68,yes,1024
