acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,2000,2000,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,0,0,/Users/Zenny/Desktop/quickrun.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,None,right,NA,None,NA,2000,26206,NA,2000,NA,2,legacy,5,1024,2,48000,-16,experiment,999,odd,3,31306,NA,29011,2560,NA,29042,NA,2624,NA,33337,35337,30072,28838,33337,NA,SternbergTask,0,2000,1,yes,1024
50,50,1466,1466,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,1,1,/Users/Zenny/Desktop/quickrun.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,932,26206,NA,932,NA,2,legacy,1,1024,2,48000,-16,experiment,999,odd,3,38991,NA,36695,2560,NA,36727,35540,2624,NA,41022,41955,37758,28838,41022,NA,SternbergTask,1,2932,2,yes,1024
66.66666667,66.66666667,1170.666667,1170.666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,2,2,2,0,0,2,2,0,0,2,2,2,0,2,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,2,2,/Users/Zenny/Desktop/quickrun.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,580,26206,NA,580,NA,2,legacy,3,1024,2,48000,-16,experiment,999,odd,2,45439,41993,43133,2560,NA,43164,35540,2624,NA,47472,48053,44206,28838,47472,NA,SternbergTask,2,3512,3,yes,1024
75,75,970.75,970.75,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,3,3,0,0,3,3,0,0,3,3,3,0,3,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,3,3,/Users/Zenny/Desktop/quickrun.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,right,NA,left,NA,371,26206,NA,371,NA,2,legacy,4,1024,2,48000,-16,experiment,999,odd,5,51507,48101,49211,2560,NA,49243,35540,2624,NA,53541,53913,50275,28838,53541,NA,SternbergTask,3,3883,4,yes,1024
60,60,890.6,890.6,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,4,4,4,0,0,4,4,0,0,4,4,4,0,4,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,4,4,/Users/Zenny/Desktop/quickrun.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,right,right,NA,right,NA,570,26206,NA,570,NA,2,legacy,3,1024,2,48000,-16,experiment,999,odd,4,57406,53954,55104,2560,NA,55143,35540,2624,NA,59437,60008,56174,28838,59437,NA,SternbergTask,3,4453,5,yes,1024
66.66666667,66.66666667,881.3333333,881.3333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,5,5,5,0,0,5,5,0,0,5,5,5,0,5,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,5,5,/Users/Zenny/Desktop/quickrun.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,835,26206,NA,835,NA,2,legacy,6,1024,2,48000,-16,experiment,999,odd,6,63448,53954,61152,2560,NA,61183,60042,2624,NA,65529,66365,62215,28838,65528,NA,SternbergTask,4,5288,6,yes,1024
71.42857143,71.42857143,825,825,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,6,6,6,0,0,6,6,0,0,6,6,6,0,6,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,6,6,/Users/Zenny/Desktop/quickrun.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,487,26206,NA,487,NA,2,legacy,1,1024,2,48000,-16,experiment,999,odd,6,69852,66405,67556,2560,NA,67588,60042,2624,NA,71887,72375,68619,28838,71887,NA,SternbergTask,5,5775,7,yes,1024
75,75,788.875,788.875,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,7,7,7,0,0,7,7,0,0,7,7,7,0,7,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,7,7,/Users/Zenny/Desktop/quickrun.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,NA,left,NA,536,26206,NA,536,NA,2,legacy,5,1024,2,48000,-16,experiment,999,odd,8,75817,72408,73519,2560,NA,73550,60042,2624,NA,77848,78386,74583,28838,77848,NA,SternbergTask,6,6311,8,yes,1024
77.77777778,77.77777778,773.2222222,773.2222222,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,8,8,8,0,0,8,8,0,0,8,8,8,0,8,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,8,8,/Users/Zenny/Desktop/quickrun.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,648,26206,NA,648,NA,2,legacy,6,1024,2,48000,-16,experiment,999,odd,4,81867,78427,79571,2560,NA,79604,60042,2624,NA,83901,84550,80635,28838,83901,NA,SternbergTask,7,6959,9,yes,1024
80,80,746.2,746.2,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,9,9,9,0,0,9,9,0,0,9,9,9,0,9,0,Fri Oct 25 12:11:20 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,9,9,/Users/Zenny/Desktop/quickrun.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,503,26206,NA,503,NA,2,legacy,2,1024,2,48000,-16,experiment,999,odd,5,87992,84586,85696,2560,NA,85727,60042,2624,NA,90023,90528,86758,28838,90023,NA,SternbergTask,8,7462,10,yes,1024
