acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_CorrectFeedback,count_ExpSequence,count_ExperimentLoop,count_Fixation,count_ISI,count_Instruction1,count_Instructions2,count_MemorySet,count_PracticeLoop,count_Probe,count_ThankYou,count_experiment,count_incorrectFeedback,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_PracticeLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instructions2,response_ThankYou,response_keyboard_response,response_time,response_time_Instruction1,response_time_Instructions2,response_time_ThankYou,response_time_keyboard_response,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_CorrectFeedback,time_ExpSequence,time_ExperimentLoop,time_Fixation,time_ISI,time_Instruction1,time_Instructions2,time_MemorySet,time_PracticeLoop,time_Probe,time_ThankYou,time_experiment,time_incorrectFeedback,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
81.81818182,81.81818182,843.9090909,843.9090909,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,10,10,0,10,10,0,0,10,0,10,0,0,10,10,10,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,10,10,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,right,left,NA,NA,right,789,72833,NA,NA,789,2,legacy,2,1024,2,48000,-16,experiment,3,odd,4,136321,137428,NA,137430,139639,2228,NA,138435,75061,141645,NA,2225,99297,141645,142434,Sternberg Task,9,9283,11,yes,1024
83.33333333,83.33333333,837.3333333,837.3333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,11,11,0,11,11,0,0,11,0,11,0,0,11,11,11,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,NA,right,765,72833,NA,NA,765,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,136321,143539,NA,143541,145751,2228,NA,144545,75061,147755,NA,2225,142439,147755,148521,Sternberg Task,10,10048,12,yes,1024
84.61538462,84.61538462,820.6923077,820.6923077,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,12,12,0,12,12,0,0,12,0,12,0,0,12,12,12,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,0,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,6 9 4 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,621,72833,86980,NA,621,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,148526,236638,236544,236639,238848,2228,149564,237643,75061,240853,NA,2225,142439,240854,241475,Sternberg Task,11,10669,13,yes,1024
85.71428571,85.71428571,842.2857143,842.2857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,13,13,0,13,13,0,0,13,0,13,0,0,13,13,13,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,1,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,left,left,left,NA,left,1123,72833,86980,NA,1123,2,legacy,5,1024,2,48000,-16,experiment,3,odd,1,241491,242597,236544,242599,244810,2228,149564,243604,75061,246815,NA,2225,142439,246815,247938,Sternberg Task,12,11792,14,yes,1024
86.66666667,86.66666667,846.5333333,846.5333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,14,14,0,14,14,0,0,14,0,14,0,0,14,14,14,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,2,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,8 1 6,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,NA,left,906,72833,86980,NA,906,2,legacy,3,1024,2,48000,-16,experiment,3,odd,6,247946,249050,236544,249052,251260,2228,149564,250055,75061,253264,NA,2225,142439,253265,254171,Sternberg Task,13,12698,15,yes,1024
87.5,87.5,850.5,850.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,15,0,15,15,0,0,15,0,15,0,0,15,15,15,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,3,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,3 9 8 1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,910,72833,86980,NA,910,2,legacy,6,1024,2,48000,-16,experiment,3,odd,7,254178,255273,236544,255275,257486,2228,149564,256280,75061,259492,NA,2225,142439,259492,260402,Sternberg Task,14,13608,16,yes,1024
88.23529412,88.23529412,843.2941176,843.2941176,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,16,16,0,16,16,0,0,16,0,16,0,0,16,16,16,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,4,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,728,72833,86980,NA,728,2,legacy,5,1024,2,48000,-16,experiment,3,odd,7,260407,261503,236544,261504,263713,2228,149564,262508,75061,265720,NA,2225,142439,265720,266449,Sternberg Task,15,14336,17,yes,1024
88.88888889,88.88888889,843.8333333,843.8333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,17,17,0,17,17,0,0,17,0,17,0,0,17,17,17,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,5,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,8 3,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,853,72833,86980,NA,853,2,legacy,2,1024,2,48000,-16,experiment,3,odd,3,266454,267548,236544,267550,269766,2228,149564,268555,75061,271772,NA,2225,142439,271772,272625,Sternberg Task,16,15189,18,yes,1024
84.21052632,84.21052632,847.6315789,847.6315789,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,18,18,0,18,18,0,0,18,0,18,0,0,18,18,18,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,6,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,2 3 8 5 6 7,Kafkaesque Koffka,3.2.8,0,n,0,left,left,left,NA,left,916,72833,86980,NA,916,2,legacy,6,1024,2,48000,-16,experiment,3,odd,1,272631,273735,236544,273737,275947,2228,149564,274741,75061,277952,NA,2225,142439,277952,278868,Sternberg Task,16,16105,19,yes,1024
85,85,844.85,844.85,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,19,19,0,19,19,0,0,19,0,19,0,0,19,19,19,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,7,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,792,72833,86980,NA,792,2,legacy,3,1024,2,48000,-16,experiment,3,odd,1,272631,279965,236544,279967,282176,2228,149564,280972,75061,284181,NA,2225,278873,284182,284975,Sternberg Task,17,16897,20,yes,1024
85.71428571,85.71428571,852.047619,852.047619,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,20,20,0,20,20,0,0,20,0,20,0,0,20,20,20,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,8,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,2 3 7 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,996,72833,86980,NA,996,2,legacy,4,1024,2,48000,-16,experiment,3,odd,2,284987,286075,236544,286077,288287,2228,149564,287081,75061,290291,NA,2225,278873,290292,291289,Sternberg Task,18,17893,21,yes,1024
86.36363636,86.36363636,847.3181818,847.3181818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,21,21,0,21,21,0,0,21,0,21,0,0,21,21,21,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,9,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,748,72833,86980,NA,748,2,legacy,6,1024,2,48000,-16,experiment,3,odd,5,291305,292402,236544,292403,294613,2228,149564,293407,75061,296620,NA,2225,278873,296620,297369,Sternberg Task,19,18641,22,yes,1024
86.95652174,86.95652174,846.4347826,846.4347826,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,22,0,22,22,0,0,22,0,22,0,0,22,22,22,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,10,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,8 2 1 4 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,827,72833,86980,NA,827,2,legacy,6,1024,2,48000,-16,experiment,3,odd,7,297376,298463,236544,298465,300675,2228,149564,299470,75061,302680,NA,2225,278873,302680,303508,Sternberg Task,20,19468,23,yes,1024
87.5,87.5,841.9583333,841.9583333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,23,23,0,23,23,0,0,23,0,23,0,0,23,23,23,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,11,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,4 6 5 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,739,72833,86980,NA,739,2,legacy,4,1024,2,48000,-16,experiment,3,odd,4,303513,304620,236544,304622,306833,2228,149564,305627,75061,308837,NA,2225,278873,308838,309578,Sternberg Task,21,20207,24,yes,1024
88,88,849.08,849.08,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,24,0,24,24,0,0,24,0,24,0,0,24,24,24,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,12,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,4 1 8 7 5,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,NA,left,1020,72833,86980,NA,1020,2,legacy,5,1024,2,48000,-16,experiment,3,odd,8,309597,310692,236544,310694,312904,2228,149564,311698,75061,314908,NA,2225,278873,314909,315930,Sternberg Task,22,21227,25,yes,1024
88.46153846,88.46153846,846.5384615,846.5384615,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,25,25,0,25,25,0,0,25,0,25,0,0,25,25,25,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,13,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,6 9 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,783,72833,86980,NA,783,2,legacy,3,1024,2,48000,-16,experiment,3,odd,8,315938,317046,236544,317048,319258,2228,149564,318052,75061,321263,NA,2225,278873,321263,322047,Sternberg Task,23,22010,26,yes,1024
88.88888889,88.88888889,846.8518519,846.8518519,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,26,26,0,26,26,0,0,26,0,26,0,0,26,26,26,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,14,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,8 5 1 3 9,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,NA,left,855,72833,86980,NA,855,2,legacy,5,1024,2,48000,-16,experiment,3,odd,3,322052,323147,236544,323149,325358,2228,149564,324153,75061,327363,NA,2225,278873,327363,328219,Sternberg Task,24,22865,27,yes,1024
89.28571429,89.28571429,845.0714286,845.0714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,27,27,0,27,27,0,0,27,0,27,0,0,27,27,27,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,15,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,1 4 9 2 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,797,72833,86980,NA,797,2,legacy,5,1024,2,48000,-16,experiment,3,odd,7,328224,329319,236544,329321,331531,2228,149564,330325,75061,333533,NA,2225,278873,333533,334330,Sternberg Task,25,23662,28,yes,1024
86.20689655,86.20689655,847.5862069,847.5862069,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,28,28,0,28,28,0,0,28,0,28,0,0,28,28,28,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,16,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,5 2 9 6 1 7,Kafkaesque Koffka,3.2.8,3,y,0,right,left,left,NA,right,918,72833,86980,NA,918,2,legacy,6,1024,2,48000,-16,experiment,3,odd,9,334335,335440,236544,335441,337648,2228,149564,336444,75061,339654,NA,2225,278873,339654,340572,Sternberg Task,25,24580,29,yes,1024
83.33333333,83.33333333,849.0666667,849.0666667,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,29,29,0,29,29,0,0,29,0,29,0,0,29,29,29,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,17,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,4 7 6 8 2 3,Kafkaesque Koffka,3.2.8,6,y,0,right,left,left,NA,right,892,72833,86980,NA,892,2,legacy,6,1024,2,48000,-16,experiment,3,odd,3,334335,341674,236544,341676,343885,2228,149564,342681,75061,345889,NA,2225,340578,345890,346783,Sternberg Task,25,25472,30,yes,1024
83.87096774,83.87096774,847.0322581,847.0322581,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,30,30,0,30,30,0,0,30,0,30,0,0,30,30,30,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,18,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,3 9 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,786,72833,86980,NA,786,2,legacy,3,1024,2,48000,-16,experiment,3,odd,7,334335,347898,236544,347899,350108,2228,149564,348904,75061,352114,NA,2225,346788,352114,352900,Sternberg Task,26,26258,31,yes,1024
84.375,84.375,844.15625,844.15625,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,31,0,31,31,0,0,31,0,31,0,0,31,31,31,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,19,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,6 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,755,72833,86980,NA,755,2,legacy,2,1024,2,48000,-16,experiment,3,odd,6,352905,353997,236544,353999,356208,2228,149564,355004,75061,358214,NA,2225,346788,358215,358971,Sternberg Task,27,27013,32,yes,1024
84.84848485,84.84848485,837.7878788,837.7878788,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,32,32,0,32,32,0,0,32,0,32,0,0,32,32,32,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,20,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,1 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,634,72833,86980,NA,634,2,legacy,4,1024,2,48000,-16,experiment,3,odd,5,358985,360092,236544,360094,362301,2228,149564,361095,75061,364307,NA,2225,346788,364307,364942,Sternberg Task,28,27647,33,yes,1024
85.29411765,85.29411765,830.8529412,830.8529412,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,33,33,0,33,33,0,0,33,0,33,0,0,33,33,33,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,21,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,602,72833,86980,NA,602,2,legacy,4,1024,2,48000,-16,experiment,3,odd,7,364949,366064,236544,366066,368276,2228,149564,367071,75061,370281,NA,2225,346788,370282,370884,Sternberg Task,29,28249,34,yes,1024
85.71428571,85.71428571,829.5142857,829.5142857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,34,34,0,34,34,0,0,34,0,34,0,0,34,34,34,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,22,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,2 8 7 9 5 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,784,72833,86980,NA,784,2,legacy,6,1024,2,48000,-16,experiment,3,odd,6,370890,371980,236544,371981,374191,2228,149564,372985,75061,376196,NA,2225,346788,376196,376980,Sternberg Task,30,29033,35,yes,1024
86.11111111,86.11111111,822.75,822.75,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,35,35,0,35,35,0,0,35,0,35,0,0,35,35,35,10/27/19 19:27,The main experiment item,yes,SternbergTask.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,23,11,E:/Classwork/AQMAED/Stenberg/MS-subject-3.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,586,72833,86980,NA,586,2,legacy,1,1024,2,48000,-16,experiment,3,odd,7,376986,378081,236544,378083,380295,2228,149564,379088,75061,382301,NA,2225,346788,382302,382889,Sternberg Task,31,29619,36,yes,1024
