acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_new_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instructions1,count_instructions2,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instructions1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_instructions1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instructions1,time_instructions2,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,795,795,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,795,410332,NA,795,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,415259,NA,413055,2207,NA,413057,NA,2213,NA,418056,414058,417260,412546,417260,NA,Sternberg task,1,795,1,yes,1024
100,100,758,758,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,721,410332,NA,721,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,4,421415,418130,419211,2207,NA,419213,NA,2213,NA,424137,420214,423416,412546,423416,NA,Sternberg task,2,1516,2,yes,1024
66.66666667,66.66666667,1172,1172,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,2,2,2,0,0,2,2,0,0,2,2,2,0,2,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,None,left,NA,None,NA,2000,410332,NA,2000,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,427425,424145,425220,2207,NA,425222,NA,2213,NA,431426,426223,429426,412546,429426,NA,Sternberg task,2,3516,3,yes,1024
75,75,1265.25,1265.25,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,3,3,0,0,3,3,0,0,3,3,3,0,3,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,1545,410332,NA,1545,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,434711,424145,432506,2207,NA,432508,431434,2213,NA,438257,433509,436712,412546,436712,NA,Sternberg task,3,5061,4,yes,1024
60,60,1290.4,1290.4,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,4,4,4,0,0,4,4,0,0,4,4,4,0,4,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,left,left,NA,left,NA,1391,410332,NA,1391,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,441538,438263,439334,2207,NA,439336,431434,2213,NA,444931,440337,443539,412546,443539,NA,Sternberg task,3,6452,5,yes,1024
50,50,1209.833333,1209.833333,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,5,5,5,0,0,5,5,0,0,5,5,5,0,5,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,left,left,NA,left,NA,807,410332,NA,807,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,448211,438263,446007,2207,NA,446009,444938,2213,NA,451019,447010,450212,412546,450212,NA,Sternberg task,3,7259,6,yes,1024
57.14285714,57.14285714,1198,1198,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,6,6,6,0,0,6,6,0,0,6,6,6,0,6,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,1127,410332,NA,1127,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,454300,438263,452096,2207,NA,452098,451027,2213,NA,457429,453099,456301,412546,456301,NA,Sternberg task,4,8386,7,yes,1024
62.5,62.5,1183.375,1183.375,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,7,7,7,0,0,7,7,0,0,7,7,7,0,7,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,NA,left,NA,1081,410332,NA,1081,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,460709,457436,458506,2207,NA,458507,451027,2213,NA,463791,459508,462710,412546,462710,NA,Sternberg task,5,9467,8,yes,1024
66.66666667,66.66666667,1197.444444,1197.444444,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,8,8,8,0,0,8,8,0,0,8,8,8,0,8,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,1310,410332,NA,1310,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,467069,463795,464866,2207,NA,464867,451027,2213,NA,470380,465868,469070,412546,469070,NA,Sternberg task,6,10777,9,yes,1024
70,70,1184,1184,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,9,9,9,0,0,9,9,0,0,9,9,9,0,9,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,1063,410332,NA,1063,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,3,473664,470387,471460,2207,NA,471462,451027,2213,NA,476730,472463,475667,412546,475666,NA,Sternberg task,7,11840,10,yes,1024
72.72727273,72.72727273,1186.454545,1186.454545,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,10,10,10,0,0,10,10,0,0,10,10,10,0,10,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,left,NA,left,NA,1211,410332,NA,1211,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,480008,476735,477805,2207,NA,477806,451027,2213,NA,483221,478807,482009,412546,482009,NA,Sternberg task,8,13051,11,yes,1024
75,75,1180.666667,1180.666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,11,11,11,0,0,11,11,0,0,11,11,11,0,11,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,left,NA,left,NA,1117,410332,NA,1117,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,4,486500,483228,484296,2207,NA,484298,451027,2213,NA,489618,485299,488501,412546,488501,NA,Sternberg task,9,14168,12,yes,1024
76.92307692,76.92307692,1134.846154,1134.846154,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,12,12,12,0,0,12,12,0,0,12,12,12,0,12,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,0,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 5 4 8 7,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,left,NA,585,410332,4441,585,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,497369,489626,495165,2207,495081,495167,451027,2213,490640,499955,496168,499370,412546,499370,NA,Sternberg task,10,14753,13,yes,1024
78.57142857,78.57142857,1090.928571,1090.928571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,13,13,13,0,0,13,13,0,0,13,13,13,0,13,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,1,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5 2 6,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,520,410332,4441,520,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,503239,499963,501036,2207,495081,501037,451027,2213,490640,505761,502038,505240,412546,505240,NA,Sternberg task,11,15273,14,yes,1024
80,80,1059.066667,1059.066667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,14,14,14,0,0,14,14,0,0,14,14,14,0,14,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,2,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,8 1 6,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,left,NA,613,410332,4441,613,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,6,509044,505768,506840,2207,495081,506842,451027,2213,490640,511658,507843,511045,412546,511045,NA,Sternberg task,12,15886,15,yes,1024
81.25,81.25,1050.75,1050.75,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,15,15,0,0,15,15,0,0,15,15,15,0,15,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,3,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,7 1 8 4 9 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,926,410332,4441,926,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,514943,511665,512739,2207,495081,512741,451027,2213,490640,517870,513742,516944,412546,516944,NA,Sternberg task,13,16812,16,yes,1024
82.35294118,82.35294118,1020.117647,1020.117647,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,16,16,0,0,16,16,0,0,16,16,16,0,16,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,4,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 3,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,530,410332,4441,530,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,2,521152,517878,518948,2207,495081,518950,451027,2213,490640,523685,519951,523154,412546,523154,NA,Sternberg task,14,17342,17,yes,1024
83.33333333,83.33333333,1008.388889,1008.388889,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,17,17,17,0,0,17,17,0,0,17,17,17,0,17,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,5,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,809,410332,4441,809,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,526967,523692,524763,2207,495081,524765,451027,2213,490640,529778,525766,528968,412546,528968,NA,Sternberg task,15,18151,18,yes,1024
84.21052632,84.21052632,979.7894737,979.7894737,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,18,18,18,0,0,18,18,0,0,18,18,18,0,18,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,6,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 5,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,465,410332,4441,465,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,533064,529785,530860,2207,495081,530862,451027,2213,490640,535530,531863,535065,412546,535065,NA,Sternberg task,16,18616,19,yes,1024
85,85,961.5,961.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,19,19,19,0,0,19,19,0,0,19,19,19,0,19,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,7,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5 7 3 6 2,Kafkaesque Koffka,3.2.8,5,y,0,left,left,left,left,NA,614,410332,4441,614,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,538812,535538,536607,2207,495081,536609,451027,2213,490640,541427,537610,540813,412546,540813,NA,Sternberg task,17,19230,20,yes,1024
85.71428571,85.71428571,950,950,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,20,20,20,0,0,20,20,0,0,20,20,20,0,20,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,8,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,720,410332,4441,720,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,7,544706,541432,542503,2207,495081,542504,451027,2213,490640,547428,543505,546707,412546,546707,NA,Sternberg task,18,19950,21,yes,1024
86.36363636,86.36363636,929.8181818,929.8181818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,21,21,21,0,0,21,21,0,0,21,21,21,0,21,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,9,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 8 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,506,410332,4441,506,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,1,550713,547436,548509,2207,495081,548511,451027,2213,490640,553220,549512,552714,412546,552714,NA,Sternberg task,19,20456,22,yes,1024
86.95652174,86.95652174,912.2173913,912.2173913,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,22,22,22,0,0,22,22,0,0,22,22,22,0,22,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,10,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,525,410332,4441,525,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,6,556501,553228,554298,2207,495081,554299,451027,2213,490640,559027,555300,558502,412546,558502,NA,Sternberg task,20,20981,23,yes,1024
87.5,87.5,906.4583333,906.4583333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,23,23,23,0,0,23,23,0,0,23,23,23,0,23,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,9 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,774,410332,4441,774,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,9,562307,559034,560103,2207,495081,560105,451027,2213,490640,565082,561106,564308,412546,564308,NA,Sternberg task,21,21755,24,yes,1024
88,88,899.96,899.96,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,24,24,0,0,24,24,0,0,24,24,24,0,24,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,12,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,left,left,left,left,NA,744,410332,4441,744,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,568363,565089,566159,2207,495081,566160,451027,2213,490640,571109,567162,570364,412546,570364,NA,Sternberg task,22,22499,25,yes,1024
88.46153846,88.46153846,896.8076923,896.8076923,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,25,25,25,0,0,25,25,0,0,25,25,25,0,25,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,13,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,3 5 7 1,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,left,NA,818,410332,4441,818,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,574391,571116,572188,2207,495081,572189,451027,2213,490640,577210,573190,576392,412546,576392,NA,Sternberg task,23,23317,26,yes,1024
88.88888889,88.88888889,903.4814815,903.4814815,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,26,26,0,0,26,26,0,0,26,26,26,0,26,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,14,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,1077,410332,4441,1077,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,4,580493,577218,578288,2207,495081,578290,451027,2213,490640,583573,579291,582494,412546,582494,NA,Sternberg task,24,24394,27,yes,1024
89.28571429,89.28571429,896.6428571,896.6428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,27,27,27,0,0,27,27,0,0,27,27,27,0,27,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,15,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,3 5 9 6 2 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,712,410332,4441,712,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,586854,583581,584650,2207,495081,584652,451027,2213,490640,589568,585653,588855,412546,588855,NA,Sternberg task,25,25106,28,yes,1024
89.65517241,89.65517241,883.4137931,883.4137931,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,28,28,28,0,0,28,28,0,0,28,28,28,0,28,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,16,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,7 2 3,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,left,NA,513,410332,4441,513,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,3,592848,589575,590644,2207,495081,590646,451027,2213,490640,595363,591647,594849,412546,594849,NA,Sternberg task,26,25619,29,yes,1024
90,90,870.1333333,870.1333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,29,29,0,0,29,29,0,0,29,29,29,0,29,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,17,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 7 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,485,410332,4441,485,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,2,598644,595371,596440,2207,495081,596442,451027,2213,490640,601130,597443,600645,412546,600645,NA,Sternberg task,27,26104,30,yes,1024
90.32258065,90.32258065,861.5483871,861.5483871,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,30,30,30,0,0,30,30,0,0,30,30,30,0,30,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,18,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,604,410332,4441,604,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,7,604413,601137,602209,2207,495081,602211,451027,2213,490640,607019,603212,606414,412546,606414,NA,Sternberg task,28,26708,31,yes,1024
90.625,90.625,853.6875,853.6875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,31,31,31,0,0,31,31,0,0,31,31,31,0,31,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,19,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 8 7 9 5 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,610,410332,4441,610,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,610299,607026,608095,2207,495081,608097,451027,2213,490640,612910,609098,612300,412546,612300,NA,Sternberg task,29,27318,32,yes,1024
87.87878788,87.87878788,849.1515152,849.1515152,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,32,32,32,0,0,32,32,0,0,32,32,32,0,32,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,20,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 4 6 9,Kafkaesque Koffka,3.2.8,3,y,0,right,left,left,right,NA,704,410332,4441,704,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,616193,612918,613988,2207,495081,613990,451027,2213,490640,618899,614991,618194,412546,618194,NA,Sternberg task,29,28022,33,yes,1024
88.23529412,88.23529412,842.5294118,842.5294118,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,33,33,33,0,0,33,33,0,0,33,33,33,0,33,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,21,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,3 5 4 7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,624,410332,4441,624,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,3,622178,612918,619973,2207,495081,619975,618902,2213,490640,624805,620977,624180,412546,624180,NA,Sternberg task,30,28646,34,yes,1024
