acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_new_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instructions1,count_instructions2,count_logger,count_memorySet,count_new_keyboard_response,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instructions1,response_instructions2,response_new_keyboard_response,response_thankYou,response_time,response_time_instructions1,response_time_instructions2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instructions1,time_instructions2,time_logger,time_memorySet,time_new_keyboard_response,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
91.17647059,91.17647059,725.4411765,725.4411765,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,101,101,101,0,0,101,101,0,0,101,101,101,0,101,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,89,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,right,left,left,right,NA,554,410332,4441,554,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,6,1026855,1023582,1024652,2207,495081,1024653,917780,2213,490640,1029411,1025654,1028856,412546,1028856,NA,Sternberg task,93,73995,102,yes,1024
91.26213592,91.26213592,725.5339806,725.5339806,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,102,102,102,0,0,102,102,0,0,102,102,102,0,102,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,90,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 4 8 5 1 3,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,735,410332,4441,735,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,2,1032692,1023582,1030489,2207,495081,1030490,1029419,2213,490640,1035430,1031491,1034694,412546,1034694,NA,Sternberg task,94,74730,103,yes,1024
91.34615385,91.34615385,723.8557692,723.8557692,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,103,103,103,0,0,103,103,0,0,103,103,103,0,103,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,91,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,3 2 1 4 7,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,551,410332,4441,551,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,1038710,1035437,1036507,2207,495081,1036508,1029419,2213,490640,1041263,1037509,1040711,412546,1040711,NA,Sternberg task,95,75281,104,yes,1024
91.42857143,91.42857143,720.5809524,720.5809524,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,104,104,104,0,0,104,104,0,0,104,104,104,0,104,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,92,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,380,410332,4441,380,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,4,1044545,1041271,1042341,2207,495081,1042343,1029419,2213,490640,1046927,1043344,1046546,412546,1046546,NA,Sternberg task,96,75661,105,yes,1024
91.50943396,91.50943396,720.3113208,720.3113208,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,105,105,105,0,0,105,105,0,0,105,105,105,0,105,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,93,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,8 5 3 7 4 6,Kafkaesque Koffka,3.2.8,6,y,0,left,left,left,left,NA,692,410332,4441,692,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,1050210,1046935,1048005,2207,495081,1048007,1029419,2213,490640,1052904,1049008,1052211,412546,1052211,NA,Sternberg task,97,76353,106,yes,1024
91.58878505,91.58878505,719.1495327,719.1495327,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,106,106,106,0,0,106,106,0,0,106,106,106,0,106,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,94,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 8 9 4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,596,410332,4441,596,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,5,1056188,1052911,1053984,2207,495081,1053986,1029419,2213,490640,1058786,1054987,1058189,412546,1058189,NA,Sternberg task,98,76949,107,yes,1024
91.66666667,91.66666667,718.3148148,718.3148148,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,107,107,107,0,0,107,107,0,0,107,107,107,0,107,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,95,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,8 7 3,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,629,410332,4441,629,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,8,1062069,1058793,1059864,2207,495081,1059866,1029419,2213,490640,1064702,1060867,1064071,412546,1064071,NA,Sternberg task,99,77578,108,yes,1024
90.82568807,90.82568807,716.733945,716.733945,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,108,108,108,0,0,108,108,0,0,108,108,108,0,108,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,96,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,9 5 8 1,Kafkaesque Koffka,3.2.8,2,y,0,right,left,left,right,NA,546,410332,4441,546,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,1067982,1064709,1065778,2207,495081,1065780,1029419,2213,490640,1070529,1066781,1069983,412546,1069983,NA,Sternberg task,99,78124,109,yes,1024
90.90909091,90.90909091,716.0272727,716.0272727,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,109,109,109,0,0,109,109,0,0,109,109,109,0,109,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,97,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 9 3 1,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,639,410332,4441,639,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,1,1073811,1064709,1071607,2207,495081,1071609,1070537,2213,490640,1076452,1072610,1075812,412546,1075812,NA,Sternberg task,100,78763,110,yes,1024
90.99099099,90.99099099,713.9369369,713.9369369,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,110,110,110,0,0,110,110,0,0,110,110,110,0,110,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,98,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,8 5 4 7 3 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,484,410332,4441,484,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,5,1079733,1076459,1077529,2207,495081,1077531,1070537,2213,490640,1082219,1078532,1081734,412546,1081734,NA,Sternberg task,101,79247,111,yes,1024
91.07142857,91.07142857,712.875,712.875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,111,111,111,0,0,111,111,0,0,111,111,111,0,111,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,99,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,left,NA,595,410332,4441,595,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,1085500,1082227,1083297,2207,495081,1083298,1070537,2213,490640,1088097,1084299,1087501,412546,1087501,NA,Sternberg task,102,79842,112,yes,1024
91.15044248,91.15044248,711.0707965,711.0707965,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,112,112,112,0,0,112,112,0,0,112,112,112,0,112,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,100,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,509,410332,4441,509,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,7,1091387,1088104,1089183,2207,495081,1089185,1070537,2213,490640,1093898,1090186,1093388,412546,1093388,NA,Sternberg task,103,80351,113,yes,1024
91.22807018,91.22807018,711.1140351,711.1140351,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,113,113,113,0,0,113,113,0,0,113,113,113,0,113,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,101,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,9 3 1 2 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,716,410332,4441,716,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,1097178,1093905,1094975,2207,495081,1094976,1070537,2213,490640,1099897,1095977,1099180,412546,1099180,NA,Sternberg task,104,81067,114,yes,1024
91.30434783,91.30434783,713.3913043,713.3913043,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,114,114,114,0,0,114,114,0,0,114,114,114,0,114,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,102,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5 3 2 6 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,973,410332,4441,973,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,1103178,1099904,1100974,2207,495081,1100975,1070537,2213,490640,1106153,1101977,1105179,412546,1105179,NA,Sternberg task,105,82040,115,yes,1024
90.51724138,90.51724138,711.1810345,711.1810345,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,115,115,115,0,0,115,115,0,0,115,115,115,0,115,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,103,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,left,left,left,left,NA,457,410332,4441,457,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,8,1109433,1106160,1107229,2207,495081,1107231,1070537,2213,490640,1111893,1108232,1111434,412546,1111434,NA,Sternberg task,105,82497,116,yes,1024
90.5982906,90.5982906,712.5299145,712.5299145,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,116,116,116,0,0,116,116,0,0,116,116,116,0,116,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,104,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,9 7 4 5 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,869,410332,4441,869,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,6,1115170,1106160,1112966,2207,495081,1112968,1111896,2213,490640,1118041,1113969,1117171,412546,1117171,NA,Sternberg task,106,83366,117,yes,1024
90.6779661,90.6779661,712.0338983,712.0338983,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,117,117,117,0,0,117,117,0,0,117,117,117,0,117,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,105,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,654,410332,4441,654,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,6,1121325,1118048,1119121,2207,495081,1119123,1111896,2213,490640,1123981,1120124,1123326,412546,1123326,NA,Sternberg task,107,84020,118,yes,1024
90.75630252,90.75630252,710.8655462,710.8655462,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,118,118,118,0,0,118,118,0,0,118,118,118,0,118,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,106,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,9 1 6 7 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,573,410332,4441,573,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,9,1127263,1123988,1125059,2207,495081,1125061,1111896,2213,490640,1129838,1126062,1129264,412546,1129264,NA,Sternberg task,108,84593,119,yes,1024
90.83333333,90.83333333,709.875,709.875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,119,119,119,0,0,119,119,0,0,119,119,119,0,119,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,107,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 8 6 3 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,592,410332,4441,592,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,7,1133121,1129846,1130917,2207,495081,1130919,1111896,2213,490640,1135715,1131920,1135122,412546,1135122,NA,Sternberg task,109,85185,120,yes,1024
90.90909091,90.90909091,708.2479339,708.2479339,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,120,120,120,0,0,120,120,0,0,120,120,120,0,120,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,108,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,513,410332,4441,513,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,1139000,1135723,1136796,2207,495081,1136798,1111896,2213,490640,1141515,1137799,1141001,412546,1141001,NA,Sternberg task,110,85698,121,yes,1024
90.98360656,90.98360656,708.3442623,708.3442623,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,121,121,121,0,0,121,121,0,0,121,121,121,0,121,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,109,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,7 8 6 3 1,Kafkaesque Koffka,3.2.8,5,y,0,left,left,left,left,NA,720,410332,4441,720,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,1144797,1141522,1142592,2207,495081,1142594,1111896,2213,490640,1147519,1143596,1146798,412546,1146798,NA,Sternberg task,111,86418,122,yes,1024
91.05691057,91.05691057,706.5934959,706.5934959,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,122,122,122,0,0,122,122,0,0,122,122,122,0,122,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,110,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,493,410332,4441,493,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,5,1150802,1147528,1148598,2207,495081,1148600,1111896,2213,490640,1153297,1149601,1152803,412546,1152803,NA,Sternberg task,112,86911,123,yes,1024
91.12903226,91.12903226,705.1935484,705.1935484,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,123,123,123,0,0,123,123,0,0,123,123,123,0,123,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,111,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,8 9 6 1,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,533,410332,4441,533,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,9,1156577,1153304,1154373,2207,495081,1154375,1111896,2213,490640,1159112,1155376,1158578,412546,1158578,NA,Sternberg task,113,87444,124,yes,1024
91.2,91.2,708.872,708.872,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,124,124,124,0,0,124,124,0,0,124,124,124,0,124,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,112,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,6 7 9 3 1 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,1165,410332,4441,1165,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,1162396,1159120,1160192,2207,495081,1160193,1111896,2213,490640,1165563,1161195,1164397,412546,1164397,NA,Sternberg task,114,88609,125,yes,1024
91.26984127,91.26984127,707.968254,707.968254,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,125,125,125,0,0,125,125,0,0,125,125,125,0,125,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,113,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5 9 2 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,595,410332,4441,595,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,8,1168845,1165571,1166641,2207,495081,1166643,1111896,2213,490640,1171442,1167644,1170846,412546,1170846,NA,Sternberg task,115,89204,126,yes,1024
91.33858268,91.33858268,706.8897638,706.8897638,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,126,126,126,0,0,126,126,0,0,126,126,126,0,126,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,114,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,571,410332,4441,571,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,1174725,1171450,1172521,2207,495081,1172523,1111896,2213,490640,1177299,1173524,1176727,412546,1176726,NA,Sternberg task,116,89775,127,yes,1024
91.40625,91.40625,705.453125,705.453125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,127,127,127,0,0,127,127,0,0,127,127,127,0,127,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,115,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,1 5 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,523,410332,4441,523,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,1180583,1177307,1178378,2207,495081,1178380,1111896,2213,490640,1183108,1179381,1182584,412546,1182584,NA,Sternberg task,117,90298,128,yes,1024
91.47286822,91.47286822,704.0775194,704.0775194,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,128,128,128,0,0,128,128,0,0,128,128,128,0,128,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,116,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,8 4 3 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,528,410332,4441,528,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,1186402,1183116,1184198,2207,495081,1184200,1111896,2213,490640,1188932,1185201,1188403,412546,1188403,NA,Sternberg task,118,90826,129,yes,1024
91.53846154,91.53846154,703.0307692,703.0307692,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,129,129,129,0,0,129,129,0,0,129,129,129,0,129,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,117,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,2 8 5 1,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,568,410332,4441,568,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,1,1192215,1188940,1190010,2207,495081,1190011,1111896,2213,490640,1194786,1191013,1194216,412546,1194216,NA,Sternberg task,119,91394,130,yes,1024
91.60305344,91.60305344,701.4503817,701.4503817,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,130,130,130,0,0,130,130,0,0,130,130,130,0,130,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,118,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,496,410332,4441,496,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,1198067,1194793,1195864,2207,495081,1195865,1111896,2213,490640,1200565,1196866,1200068,412546,1200068,NA,Sternberg task,120,91890,131,yes,1024
91.66666667,91.66666667,701.0454545,701.0454545,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,131,131,131,0,0,131,131,0,0,131,131,131,0,131,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,119,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,5 3 8 7 2 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,648,410332,4441,648,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,9,1203851,1200572,1201647,2207,495081,1201649,1111896,2213,490640,1206502,1202650,1205852,412546,1205852,NA,Sternberg task,121,92538,132,yes,1024
91.72932331,91.72932331,701.5714286,701.5714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,132,132,132,0,0,132,132,0,0,132,132,132,0,132,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,120,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,1 7 5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,771,410332,4441,771,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,3,1209782,1206509,1207578,2207,495081,1207580,1111896,2213,490640,1212556,1208581,1211784,412546,1211783,NA,Sternberg task,122,93309,133,yes,1024
91.79104478,91.79104478,702.3880597,702.3880597,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,133,133,133,0,0,133,133,0,0,133,133,133,0,133,0,10/14/19 14:04,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1,no,mono,no,18,no,white,no,yes,768,legacy,121,11,C:/Users/Breena Riley/Desktop/2019 Fall/MultQuant/lab 3.1/BR-subject-2.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,811,410332,4441,811,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,1215838,1212563,1213635,2207,495081,1213636,1111896,2213,490640,1218651,1214637,1217839,412546,1217839,NA,Sternberg task,123,94120,134,yes,1024
