acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,2001,2001,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,None,right,NA,None,NA,2001,35880,NA,2001,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,6,51297,NA,49084,4712,NA,49088,NA,4720,NA,53302,55303,50092,40680,53301,NA,Sternberg task,0,2001,1,yes,1024
0,0,1551,1551,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,left,right,NA,left,NA,1101,35880,NA,1101,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,2,58872,NA,56663,4712,NA,56665,55500,4720,NA,60876,61978,57668,40680,60876,NA,Sternberg task,0,3102,2,yes,1024
33.33333333,33.33333333,1279.333333,1279.333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,2,2,2,0,0,2,2,0,0,2,2,2,0,2,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,736,35880,NA,736,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,6,65435,NA,63224,4712,NA,63227,62058,4720,NA,67438,68174,64231,40680,67438,NA,Sternberg task,1,3838,3,yes,1024
50,50,1190,1190,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,3,3,0,0,3,3,0,0,3,3,3,0,3,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,right,NA,left,NA,922,35880,NA,922,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,5,71631,68261,69420,4712,NA,69423,62058,4720,NA,73635,74558,70427,40680,73635,NA,Sternberg task,2,4760,4,yes,1024
60,60,1093.8,1093.8,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,4,4,4,0,0,4,4,0,0,4,4,4,0,4,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,709,35880,NA,709,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,4,78034,74653,75823,4712,NA,75826,62058,4720,NA,80039,80748,76830,40680,80039,NA,Sternberg task,3,5469,5,yes,1024
66.66666667,66.66666667,1085.666667,1085.666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,5,5,5,0,0,5,5,0,0,5,5,5,0,5,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1045,35880,NA,1045,NA,2,legacy,2,1024,2,48000,-16,experiment,4,even,5,84211,80834,82002,4712,NA,82004,62058,4720,NA,86216,87261,83008,40680,86215,NA,Sternberg task,4,6514,6,yes,1024
71.42857143,71.42857143,1024.714286,1024.714286,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,6,6,6,0,0,6,6,0,0,6,6,6,0,6,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,659,35880,NA,659,NA,2,legacy,6,1024,2,48000,-16,experiment,4,even,4,90722,87346,88513,4712,NA,88515,62058,4720,NA,92726,93386,89518,40680,92726,NA,Sternberg task,5,7173,7,yes,1024
75,75,993,993,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,7,7,7,0,0,7,7,0,0,7,7,7,0,7,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,771,35880,NA,771,NA,2,legacy,1,1024,2,48000,-16,experiment,4,even,3,96855,93471,94645,4712,NA,94648,62058,4720,NA,98860,99631,95651,40680,98859,NA,Sternberg task,6,7944,8,yes,1024
77.77777778,77.77777778,976.6666667,976.6666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,8,8,8,0,0,8,8,0,0,8,8,8,0,8,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,846,35880,NA,846,NA,2,legacy,4,1024,2,48000,-16,experiment,4,even,6,103055,99681,100845,4712,NA,100847,62058,4720,NA,105059,105906,101850,40680,105059,NA,Sternberg task,7,8790,9,yes,1024
70,70,962.9,962.9,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,9,9,9,0,0,9,9,0,0,9,9,9,0,9,0,10/25/19 12:40,The main experiment item,yes,Sternbergtask SL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Sarah Linan/Desktop/SLsubject-4.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,right,right,NA,right,NA,839,35880,NA,839,NA,2,legacy,3,1024,2,48000,-16,experiment,4,even,4,109371,105998,107161,4712,NA,107164,62058,4720,NA,111375,112215,108168,40680,111375,NA,Sternberg task,7,9629,10,yes,1024
