acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_memorySet_1,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_incorrectFeedback,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_incorrectFeedback,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_memorySet_1,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
92.30769231,92.30769231,692.2307692,692.2307692,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,38,38,0,0,38,38,0,0,38,38,38,38,0,38,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,26,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 1 8 5 6 2,Kafkaesque Koffka,3.2.8,2,y,0,right,right,right,left,right,NA,573,13086,520589,6716,573,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,789943,786321,5284,608595,787692,767850,5350,601875,791968,792545,787666,788718,525956,791968,NA,Sternberg task,36,26997,39,yes,1024
92.5,92.5,690.45,690.45,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,39,39,0,0,39,39,0,0,39,39,39,39,0,39,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,27,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 5 7 1,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,621,1890,520589,6716,621,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,797115,786321,5284,608595,794859,792583,5350,601875,799140,799770,794832,795890,525956,799140,NA,Sternberg task,37,27618,40,yes,1024
92.68292683,92.68292683,689.7560976,689.7560976,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,40,40,0,0,40,40,0,0,40,40,40,40,0,40,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,28,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,662,1890,520589,6716,662,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,803411,799806,5284,608595,801161,792583,5350,601875,805438,806105,801132,802186,525956,805437,NA,Sternberg task,38,28280,41,yes,1024
92.85714286,92.85714286,689.3333333,689.3333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,41,41,0,0,41,41,0,0,41,41,41,41,0,41,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,29,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,672,1890,520589,6716,672,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,809751,806142,5284,608595,807500,792583,5350,601875,811776,812453,807471,808525,525956,811776,NA,Sternberg task,39,28952,42,yes,1024
93.02325581,93.02325581,689.7209302,689.7209302,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,42,42,0,0,42,42,0,0,42,42,42,42,0,42,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,30,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 4 3 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,706,1890,520589,6716,706,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,816096,812487,5284,608595,813845,792583,5350,601875,818122,818833,813818,814870,525956,818121,NA,Sternberg task,40,29658,43,yes,1024
93.18181818,93.18181818,690.1818182,690.1818182,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,43,43,0,0,43,43,0,0,43,43,43,43,0,43,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,31,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,left,NA,710,1890,520589,6716,710,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,822476,818869,5284,608595,820226,792583,5350,601875,824501,825216,820196,821251,525956,824501,NA,Sternberg task,41,30368,44,yes,1024
93.33333333,93.33333333,691.6,691.6,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,44,44,0,0,44,44,0,0,44,44,44,44,0,44,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,32,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 1 5 6 3,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,754,1890,520589,6716,754,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,828855,825249,5284,608595,826605,792583,5350,601875,830881,831640,826578,827630,525956,830881,NA,Sternberg task,42,31122,45,yes,1024
93.47826087,93.47826087,688.4565217,688.4565217,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,45,45,0,0,45,45,0,0,45,45,45,45,0,45,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,33,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,547,1890,520589,6716,547,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,835288,831681,5284,608595,833038,792583,5350,601875,837313,837865,833004,834063,525956,837313,NA,Sternberg task,43,31669,46,yes,1024
93.61702128,93.61702128,685.1276596,685.1276596,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,46,46,0,0,46,46,0,0,46,46,46,46,0,46,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,34,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,532,1890,520589,6716,532,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,841506,837901,5284,608595,839256,792583,5350,601875,843533,844070,839230,840281,525956,843532,NA,Sternberg task,44,32201,47,yes,1024
93.75,93.75,687.8125,687.8125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,47,47,0,0,47,47,0,0,47,47,47,47,0,47,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,35,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 6 3 4 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,814,1890,520589,6716,814,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,847715,844104,5284,608595,845464,792583,5350,601875,849741,850561,845437,846489,525956,849740,NA,Sternberg task,45,33015,48,yes,1024
93.87755102,93.87755102,688.2857143,688.2857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,48,48,0,0,48,48,0,0,48,48,48,48,0,48,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,36,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 8 6 3 1,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,left,NA,711,1890,520589,6716,711,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,854207,850602,5284,608595,851955,792583,5350,601875,856233,856949,851929,852981,525956,856232,NA,Sternberg task,46,33726,49,yes,1024
94,94,689.42,689.42,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,49,49,0,0,49,49,0,0,49,49,49,49,0,49,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,37,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 6 2 5 1,Kafkaesque Koffka,3.2.8,5,y,0,left,right,right,left,left,NA,745,1890,520589,6716,745,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,860596,856986,5284,608595,858346,792583,5350,601875,862622,863372,858318,859371,525956,862621,NA,Sternberg task,47,34471,50,yes,1024
94.11764706,94.11764706,689.5098039,689.5098039,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,50,50,0,0,50,50,0,0,50,50,50,50,0,50,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,38,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 2 9 3 8 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,694,1890,520589,6716,694,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,867034,863410,5284,608595,864783,792583,5350,601875,869060,869759,864757,865809,525956,869059,NA,Sternberg task,48,35165,51,yes,1024
94.23076923,94.23076923,688.7692308,688.7692308,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,51,51,0,0,51,51,0,0,51,51,51,51,0,51,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,39,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,5 3 2 6 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,651,1890,520589,6716,651,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,873404,869792,5284,608595,871154,792583,5350,601875,875430,876086,871128,872180,525956,875430,NA,Sternberg task,49,35816,52,yes,1024
94.33962264,94.33962264,686.5471698,686.5471698,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,52,52,0,0,52,52,0,0,52,52,52,52,0,52,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,40,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 4 9 3 2 5,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,571,1890,520589,6716,571,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,879734,876121,5284,608595,877484,792583,5350,601875,881760,882337,877451,878509,525956,881760,NA,Sternberg task,50,36387,53,yes,1024
94.44444444,94.44444444,683.4444444,683.4444444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,53,53,0,0,53,53,0,0,53,53,53,53,0,53,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,41,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 7 8 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,519,1890,520589,6716,519,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,885988,882375,5284,608595,883738,792583,5350,601875,888013,888537,883706,884763,525956,888012,NA,Sternberg task,51,36906,54,yes,1024
94.54545455,94.54545455,680.8909091,680.8909091,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,54,54,0,0,54,54,0,0,54,54,54,54,0,54,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,42,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 9 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,543,1890,520589,6716,543,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,7,892189,888571,5284,608595,889938,792583,5350,601875,894216,894765,889912,890964,525956,894215,NA,Sternberg task,52,37449,55,yes,1024
94.64285714,94.64285714,689.875,689.875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,55,55,0,0,55,55,0,0,55,55,55,55,0,55,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,43,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,1184,1890,520589,6716,1184,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,898422,894801,5284,608595,896172,792583,5350,601875,900447,901636,896144,897197,525956,900447,NA,Sternberg task,53,38633,56,yes,1024
94.73684211,94.73684211,691.9473684,691.9473684,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,56,56,0,0,56,56,0,0,56,56,56,56,0,56,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,44,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 2 1 4 7,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,left,NA,808,1890,520589,6716,808,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,905279,901670,5284,608595,903028,792583,5350,601875,907307,908121,903002,904054,525956,907306,NA,Sternberg task,54,39441,57,yes,1024
94.82758621,94.82758621,692.6206897,692.6206897,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,57,57,0,0,57,57,0,0,57,57,57,57,0,57,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,45,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 5 9 6 2 4,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,left,NA,731,1890,520589,6716,731,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,911767,908157,5284,608595,909516,792583,5350,601875,913793,914529,909485,910542,525956,913792,NA,Sternberg task,55,40172,58,yes,1024
94.91525424,94.91525424,691.1186441,691.1186441,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,58,58,0,0,58,58,0,0,58,58,58,58,0,58,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,46,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 9 5 6 7,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,left,NA,604,1890,520589,6716,604,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,918178,914572,5284,608595,915928,792583,5350,601875,920206,920818,915901,916953,525956,920205,NA,Sternberg task,56,40776,59,yes,1024
95,95,689.0666667,689.0666667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,59,59,0,0,59,59,0,0,59,59,59,59,0,59,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,47,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 9 7 4 5 1,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,left,NA,568,1890,520589,6716,568,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,924467,920856,5284,608595,922216,792583,5350,601875,926492,927066,922187,923241,525956,926492,NA,Sternberg task,57,41344,60,yes,1024
95.08196721,95.08196721,687.3278689,687.3278689,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,60,60,0,0,60,60,0,0,60,60,60,60,0,60,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,48,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 5 4 2 9 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,583,1890,520589,6716,583,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,930714,927100,5284,608595,928463,792583,5350,601875,932741,933330,928434,929488,525956,932740,NA,Sternberg task,58,41927,61,yes,1024
95.16129032,95.16129032,686.3870968,686.3870968,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,61,61,0,0,61,61,0,0,61,61,61,61,0,61,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,49,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 7 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,629,1890,520589,6716,629,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,8,936971,933363,5284,608595,934720,792583,5350,601875,938997,939632,934693,935745,525956,938997,NA,Sternberg task,59,42556,62,yes,1024
95.23809524,95.23809524,685.9365079,685.9365079,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,62,62,0,0,62,62,0,0,62,62,62,62,0,62,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,50,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 5 4 8 7,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,658,1890,520589,6716,658,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,4,943276,939668,5284,608595,941026,792583,5350,601875,945303,945966,941000,942051,525956,945302,NA,Sternberg task,60,43214,63,yes,1024
95.3125,95.3125,683.953125,683.953125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,63,63,0,0,63,63,0,0,63,63,63,63,0,63,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,51,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,left,NA,559,1890,520589,6716,559,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,949604,946000,5284,608595,947354,792583,5350,601875,951630,952196,947326,948379,525956,951629,NA,Sternberg task,61,43773,64,yes,1024
95.38461538,95.38461538,681.9076923,681.9076923,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,64,64,0,0,64,64,0,0,64,64,64,64,0,64,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,52,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,551,1890,520589,6716,551,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,1,955836,952230,5284,608595,953587,792583,5350,601875,957864,958421,953558,954612,525956,957863,NA,Sternberg task,62,44324,65,yes,1024
93.93939394,93.93939394,679.0151515,679.0151515,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,65,65,0,0,65,65,0,0,65,65,65,65,0,65,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,53,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 5 1 3 9,Kafkaesque Koffka,3.2.8,4,y,0,right,right,right,left,right,NA,491,1890,520589,6716,491,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,962065,958455,5284,608595,959815,792583,5350,601875,964090,964590,959789,960840,525956,964090,NA,Sternberg task,62,44815,66,yes,1024
94.02985075,94.02985075,677.1492537,677.1492537,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,66,66,0,0,66,66,0,0,66,66,66,66,0,66,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,54,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 3 8 5 6 7,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,554,2043,520589,6716,554,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,969310,958455,5284,608595,967057,964628,5350,601875,971335,971895,967029,968082,525956,971335,NA,Sternberg task,63,45369,67,yes,1024
92.64705882,92.64705882,676.1470588,676.1470588,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,67,67,0,0,67,67,0,0,67,67,67,67,0,67,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,55,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 7 6 8 2 3,Kafkaesque Koffka,3.2.8,6,y,0,right,right,right,left,right,NA,609,2043,520589,6716,609,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,975539,971931,5284,608595,973288,964628,5350,601875,977565,978180,973261,974313,525956,977564,NA,Sternberg task,63,45978,68,yes,1024
92.75362319,92.75362319,672.4347826,672.4347826,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,68,68,0,0,68,68,0,0,68,68,68,68,0,68,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,56,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,420,6558,520589,6716,420,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,7,987405,971931,5284,608595,985153,978211,5350,601875,989431,989859,985126,986179,525956,989431,NA,Sternberg task,64,46398,69,yes,1024
92.85714286,92.85714286,671.5714286,671.5714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,69,69,0,0,69,69,0,0,69,69,69,69,0,69,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,57,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,612,6558,520589,6716,612,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,993501,989893,5284,608595,991251,978211,5350,601875,995529,996147,991220,992276,525956,995528,NA,Sternberg task,65,47010,70,yes,1024
92.95774648,92.95774648,669.3098592,669.3098592,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,70,70,0,0,70,70,0,0,70,70,70,70,0,70,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,58,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 5 1 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,511,6558,520589,6716,511,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,999789,996182,5284,608595,997538,978211,5350,601875,1001815,1002332,997511,998564,525956,1001815,NA,Sternberg task,66,47521,71,yes,1024
93.05555556,93.05555556,667.4444444,667.4444444,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,71,71,0,0,71,71,0,0,71,71,71,71,0,71,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,59,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 9 1 6,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,535,6558,520589,6716,535,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,1005985,1002381,5284,608595,1003735,978211,5350,601875,1008009,1008551,1003708,1004760,525956,1008009,NA,Sternberg task,67,48056,72,yes,1024
93.15068493,93.15068493,667.7671233,667.7671233,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,72,72,0,0,72,72,0,0,72,72,72,72,0,72,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,60,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 4 2 8 1 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,691,6558,520589,6716,691,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,1012188,1008583,5284,608595,1009938,978211,5350,601875,1014214,1014911,1009911,1010963,525956,1014214,NA,Sternberg task,68,48747,73,yes,1024
91.89189189,91.89189189,668.0945946,668.0945946,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,73,73,0,0,73,73,0,0,73,73,73,73,0,73,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,61,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 5 3 7 4 6,Kafkaesque Koffka,3.2.8,6,y,0,right,right,right,left,right,NA,692,6558,520589,6716,692,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,1018549,1014946,5284,608595,1016298,978211,5350,601875,1020574,1021272,1016271,1017322,525956,1020574,NA,Sternberg task,68,49439,74,yes,1024
92,92,672.9866667,672.9866667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,74,74,0,0,74,74,0,0,74,74,74,74,0,74,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,62,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 3 1 2 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,left,NA,1035,5904,520589,6716,1035,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,1029856,1014946,5284,608595,1027599,1021306,5350,601875,1031881,1032924,1027572,1028626,525956,1031881,NA,Sternberg task,69,50474,75,yes,1024
