acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_memorySet_1,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_incorrectFeedback,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_incorrectFeedback,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_memorySet_1,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
92.30769231,92.30769231,689.9059829,689.9059829,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,116,116,0,0,116,116,0,0,116,116,116,116,0,116,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,104,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,457,4891,520589,6716,457,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,1307844,1304234,5284,608595,1305594,1280993,5350,601875,1309870,1310336,1305567,1306619,525956,1309869,NA,Sternberg task,108,80719,117,yes,1024
92.37288136,92.37288136,689.2881356,689.2881356,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,117,117,0,0,117,117,0,0,117,117,117,117,0,117,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,105,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,4 1 8 7 5,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,617,4891,520589,6716,617,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,1313973,1310369,5284,608595,1311724,1280993,5350,601875,1315999,1316625,1311697,1312749,525956,1315999,NA,Sternberg task,109,81336,118,yes,1024
92.43697479,92.43697479,696,696,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,118,118,0,0,118,118,0,0,118,118,118,118,0,118,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,106,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 9 3 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,left,NA,1488,4891,520589,6716,1488,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,1,1320273,1316662,5284,608595,1318022,1280993,5350,601875,1322300,1323797,1317991,1319048,525956,1322299,NA,Sternberg task,110,82824,119,yes,1024
92.5,92.5,695.425,695.425,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,119,119,0,0,119,119,0,0,119,119,119,119,0,119,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,107,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,627,4891,520589,6716,627,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,1327439,1323832,5284,608595,1325189,1280993,5350,601875,1329465,1330100,1325160,1326214,525956,1329464,NA,Sternberg task,111,83451,120,yes,1024
92.56198347,92.56198347,695.4793388,695.4793388,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,120,120,0,0,120,120,0,0,120,120,120,120,0,120,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,108,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 7 8 5,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,702,4891,520589,6716,702,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,8,1333759,1330146,5284,608595,1331507,1280993,5350,601875,1335784,1336495,1331479,1332533,525956,1335784,NA,Sternberg task,112,84153,121,yes,1024
92.62295082,92.62295082,696.8606557,696.8606557,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,121,121,0,0,121,121,0,0,121,121,121,121,0,121,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,109,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,864,4891,520589,6716,864,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,1340153,1336544,5284,608595,1337904,1280993,5350,601875,1342180,1343052,1337878,1338929,525956,1342179,NA,Sternberg task,113,85017,122,yes,1024
92.68292683,92.68292683,696.796748,696.796748,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,122,122,0,0,122,122,0,0,122,122,122,122,0,122,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,110,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 9 8 1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,689,4891,520589,6716,689,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,1346697,1343090,5284,608595,1344446,1280993,5350,601875,1348722,1349420,1344418,1345472,525956,1348722,NA,Sternberg task,114,85706,123,yes,1024
91.93548387,91.93548387,701.5241935,701.5241935,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,123,123,0,0,123,123,0,0,123,123,123,123,0,123,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,111,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 8 4,Kafkaesque Koffka,3.2.8,1,y,0,right,right,right,left,right,NA,1283,4891,520589,6716,1283,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,1353064,1349456,5284,608595,1350814,1280993,5350,601875,1355091,1356383,1350784,1351839,525956,1355090,NA,Sternberg task,114,86989,124,yes,1024
92,92,700.24,700.24,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,124,124,0,0,124,124,0,0,124,124,124,124,0,124,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,112,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 6 2 4 1,Kafkaesque Koffka,3.2.8,4,y,0,left,right,right,left,left,NA,541,4948,520589,6716,541,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,4,1364005,1349456,5284,608595,1361753,1356418,5350,601875,1366031,1366582,1361727,1362780,525956,1366030,NA,Sternberg task,115,87530,125,yes,1024
92.06349206,92.06349206,700.5396825,700.5396825,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,125,125,0,0,125,125,0,0,125,125,125,125,0,125,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,113,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,left,NA,738,4948,520589,6716,738,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,6,1370225,1366617,5284,608595,1367976,1356418,5350,601875,1372251,1372997,1367948,1369001,525956,1372251,NA,Sternberg task,116,88268,126,yes,1024
92.12598425,92.12598425,699.0393701,699.0393701,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,126,126,0,0,126,126,0,0,126,126,126,126,0,126,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,114,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 6,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,left,NA,510,4948,520589,6716,510,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,6,1376633,1373033,5284,608595,1374383,1356418,5350,601875,1378661,1379181,1374357,1375408,525956,1378660,NA,Sternberg task,117,88778,127,yes,1024
92.1875,92.1875,698.71875,698.71875,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,127,127,0,0,127,127,0,0,127,127,127,127,0,127,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,115,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 5,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,left,NA,658,4948,520589,6716,658,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,1382824,1379217,5284,608595,1380574,1356418,5350,601875,1384850,1385519,1380548,1381599,525956,1384850,NA,Sternberg task,118,89436,128,yes,1024
92.24806202,92.24806202,699.2248062,699.2248062,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,128,128,0,0,128,128,0,0,128,128,128,128,0,128,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,116,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 4 3 6 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,764,4948,520589,6716,764,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,1389160,1385553,5284,608595,1386910,1356418,5350,601875,1391186,1391959,1386882,1387935,525956,1391185,NA,Sternberg task,119,90200,129,yes,1024
92.30769231,92.30769231,699.1846154,699.1846154,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,129,129,0,0,129,129,0,0,129,129,129,129,0,129,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,117,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,3 9 7 6 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,694,4948,520589,6716,694,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,1395606,1391994,5284,608595,1393356,1356418,5350,601875,1397631,1398337,1393330,1394381,525956,1397631,NA,Sternberg task,120,90894,130,yes,1024
92.36641221,92.36641221,699.1755725,699.1755725,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,130,130,0,0,130,130,0,0,130,130,130,130,0,130,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,118,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 4 2 6 3 5,Kafkaesque Koffka,3.2.8,6,y,0,left,right,right,left,left,NA,698,4948,520589,6716,698,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,1401978,1398371,5284,608595,1399728,1356418,5350,601875,1404004,1404712,1399701,1400753,525956,1404003,NA,Sternberg task,121,91592,131,yes,1024
92.42424242,92.42424242,697.8409091,697.8409091,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,131,131,0,0,131,131,0,0,131,131,131,131,0,131,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,119,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,6 8 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,523,4948,520589,6716,523,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,1408354,1404748,5284,608595,1406104,1356418,5350,601875,1410380,1410914,1406077,1407129,525956,1410379,NA,Sternberg task,122,92115,132,yes,1024
92.48120301,92.48120301,699.1578947,699.1578947,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,132,132,0,0,132,132,0,0,132,132,132,132,0,132,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,120,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 8 9 4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,873,4948,520589,6716,873,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,1414556,1410949,5284,608595,1412304,1356418,5350,601875,1416583,1417468,1412278,1413329,525956,1416582,NA,Sternberg task,123,92988,133,yes,1024
92.53731343,92.53731343,698.641791,698.641791,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,133,133,0,0,133,133,0,0,133,133,133,133,0,133,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,121,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,5 2 9 6 1 7,Kafkaesque Koffka,3.2.8,3,y,0,left,right,right,left,left,NA,630,4948,520589,6716,630,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,1421143,1417511,5284,608595,1418891,1356418,5350,601875,1423170,1423809,1418865,1419916,525956,1423169,NA,Sternberg task,124,93618,134,yes,1024
92.59259259,92.59259259,700.1259259,700.1259259,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,134,134,0,0,134,134,0,0,134,134,134,134,0,134,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,122,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,right,right,left,left,NA,899,4948,520589,6716,899,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,1427452,1423845,5284,608595,1425202,1356418,5350,601875,1429478,1430386,1425176,1426226,525956,1429478,NA,Sternberg task,125,94517,135,yes,1024
92.64705882,92.64705882,699.2279412,699.2279412,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,135,135,0,0,135,135,0,0,135,135,135,135,0,135,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,123,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,2 6 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,578,4948,520589,6716,578,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,1434039,1430419,5284,608595,1431790,1356418,5350,601875,1436065,1436652,1431764,1432815,525956,1436065,NA,Sternberg task,126,95095,136,yes,1024
92.70072993,92.70072993,702.0072993,702.0072993,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,136,136,0,0,136,136,0,0,136,136,136,136,0,136,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,124,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,7 1 3,Kafkaesque Koffka,3.2.8,2,y,0,left,right,right,left,left,NA,1080,4948,520589,6716,1080,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,1440294,1436688,5284,608595,1438044,1356418,5350,601875,1442321,1443411,1438017,1439068,525956,1442320,NA,Sternberg task,127,96175,137,yes,1024
92.75362319,92.75362319,703.1449275,703.1449275,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,137,137,0,0,137,137,0,0,137,137,137,137,0,137,0,Sun Oct 20 20:49:33 2019,The main experiment item,yes,Sternbergtask.osexp,/Users/Linzi/Desktop,no,mono,no,18,no,white,no,no,768,legacy,125,11,/Users/Linzi/Desktop/LM-subject-1.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,right,right,right,left,right,NA,859,4948,520589,6716,859,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,1447053,1443444,5284,608595,1444802,1356418,5350,601875,1449079,1449947,1444776,1445828,525956,1449078,NA,Sternberg task,128,97034,138,yes,1024
