acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_CorrectFeedback,count_ExperimentLoop,count_Fixation,count_ISI,count_IncorrectFeedback,count_Instruction1,count_Instruction2,count_MemorySet,count_Practiceloop,count_Probe,count_ThankYou,count_expSequence,count_experiment,count_keyboard_response,count_logger,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Practiceloop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instruction2,response_ThankYou,response_keyboard_response,response_time,response_time_Instruction1,response_time_Instruction2,response_time_ThankYou,response_time_keyboard_response,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_CorrectFeedback,time_ExperimentLoop,time_Fixation,time_ISI,time_IncorrectFeedback,time_Instruction1,time_Instruction2,time_MemorySet,time_Practiceloop,time_Probe,time_ThankYou,time_expSequence,time_experiment,time_keyboard_response,time_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
78.37837838,78.37837838,1163.459459,1163.459459,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,36,0,36,36,36,0,0,36,0,36,0,36,0,36,36,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,24,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 5 9 6 2 4,Kafkaesque Koffka,3.2.8,1,y,0,right,left,left,NA,right,1692,5659,3975,NA,1692,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,260588,105868,261764,263970,207930,6288,101892,262767,11948,265973,NA,261760,6279,265974,267668,Sternberg Task,29,43048,37,yes,1024
78.94736842,78.94736842,1162.421053,1162.421053,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,37,0,37,37,37,0,0,37,0,37,0,37,0,37,37,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,25,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 9 6 2,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,NA,left,1124,5659,3975,NA,1124,2,legacy,4,1024,2,48000,-16,experiment,1,odd,2,260588,105868,268874,271081,267696,6288,101892,269877,11948,273085,NA,268870,6279,273086,274212,Sternberg Task,30,44172,38,yes,1024
79.48717949,79.48717949,1146.538462,1146.538462,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,38,0,38,38,38,0,0,38,0,38,0,38,0,38,38,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,26,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,5 2 6,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,543,5659,3975,NA,543,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,274246,105868,275425,277632,267696,6288,101892,276428,11948,279635,NA,275421,6279,279635,280180,Sternberg Task,31,44715,39,yes,1024
80,80,1150.3,1150.3,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,39,0,39,39,39,0,0,39,0,39,0,39,0,39,39,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,27,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 9 8 1 6 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1297,5659,3975,NA,1297,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,280213,105868,281390,283597,267696,6288,101892,282393,11948,285600,NA,281386,6279,285601,286900,Sternberg Task,32,46012,40,yes,1024
80.48780488,80.48780488,1139.317073,1139.317073,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,40,0,40,40,40,0,0,40,0,40,0,40,0,40,40,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,28,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8 5 1 3 9,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,NA,left,700,5659,3975,NA,700,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,286929,105868,288108,290315,267696,6288,101892,289111,11948,292318,NA,288104,6279,292318,293020,Sternberg Task,33,46712,41,yes,1024
80.95238095,80.95238095,1127.333333,1127.333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,41,0,41,41,41,0,0,41,0,41,0,41,0,41,41,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,29,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 1 8 5 6 2,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,636,5659,3975,NA,636,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,293063,105868,294243,296450,267696,6288,101892,295246,11948,298453,NA,294239,6279,298454,299092,Sternberg Task,34,47348,42,yes,1024
81.39534884,81.39534884,1119.418605,1119.418605,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,42,0,42,42,42,0,0,42,0,42,0,42,0,42,42,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,30,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 7 8 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,787,5659,3975,NA,787,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,299129,105868,300307,302514,267696,6288,101892,301310,11948,304518,NA,300303,6279,304519,305308,Sternberg Task,35,48135,43,yes,1024
81.81818182,81.81818182,1111.681818,1111.681818,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,43,0,43,43,43,0,0,43,0,43,0,43,0,43,43,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,31,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,2 6 1 7 4,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,779,5659,3975,NA,779,2,legacy,5,1024,2,48000,-16,experiment,1,odd,6,305346,105868,306525,308732,267696,6288,101892,307528,11948,310735,NA,306520,6279,310735,311516,Sternberg Task,36,48914,44,yes,1024
82.22222222,82.22222222,1104.533333,1104.533333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,44,0,44,44,44,0,0,44,0,44,0,44,0,44,44,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,32,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,5 7 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,790,5659,3975,NA,790,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,311554,105868,312730,314936,267696,6288,101892,313733,11948,316939,NA,312726,6279,316940,317732,Sternberg Task,37,49704,45,yes,1024
82.60869565,82.60869565,1098.673913,1098.673913,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,45,0,45,45,45,0,0,45,0,45,0,45,0,45,45,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,33,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,2 7 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,835,5659,3975,NA,835,2,legacy,3,1024,2,48000,-16,experiment,1,odd,8,317771,105868,318957,321164,267696,6288,101892,319960,11948,323167,NA,318953,6279,323167,324004,Sternberg Task,38,50539,46,yes,1024
82.9787234,82.9787234,1092.808511,1092.808511,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,46,0,46,46,46,0,0,46,0,46,0,46,0,46,46,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,34,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,2 5 1 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,823,5659,3975,NA,823,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,324046,105868,325224,327431,267696,6288,101892,326227,11948,329434,NA,325220,6279,329435,330260,Sternberg Task,39,51362,47,yes,1024
83.33333333,83.33333333,1086.291667,1086.291667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,47,0,47,47,47,0,0,47,0,47,0,47,0,47,47,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,35,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,3 9 7 6 4,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,NA,left,780,5659,3975,NA,780,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,330296,105868,331474,333682,267696,6288,101892,332478,11948,335685,NA,331470,6279,335686,336468,Sternberg Task,40,52142,48,yes,1024
83.67346939,83.67346939,1079.285714,1079.285714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,48,0,48,48,48,0,0,48,0,48,0,48,0,48,48,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,36,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,5 7 8 2 3 8,Kafkaesque Koffka,3.2.8,5,y,0,left,left,left,NA,left,743,5659,3975,NA,743,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,336512,105868,337689,339896,267696,6288,101892,338692,11948,341899,NA,337685,6279,341899,342644,Sternberg Task,41,52885,49,yes,1024
84,84,1070.38,1070.38,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,49,0,49,49,49,0,0,49,0,49,0,49,0,49,49,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,37,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,634,5659,3975,NA,634,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,342687,105868,343868,346076,267696,6288,101892,344872,11948,348079,NA,343864,6279,348080,348716,Sternberg Task,42,53519,50,yes,1024
84.31372549,84.31372549,1067.176471,1067.176471,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,50,0,50,50,50,0,0,50,0,50,0,50,0,50,50,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,38,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,907,5659,3975,NA,907,2,legacy,2,1024,2,48000,-16,experiment,1,odd,8,348754,105868,349933,352140,267696,6288,101892,350936,11948,354143,NA,349929,6279,354143,355052,Sternberg Task,43,54426,51,yes,1024
84.61538462,84.61538462,1060.923077,1060.923077,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,51,0,51,51,51,0,0,51,0,51,0,51,0,51,51,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,39,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 8 6 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,742,5659,3975,NA,742,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,355087,105868,356273,358481,267696,6288,101892,357277,11948,360484,NA,356269,6279,360484,361228,Sternberg Task,44,55168,52,yes,1024
84.90566038,84.90566038,1054.603774,1054.603774,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,52,0,52,52,52,0,0,52,0,52,0,52,0,52,52,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,40,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,6 9 4 5 3 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,726,5659,3975,NA,726,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,361270,105868,362449,364655,267696,6288,101892,363452,11948,366659,NA,362445,6279,366660,367388,Sternberg Task,45,55894,53,yes,1024
85.18518519,85.18518519,1048.425926,1048.425926,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,53,0,53,53,53,0,0,53,0,53,0,53,0,53,53,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,41,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,2 8 9 4 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,721,5659,3975,NA,721,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,367429,105868,368608,370814,267696,6288,101892,369611,11948,372817,NA,368604,6279,372817,373540,Sternberg Task,46,56615,54,yes,1024
85.45454545,85.45454545,1040.109091,1040.109091,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,54,0,54,54,54,0,0,54,0,54,0,54,0,54,54,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,42,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,9 1 7 2,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,591,5659,3975,NA,591,2,legacy,4,1024,2,48000,-16,experiment,1,odd,1,373571,105868,374751,376959,267696,6288,101892,375755,11948,378962,NA,374748,6279,378963,379556,Sternberg Task,47,57206,55,yes,1024
85.71428571,85.71428571,1032.910714,1032.910714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,55,0,55,55,55,0,0,55,0,55,0,55,0,55,55,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,43,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 3 2 6 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,637,5659,3975,NA,637,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,379596,105868,380777,382985,267696,6288,101892,381780,11948,384988,NA,380773,6279,384989,385628,Sternberg Task,48,57843,56,yes,1024
85.96491228,85.96491228,1030.052632,1030.052632,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,56,0,56,56,56,0,0,56,0,56,0,56,0,56,56,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,44,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,6 8 9 3 4 9,Kafkaesque Koffka,3.2.8,5,y,0,left,left,left,NA,left,870,5659,3975,NA,870,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,385670,105868,386850,389057,267696,6288,101892,387853,11948,391060,NA,386846,6279,391060,391932,Sternberg Task,49,58713,57,yes,1024
86.20689655,86.20689655,1025.034483,1025.034483,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,57,0,57,57,57,0,0,57,0,57,0,57,0,57,57,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,45,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 4 9 2 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,739,5659,3975,NA,739,2,legacy,5,1024,2,48000,-16,experiment,1,odd,7,391970,105868,393149,395356,267696,6288,101892,394152,11948,397359,NA,393145,6279,397359,398100,Sternberg Task,50,59452,58,yes,1024
86.44067797,86.44067797,1017.169492,1017.169492,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,58,0,58,58,58,0,0,58,0,58,0,58,0,58,58,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,46,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 7 5 2 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,561,5659,3975,NA,561,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,398137,105868,399318,401525,267696,6288,101892,400321,11948,403528,NA,399314,6279,403529,404092,Sternberg Task,51,60013,59,yes,1024
86.66666667,86.66666667,1010.133333,1010.133333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,59,0,59,59,59,0,0,59,0,59,0,59,0,59,59,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,47,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 4 2 8 1 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,595,5659,3975,NA,595,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,404137,105868,405316,407524,267696,6288,101892,406320,11948,409527,NA,405313,6279,409527,410124,Sternberg Task,52,60608,60,yes,1024
86.8852459,86.8852459,1003.754098,1003.754098,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,60,0,60,60,60,0,0,60,0,60,0,60,0,60,60,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,48,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,4 3 2 5 8,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,621,5659,3975,NA,621,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,410162,105868,411339,413546,267696,6288,101892,412342,11948,415549,NA,411335,6279,415549,416172,Sternberg Task,53,61229,61,yes,1024
85.48387097,85.48387097,995.0645161,995.0645161,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,61,0,61,61,61,0,0,61,0,61,0,61,0,61,61,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,49,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 2 3,Kafkaesque Koffka,3.2.8,3,y,0,right,left,left,NA,right,465,5659,3975,NA,465,2,legacy,3,1024,2,48000,-16,experiment,1,odd,3,416203,105868,417384,419590,267696,6288,101892,418387,11948,421593,NA,417380,6279,421593,422060,Sternberg Task,53,61694,62,yes,1024
85.71428571,85.71428571,993.5714286,993.5714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,62,0,62,62,62,0,0,62,0,62,0,62,0,62,62,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,50,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 3 2 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,901,5659,3975,NA,901,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,416203,105868,423274,425481,422095,6288,101892,424277,11948,427484,NA,423270,6279,427485,428388,Sternberg Task,54,62595,63,yes,1024
84.375,84.375,989.9375,989.9375,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,63,0,63,63,63,0,0,63,0,63,0,63,0,63,63,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,51,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,4 9 7 8 5 3,Kafkaesque Koffka,3.2.8,4,y,0,right,left,left,NA,right,761,5659,3975,NA,761,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,428428,105868,429607,431813,422095,6288,101892,430610,11948,433816,NA,429603,6279,433817,434580,Sternberg Task,54,63356,64,yes,1024
84.61538462,84.61538462,988.2923077,988.2923077,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,64,0,64,64,64,0,0,64,0,64,0,64,0,64,64,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,52,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,1 4 3 6 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,883,5659,3975,NA,883,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,428428,105868,435798,438004,434619,6288,101892,436801,11948,440007,NA,435794,6279,440007,440892,Sternberg Task,55,64239,65,yes,1024
84.84848485,84.84848485,985.969697,985.969697,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,65,0,65,65,65,0,0,65,0,65,0,65,0,65,65,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,53,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,6 9 7 3 8 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,835,5659,3975,NA,835,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,440953,105868,442140,444348,434619,6288,101892,443144,11948,446351,NA,442136,6279,446351,447188,Sternberg Task,56,65074,66,yes,1024
85.07462687,85.07462687,981.3731343,981.3731343,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,66,0,66,66,66,0,0,66,0,66,0,66,0,66,66,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,54,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,5 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,678,5659,3975,NA,678,2,legacy,2,1024,2,48000,-16,experiment,1,odd,7,447228,105868,448408,450615,434619,6288,101892,449411,11948,452619,NA,448404,6279,452620,453300,Sternberg Task,57,65752,67,yes,1024
85.29411765,85.29411765,979.1323529,979.1323529,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,67,0,67,67,67,0,0,67,0,67,0,67,0,67,67,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,55,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8 1 6,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,NA,left,829,5659,3975,NA,829,2,legacy,3,1024,2,48000,-16,experiment,1,odd,6,453320,105868,454499,456706,434619,6288,101892,455503,11948,458709,NA,454495,6279,458709,459540,Sternberg Task,58,66581,68,yes,1024
85.50724638,85.50724638,980.4202899,980.4202899,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,68,0,68,68,68,0,0,68,0,68,0,68,0,68,68,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,56,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1068,5659,3975,NA,1068,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,459569,105868,460748,462955,434619,6288,101892,461751,11948,464958,NA,460744,6279,464959,466029,Sternberg Task,59,67649,69,yes,1024
85.71428571,85.71428571,978.4285714,978.4285714,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,69,0,69,69,69,0,0,69,0,69,0,69,0,69,69,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,57,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,NA,left,841,5659,3975,NA,841,2,legacy,1,1024,2,48000,-16,experiment,1,odd,8,466054,105868,467232,469439,434619,6288,101892,468235,11948,471442,NA,467228,6279,471442,472285,Sternberg Task,60,68490,70,yes,1024
85.91549296,85.91549296,981.8591549,981.8591549,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,70,0,70,70,70,0,0,70,0,70,0,70,0,70,70,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,58,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,8 5 3 7 4 6,Kafkaesque Koffka,3.2.8,6,y,0,left,left,left,NA,left,1222,5659,3975,NA,1222,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,472304,105868,473483,475690,434619,6288,101892,474486,11948,477693,NA,473479,6279,477693,478917,Sternberg Task,61,69712,71,yes,1024
86.11111111,86.11111111,983.7777778,983.7777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,71,0,71,71,71,0,0,71,0,71,0,71,0,71,71,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,59,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 9 1 6,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1120,5659,3975,NA,1120,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,478945,105868,480121,482328,434619,6288,101892,481124,11948,484331,NA,480117,6279,484331,485453,Sternberg Task,62,70832,72,yes,1024
86.30136986,86.30136986,991.8356164,991.8356164,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,72,0,72,72,72,0,0,72,0,72,0,72,0,72,72,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,60,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,6 7 5 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,NA,right,1572,5659,3975,NA,1572,2,legacy,4,1024,2,48000,-16,experiment,1,odd,2,485470,105868,486646,488852,434619,6288,101892,487649,11948,490855,NA,486642,6279,490855,492429,Sternberg Task,63,72404,73,yes,1024
86.48648649,86.48648649,986.9459459,986.9459459,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,73,0,73,73,73,0,0,73,0,73,0,73,0,73,73,10/16/19 12:32,The main experiment item,yes,SternbergTask.osexp,C:/Users/Carolyn/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,61,11,C:/Users/Carolyn/Desktop/cp_subject-1.csv,legacy,7 1 3,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,NA,left,630,5659,3975,NA,630,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,492454,105868,493635,495842,434619,6288,101892,494638,11948,497845,NA,493631,6279,497845,498477,Sternberg Task,64,73034,74,yes,1024
