acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_ISI,count_Instruction1,count_Instructions2,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_keyboard_response,count_logger,count_memorySet,count_practiceloop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceloop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_Instruction1,response_Instructions2,response_keyboard_response,response_thankYou,response_time,response_time_Instruction1,response_time_Instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_Instruction1,time_Instructions2,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_keyboard_response,time_logger,time_memorySet,time_practiceloop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
45.45454545,45.45454545,1288.272727,1288.272727,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,10,0,0,10,10,0,0,10,10,10,10,10,0,10,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,535,37077,NA,535,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,111029,3836,NA,107685,108791,3817,NA,108803,83456,113041,113577,109815,40925,113041,NA,Sternberg Task,5,14171,11,yes,1024
50,50,1247.166667,1247.166667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,11,0,0,11,11,0,0,11,11,11,11,11,0,11,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,795,37077,NA,795,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,4,116944,3836,NA,113592,114705,3817,NA,114717,83456,118956,119753,115732,40925,118956,NA,Sternberg Task,6,14966,12,yes,1024
53.84615385,53.84615385,1207.384615,1207.384615,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,12,0,0,12,12,0,0,12,12,12,12,12,0,12,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,0,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,3 2 1 4 7,Kafkaesque Koffka,3.2.8,2,y,0,left,left,left,left,NA,730,37077,13572,730,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,136743,3836,120804,119768,134504,3817,134377,134516,83456,138755,139486,135528,40925,138755,NA,Sternberg Task,7,15696,13,yes,1024
57.14285714,57.14285714,1166.642857,1166.642857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,13,0,0,13,13,0,0,13,13,13,13,13,0,13,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,1,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,9 4 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,637,37077,13572,637,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,9,142849,3836,120804,139503,140610,3817,134377,140622,83456,144861,145500,141634,40925,144861,NA,Sternberg Task,8,16333,14,yes,1024
60,60,1122.6,1122.6,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,14,0,0,14,14,0,0,14,14,14,14,14,0,14,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,2,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,8 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,506,37077,13572,506,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,148864,3836,120804,145519,146625,3817,134377,146637,83456,150876,151383,147649,40925,150876,NA,Sternberg Task,9,16839,15,yes,1024
62.5,62.5,1087.125,1087.125,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,15,0,0,15,15,0,0,15,15,15,15,15,0,15,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,3,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,1 4 9 2 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,555,37077,13572,555,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,7,154744,3836,120804,151397,152505,3817,134377,152517,83456,156758,157315,153529,40925,156757,NA,Sternberg Task,10,17394,16,yes,1024
64.70588235,64.70588235,1056.235294,1056.235294,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,16,0,0,16,16,0,0,16,16,16,16,16,0,16,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,4,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,9 5 3 8 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,562,37077,13572,562,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,9,160678,3836,120804,157332,158439,3817,134377,158450,83456,162692,163256,159463,40925,162692,NA,Sternberg Task,11,17956,17,yes,1024
66.66666667,66.66666667,1030.611111,1030.611111,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,17,0,0,17,17,0,0,17,17,17,17,17,0,17,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,5,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,4 2 7 6 1 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,595,37077,13572,595,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,8,166616,3836,120804,163270,164377,3817,134377,164389,83456,168628,169224,165402,40925,168628,NA,Sternberg Task,12,18551,18,yes,1024
68.42105263,68.42105263,1006.894737,1006.894737,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,18,0,0,18,18,0,0,18,18,18,18,18,0,18,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,6,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,6 3 1 7 9 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,580,37077,13572,580,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,172584,3836,120804,169238,170346,3817,134377,170358,83456,174596,175178,171370,40925,174596,NA,Sternberg Task,13,19131,19,yes,1024
70,70,986.35,986.35,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,19,0,0,19,19,0,0,19,19,19,19,19,0,19,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,7,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,7,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,596,37077,13572,596,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,7,178539,3836,120804,175196,176301,3817,134377,176313,83456,180551,181149,177325,40925,180551,NA,Sternberg Task,14,19727,20,yes,1024
71.42857143,71.42857143,962.1428571,962.1428571,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,20,0,0,20,20,0,0,20,20,20,20,20,0,20,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,8,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,4 8 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,478,37077,13572,478,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,7,184513,3836,120804,181163,182274,3817,134377,182286,83456,186526,187006,183299,40925,186525,NA,Sternberg Task,15,20205,21,yes,1024
72.72727273,72.72727273,950.4090909,950.4090909,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,21,0,0,21,21,0,0,21,21,21,21,21,0,21,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,9,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,2 6 4 3 9,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,704,37077,13572,704,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,1,190367,3836,120804,187022,188129,3817,134377,188141,83456,192379,193085,189153,40925,192379,NA,Sternberg Task,16,20909,22,yes,1024
73.91304348,73.91304348,928.8695652,928.8695652,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,22,0,0,22,22,0,0,22,22,22,22,22,0,22,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,10,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,3 5 9 6 2 4,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,455,37077,13572,455,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,196448,3836,120804,193100,194209,3817,134377,194221,83456,198460,198916,195233,40925,198460,NA,Sternberg Task,17,21364,23,yes,1024
75,75,917.5,917.5,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,23,0,0,23,23,0,0,23,23,23,23,23,0,23,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,7 1 5 6 3,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,656,37077,13572,656,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,202275,3836,120804,198930,200036,3817,134377,200048,83456,204287,204945,201061,40925,204287,NA,Sternberg Task,18,22020,24,yes,1024
76,76,913.12,913.12,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,24,0,0,24,24,0,0,24,24,24,24,24,0,24,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,12,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,9 3 1 2 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,808,37077,13572,808,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,2,208305,3836,120804,204960,206066,3817,134377,206078,83456,210317,211128,207090,40925,210317,NA,Sternberg Task,19,22828,25,yes,1024
73.07692308,73.07692308,899.9615385,899.9615385,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,25,0,0,25,25,0,0,25,25,25,25,25,0,25,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,13,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,2 8 5 1,Kafkaesque Koffka,3.2.8,4,y,0,right,left,left,right,NA,571,37077,13572,571,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,1,214489,3836,120804,211143,212250,3817,134377,212262,83456,216502,217075,213275,40925,216502,NA,Sternberg Task,19,23399,26,yes,1024
74.07407407,74.07407407,885.8888889,885.8888889,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,26,0,0,26,26,0,0,26,26,26,26,26,0,26,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,14,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,3 4 9 6 7 8,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,520,37077,13572,520,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,2,220444,3836,120804,211143,218200,3817,134377,218213,217092,222456,222977,219229,40925,222456,NA,Sternberg Task,20,23919,27,yes,1024
75,75,873.2857143,873.2857143,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,27,0,0,27,27,0,0,27,27,27,27,27,0,27,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,15,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,6 8 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,533,37077,13572,533,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,1,226334,3836,120804,222992,224096,3817,134377,224108,217092,228347,228881,225120,40925,228346,NA,Sternberg Task,21,24452,28,yes,1024
72.4137931,72.4137931,862.0689655,862.0689655,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,28,0,0,28,28,0,0,28,28,28,28,28,0,28,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,16,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,4 7 6 8 2 3,Kafkaesque Koffka,3.2.8,6,y,0,right,left,left,right,NA,548,37077,13572,548,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,3,232240,3836,120804,228896,230002,3817,134377,230014,217092,234252,234801,231026,40925,234252,NA,Sternberg Task,21,25000,29,yes,1024
73.33333333,73.33333333,855.1333333,855.1333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,29,0,0,29,29,0,0,29,29,29,29,29,0,29,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,17,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,1 6 4 3 9 7,Kafkaesque Koffka,3.2.8,0,n,0,right,left,left,right,NA,654,37077,13572,654,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,8,238163,3836,120804,228896,235924,3817,134377,235936,234816,240176,240832,236948,40925,240175,NA,Sternberg Task,22,25654,30,yes,1024
74.19354839,74.19354839,849.6451613,849.6451613,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,30,0,0,30,30,0,0,30,30,30,30,30,0,30,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,18,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,8 9 5 7 1 6,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,685,37077,13572,685,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,7,244189,3836,120804,240846,241953,3817,134377,241965,234816,246203,246890,242977,40925,246202,NA,Sternberg Task,23,26339,31,yes,1024
75,75,838.84375,838.84375,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,31,0,0,31,31,0,0,31,31,31,31,31,0,31,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,19,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,6 7 9 3 1 2,Kafkaesque Koffka,3.2.8,1,y,0,left,left,left,left,NA,504,37077,13572,504,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,250254,3836,120804,246908,248015,3817,134377,248027,234816,252266,252772,249039,40925,252266,NA,Sternberg Task,24,26843,32,yes,1024
75.75757576,75.75757576,830.7272727,830.7272727,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,32,0,0,32,32,0,0,32,32,32,32,32,0,32,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,20,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,9 6 2 4 1,Kafkaesque Koffka,3.2.8,4,y,0,left,left,left,left,NA,571,37077,13572,571,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,4,256135,3836,120804,252786,253894,3817,134377,253909,234816,258147,258720,254921,40925,258147,NA,Sternberg Task,25,27414,33,yes,1024
76.47058824,76.47058824,822.7941176,822.7941176,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,33,0,0,33,33,0,0,33,33,33,33,33,0,33,0,Sun Oct 27 19:01:07 2019,The main experiment item,yes,SternnbergTask.osexp,/Users/kaylicolpitts/Desktop/adv quant/lab 3,no,mono,no,18,no,white,no,yes,768,legacy,21,11,/Users/kaylicolpitts/Desktop/adv quant/lab 3/KC-subject-2.csv,legacy,6 1 2,Kafkaesque Koffka,3.2.8,3,y,0,left,left,left,left,NA,561,37077,13572,561,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,262080,3836,120804,258734,259841,3817,134377,259853,234816,264092,264655,260865,40925,264092,NA,Sternberg Task,26,27975,34,yes,1024
