"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboardResponse","correct_response","count_ISI","count_Practiceloop","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrect","count_instruction1","count_instructions2","count_keyboardResponse","count_logger","count_memorySet","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboardResponse","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboardResponse","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Practiceloop","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrect","time_instruction1","time_instructions2","time_keyboardResponse","time_logger","time_memorySet","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"70","70","1080.83333333","1080.83333333","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","29","0","29","29","0","0","29","29","0","0","29","29","29","29","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","8","Kafkaesque Koffka","3.2.5","1","y","0","None","space","left","None","NA","2000","243778","22718","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","466760","248379","463353","464548","4586","358421","464550","444955","4590","335702","468762","470762","465554","468762","NA","Sternberg task","21","32425","30","yes","1024"
"70.9677419355","70.9677419355","1069.58064516","1069.58064516","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","0","30","30","0","0","30","30","0","0","30","30","30","30","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","8 4 3 5","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","732","243778","22718","732","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","474128","248379","463353","471923","4586","358421","471925","470803","4590","335702","476130","476862","472926","476130","NA","Sternberg task","22","33157","31","yes","1024"
"71.875","71.875","1082.4375","1082.4375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","0","31","31","0","0","31","31","0","0","31","31","31","31","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","4 9 7 8 5 3","Kafkaesque Koffka","3.2.5","4","y","0","left","space","left","left","NA","1481","243778","22718","1481","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","480226","248379","476907","478014","4586","358421","478016","470803","4590","335702","482231","483713","479021","482231","NA","Sternberg task","23","34638","32","yes","1024"
"72.7272727273","72.7272727273","1072.36363636","1072.36363636","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","0","32","32","0","0","32","32","0","0","32","32","32","32","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","4 2 6 9","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","750","243778","22718","750","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","487137","248379","483756","484926","4586","358421","484928","470803","4590","335702","489142","489892","485932","489142","NA","Sternberg task","24","35388","33","yes","1024"
"73.5294117647","73.5294117647","1059.88235294","1059.88235294","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","0","33","33","0","0","33","33","0","0","33","33","33","33","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","6 8 4","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","648","243778","22718","648","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","493280","248379","489900","491068","4586","358421","491070","470803","4590","335702","495284","495933","492074","495284","NA","Sternberg task","25","36036","34","yes","1024"
"74.2857142857","74.2857142857","1055.28571429","1055.28571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","0","34","34","0","0","34","34","0","0","34","34","34","34","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","8 9 6 1","Kafkaesque Koffka","3.2.5","2","y","0","left","space","left","left","NA","899","243778","22718","899","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","499337","248379","495980","497125","4586","358421","497126","470803","4590","335702","501343","502243","498131","501343","NA","Sternberg task","26","36935","35","yes","1024"
"72.2222222222","72.2222222222","1050.83333333","1050.83333333","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","35","0","35","35","0","0","35","35","0","0","35","35","35","35","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","9 6 2 4 1","Kafkaesque Koffka","3.2.5","4","y","0","right","space","left","right","NA","895","243778","22718","895","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","505613","248379","502248","503403","4586","358421","503404","470803","4590","335702","507618","508514","504408","507618","NA","Sternberg task","26","37830","36","yes","1024"
"70.2702702703","70.2702702703","1044.64864865","1044.64864865","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","36","0","36","36","0","0","36","36","0","0","36","36","36","36","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 8 6 3 1","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","822","243778","22718","822","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","511905","248379","502248","509693","4586","358421","509694","508559","4590","335702","513911","514734","510700","513911","NA","Sternberg task","26","38652","37","yes","1024"
"71.0526315789","71.0526315789","1031.57894737","1031.57894737","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","0","37","37","0","0","37","37","0","0","37","37","37","37","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","3 5 9 6 2 4","Kafkaesque Koffka","3.2.5","1","y","0","left","space","left","left","NA","548","243778","22718","548","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","518150","248379","502248","515940","4586","358421","515941","514775","4590","335702","520155","520703","516946","520155","NA","Sternberg task","27","39200","38","yes","1024"
"69.2307692308","69.2307692308","1023.38461538","1023.38461538","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","38","0","38","38","0","0","38","38","0","0","38","38","38","38","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","9","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","712","243778","22718","712","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","524157","248379","520750","521945","4586","358421","521947","514775","4590","335702","526161","526874","522951","526161","NA","Sternberg task","27","39912","39","yes","1024"
"67.5","67.5","1021.75","1021.75","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","39","0","39","39","0","0","39","39","0","0","39","39","39","39","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 8 9","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","958","243778","22718","958","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","530270","248379","520750","528061","4586","358421","528063","526921","4590","335702","532275","533234","529067","532275","NA","Sternberg task","27","40870","40","yes","1024"
"68.2926829268","68.2926829268","1020.3902439","1020.3902439","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","0","40","40","0","0","40","40","0","0","40","40","40","40","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","5 9 2 3","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","966","243778","22718","966","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","536631","248379","520750","534419","4586","358421","534421","533276","4590","335702","538637","539604","535426","538636","NA","Sternberg task","28","41836","41","yes","1024"
"69.0476190476","69.0476190476","1023.28571429","1023.28571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","0","41","41","0","0","41","41","0","0","41","41","41","41","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","5 2 6","Kafkaesque Koffka","3.2.5","2","y","0","left","space","left","left","NA","1142","243778","22718","1142","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","543007","248379","539649","540795","4586","358421","540797","533276","4590","335702","545011","546154","541802","545011","NA","Sternberg task","29","42978","42","yes","1024"
"69.7674418605","69.7674418605","1014.02325581","1014.02325581","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","0","42","42","0","0","42","42","0","0","42","42","42","42","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","4","Kafkaesque Koffka","3.2.5","1","y","0","left","space","left","left","NA","625","243778","22718","625","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","4","549563","248379","546202","547352","4586","358421","547353","533276","4590","335702","551568","552194","548357","551568","NA","Sternberg task","30","43603","43","yes","1024"
"70.4545454545","70.4545454545","1009.02272727","1009.02272727","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","43","0","43","43","0","0","43","43","0","0","43","43","43","43","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","1","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","794","243778","22718","794","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","555644","248379","552238","553431","4586","358421","553433","533276","4590","335702","557649","558444","554438","557649","NA","Sternberg task","31","44397","44","yes","1024"
"71.1111111111","71.1111111111","1000.26666667","1000.26666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","0","44","44","0","0","44","44","0","0","44","44","44","44","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 7 5","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","615","243778","22718","615","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","561854","248379","558493","559641","4586","358421","559643","533276","4590","335702","563859","564475","560647","563859","NA","Sternberg task","32","45012","45","yes","1024"
"71.7391304348","71.7391304348","994.413043478","994.413043478","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","0","45","45","0","0","45","45","0","0","45","45","45","45","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 6 4 3 9","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","731","243778","22718","731","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","567888","248379","564520","565676","4586","358421","565677","533276","4590","335702","569893","570624","566681","569893","NA","Sternberg task","33","45743","46","yes","1024"
"72.3404255319","72.3404255319","988.723404255","988.723404255","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","0","46","46","0","0","46","46","0","0","46","46","46","46","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","727","243778","22718","727","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","7","574053","248379","570668","571841","4586","358421","571843","533276","4590","335702","576057","576785","572848","576057","NA","Sternberg task","34","46470","47","yes","1024"
"72.9166666667","72.9166666667","985.166666667","985.166666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","0","47","47","0","0","47","47","0","0","47","47","47","47","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","9 4 2","Kafkaesque Koffka","3.2.5","1","y","0","left","space","left","left","NA","818","243778","22718","818","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","580181","248379","576830","577969","4586","358421","577971","533276","4590","335702","582186","583005","578976","582186","NA","Sternberg task","35","47288","48","yes","1024"
"73.4693877551","73.4693877551","979.408163265","979.408163265","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","48","0","48","48","0","0","48","48","0","0","48","48","48","48","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","9 5 3 2 8 6","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","703","243778","22718","703","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","586455","248379","583051","584242","4586","358421","584245","533276","4590","335702","588461","589165","585249","588460","NA","Sternberg task","36","47991","49","yes","1024"
"72","72","973.7","973.7","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","49","0","49","49","0","0","49","49","0","0","49","49","49","49","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","3 9 8 1 6 4","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","694","243778","22718","694","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","592575","248379","589211","590363","4586","358421","590365","533276","4590","335702","594580","595274","591370","594580","NA","Sternberg task","36","48685","50","yes","1024"
"70.5882352941","70.5882352941","965.68627451","965.68627451","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","50","0","50","50","0","0","50","50","0","0","50","50","50","50","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","3 4 9 6 7 8","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","565","243778","22718","565","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","598694","248379","589211","596482","4586","358421","596484","595317","4590","335702","600699","601265","597488","600699","NA","Sternberg task","36","49250","51","yes","1024"
"71.1538461538","71.1538461538","957.115384615","957.115384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","0","51","51","0","0","51","51","0","0","51","51","51","51","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","7","Kafkaesque Koffka","3.2.5","1","y","0","left","space","left","left","NA","520","243778","22718","520","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","604639","248379","589211","602427","4586","358421","602428","601285","4590","335702","606644","607165","603433","606643","NA","Sternberg task","37","49770","52","yes","1024"
"69.8113207547","69.8113207547","952","952","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","52","0","52","52","0","0","52","52","0","0","52","52","52","52","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 4 8 5 1 3","Kafkaesque Koffka","3.2.5","1","y","0","right","space","left","right","NA","686","243778","22718","686","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","610653","248379","607295","608440","4586","358421","608442","601285","4590","335702","612659","613346","609447","612659","NA","Sternberg task","37","50456","53","yes","1024"
"70.3703703704","70.3703703704","946.333333333","946.333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","53","0","53","53","0","0","53","53","0","0","53","53","53","53","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","1 8 7","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","646","243778","22718","646","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","616824","248379","607295","614614","4586","358421","614616","613469","4590","335702","618829","619476","615620","618829","NA","Sternberg task","38","51102","54","yes","1024"
"70.9090909091","70.9090909091","945.036363636","945.036363636","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","54","0","54","54","0","0","54","54","0","0","54","54","54","54","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","6 9 7 4 5 1","Kafkaesque Koffka","3.2.5","2","y","0","left","space","left","left","NA","875","243778","22718","875","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","622905","248379","619522","620694","4586","358421","620695","613469","4590","335702","624910","625786","621700","624910","NA","Sternberg task","39","51977","55","yes","1024"
"71.4285714286","71.4285714286","951.982142857","951.982142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","0","55","55","0","0","55","55","0","0","55","55","55","55","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","1 5 3 2 8","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","1334","243778","22718","1334","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","629185","248379","625831","626972","4586","358421","626974","613469","4590","335702","631191","632526","627980","631191","NA","Sternberg task","40","53311","56","yes","1024"
"70.1754385965","70.1754385965","955.473684211","955.473684211","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","56","0","56","56","0","0","56","56","0","0","56","56","56","56","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","1 7 5 2","Kafkaesque Koffka","3.2.5","0","n","0","left","space","left","left","NA","1151","243778","22718","1151","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","635929","248379","632573","633719","4586","358421","633720","613469","4590","335702","637934","639086","634724","637934","NA","Sternberg task","40","54462","57","yes","1024"
"68.9655172414","68.9655172414","956.396551724","956.396551724","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","57","0","57","57","0","0","57","57","0","0","57","57","57","57","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","2 4 6 9","Kafkaesque Koffka","3.2.5","3","y","0","right","space","left","right","NA","1009","243778","22718","1009","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","642491","248379","632573","640280","4586","358421","640281","639134","4590","335702","644496","645506","641286","644496","NA","Sternberg task","40","55471","58","yes","1024"
"69.4915254237","69.4915254237","955.338983051","955.338983051","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","58","0","58","58","0","0","58","58","0","0","58","58","58","58","0","10/02/18 14:26:58","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-1.csv","legacy","6 8","Kafkaesque Koffka","3.2.5","0","n","0","right","space","left","right","NA","894","243778","22718","894","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","9","648917","248379","632573","646705","4586","358421","646707","645557","4590","335702","650921","651815","647712","650921","NA","Sternberg task","41","56365","59","yes","1024"
