"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","708.636363636","708.636363636","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","2 1","Jazzy James","3.1.9","0","n","0","right","right","NA","right","NA","669","31612","NA","669","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","104220","100831","102005","3052","NA","102009","NA","3057","NA","106226","106897","103014","34671","106226","NA","Sternberg task","11","7795","11","yes","1024"
"100","100","710.833333333","710.833333333","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","4 3 1 7 9 8","Jazzy James","3.1.9","1","y","0","left","right","NA","left","NA","735","31612","NA","735","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","110305","106913","108091","3052","NA","108095","NA","3057","NA","112311","113048","109100","34671","112311","NA","Sternberg task","12","8530","12","yes","1024"
"100","100","700.153846154","700.153846154","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","8 9 5 6 7","Jazzy James","3.1.9","1","y","0","left","right","right","left","NA","572","31612","8319","572","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","125003","113064","122788","3052","122447","122792","NA","3057","114126","127009","127583","123797","34671","127009","NA","Sternberg task","13","9102","13","yes","1024"
"100","100","711","711","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","1 4 9 3 2 5","Jazzy James","3.1.9","3","y","0","left","right","right","left","NA","852","31612","8319","852","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","131004","127598","128788","3052","122447","128792","NA","3057","114126","133010","133864","129798","34671","133010","NA","Sternberg task","14","9954","14","yes","1024"
"100","100","704.866666667","704.866666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","8 5 4 2 9 6","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","619","31612","8319","619","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","137275","133879","135060","3052","122447","135065","NA","3057","114126","139282","139903","136070","34671","139281","NA","Sternberg task","15","10573","15","yes","1024"
"100","100","712.25","712.25","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","9 1 7 2","Jazzy James","3.1.9","2","y","0","left","right","right","left","NA","823","31612","8319","823","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","143319","139919","141104","3052","122447","141108","NA","3057","114126","145326","146151","142113","34671","145325","NA","Sternberg task","16","11396","16","yes","1024"
"100","100","710.588235294","710.588235294","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","9 7 4 5 8","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","684","31612","8319","684","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","6","149562","146166","147348","3052","122447","147352","NA","3057","114126","151569","152255","148357","34671","151568","NA","Sternberg task","17","12080","17","yes","1024"
"100","100","704.333333333","704.333333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","5 7 3 6 2","Jazzy James","3.1.9","5","y","0","left","right","right","left","NA","598","31612","8319","598","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","155674","152271","153459","3052","122447","153464","NA","3057","114126","157680","158280","154469","34671","157680","NA","Sternberg task","18","12678","18","yes","1024"
"100","100","698.473684211","698.473684211","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","6 7 9 3 1 2","Jazzy James","3.1.9","1","y","0","left","right","right","left","NA","593","31612","8319","593","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","161694","158296","159479","3052","122447","159483","NA","3057","114126","163700","164295","160488","34671","163700","NA","Sternberg task","19","13271","19","yes","1024"
"100","100","698.45","698.45","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","1 3 2 6 9","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","698","31612","8319","698","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","167710","164311","165494","3052","122447","165499","NA","3057","114126","169716","170416","166504","34671","169715","NA","Sternberg task","20","13969","20","yes","1024"
"100","100","706.952380952","706.952380952","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","6 9 4 5 2","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","877","31612","8319","877","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","173826","170432","171610","3052","122447","171615","NA","3057","114126","175832","176712","172621","34671","175832","NA","Sternberg task","21","14846","21","yes","1024"
"100","100","701.045454545","701.045454545","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","5","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","577","31612","8319","577","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","180118","176728","177904","3052","122447","177908","NA","3057","114126","182125","182704","178913","34671","182124","NA","Sternberg task","22","15423","22","yes","1024"
"100","100","695.869565217","695.869565217","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","9 8 4","Jazzy James","3.1.9","1","y","0","left","right","right","left","NA","582","31612","8319","582","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","186113","182720","183898","3052","122447","183902","NA","3057","114126","188119","188703","184908","34671","188119","NA","Sternberg task","23","16005","23","yes","1024"
"100","100","694.583333333","694.583333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","9 6 2 4 1","Jazzy James","3.1.9","4","y","0","left","right","right","left","NA","665","31612","8319","665","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","192116","188719","189902","3052","122447","189906","NA","3057","114126","194124","194791","190911","34671","194123","NA","Sternberg task","24","16670","24","yes","1024"
"100","100","689.04","689.04","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","7 1","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","556","31612","8319","556","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","8","198205","194807","195990","3052","122447","195994","NA","3057","114126","200210","200768","196999","34671","200210","NA","Sternberg task","25","17226","25","yes","1024"
"100","100","691.307692308","691.307692308","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","6 9 5","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","748","31612","8319","748","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","204178","200784","201963","3052","122447","201967","NA","3057","114126","206185","206936","202972","34671","206184","NA","Sternberg task","26","17974","26","yes","1024"
"100","100","686.222222222","686.222222222","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","1 7 5 2","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","554","31612","8319","554","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","210351","206952","208136","3052","122447","208140","NA","3057","114126","212356","212913","209145","34671","212356","NA","Sternberg task","27","18528","27","yes","1024"
"100","100","707","707","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","5 9 2 3","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","1268","31612","8319","1268","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","216324","212929","214109","3052","122447","214113","NA","3057","114126","218330","219600","215118","34671","218329","NA","Sternberg task","28","19796","28","yes","1024"
"100","100","719.689655172","719.689655172","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","8 9","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","1075","31612","8319","1075","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","223012","219615","220796","3052","122447","220801","NA","3057","114126","225018","226096","221806","34671","225017","NA","Sternberg task","29","20871","29","yes","1024"
"100","100","715.833333333","715.833333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","7 8 6 3 1","Jazzy James","3.1.9","5","y","0","left","right","right","left","NA","604","31612","8319","604","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","229603","226216","227388","3052","122447","227392","NA","3057","114126","231609","232216","228397","34671","231608","NA","Sternberg task","30","21475","30","yes","1024"
"100","100","721.322580645","721.322580645","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","7 6","Jazzy James","3.1.9","2","y","0","left","right","right","left","NA","886","31612","8319","886","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","235625","232232","233410","3052","122447","233414","NA","3057","114126","237631","238520","234420","34671","237631","NA","Sternberg task","31","22361","31","yes","1024"
"100","100","727.65625","727.65625","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","3 9 6 2","Jazzy James","3.1.9","4","y","0","left","right","right","left","NA","924","31612","8319","924","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","241932","238536","239716","3052","122447","239721","NA","3057","114126","243938","244864","240726","34671","243937","NA","Sternberg task","32","23285","32","yes","1024"
"100","100","724.909090909","724.909090909","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","2 3 7 4","Jazzy James","3.1.9","1","y","0","left","right","right","left","NA","637","31612","8319","637","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","248274","244880","246059","3052","122447","246063","NA","3057","114126","250280","250920","247069","34671","250280","NA","Sternberg task","33","23922","33","yes","1024"
"100","100","721.735294118","721.735294118","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","2 4 8 5 1 3","Jazzy James","3.1.9","1","y","0","left","right","right","left","NA","617","31612","8319","617","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","254334","250936","252118","3052","122447","252122","NA","3057","114126","256340","256960","253128","34671","256340","NA","Sternberg task","34","24539","34","yes","1024"
"100","100","720.114285714","720.114285714","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","8 9 6 1","Jazzy James","3.1.9","2","y","0","left","right","right","left","NA","665","31612","8319","665","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","9","260366","256976","258152","3052","122447","258156","NA","3057","114126","262373","263040","259161","34671","262372","NA","Sternberg task","35","25204","35","yes","1024"
"100","100","718.194444444","718.194444444","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","1 6 4 3 9 7","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","651","31612","8319","651","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","266453","263057","264239","3052","122447","264243","NA","3057","114126","268459","269113","265248","34671","268459","NA","Sternberg task","36","25855","36","yes","1024"
"100","100","713.945945946","713.945945946","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","10/05/18 14:43:52","The main experiment item","yes","NA","Sternbergtask.osexp","C:\Users\Knitwitty\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/Knitwitty/Documents/subject-2.csv","legacy","4 8 1 2","Jazzy James","3.1.9","0","n","0","right","right","right","right","NA","561","31612","8319","561","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","272517","269128","270302","3052","122447","270306","NA","3057","114126","274524","275088","271311","34671","274523","NA","Sternberg task","37","26416","37","yes","1024"
