"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_CorrectResponse","count_ExperimentLoop","count_Fixation","count_ISI","count_IncorrectFeedback","count_Instruction1","count_Instructions2","count_Memory","count_PracticeLoop","count_Probe","count_Sternburgtask","count_Thankyou","count_XSequence","count_keyboard_response","count_logger","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_Instructions2","response_Thankyou","response_keyboard_response","response_time","response_time_Instruction1","response_time_Instructions2","response_time_Thankyou","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_CorrectResponse","time_ExperimentLoop","time_Fixation","time_ISI","time_IncorrectFeedback","time_Instruction1","time_Instructions2","time_Memory","time_PracticeLoop","time_Probe","time_Sternburgtask","time_Thankyou","time_XSequence","time_keyboard_response","time_logger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"72.7272727273","72.7272727273","1509.72727273","1509.72727273","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","0","10","10","10","0","0","10","0","10","0","0","10","10","10","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/danieldalton/subject-3.csv","legacy","9 6 7 4 5","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","1504","121289","NA","NA","1504","2","legacy","5","1024","2","48000","-16","Sternburgtask","3","odd","3","191972","NA","193024","195259","178448","2224","NA","194038","123531","197273","2198","NA","193012","197274","198780","New experiment","8","16607","11","yes","1024"
"75","75","1447.33333333","1447.33333333","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","0","11","11","11","0","0","11","0","11","0","0","11","11","11","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/danieldalton/subject-3.csv","legacy","2 1","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","761","121289","NA","NA","761","2","legacy","2","1024","2","48000","-16","Sternburgtask","3","odd","5","198794","NA","199847","202078","178448","2224","NA","200861","123531","204090","2198","NA","199836","204090","204853","New experiment","9","17368","12","yes","1024"
"76.9230769231","76.9230769231","1460.76923077","1460.76923077","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","0","12","12","12","0","0","12","0","12","0","0","12","12","12","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/danieldalton/subject-3.csv","legacy","6 9 3 1","Jazzy James","3.1.9","4","y","0","left","left","left","NA","left","1622","121289","23285","NA","1622","2","legacy","4","1024","2","48000","-16","Sternburgtask","3","odd","1","204866","229185","229284","231520","178448","2224","205898","230303","123531","233533","2198","NA","229274","233533","235157","New experiment","10","18990","13","yes","1024"
"78.5714285714","78.5714285714","1419.28571429","1419.28571429","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","0","13","13","13","0","0","13","0","13","0","0","13","13","13","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/danieldalton/subject-3.csv","legacy","8 3","Jazzy James","3.1.9","2","y","0","left","left","left","NA","left","880","121289","23285","NA","880","2","legacy","2","1024","2","48000","-16","Sternburgtask","3","odd","3","235171","229185","236223","238459","178448","2224","205898","237241","123531","240474","2198","NA","236213","240474","241356","New experiment","11","19870","14","yes","1024"
"80","80","1383.8","1383.8","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","0","14","14","14","0","0","14","0","14","0","0","14","14","14","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/danieldalton/subject-3.csv","legacy","6 2","Jazzy James","3.1.9","1","y","0","left","left","left","NA","left","887","121289","23285","NA","887","2","legacy","2","1024","2","48000","-16","Sternburgtask","3","odd","6","241371","229185","242423","244662","178448","2224","205898","243445","123531","246684","2198","NA","242411","246684","247573","New experiment","12","20757","15","yes","1024"
"81.25","81.25","1367.6875","1367.6875","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","0","15","15","15","0","0","15","0","15","0","0","15","15","15","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","3","11","/Users/danieldalton/subject-3.csv","legacy","6 9 4 5 3 2","Jazzy James","3.1.9","0","n","0","right","left","left","NA","right","1126","121289","23285","NA","1126","2","legacy","6","1024","2","48000","-16","Sternburgtask","3","odd","8","247587","229185","248637","250872","178448","2224","205898","249654","123531","252884","2198","NA","248626","252884","254012","New experiment","13","21883","16","yes","1024"
"82.3529411765","82.3529411765","1379.35294118","1379.35294118","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","0","16","16","16","0","0","16","0","16","0","0","16","16","16","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","4","11","/Users/danieldalton/subject-3.csv","legacy","5 2 6","Jazzy James","3.1.9","2","y","0","left","left","left","NA","left","1566","121289","23285","NA","1566","2","legacy","3","1024","2","48000","-16","Sternburgtask","3","odd","2","254026","229185","255084","257319","178448","2224","205898","256098","123531","259331","2198","NA","255072","259331","260899","New experiment","14","23449","17","yes","1024"
"83.3333333333","83.3333333333","1359.61111111","1359.61111111","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","17","0","17","17","17","0","0","17","0","17","0","0","17","17","17","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","5","11","/Users/danieldalton/subject-3.csv","legacy","7","Jazzy James","3.1.9","1","y","0","left","left","left","NA","left","1024","121289","23285","NA","1024","2","legacy","1","1024","2","48000","-16","Sternburgtask","3","odd","7","260915","229185","261966","264204","178448","2224","205898","262987","123531","266218","2198","NA","261955","266218","267244","New experiment","15","24473","18","yes","1024"
"84.2105263158","84.2105263158","1365.63157895","1365.63157895","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","0","18","18","18","0","0","18","0","18","0","0","18","18","18","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","6","11","/Users/danieldalton/subject-3.csv","legacy","2 4 8 5 1 3","Jazzy James","3.1.9","1","y","0","left","left","left","NA","left","1474","121289","23285","NA","1474","2","legacy","6","1024","2","48000","-16","Sternburgtask","3","odd","2","267258","229185","268311","270549","178448","2224","205898","269330","123531","272562","2198","NA","268300","272562","274038","New experiment","16","25947","19","yes","1024"
"85","85","1346.85","1346.85","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","0","19","19","19","0","0","19","0","19","0","0","19","19","19","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","7","11","/Users/danieldalton/subject-3.csv","legacy","9 5 8 1","Jazzy James","3.1.9","2","y","0","left","left","left","NA","left","990","121289","23285","NA","990","2","legacy","4","1024","2","48000","-16","Sternburgtask","3","odd","5","274051","229185","275103","277336","178448","2224","205898","276118","123531","279348","2198","NA","275092","279348","280340","New experiment","17","26937","20","yes","1024"
"85.7142857143","85.7142857143","1343","1343","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","0","20","20","20","0","0","20","0","20","0","0","20","20","20","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","8","11","/Users/danieldalton/subject-3.csv","legacy","4 7 6 8 2 3","Jazzy James","3.1.9","6","y","0","left","left","left","NA","left","1266","121289","23285","NA","1266","2","legacy","6","1024","2","48000","-16","Sternburgtask","3","odd","3","280354","229185","281407","283648","178448","2224","205898","282425","123531","285661","2198","NA","281396","285661","286929","New experiment","18","28203","21","yes","1024"
"86.3636363636","86.3636363636","1325.90909091","1325.90909091","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","21","0","21","21","21","0","0","21","0","21","0","0","21","21","21","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","9","11","/Users/danieldalton/subject-3.csv","legacy","5","Jazzy James","3.1.9","0","n","0","right","left","left","NA","right","967","121289","23285","NA","967","2","legacy","1","1024","2","48000","-16","Sternburgtask","3","odd","8","286943","229185","287990","290222","178448","2224","205898","289006","123531","292242","2198","NA","287979","292242","293212","New experiment","19","29170","22","yes","1024"
"86.9565217391","86.9565217391","1324.56521739","1324.56521739","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","0","22","22","22","0","0","22","0","22","0","0","22","22","22","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","10","11","/Users/danieldalton/subject-3.csv","legacy","9 5 3 8 4","Jazzy James","3.1.9","1","y","0","left","left","left","NA","left","1295","121289","23285","NA","1295","2","legacy","5","1024","2","48000","-16","Sternburgtask","3","odd","9","293226","229185","294277","296511","178448","2224","205898","295293","123531","298524","2198","NA","294266","298525","299823","New experiment","20","30465","23","yes","1024"
"87.5","87.5","1315.41666667","1315.41666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","0","23","23","23","0","0","23","0","23","0","0","23","23","23","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/danieldalton/subject-3.csv","legacy","6 7 9 3 1 2","Jazzy James","3.1.9","1","y","0","left","left","left","NA","left","1105","121289","23285","NA","1105","2","legacy","6","1024","2","48000","-16","Sternburgtask","3","odd","6","299837","229185","300890","303124","178448","2224","205898","301904","123531","305139","2198","NA","300879","305139","306246","New experiment","21","31570","24","yes","1024"
"88","88","1307.6","1307.6","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","0","24","24","24","0","0","24","0","24","0","0","24","24","24","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","12","11","/Users/danieldalton/subject-3.csv","legacy","5 7 3 6 2","Jazzy James","3.1.9","5","y","0","left","left","left","NA","left","1120","121289","23285","NA","1120","2","legacy","5","1024","2","48000","-16","Sternburgtask","3","odd","2","306261","229185","307312","309551","178448","2224","205898","308334","123531","311567","2198","NA","307301","311567","312689","New experiment","22","32690","25","yes","1024"
"88.4615384615","88.4615384615","1297.57692308","1297.57692308","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","0","25","25","25","0","0","25","0","25","0","0","25","25","25","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","13","11","/Users/danieldalton/subject-3.csv","legacy","4 8 1 2","Jazzy James","3.1.9","0","n","0","right","left","left","NA","right","1047","121289","23285","NA","1047","2","legacy","4","1024","2","48000","-16","Sternburgtask","3","odd","7","312703","229185","313754","315984","178448","2224","205898","314768","123531","317996","2198","NA","313743","317996","319045","New experiment","23","33737","26","yes","1024"
"88.8888888889","88.8888888889","1288.81481481","1288.81481481","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","0","26","26","26","0","0","26","0","26","0","0","26","26","26","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","14","11","/Users/danieldalton/subject-3.csv","legacy","4 9 7 8 5 3","Jazzy James","3.1.9","4","y","0","left","left","left","NA","left","1061","121289","23285","NA","1061","2","legacy","6","1024","2","48000","-16","Sternburgtask","3","odd","8","319059","229185","320112","322343","178448","2224","205898","321127","123531","324361","2198","NA","320101","324361","325424","New experiment","24","34798","27","yes","1024"
"89.2857142857","89.2857142857","1272","1272","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","0","27","27","27","0","0","27","0","27","0","0","27","27","27","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","15","11","/Users/danieldalton/subject-3.csv","legacy","2 3","Jazzy James","3.1.9","1","y","0","left","left","left","NA","left","818","121289","23285","NA","818","2","legacy","2","1024","2","48000","-16","Sternburgtask","3","odd","2","325438","229185","326502","328733","178448","2224","205898","327517","123531","330746","2198","NA","326491","330746","331565","New experiment","25","35616","28","yes","1024"
"89.6551724138","89.6551724138","1263.03448276","1263.03448276","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","0","28","28","28","0","0","28","0","28","0","0","28","28","28","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","16","11","/Users/danieldalton/subject-3.csv","legacy","8 9 6 1","Jazzy James","3.1.9","2","y","0","left","left","left","NA","left","1012","121289","23285","NA","1012","2","legacy","4","1024","2","48000","-16","Sternburgtask","3","odd","9","331581","229185","332632","334862","178448","2224","205898","333646","123531","336875","2198","NA","332621","336875","337889","New experiment","26","36628","29","yes","1024"
"90","90","1256.5","1256.5","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","0","29","29","29","0","0","29","0","29","0","0","29","29","29","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","17","11","/Users/danieldalton/subject-3.csv","legacy","8 4 3 9","Jazzy James","3.1.9","0","n","0","right","left","left","NA","right","1067","121289","23285","NA","1067","2","legacy","4","1024","2","48000","-16","Sternburgtask","3","odd","5","337901","229185","338951","341186","178448","2224","205898","339969","123531","343200","2198","NA","338941","343200","344269","New experiment","27","37695","30","yes","1024"
"90.3225806452","90.3225806452","1252.61290323","1252.61290323","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","30","0","30","30","30","0","0","30","0","30","0","0","30","30","30","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","18","11","/Users/danieldalton/subject-3.csv","legacy","6 5","Jazzy James","3.1.9","2","y","0","left","left","left","NA","left","1136","121289","23285","NA","1136","2","legacy","2","1024","2","48000","-16","Sternburgtask","3","odd","5","344283","229185","345334","347569","178448","2224","205898","346348","123531","349584","2198","NA","345323","349584","350722","New experiment","28","38831","31","yes","1024"
"90.625","90.625","1247.78125","1247.78125","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","0","31","31","31","0","0","31","0","31","0","0","31","31","31","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","19","11","/Users/danieldalton/subject-3.csv","legacy","2 4 6 9","Jazzy James","3.1.9","3","y","0","left","left","left","NA","left","1098","121289","23285","NA","1098","2","legacy","4","1024","2","48000","-16","Sternburgtask","3","odd","6","350735","229185","351787","354017","178448","2224","205898","352801","123531","356032","2198","NA","351776","356032","357132","New experiment","29","39929","32","yes","1024"
"90.9090909091","90.9090909091","1242","1242","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","0","32","32","32","0","0","32","0","32","0","0","32","32","32","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","20","11","/Users/danieldalton/subject-3.csv","legacy","2 8 9","Jazzy James","3.1.9","0","n","0","right","left","left","NA","right","1057","121289","23285","NA","1057","2","legacy","3","1024","2","48000","-16","Sternburgtask","3","odd","6","357145","229185","358197","360435","178448","2224","205898","359212","123531","362449","2198","NA","358186","362449","363509","New experiment","30","40986","33","yes","1024"
"91.1764705882","91.1764705882","1251.23529412","1251.23529412","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","0","33","33","33","0","0","33","0","33","0","0","33","33","33","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","21","11","/Users/danieldalton/subject-3.csv","legacy","7 1 3","Jazzy James","3.1.9","2","y","0","left","left","left","NA","left","1556","121289","23285","NA","1556","2","legacy","3","1024","2","48000","-16","Sternburgtask","3","odd","1","363524","229185","364574","366808","178448","2224","205898","365592","123531","368822","2198","NA","364563","368823","370381","New experiment","31","42542","34","yes","1024"
"91.4285714286","91.4285714286","1244.45714286","1244.45714286","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","0","34","34","34","0","0","34","0","34","0","0","34","34","34","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","22","11","/Users/danieldalton/subject-3.csv","legacy","8 9","Jazzy James","3.1.9","0","n","0","right","left","left","NA","right","1014","121289","23285","NA","1014","2","legacy","2","1024","2","48000","-16","Sternburgtask","3","odd","5","370395","229185","371451","373684","178448","2224","205898","372467","123531","375697","2198","NA","371440","375697","376714","New experiment","32","43556","35","yes","1024"
"91.6666666667","91.6666666667","1257.61111111","1257.61111111","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","0","35","35","35","0","0","35","0","35","0","0","35","35","35","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","23","11","/Users/danieldalton/subject-3.csv","legacy","8 5 4 2 9 6","Jazzy James","3.1.9","0","n","0","right","left","left","NA","right","1718","121289","23285","NA","1718","2","legacy","6","1024","2","48000","-16","Sternburgtask","3","odd","3","376727","229185","377778","380013","178448","2224","205898","378793","123531","382027","2198","NA","377767","382027","383747","New experiment","33","45274","36","yes","1024"
"91.8918918919","91.8918918919","1256.45945946","1256.45945946","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","0","36","36","36","0","0","36","0","36","0","0","36","36","36","Thu Oct  4 21:47:53 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","24","11","/Users/danieldalton/subject-3.csv","legacy","7 8 6 3 1","Jazzy James","3.1.9","5","y","0","left","left","left","NA","left","1215","121289","23285","NA","1215","2","legacy","5","1024","2","48000","-16","Sternburgtask","3","odd","1","383764","229185","384818","387050","178448","2224","205898","385833","123531","389061","2198","NA","384807","389061","390279","New experiment","34","46489","37","yes","1024"
