"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboardResponse","correct_response","count_ISI","count_Practiceloop","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrect","count_instruction1","count_instructions2","count_keyboardResponse","count_logger","count_memorySet","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboardResponse","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboardResponse","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Practiceloop","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrect","time_instruction1","time_instructions2","time_keyboardResponse","time_logger","time_memorySet","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"71.4285714286","71.4285714286","1202.80952381","1202.80952381","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","20","0","20","20","0","0","20","20","0","0","20","20","20","20","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","7 4 2 6 3 5","Kafkaesque Koffka","3.2.5","6","y","0","left","left","left","left","NA","1205","21779","4978","1205","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","170130","25688","166774","167918","3875","115989","167920","160528","3879","111011","172136","173342","168925","172136","NA","Sternberg task","15","25259","21","yes","1024"
"68.1818181818","68.1818181818","1187.59090909","1187.59090909","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","21","0","21","21","0","0","21","21","0","0","21","21","21","21","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","2 8 7 9 5 3","Kafkaesque Koffka","3.2.5","0","n","0","left","left","left","left","NA","868","21779","4978","868","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","176757","25688","173408","174544","3875","115989","174546","160528","3879","111011","178763","179632","175551","178763","NA","Sternberg task","15","26127","22","yes","1024"
"69.5652173913","69.5652173913","1185.60869565","1185.60869565","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","0","22","22","0","0","22","22","0","0","22","22","22","22","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","7 1 8 5 6 2","Kafkaesque Koffka","3.2.5","2","y","0","left","left","left","left","NA","1142","21779","4978","1142","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","183014","25688","173408","180802","3875","115989","180804","179678","3879","111011","185019","186162","181810","185019","NA","Sternberg task","16","27269","23","yes","1024"
"70.8333333333","70.8333333333","1161.16666667","1161.16666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","0","23","23","0","0","23","23","0","0","23","23","23","23","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","5 2 6","Kafkaesque Koffka","3.2.5","2","y","0","left","left","left","left","NA","599","21779","4978","599","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","189567","25688","186210","187355","3875","115989","187356","179678","3879","111011","191572","192172","188362","191572","NA","Sternberg task","17","27868","24","yes","1024"
"72","72","1157.56","1157.56","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","0","24","24","0","0","24","24","0","0","24","24","24","24","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","8 6 3 4 7","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","1071","21779","4978","1071","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","195565","25688","192222","193355","3875","115989","193357","179678","3879","111011","197570","198641","194360","197570","NA","Sternberg task","18","28939","25","yes","1024"
"73.0769230769","73.0769230769","1133.80769231","1133.80769231","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","25","0","25","25","0","0","25","25","0","0","25","25","25","25","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","8 3","Kafkaesque Koffka","3.2.5","2","y","0","left","left","left","left","NA","540","21779","4978","540","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","202055","25688","198686","199843","3875","115989","199845","179678","3879","111011","204061","204601","200850","204060","NA","Sternberg task","19","29479","26","yes","1024"
"74.0740740741","74.0740740741","1118.85185185","1118.85185185","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","0","26","26","0","0","26","26","0","0","26","26","26","26","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","6 1 2","Kafkaesque Koffka","3.2.5","3","y","0","left","left","left","left","NA","730","21779","4978","730","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","207996","25688","204650","205785","3875","115989","205787","179678","3879","111011","210001","210731","206792","210001","NA","Sternberg task","20","30209","27","yes","1024"
"75","75","1100.96428571","1100.96428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","0","27","27","0","0","27","27","0","0","27","27","27","27","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","2 3","Kafkaesque Koffka","3.2.5","1","y","0","left","left","left","left","NA","618","21779","4978","618","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","2","214148","25688","210774","211937","3875","115989","211938","179678","3879","111011","216153","216772","212943","216153","NA","Sternberg task","21","30827","28","yes","1024"
"75.8620689655","75.8620689655","1095.4137931","1095.4137931","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","0","28","28","0","0","28","28","0","0","28","28","28","28","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","3 9 6 2","Kafkaesque Koffka","3.2.5","4","y","0","left","left","left","left","NA","940","21779","4978","940","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","220127","25688","216777","217915","3875","115989","217917","179678","3879","111011","222132","223072","218922","222132","NA","Sternberg task","22","31767","29","yes","1024"
"76.6666666667","76.6666666667","1083.46666667","1083.46666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","29","0","29","29","0","0","29","29","0","0","29","29","29","29","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","1 6 4","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","737","21779","4978","737","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","226400","25688","223115","224187","3875","115989","224190","179678","3879","111011","228405","229142","225195","228405","NA","Sternberg task","23","32504","30","yes","1024"
"77.4193548387","77.4193548387","1086.96774194","1086.96774194","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","30","0","30","30","0","0","30","30","0","0","30","30","30","30","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","4 6 2 5 1","Kafkaesque Koffka","3.2.5","5","y","0","left","left","left","left","NA","1192","21779","4978","1192","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","232545","25688","229187","230330","3875","115989","230332","179678","3879","111011","234550","235742","231339","234550","NA","Sternberg task","24","33696","31","yes","1024"
"78.125","78.125","1071","1071","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","0","31","31","0","0","31","31","0","0","31","31","31","31","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","3 4 9 6 2 9","Kafkaesque Koffka","3.2.5","5","y","0","left","left","left","left","NA","576","21779","4978","576","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","239161","25688","235789","236949","3875","115989","236951","179678","3879","111011","241166","241743","237956","241166","NA","Sternberg task","25","34272","32","yes","1024"
"78.7878787879","78.7878787879","1062.75757576","1062.75757576","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","0","32","32","0","0","32","32","0","0","32","32","32","32","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","7 8 6 1","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","799","21779","4978","799","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","245208","25688","241847","242993","3875","115989","242997","179678","3879","111011","247213","248013","244002","247213","NA","Sternberg task","26","35071","33","yes","1024"
"79.4117647059","79.4117647059","1064.91176471","1064.91176471","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","0","33","33","0","0","33","33","0","0","33","33","33","33","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","1 7 5 2 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","1136","21779","4978","1136","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","251422","25688","248076","249210","3875","115989","249211","179678","3879","111011","253426","254563","250216","253426","NA","Sternberg task","27","36207","34","yes","1024"
"80","80","1067.02857143","1067.02857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","0","34","34","0","0","34","34","0","0","34","34","34","34","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","6 9 4 5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","1139","21779","4978","1139","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","257958","25688","254609","255746","3875","115989","255748","179678","3879","111011","259963","261103","256753","259963","NA","Sternberg task","28","37346","35","yes","1024"
"80.5555555556","80.5555555556","1072.86111111","1072.86111111","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","0","35","35","0","0","35","35","0","0","35","35","35","35","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","7 1","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","1277","21779","4978","1277","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","8","264501","25688","261145","262289","3875","115989","262291","179678","3879","111011","266506","267784","263295","266506","NA","Sternberg task","29","38623","36","yes","1024"
"81.0810810811","81.0810810811","1064.64864865","1064.64864865","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","36","0","36","36","0","0","36","36","0","0","36","36","36","36","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","1 7 5 2","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","769","21779","4978","769","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","271220","25688","267829","269009","3875","115989","269011","179678","3879","111011","273224","273994","270016","273224","NA","Sternberg task","30","39392","37","yes","1024"
"81.5789473684","81.5789473684","1076.65789474","1076.65789474","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","0","37","37","0","0","37","37","0","0","37","37","37","37","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","1","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","1521","21779","4978","1521","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","277376","25688","274017","275164","3875","115989","275166","179678","3879","111011","279382","280904","276171","279382","NA","Sternberg task","31","40913","38","yes","1024"
"82.0512820513","82.0512820513","1079.12820513","1079.12820513","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","0","38","38","0","0","38","38","0","0","38","38","38","38","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","8 4 3 5","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","1173","21779","4978","1173","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","284345","25688","280951","282134","3875","115989","282136","179678","3879","111011","286350","287524","283140","286350","NA","Sternberg task","32","42086","39","yes","1024"
"82.5","82.5","1072.1","1072.1","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","39","0","39","39","0","0","39","39","0","0","39","39","39","39","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","1 3 2 6 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","798","21779","4978","798","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","290920","25688","287572","288709","3875","115989","288710","179678","3879","111011","292925","293724","289715","292925","NA","Sternberg task","33","42884","40","yes","1024"
"82.9268292683","82.9268292683","1063.43902439","1063.43902439","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","0","40","40","0","0","40","40","0","0","40","40","40","40","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","2 7 5","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","717","21779","4978","717","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","297110","25688","293772","294898","3875","115989","294900","179678","3879","111011","299116","299834","295905","299116","NA","Sternberg task","34","43601","41","yes","1024"
"83.3333333333","83.3333333333","1057.07142857","1057.07142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","41","0","41","41","0","0","41","41","0","0","41","41","41","41","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","2 8 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","796","21779","4978","796","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","303263","25688","299856","301052","3875","115989","301054","179678","3879","111011","305268","306064","302059","305268","NA","Sternberg task","35","44397","42","yes","1024"
"83.7209302326","83.7209302326","1061.23255814","1061.23255814","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","42","0","42","42","0","0","42","42","0","0","42","42","42","42","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","6 7 5 9","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","1236","21779","4978","1236","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","309472","25688","306114","307260","3875","115989","307261","179678","3879","111011","311477","312713","308266","311477","NA","Sternberg task","36","45633","43","yes","1024"
"84.0909090909","84.0909090909","1057.06818182","1057.06818182","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","43","0","43","43","0","0","43","43","0","0","43","43","43","43","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","7 3 2 8","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","878","21779","4978","878","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","316111","25688","312756","313900","3875","115989","313901","179678","3879","111011","318116","318994","314905","318116","NA","Sternberg task","37","46511","44","yes","1024"
"84.4444444444","84.4444444444","1049.64444444","1049.64444444","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","0","44","44","0","0","44","44","0","0","44","44","44","44","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","2 4 6 9","Kafkaesque Koffka","3.2.5","3","y","0","left","left","left","left","NA","723","21779","4978","723","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","322396","25688","319044","320185","3875","115989","320186","179678","3879","111011","324401","325124","321192","324400","NA","Sternberg task","38","47234","45","yes","1024"
"84.7826086957","84.7826086957","1044.7173913","1044.7173913","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","45","0","45","45","0","0","45","45","0","0","45","45","45","45","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","8 1 6","Kafkaesque Koffka","3.2.5","3","y","0","left","left","left","left","NA","823","21779","4978","823","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","328546","25688","325175","326333","3875","115989","326335","179678","3879","111011","330551","331375","327341","330551","NA","Sternberg task","39","48057","46","yes","1024"
"85.1063829787","85.1063829787","1033.19148936","1033.19148936","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","46","0","46","46","0","0","46","46","0","0","46","46","46","46","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","8 7 3","Kafkaesque Koffka","3.2.5","1","y","0","left","left","left","left","NA","503","21779","4978","503","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","334786","25688","331418","332576","3875","115989","332577","179678","3879","111011","336791","337295","333581","336791","NA","Sternberg task","40","48560","47","yes","1024"
"85.4166666667","85.4166666667","1024.375","1024.375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","0","47","47","0","0","47","47","0","0","47","47","47","47","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","8 5 7 3 6","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","610","21779","4978","610","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","340728","25688","337343","338517","3875","115989","338518","179678","3879","111011","342734","343345","339523","342734","NA","Sternberg task","41","49170","48","yes","1024"
"85.7142857143","85.7142857143","1020.30612245","1020.30612245","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","48","0","48","48","0","0","48","48","0","0","48","48","48","48","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","5 3 2 6 9 8","Kafkaesque Koffka","3.2.5","0","n","0","right","left","left","right","NA","825","21779","4978","825","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","346786","25688","343388","344574","3875","115989","344576","179678","3879","111011","348789","349614","345581","348789","NA","Sternberg task","42","49995","49","yes","1024"
"86","86","1021.2","1021.2","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","0","49","49","0","0","49","49","0","0","49","49","49","49","0","10/04/18 18:53:01","The main experiment item","yes","Sternbergtask.osexp","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/hawkm/OneDrive/Desktop/Tarleton school stuff/Fall 2018/Advanced Quantitative Methods/Lab 2/Hawk-subject-2.csv","legacy","4","Kafkaesque Koffka","3.2.5","1","y","0","left","left","left","left","NA","1065","21779","4978","1065","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","4","353014","25688","349658","350802","3875","115989","350803","179678","3879","111011","355019","356085","351808","355019","NA","Sternberg task","43","51060","50","yes","1024"
