"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_CorrectResponse","count_ExperimentLoop","count_Fixation","count_ISI","count_IncorrectFeedback","count_Instruction1","count_Instructions2","count_Memory","count_PracticeLoop","count_Probe","count_Sternburgtask","count_Thankyou","count_XSequence","count_keyboard_response","count_logger","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_Instructions2","response_Thankyou","response_keyboard_response","response_time","response_time_Instruction1","response_time_Instructions2","response_time_Thankyou","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_CorrectResponse","time_ExperimentLoop","time_Fixation","time_ISI","time_IncorrectFeedback","time_Instruction1","time_Instructions2","time_Memory","time_PracticeLoop","time_Probe","time_Sternburgtask","time_Thankyou","time_XSequence","time_keyboard_response","time_logger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"92.1052631579","92.1052631579","1151.92105263","1151.92105263","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","0","37","37","37","0","0","37","0","37","0","0","37","37","37","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","25","11","/Users/danieldalton/subject-2.csv","legacy","6 1 2","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","896","37932","8294","NA","896","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","2","288238","129087","289291","291528","230775","2155","120791","290309","40099","293541","2128","NA","289280","293541","294439","New experiment","35","43773","38","yes","1024"
"92.3076923077","92.3076923077","1154.17948718","1154.17948718","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","0","38","38","38","0","0","38","0","38","0","0","38","38","38","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","26","11","/Users/danieldalton/subject-2.csv","legacy","5","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1240","37932","8294","NA","1240","2","legacy","1","1024","2","48000","-16","Sternburgtask","2","even","8","294453","129087","295508","297740","230775","2155","120791","296523","40099","299754","2128","NA","295496","299754","300997","New experiment","36","45013","39","yes","1024"
"92.5","92.5","1150.6","1150.6","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","0","39","39","39","0","0","39","0","39","0","0","39","39","39","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","27","11","/Users/danieldalton/subject-2.csv","legacy","2 8 5 1","Jazzy James","3.1.9","4","y","0","left","right","right","NA","left","1011","37932","8294","NA","1011","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","1","301010","129087","302063","304295","230775","2155","120791","303078","40099","306311","2128","NA","302052","306311","307324","New experiment","37","46024","40","yes","1024"
"92.6829268293","92.6829268293","1166.2195122","1166.2195122","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","0","40","40","40","0","0","40","0","40","0","0","40","40","40","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","28","11","/Users/danieldalton/subject-2.csv","legacy","8 5 4 7 3 1","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","1791","37932","8294","NA","1791","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","5","307338","129087","308391","310629","230775","2155","120791","309412","40099","312652","2128","NA","308379","312653","314447","New experiment","38","47815","41","yes","1024"
"92.8571428571","92.8571428571","1158.02380952","1158.02380952","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","41","0","41","41","41","0","0","41","0","41","0","0","41","41","41","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","29","11","/Users/danieldalton/subject-2.csv","legacy","2 8 9 4 1","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","822","37932","8294","NA","822","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","5","314463","129087","315516","317747","230775","2155","120791","316530","40099","319761","2128","NA","315504","319761","320586","New experiment","39","48637","42","yes","1024"
"90.6976744186","90.6976744186","1160","1160","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","42","0","42","42","42","0","0","42","0","42","0","0","42","42","42","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","30","11","/Users/danieldalton/subject-2.csv","legacy","3 9 8 1 6 4","Jazzy James","3.1.9","0","n","0","left","right","right","NA","left","1243","37932","8294","NA","1243","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","7","320600","129087","321654","323892","230775","2155","120791","322670","40099","325909","2128","NA","321642","325909","327155","New experiment","39","49880","43","yes","1024"
"90.9090909091","90.9090909091","1170.18181818","1170.18181818","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","43","0","43","43","43","0","0","43","0","43","0","0","43","43","43","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","31","11","/Users/danieldalton/subject-2.csv","legacy","2 5 1 4","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1608","37932","8294","NA","1608","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","6","320600","129087","328221","330459","327169","2155","120791","329242","40099","332479","2128","NA","328210","332479","334089","New experiment","40","51488","44","yes","1024"
"91.1111111111","91.1111111111","1161.91111111","1161.91111111","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","0","44","44","44","0","0","44","0","44","0","0","44","44","44","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","32","11","/Users/danieldalton/subject-2.csv","legacy","3 4","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","798","37932","8294","NA","798","2","legacy","2","1024","2","48000","-16","Sternburgtask","2","even","3","334103","129087","335156","337388","327169","2155","120791","336172","40099","339401","2128","NA","335144","339401","340202","New experiment","41","52286","45","yes","1024"
"89.1304347826","89.1304347826","1158.15217391","1158.15217391","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","45","0","45","45","45","0","0","45","0","45","0","0","45","45","45","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","33","11","/Users/danieldalton/subject-2.csv","legacy","2 8 6 3 1","Jazzy James","3.1.9","0","n","0","left","right","right","NA","left","989","37932","8294","NA","989","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","7","340216","129087","341271","343507","327169","2155","120791","342288","40099","345521","2128","NA","341260","345521","346513","New experiment","41","53275","46","yes","1024"
"87.2340425532","87.2340425532","1176.06382979","1176.06382979","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","46","0","46","46","46","0","0","46","0","46","0","0","46","46","46","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","34","11","/Users/danieldalton/subject-2.csv","legacy","7 8 4 6 9 5","Jazzy James","3.1.9","4","y","0","None","right","right","NA","None","2000","37932","8294","NA","2000","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","6","340216","129087","347579","349815","346526","2155","120791","348595","40099","351827","2128","NA","347568","351827","353827","New experiment","41","55275","47","yes","1024"
"87.5","87.5","1169.54166667","1169.54166667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","0","47","47","47","0","0","47","0","47","0","0","47","47","47","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","35","11","/Users/danieldalton/subject-2.csv","legacy","5 7 3 6 2","Jazzy James","3.1.9","5","y","0","left","right","right","NA","left","863","37932","8294","NA","863","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","2","340216","129087","354906","357139","353845","2155","120791","355922","40099","359151","2128","NA","354895","359151","360016","New experiment","42","56138","48","yes","1024"
"87.7551020408","87.7551020408","1158.75510204","1158.75510204","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","0","48","48","48","0","0","48","0","48","0","0","48","48","48","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","36","11","/Users/danieldalton/subject-2.csv","legacy","4 6 5 8","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","641","37932","8294","NA","641","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","4","360031","129087","361084","363316","353845","2155","120791","362098","40099","365328","2128","NA","361073","365328","365971","New experiment","43","56779","49","yes","1024"
"88","88","1151.7","1151.7","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","0","49","49","49","0","0","49","0","49","0","0","49","49","49","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","37","11","/Users/danieldalton/subject-2.csv","legacy","6 9 3 1","Jazzy James","3.1.9","4","y","0","left","right","right","NA","left","806","37932","8294","NA","806","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","1","365985","129087","367037","369272","353845","2155","120791","368054","40099","371286","2128","NA","367026","371286","372095","New experiment","44","57585","50","yes","1024"
"88.2352941176","88.2352941176","1149.31372549","1149.31372549","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","50","0","50","50","50","0","0","50","0","50","0","0","50","50","50","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","38","11","/Users/danieldalton/subject-2.csv","legacy","7 1 8 4 9 3","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1030","37932","8294","NA","1030","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","6","372109","129087","373162","375402","353845","2155","120791","374181","40099","377416","2128","NA","373151","377416","378448","New experiment","45","58615","51","yes","1024"
"88.4615384615","88.4615384615","1147.55769231","1147.55769231","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","0","51","51","51","0","0","51","0","51","0","0","51","51","51","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","39","11","/Users/danieldalton/subject-2.csv","legacy","9 8 4","Jazzy James","3.1.9","1","y","0","left","right","right","NA","left","1058","37932","8294","NA","1058","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","9","378462","129087","379517","381751","353845","2155","120791","380533","40099","383764","2128","NA","379506","383764","384824","New experiment","46","59673","52","yes","1024"
"88.679245283","88.679245283","1145.66037736","1145.66037736","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","0","52","52","52","0","0","52","0","52","0","0","52","52","52","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","40","11","/Users/danieldalton/subject-2.csv","legacy","5 3 8 7 2 4","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1047","37932","8294","NA","1047","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","9","384841","129087","385894","388125","353845","2155","120791","386907","40099","390144","2128","NA","385882","390144","391192","New experiment","47","60720","53","yes","1024"
"88.8888888889","88.8888888889","1146.88888889","1146.88888889","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","53","0","53","53","53","0","0","53","0","53","0","0","53","53","53","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","41","11","/Users/danieldalton/subject-2.csv","legacy","6 2 9 3 8 4","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1212","37932","8294","NA","1212","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","1","391207","129087","392259","394492","353845","2155","120791","393275","40099","396505","2128","NA","392248","396505","397720","New experiment","48","61932","54","yes","1024"
"89.0909090909","89.0909090909","1149.92727273","1149.92727273","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","0","54","54","54","0","0","54","0","54","0","0","54","54","54","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","42","11","/Users/danieldalton/subject-2.csv","legacy","4 8 1 2","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1314","37932","8294","NA","1314","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","7","397733","129087","398787","401023","353845","2155","120791","399807","40099","403039","2128","NA","398776","403039","404356","New experiment","49","63246","55","yes","1024"
"89.2857142857","89.2857142857","1144.71428571","1144.71428571","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","0","55","55","55","0","0","55","0","55","0","0","55","55","55","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","43","11","/Users/danieldalton/subject-2.csv","legacy","6 7 5 9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","858","37932","8294","NA","858","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","2","404370","129087","405425","407662","353845","2155","120791","406444","40099","409677","2128","NA","405414","409677","410538","New experiment","50","64104","56","yes","1024"
"89.4736842105","89.4736842105","1149.94736842","1149.94736842","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","0","56","56","56","0","0","56","0","56","0","0","56","56","56","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","44","11","/Users/danieldalton/subject-2.csv","legacy","8 2 1 4 5 9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1443","37932","8294","NA","1443","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","7","410552","129087","411606","413844","353845","2155","120791","412628","40099","415858","2128","NA","411594","415858","417304","New experiment","51","65547","57","yes","1024"
"87.9310344828","87.9310344828","1155.86206897","1155.86206897","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","57","0","57","57","57","0","0","57","0","57","0","0","57","57","57","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","45","11","/Users/danieldalton/subject-2.csv","legacy","9 5 3 8 4","Jazzy James","3.1.9","1","y","0","right","right","right","NA","right","1493","37932","8294","NA","1493","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","9","417319","129087","418376","420615","353845","2155","120791","419392","40099","422628","2128","NA","418365","422628","424123","New experiment","51","67040","58","yes","1024"
"88.1355932203","88.1355932203","1152.10169492","1152.10169492","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","58","0","58","58","58","0","0","58","0","58","0","0","58","58","58","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","46","11","/Users/danieldalton/subject-2.csv","legacy","7 6 4 8 1 2","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","934","37932","8294","NA","934","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","9","417319","129087","425190","427431","424138","2155","120791","426209","40099","429442","2128","NA","425178","429443","430379","New experiment","52","67974","59","yes","1024"
"86.6666666667","86.6666666667","1166.23333333","1166.23333333","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","59","0","59","59","59","0","0","59","0","59","0","0","59","59","59","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","47","11","/Users/danieldalton/subject-2.csv","legacy","9","Jazzy James","3.1.9","0","n","0","None","right","right","NA","None","2000","37932","8294","NA","2000","2","legacy","1","1024","2","48000","-16","Sternburgtask","2","even","6","430393","129087","431446","433683","424138","2155","120791","432464","40099","435697","2128","NA","431435","435697","437698","New experiment","52","69974","60","yes","1024"
"85.2459016393","85.2459016393","1178.19672131","1178.19672131","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","60","0","60","60","60","0","0","60","0","60","0","0","60","60","60","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","48","11","/Users/danieldalton/subject-2.csv","legacy","2 8 9","Jazzy James","3.1.9","0","n","0","left","right","right","NA","left","1896","37932","8294","NA","1896","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","6","430393","129087","438770","441002","437716","2155","120791","439786","40099","443019","2128","NA","438759","443019","444917","New experiment","52","71870","61","yes","1024"
"85.4838709677","85.4838709677","1172","1172","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","0","61","61","61","0","0","61","0","61","0","0","61","61","61","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","49","11","/Users/danieldalton/subject-2.csv","legacy","7 4 2 8 1 9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","794","37932","8294","NA","794","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","5","430393","129087","445984","448219","444932","2155","120791","447001","40099","450232","2128","NA","445973","450232","451029","New experiment","53","72664","62","yes","1024"
"85.7142857143","85.7142857143","1171.3968254","1171.3968254","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","0","62","62","62","0","0","62","0","62","0","0","62","62","62","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","50","11","/Users/danieldalton/subject-2.csv","legacy","7 4 2 6 3 5","Jazzy James","3.1.9","6","y","0","left","right","right","NA","left","1134","37932","8294","NA","1134","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","5","451043","129087","452096","454329","444932","2155","120791","453107","40099","456343","2128","NA","452084","456343","457479","New experiment","54","73798","63","yes","1024"
"85.9375","85.9375","1174.140625","1174.140625","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","0","63","63","63","0","0","63","0","63","0","0","63","63","63","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","51","11","/Users/danieldalton/subject-2.csv","legacy","1 6 4 3 9 7","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1347","37932","8294","NA","1347","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","8","457494","129087","458546","460779","444932","2155","120791","459561","40099","462800","2128","NA","458535","462800","464150","New experiment","55","75145","64","yes","1024"
"86.1538461538","86.1538461538","1172.92307692","1172.92307692","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","64","0","64","64","64","0","0","64","0","64","0","0","64","64","64","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","52","11","/Users/danieldalton/subject-2.csv","legacy","2 6 4 3 9","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1095","37932","8294","NA","1095","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","1","464166","129087","465219","467451","444932","2155","120791","466234","40099","469473","2128","NA","465208","469473","470570","New experiment","56","76240","65","yes","1024"
"86.3636363636","86.3636363636","1175.09090909","1175.09090909","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","65","0","65","65","65","0","0","65","0","65","0","0","65","65","65","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","53","11","/Users/danieldalton/subject-2.csv","legacy","9 1 7 2","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","1316","37932","8294","NA","1316","2","legacy","4","1024","2","48000","-16","Sternburgtask","2","even","1","470584","129087","471637","473868","444932","2155","120791","472651","40099","475881","2128","NA","471625","475881","477199","New experiment","57","77556","66","yes","1024"
"86.5671641791","86.5671641791","1170.55223881","1170.55223881","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","66","0","66","66","66","0","0","66","0","66","0","0","66","66","66","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","54","11","/Users/danieldalton/subject-2.csv","legacy","4 2 7 6 1 3","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","871","37932","8294","NA","871","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","8","477214","129087","478268","480506","444932","2155","120791","479287","40099","482519","2128","NA","478257","482519","483393","New experiment","58","78427","67","yes","1024"
"86.7647058824","86.7647058824","1169.95588235","1169.95588235","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","0","67","67","67","0","0","67","0","67","0","0","67","67","67","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","55","11","/Users/danieldalton/subject-2.csv","legacy","5 2 6","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","1130","37932","8294","NA","1130","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","2","483409","129087","484463","486696","444932","2155","120791","485478","40099","488714","2128","NA","484451","488715","489848","New experiment","59","79557","68","yes","1024"
"86.9565217391","86.9565217391","1175.24637681","1175.24637681","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","68","0","68","68","68","0","0","68","0","68","0","0","68","68","68","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","56","11","/Users/danieldalton/subject-2.csv","legacy","7 1","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1535","37932","8294","NA","1535","2","legacy","2","1024","2","48000","-16","Sternburgtask","2","even","8","489862","129087","490915","493150","444932","2155","120791","491933","40099","495163","2128","NA","490904","495163","496701","New experiment","60","81092","69","yes","1024"
"87.1428571429","87.1428571429","1172.24285714","1172.24285714","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","69","0","69","69","69","0","0","69","0","69","0","0","69","69","69","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","57","11","/Users/danieldalton/subject-2.csv","legacy","4 3 2 5 8","Jazzy James","3.1.9","2","y","0","left","right","right","NA","left","965","37932","8294","NA","965","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","3","496715","129087","497768","500001","444932","2155","120791","498784","40099","502014","2128","NA","497757","502014","502981","New experiment","61","82057","70","yes","1024"
"85.9154929577","85.9154929577","1183.90140845","1183.90140845","black","no","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","70","0","70","70","70","0","0","70","0","70","0","0","70","70","70","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","58","11","/Users/danieldalton/subject-2.csv","legacy","8 9 5 6 7","Jazzy James","3.1.9","1","y","0","None","right","right","NA","None","2000","37932","8294","NA","2000","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","8","503000","129087","504054","506294","444932","2155","120791","505073","40099","508307","2128","NA","504042","508308","510309","New experiment","61","84057","71","yes","1024"
"86.1111111111","86.1111111111","1183.375","1183.375","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","71","0","71","71","71","0","0","71","0","71","0","0","71","71","71","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","59","11","/Users/danieldalton/subject-2.csv","legacy","6 3 1 7 9 8","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1146","37932","8294","NA","1146","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","4","503000","129087","511375","513609","510323","2155","120791","512390","40099","515623","2128","NA","511364","515623","516772","New experiment","62","85203","72","yes","1024"
"86.301369863","86.301369863","1180.1369863","1180.1369863","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","72","0","72","72","72","0","0","72","0","72","0","0","72","72","72","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","60","11","/Users/danieldalton/subject-2.csv","legacy","2 5 4 8 7","Jazzy James","3.1.9","3","y","0","left","right","right","NA","left","947","37932","8294","NA","947","2","legacy","5","1024","2","48000","-16","Sternburgtask","2","even","4","516788","129087","517842","520074","510323","2155","120791","518858","40099","522087","2128","NA","517831","522087","523037","New experiment","63","86150","73","yes","1024"
"86.4864864865","86.4864864865","1179.52702703","1179.52702703","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","73","0","73","73","73","0","0","73","0","73","0","0","73","73","73","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","61","11","/Users/danieldalton/subject-2.csv","legacy","1 6 4","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","1135","37932","8294","NA","1135","2","legacy","3","1024","2","48000","-16","Sternburgtask","2","even","7","523050","129087","524102","526333","510323","2155","120791","525116","40099","528351","2128","NA","524090","528351","529490","New experiment","64","87285","74","yes","1024"
"86.6666666667","86.6666666667","1176.53333333","1176.53333333","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","74","0","74","74","74","0","0","74","0","74","0","0","74","74","74","Wed Oct  3 19:42:11 2018","The main experiment item","yes","NA","Sternburg Task.osexp","/Users/danieldalton","no","mono","no","18","no","white","no","yes","768","legacy","62","11","/Users/danieldalton/subject-2.csv","legacy","2 3 8 5 6 7","Jazzy James","3.1.9","0","n","0","right","right","right","NA","right","955","37932","8294","NA","955","2","legacy","6","1024","2","48000","-16","Sternburgtask","2","even","1","529503","129087","530558","532797","510323","2155","120791","531577","40099","534812","2128","NA","530547","534812","535769","New experiment","65","88240","75","yes","1024"
