"","subject","condition","distance","init","RT","side"
"3728",20,"incongruent",1,141,1125,"left"
"3729",20,"incongruent",2,94,1062,"left"
"3730",20,"congruent",4,94,843,"left"
"3731",20,"congruent",4,62,828,"left"
"3732",20,"incongruent",3,109,750,"left"
"3733",20,"incongruent",3,140,859,"left"
"3734",20,"congruent",3,94,797,"left"
"3735",20,"congruent",2,78,812,"left"
"3736",20,"incongruent",2,344,875,"left"
"3737",20,"congruent",1,109,999,"left"
"3738",20,"congruent",1,203,859,"left"
"3739",20,"congruent",1,250,828,"left"
"3740",20,"incongruent",1,47,937,"left"
"3741",20,"congruent",3,140,1328,"left"
"3742",20,"congruent",4,203,984,"left"
"3743",20,"incongruent",1,156,781,"left"
"3744",20,"incongruent",1,375,1063,"left"
"3745",20,"congruent",2,94,843,"left"
"3746",20,"incongruent",3,172,734,"left"
"3747",20,"congruent",2,234,812,"left"
"3748",20,"incongruent",4,109,828,"left"
"3749",20,"congruent",3,78,828,"left"
"3750",20,"congruent",4,266,828,"left"
"3751",20,"congruent",4,265,828,"left"
"3752",20,"incongruent",3,157,1234,"left"
"3753",20,"incongruent",4,78,1063,"left"
"3754",20,"incongruent",2,125,781,"left"
"3755",20,"incongruent",3,109,781,"left"
"3756",20,"incongruent",2,203,984,"left"
"3757",20,"congruent",1,296,1218,"left"
"3758",20,"incongruent",3,78,1031,"left"
"3759",20,"congruent",4,187,1234,"left"
"3760",20,"incongruent",3,312,1172,"left"
"3761",20,"congruent",4,78,812,"left"
"3762",20,"congruent",3,125,828,"left"
"3763",20,"incongruent",1,78,797,"left"
"3764",20,"congruent",2,31,765,"left"
"3765",20,"congruent",4,218,937,"left"
"3766",20,"congruent",2,109,859,"left"
"3767",20,"incongruent",2,203,953,"left"
"3768",20,"congruent",1,250,937,"left"
"3769",20,"congruent",1,156,765,"left"
"3770",20,"congruent",3,203,1203,"left"
"3771",20,"incongruent",3,219,953,"left"
"3772",20,"congruent",2,78,1234,"left"
"3773",20,"incongruent",4,156,937,"left"
"3774",20,"incongruent",1,156,874,"left"
"3775",20,"congruent",3,141,797,"left"
"3776",20,"incongruent",2,234,874,"left"
"3777",20,"incongruent",4,297,984,"left"
"3778",20,"incongruent",1,125,1062,"left"
"3779",20,"incongruent",4,31,734,"left"
"3780",20,"incongruent",2,93,859,"left"
"3781",20,"congruent",4,172,671,"left"
"3782",20,"congruent",4,78,797,"left"
"3783",20,"congruent",2,375,765,"left"
"3784",20,"congruent",3,47,1062,"left"
"3785",20,"incongruent",4,125,828,"left"
"3786",20,"congruent",1,31,1093,"left"
"3787",20,"congruent",1,219,1125,"left"
"3788",20,"incongruent",1,141,828,"left"
"3789",20,"incongruent",1,31,796,"left"
"3790",20,"incongruent",3,125,969,"left"
"3791",20,"congruent",2,125,766,"left"
"3792",20,"congruent",1,140,1156,"left"
"3793",20,"congruent",2,187,797,"left"
"3794",20,"congruent",4,31,1047,"left"
"3795",20,"incongruent",3,140,765,"left"
"3796",20,"congruent",3,78,921,"left"
"3797",20,"incongruent",2,140,734,"left"
"3798",20,"congruent",3,94,891,"left"
"3799",20,"incongruent",4,172,875,"left"
"3800",20,"incongruent",1,188,1047,"left"
"3801",20,"incongruent",2,47,1000,"left"
"3802",20,"incongruent",3,109,1297,"left"
"3803",20,"incongruent",2,78,1062,"left"
"3804",20,"incongruent",4,31,937,"left"
"3805",20,"incongruent",3,313,891,"left"
"3806",20,"incongruent",1,94,937,"left"
"3807",20,"incongruent",3,141,1094,"left"
"3808",20,"incongruent",4,94,734,"left"
"3809",20,"congruent",1,31,968,"left"
"3810",20,"congruent",3,47,890,"left"
"3811",20,"congruent",2,125,906,"left"
"3812",20,"incongruent",2,79,1063,"left"
"3813",20,"incongruent",4,47,843,"left"
"3814",20,"congruent",1,391,922,"left"
"3815",20,"congruent",4,188,766,"left"
"3816",20,"congruent",3,141,781,"left"
"3817",20,"incongruent",2,219,1203,"left"
"3818",20,"congruent",4,62,875,"left"
"3819",20,"incongruent",1,406,874,"left"
"3820",20,"incongruent",3,282,797,"left"
"3821",20,"incongruent",4,156,1187,"left"
"3822",20,"congruent",4,156,1203,"left"
"3823",20,"incongruent",1,156,1188,"left"
"3824",20,"congruent",1,93,1078,"left"
"3825",20,"incongruent",2,47,1203,"left"
"3826",20,"congruent",2,249,1156,"left"
"3827",20,"congruent",2,125,1110,"left"
"3828",20,"congruent",3,156,1016,"left"
"3829",21,"congruent",3,94,1579,"left"
"3830",21,"congruent",1,156,1344,"left"
"3831",21,"incongruent",1,141,1219,"left"
"3832",21,"congruent",1,218,1515,"left"
"3833",21,"congruent",4,47,1187,"left"
"3834",21,"incongruent",3,172,1172,"left"
"3835",21,"incongruent",2,109,1343,"left"
"3836",21,"congruent",2,141,1422,"left"
"3837",21,"congruent",2,47,1281,"left"
"3838",21,"congruent",4,204,1360,"left"
"3839",21,"congruent",3,125,1125,"left"
"3840",21,"incongruent",4,250,1281,"left"
"3841",21,"incongruent",3,47,1484,"left"
"3842",21,"incongruent",4,125,1687,"left"
"3843",21,"incongruent",2,312,1344,"left"
"3844",21,"incongruent",1,94,1328,"left"
"3845",21,"incongruent",4,93,1250,"left"
"3846",21,"incongruent",1,63,1297,"left"
"3847",21,"incongruent",2,47,1703,"left"
"3848",21,"congruent",3,62,1328,"left"
"3849",21,"congruent",4,94,1641,"left"
"3850",21,"incongruent",3,47,1297,"left"
"3851",21,"congruent",2,172,1328,"left"
"3852",21,"congruent",1,203,1547,"left"
"3853",21,"congruent",2,46,1687,"left"
"3854",21,"incongruent",2,218,1265,"left"
"3855",21,"incongruent",3,47,1187,"left"
"3856",21,"congruent",2,31,1703,"left"
"3857",21,"incongruent",1,328,1297,"left"
"3858",21,"incongruent",1,78,1407,"left"
"3859",21,"congruent",3,62,1391,"left"
"3860",21,"incongruent",4,156,1453,"left"
"3861",21,"congruent",4,110,1453,"left"
"3862",21,"incongruent",3,219,1328,"left"
"3863",21,"incongruent",3,62,1453,"left"
"3864",21,"congruent",4,78,1047,"left"
"3865",21,"congruent",3,94,1438,"left"
"3866",21,"incongruent",4,141,1266,"left"
"3867",21,"congruent",4,172,1125,"left"
"3868",21,"congruent",3,235,1203,"left"
"3869",21,"incongruent",2,125,1312,"left"
"3870",21,"incongruent",4,47,1219,"left"
"3871",21,"incongruent",1,187,1421,"left"
"3872",21,"incongruent",2,125,1344,"left"
"3873",21,"congruent",2,78,1391,"left"
"3874",21,"congruent",1,78,1391,"left"
"3875",21,"congruent",1,312,1265,"left"
"3876",21,"congruent",1,78,1109,"left"
"3877",21,"congruent",1,109,1656,"left"
"3878",21,"incongruent",3,109,1640,"left"
"3879",21,"incongruent",1,109,1375,"left"
"3880",21,"congruent",1,79,1282,"left"
"3881",21,"incongruent",1,156,1344,"left"
"3882",21,"congruent",3,31,1328,"left"
"3883",21,"congruent",3,47,1172,"left"
"3884",21,"incongruent",2,78,1235,"left"
"3885",21,"congruent",2,79,1391,"left"
"3886",21,"incongruent",4,47,1282,"left"
"3887",21,"incongruent",1,109,1109,"left"
"3888",21,"congruent",4,156,1359,"left"
"3889",21,"congruent",4,78,1297,"left"
"3890",21,"congruent",4,125,1328,"left"
"3891",21,"congruent",2,234,1375,"left"
"3892",21,"incongruent",4,187,1281,"left"
"3893",21,"congruent",2,234,2156,"left"
"3894",21,"incongruent",3,94,1656,"left"
"3895",21,"incongruent",3,140,1328,"left"
"3896",21,"congruent",1,94,1265,"left"
"3897",21,"incongruent",4,94,1344,"left"
"3898",21,"incongruent",2,46,1453,"left"
"3899",21,"congruent",3,31,1484,"left"
"3900",21,"incongruent",2,47,1250,"left"
"3901",21,"congruent",1,62,1281,"left"
"3902",21,"congruent",4,375,1329,"left"
"3903",21,"incongruent",3,63,1281,"left"
"3904",21,"congruent",4,78,1078,"left"
"3905",21,"incongruent",3,31,1078,"left"
"3906",21,"congruent",2,140,1203,"left"
"3907",21,"congruent",1,188,969,"left"
"3908",21,"incongruent",1,62,1062,"left"
"3909",21,"incongruent",4,172,1188,"left"
"3910",21,"incongruent",1,234,1218,"left"
"3911",21,"congruent",2,219,1188,"left"
"3912",21,"congruent",1,32,1344,"left"
"3913",21,"congruent",3,62,1109,"left"
"3914",21,"congruent",2,250,1156,"left"
"3915",21,"incongruent",4,250,1172,"left"
"3916",21,"incongruent",3,125,1484,"left"
"3917",21,"incongruent",1,297,1610,"left"
"3918",21,"incongruent",4,312,1265,"left"
"3919",21,"congruent",4,47,1172,"left"
"3920",21,"congruent",3,281,1609,"left"
"3921",21,"congruent",3,63,1203,"left"
"3922",21,"incongruent",2,78,1344,"left"
"3923",21,"incongruent",2,297,1469,"left"
"3924",21,"congruent",2,31,1406,"left"
"3925",21,"incongruent",1,79,1188,"left"
"3926",21,"congruent",4,140,1156,"left"
"3927",21,"congruent",1,78,1234,"left"
"3928",21,"congruent",3,266,1641,"left"
"3929",21,"incongruent",4,313,1438,"left"
"3930",21,"incongruent",3,218,1109,"left"
"3931",21,"congruent",1,406,1421,"left"
"3932",21,"congruent",3,204,1219,"left"
"3933",21,"congruent",4,203,1031,"left"
"3934",21,"congruent",4,187,1218,"left"
"3935",21,"incongruent",1,31,969,"left"
"3936",21,"congruent",2,47,1094,"left"
"3937",21,"incongruent",3,78,1453,"left"
"3938",21,"congruent",1,219,1234,"left"
"3939",21,"congruent",2,47,1219,"left"
"3940",21,"congruent",3,31,1063,"left"
"3941",21,"incongruent",2,94,1687,"left"
"3942",21,"incongruent",2,63,1359,"left"
"3943",21,"incongruent",4,266,1156,"left"
"3944",21,"incongruent",3,62,953,"left"
"3945",21,"incongruent",4,62,953,"left"
"3946",21,"incongruent",2,125,1031,"left"
"3947",21,"incongruent",1,109,1109,"left"
"3948",21,"incongruent",2,63,1313,"left"
"3949",21,"congruent",1,62,1234,"left"
"3950",21,"congruent",2,157,1000,"left"
"3951",21,"incongruent",1,94,1110,"left"
"3952",21,"incongruent",2,110,1235,"left"
"3953",21,"congruent",4,78,1188,"left"
"3954",21,"congruent",3,188,953,"left"
"3955",21,"congruent",3,94,1391,"left"
"3956",21,"congruent",2,78,1140,"left"
"3957",21,"congruent",1,281,1235,"left"
"3958",21,"incongruent",2,157,1344,"left"
"3959",21,"congruent",3,78,1234,"left"
"3960",21,"congruent",1,125,1171,"left"
"3961",21,"incongruent",3,62,1546,"left"
"3962",21,"incongruent",4,94,1203,"left"
"3963",21,"incongruent",4,250,1219,"left"
"3964",21,"congruent",4,109,969,"left"
"3965",21,"incongruent",4,203,1109,"left"
"3966",21,"congruent",2,313,1297,"left"
"3967",21,"incongruent",1,94,1250,"left"
"3968",21,"incongruent",3,31,1141,"left"
"3969",21,"congruent",4,109,1234,"left"
"3970",21,"incongruent",3,63,1281,"left"
"3971",21,"incongruent",1,31,1078,"left"
"3972",21,"congruent",2,78,1250,"left"
"3973",21,"congruent",4,250,1078,"left"
"3974",21,"incongruent",1,203,1266,"left"
"3975",21,"congruent",2,109,1203,"left"
"3976",21,"congruent",4,234,1125,"left"
"3977",21,"incongruent",3,156,1187,"left"
"3978",21,"incongruent",4,31,1406,"left"
"3979",21,"incongruent",3,141,1391,"left"
"3980",21,"congruent",3,47,2640,"left"
"3981",21,"congruent",1,203,1313,"left"
"3982",21,"congruent",1,109,1484,"left"
"3983",21,"congruent",1,172,1453,"left"
"3984",21,"congruent",3,156,1265,"left"
"3985",21,"congruent",3,78,1328,"left"
"3986",21,"incongruent",2,31,1359,"left"
"3987",21,"congruent",2,93,1172,"left"
"3988",21,"incongruent",4,157,2375,"left"
"3989",21,"incongruent",3,47,1312,"left"
"3990",21,"congruent",4,63,1110,"left"
"3991",21,"incongruent",4,31,1359,"left"
"3992",21,"incongruent",1,93,1265,"left"
"3993",21,"incongruent",2,156,1250,"left"
"3994",21,"incongruent",1,265,1984,"left"
"3995",21,"incongruent",2,78,1250,"left"
"3996",21,"incongruent",3,312,1656,"left"
"3997",21,"incongruent",1,78,1203,"left"
"3998",21,"incongruent",4,78,1281,"left"
"3999",21,"incongruent",3,78,1359,"left"
"4000",21,"congruent",3,328,1359,"left"
"4001",21,"incongruent",3,110,1344,"left"
"4002",21,"congruent",3,218,1093,"left"
"4003",21,"incongruent",2,125,1235,"left"
"4004",21,"congruent",1,78,1047,"left"
"4005",21,"incongruent",1,156,1344,"left"
"4006",21,"incongruent",2,47,1157,"left"
"4007",21,"congruent",4,109,1078,"left"
"4008",21,"congruent",4,62,2234,"left"
"4009",21,"incongruent",2,125,1312,"left"
"4010",21,"congruent",2,172,938,"left"
"4011",21,"incongruent",4,156,1219,"left"
"4012",21,"congruent",3,47,1406,"left"
"4013",21,"congruent",4,125,1156,"left"
"4014",21,"incongruent",1,32,1313,"left"
"4015",21,"congruent",1,110,1422,"left"
"4016",21,"congruent",1,110,1094,"left"
"4017",21,"incongruent",4,47,1625,"left"
"4018",21,"congruent",2,125,1281,"left"
"4019",21,"congruent",2,47,1234,"left"
"4020",22,"incongruent",1,984,1953,"left"
"4021",22,"incongruent",4,78,1406,"left"
"4022",22,"incongruent",1,109,1312,"left"
"4023",22,"congruent",2,47,1422,"left"
"4024",22,"congruent",1,125,1453,"left"
"4025",22,"congruent",4,31,1422,"left"
"4026",22,"congruent",3,31,1218,"left"
"4027",22,"congruent",1,94,1656,"left"
"4028",22,"incongruent",2,141,1625,"left"
"4029",22,"incongruent",3,31,1281,"left"
"4030",22,"congruent",4,110,1266,"left"
"4031",22,"congruent",3,109,1359,"left"
"4032",22,"congruent",1,63,1610,"left"
"4033",22,"incongruent",4,93,1687,"left"
"4034",22,"congruent",2,63,1125,"left"
"4035",22,"incongruent",3,140,1406,"left"
"4036",22,"incongruent",3,266,1313,"left"
"4037",22,"incongruent",2,141,1203,"left"
"4038",22,"incongruent",4,63,1203,"left"
"4039",22,"incongruent",1,47,1234,"left"
"4040",22,"incongruent",2,47,1172,"left"
"4041",22,"congruent",4,93,1109,"left"
"4042",22,"congruent",3,32,1204,"left"
"4043",22,"congruent",2,109,1453,"left"
"4044",22,"congruent",4,125,1406,"left"
"4045",22,"incongruent",2,31,1235,"left"
"4046",22,"incongruent",2,94,1438,"left"
"4047",22,"incongruent",3,78,1141,"left"
"4048",22,"incongruent",3,63,1157,"left"
"4049",22,"incongruent",2,31,1250,"left"
"4050",22,"incongruent",4,47,1187,"left"
"4051",22,"congruent",1,63,1703,"left"
"4052",22,"congruent",2,78,1453,"left"
"4053",22,"incongruent",1,47,1265,"left"
"4054",22,"congruent",2,79,1422,"left"
"4055",22,"incongruent",1,78,1250,"left"
"4056",22,"congruent",1,63,1141,"left"
"4057",22,"incongruent",1,31,1219,"left"
"4058",22,"incongruent",4,63,1313,"left"
"4059",22,"incongruent",3,94,1266,"left"
"4060",22,"congruent",1,31,953,"left"
"4061",22,"congruent",3,31,1391,"left"
"4062",22,"congruent",3,31,1078,"left"
"4063",22,"congruent",2,94,1219,"left"
"4064",22,"incongruent",4,63,1531,"left"
"4065",22,"congruent",4,203,1047,"left"
"4066",22,"congruent",3,109,1156,"left"
"4067",22,"congruent",4,250,1422,"left"
"4068",22,"incongruent",2,47,984,"left"
"4069",22,"incongruent",3,62,1125,"left"
"4070",22,"congruent",1,78,969,"left"
"4071",22,"congruent",4,78,1062,"left"
"4072",22,"congruent",2,63,1344,"left"
"4073",22,"incongruent",1,94,1485,"left"
"4074",22,"incongruent",3,32,969,"left"
"4075",22,"incongruent",1,63,1047,"left"
"4076",22,"incongruent",3,125,1032,"left"
"4077",22,"congruent",4,62,1359,"left"
"4078",22,"congruent",3,31,1000,"left"
"4079",22,"congruent",2,203,1203,"left"
"4080",22,"incongruent",4,63,1281,"left"
"4081",22,"congruent",3,32,1016,"left"
"4082",22,"congruent",2,141,1047,"left"
"4083",22,"congruent",1,31,1141,"left"
"4084",22,"incongruent",2,78,1094,"left"
"4085",22,"incongruent",1,47,1204,"left"
"4086",22,"incongruent",4,62,1078,"left"
"4087",22,"congruent",4,62,1250,"left"
"4088",22,"congruent",3,32,1235,"left"
"4089",22,"incongruent",4,62,1312,"left"
"4090",22,"incongruent",2,94,1141,"left"
"4091",22,"congruent",1,32,1360,"left"
"4092",22,"incongruent",2,78,1375,"left"
"4093",22,"incongruent",1,62,953,"left"
"4094",22,"incongruent",2,250,1250,"left"
"4095",22,"congruent",2,31,1281,"left"
"4096",22,"congruent",1,141,1235,"left"
"4097",22,"congruent",2,31,1266,"left"
"4098",22,"congruent",3,63,984,"left"
"4099",22,"congruent",3,78,1188,"left"
"4100",22,"congruent",4,47,1063,"left"
"4101",22,"congruent",2,47,1015,"left"
"4102",22,"incongruent",4,63,1125,"left"
"4103",22,"incongruent",3,47,1063,"left"
"4104",22,"congruent",3,78,1375,"left"
"4105",22,"congruent",4,47,1109,"left"
"4106",22,"congruent",1,31,1531,"left"
"4107",22,"incongruent",3,31,1203,"left"
"4108",22,"congruent",4,62,1156,"left"
"4109",22,"congruent",1,47,953,"left"
"4110",22,"incongruent",3,46,1078,"left"
"4111",22,"incongruent",2,172,1406,"left"
"4112",22,"incongruent",4,94,1344,"left"
"4113",22,"incongruent",1,78,1046,"left"
"4114",22,"incongruent",1,62,1172,"left"
"4115",22,"incongruent",4,47,1234,"left"
"4116",22,"incongruent",3,47,1547,"left"
"4117",22,"congruent",1,47,1157,"left"
"4118",22,"congruent",4,78,1000,"left"
"4119",22,"congruent",4,47,1110,"left"
"4120",22,"congruent",2,47,1172,"left"
"4121",22,"incongruent",4,31,891,"left"
"4122",22,"incongruent",1,47,1172,"left"
"4123",22,"congruent",3,47,1844,"left"
"4124",22,"congruent",2,31,1422,"left"
"4125",22,"incongruent",2,78,1031,"left"
"4126",22,"incongruent",2,78,1156,"left"
"4127",22,"incongruent",1,47,1390,"left"
"4128",22,"incongruent",3,110,1235,"left"
"4129",22,"incongruent",2,32,1282,"left"
"4130",22,"congruent",3,250,1360,"left"
"4131",22,"congruent",3,32,1344,"left"
"4132",22,"congruent",4,157,1219,"left"
"4133",22,"congruent",1,31,1375,"left"
"4134",22,"incongruent",1,109,1187,"left"
"4135",22,"incongruent",3,31,1344,"left"
"4136",22,"congruent",1,125,1265,"left"
"4137",22,"congruent",2,109,1437,"left"
"4138",22,"incongruent",4,31,1281,"left"
"4139",22,"incongruent",4,31,1063,"left"
"4140",22,"incongruent",2,79,1000,"left"
"4141",22,"congruent",1,62,1266,"left"
"4142",22,"congruent",2,109,1156,"left"
"4143",22,"incongruent",3,63,1141,"left"
"4144",22,"incongruent",1,47,1047,"left"
"4145",22,"incongruent",1,94,1000,"left"
"4146",22,"congruent",3,47,1109,"left"
"4147",22,"incongruent",1,31,938,"left"
"4148",22,"congruent",3,78,1375,"left"
"4149",22,"congruent",4,63,1266,"left"
"4150",22,"incongruent",4,79,1375,"left"
"4151",22,"congruent",2,62,1109,"left"
"4152",22,"congruent",1,32,1047,"left"
"4153",22,"incongruent",2,31,1093,"left"
"4154",22,"incongruent",4,125,1297,"left"
"4155",22,"congruent",2,78,1078,"left"
"4156",22,"congruent",1,79,1110,"left"
"4157",22,"congruent",4,93,1328,"left"
"4158",22,"congruent",3,141,1203,"left"
"4159",22,"incongruent",4,47,1281,"left"
"4160",22,"congruent",4,78,1203,"left"
"4161",22,"incongruent",3,125,1203,"left"
"4162",22,"incongruent",2,47,1032,"left"
"4163",22,"incongruent",3,63,1078,"left"
"4164",22,"incongruent",4,32,954,"left"
"4165",22,"incongruent",1,62,1000,"left"
"4166",22,"congruent",4,62,1172,"left"
"4167",22,"congruent",3,62,953,"left"
"4168",22,"incongruent",1,46,1109,"left"
"4169",22,"congruent",3,31,1156,"left"
"4170",22,"incongruent",2,172,1140,"left"
"4171",22,"congruent",2,63,1250,"left"
"4172",22,"congruent",1,31,985,"left"
"4173",22,"congruent",1,62,1140,"left"
"4174",22,"incongruent",1,31,1172,"left"
"4175",22,"incongruent",2,93,1125,"left"
"4176",22,"congruent",3,78,1109,"left"
"4177",22,"congruent",2,62,1078,"left"
"4178",22,"congruent",2,125,1203,"left"
"4179",22,"incongruent",4,125,1078,"left"
"4180",22,"congruent",4,47,1031,"left"
"4181",22,"incongruent",3,62,1234,"left"
"4182",22,"congruent",4,31,1250,"left"
"4183",22,"incongruent",3,62,1312,"left"
"4184",22,"incongruent",2,94,1219,"left"
"4185",22,"congruent",1,63,1078,"left"
"4186",22,"incongruent",4,78,1218,"left"
"4187",22,"incongruent",3,31,1203,"left"
"4188",22,"congruent",3,31,922,"left"
"4189",22,"congruent",1,32,3157,"left"
"4190",22,"congruent",2,46,1328,"left"
"4191",22,"incongruent",3,31,1046,"left"
"4192",22,"incongruent",4,31,2485,"left"
"4193",22,"incongruent",3,78,1094,"left"
"4194",22,"congruent",4,109,1297,"left"
"4195",22,"congruent",2,141,1141,"left"
"4196",22,"incongruent",4,125,1219,"left"
"4197",22,"incongruent",1,110,969,"left"
"4198",22,"congruent",4,47,875,"left"
"4199",22,"incongruent",2,32,1032,"left"
"4200",22,"congruent",3,31,968,"left"
"4201",22,"congruent",1,32,829,"left"
"4202",22,"incongruent",1,47,1078,"left"
"4203",22,"incongruent",2,62,1031,"left"
"4204",22,"incongruent",4,63,1047,"left"
"4205",22,"incongruent",2,31,1406,"left"
"4206",22,"congruent",2,32,1172,"left"
"4207",22,"incongruent",3,93,1140,"left"
"4208",22,"congruent",3,47,1140,"left"
"4209",22,"congruent",4,32,1344,"left"
"4210",22,"congruent",1,62,1250,"left"
"4211",22,"incongruent",1,47,1063,"left"
"4212",23,"congruent",4,47,1204,"left"
"4213",23,"congruent",3,157,1313,"left"
"4214",23,"incongruent",3,141,1328,"left"
"4215",23,"incongruent",4,297,1078,"left"
"4216",23,"incongruent",4,203,1203,"left"
"4217",23,"congruent",1,31,1109,"left"
"4218",23,"incongruent",2,234,1265,"left"
"4219",23,"incongruent",3,297,1110,"left"
"4220",23,"incongruent",2,282,1329,"left"
"4221",23,"incongruent",1,31,1062,"left"
"4222",23,"congruent",4,203,1032,"left"
"4223",23,"congruent",1,250,1204,"left"
"4224",23,"congruent",3,281,1156,"left"
"4225",23,"congruent",2,234,1031,"left"
"4226",23,"congruent",2,266,1109,"left"
"4227",23,"congruent",3,47,1172,"left"
"4228",23,"incongruent",4,234,1172,"left"
"4229",23,"incongruent",1,172,1140,"left"
"4230",23,"congruent",2,235,1172,"left"
"4231",23,"congruent",4,281,2985,"left"
"4232",23,"incongruent",3,63,1156,"left"
"4233",23,"congruent",1,235,1125,"left"
"4234",23,"incongruent",1,110,1219,"left"
"4235",23,"incongruent",2,281,1047,"left"
"4236",23,"incongruent",2,93,1093,"left"
"4237",23,"congruent",1,31,891,"left"
"4238",23,"incongruent",1,47,1219,"left"
"4239",23,"incongruent",3,78,1172,"left"
"4240",23,"incongruent",4,250,953,"left"
"4241",23,"congruent",3,31,1187,"left"
"4242",23,"incongruent",2,282,1204,"left"
"4243",23,"congruent",1,171,1375,"left"
"4244",23,"congruent",2,250,1062,"left"
"4245",23,"congruent",3,218,1156,"left"
"4246",23,"congruent",3,47,1250,"left"
"4247",23,"incongruent",4,31,1172,"left"
"4248",23,"congruent",4,157,1141,"left"
"4249",23,"incongruent",1,156,1141,"left"
"4250",23,"incongruent",3,218,1078,"left"
"4251",23,"incongruent",2,297,1266,"left"
"4252",23,"incongruent",1,31,1516,"left"
"4253",23,"congruent",1,266,1172,"left"
"4254",23,"congruent",2,359,1359,"left"
"4255",23,"congruent",4,78,1109,"left"
"4256",23,"congruent",2,47,1281,"left"
"4257",23,"congruent",4,281,1250,"left"
"4258",23,"incongruent",3,31,1125,"left"
"4259",23,"incongruent",4,234,1109,"left"
"4260",23,"congruent",4,47,1188,"left"
"4261",23,"incongruent",2,63,1016,"left"
"4262",23,"congruent",2,125,1172,"left"
"4263",23,"congruent",3,31,1063,"left"
"4264",23,"incongruent",3,31,1078,"left"
"4265",23,"incongruent",1,47,1281,"left"
"4266",23,"incongruent",4,47,1157,"left"
"4267",23,"congruent",2,94,1312,"left"
"4268",23,"congruent",1,47,891,"left"
"4269",23,"congruent",4,47,1156,"left"
"4270",23,"congruent",2,94,1172,"left"
"4271",23,"incongruent",1,266,1328,"left"
"4272",23,"congruent",4,31,1234,"left"
"4273",23,"congruent",3,62,1297,"left"
"4274",23,"incongruent",4,32,1172,"left"
"4275",23,"incongruent",4,266,1203,"left"
"4276",23,"incongruent",3,47,1062,"left"
"4277",23,"congruent",3,31,2484,"left"
"4278",23,"incongruent",3,31,1250,"left"
"4279",23,"incongruent",1,109,1359,"left"
"4280",23,"incongruent",2,266,1360,"left"
"4281",23,"congruent",1,109,1312,"left"
"4282",23,"incongruent",2,47,1187,"left"
"4283",23,"congruent",1,47,1234,"left"
"4284",23,"incongruent",2,235,1110,"left"
"4285",23,"incongruent",2,31,1375,"left"
"4286",23,"congruent",1,78,1188,"left"
"4287",23,"incongruent",4,62,1422,"left"
"4288",23,"incongruent",3,141,1391,"left"
"4289",23,"incongruent",4,31,1218,"left"
"4290",23,"congruent",4,140,1062,"left"
"4291",23,"incongruent",1,265,1140,"left"
"4292",23,"incongruent",3,109,1078,"left"
"4293",23,"congruent",3,94,1047,"left"
"4294",23,"congruent",2,313,984,"left"
"4295",23,"incongruent",1,47,1172,"left"
"4296",23,"incongruent",2,47,1062,"left"
"4297",23,"congruent",3,234,1047,"left"
"4298",23,"incongruent",3,32,1438,"left"
"4299",23,"congruent",4,31,1000,"left"
"4300",23,"congruent",1,78,1125,"left"
"4301",23,"congruent",2,141,1141,"left"
"4302",23,"incongruent",4,78,1265,"left"
"4303",23,"congruent",2,94,1172,"left"
"4304",23,"congruent",4,297,1235,"left"
"4305",23,"congruent",3,47,906,"left"
"4306",23,"incongruent",1,109,1219,"left"
"4307",23,"congruent",1,79,985,"left"
"4308",23,"incongruent",1,203,1203,"left"
"4309",23,"congruent",3,250,906,"left"
"4310",23,"incongruent",2,31,1172,"left"
"4311",23,"incongruent",3,47,1000,"left"
"4312",23,"congruent",2,141,1094,"left"
"4313",23,"incongruent",4,47,1250,"left"
"4314",23,"congruent",4,156,1125,"left"
"4315",23,"incongruent",3,31,1312,"left"
"4316",23,"congruent",3,219,1266,"left"
"4317",23,"congruent",1,78,1063,"left"
"4318",23,"incongruent",3,78,1265,"left"
"4319",23,"congruent",1,62,969,"left"
"4320",23,"incongruent",1,109,1484,"left"
"4321",23,"congruent",2,125,1250,"left"
"4322",23,"incongruent",2,94,1047,"left"
"4323",23,"congruent",4,344,1047,"left"
"4324",23,"incongruent",4,125,1156,"left"
"4325",23,"incongruent",4,203,1297,"left"
"4326",23,"congruent",3,47,1109,"left"
"4327",23,"congruent",1,297,1094,"left"
"4328",23,"congruent",2,31,1125,"left"
"4329",23,"incongruent",1,313,1094,"left"
"4330",23,"incongruent",2,218,1437,"left"
"4331",23,"congruent",4,156,1047,"left"
"4332",23,"incongruent",1,47,1282,"left"
"4333",23,"incongruent",4,47,907,"left"
"4334",23,"incongruent",1,297,1000,"left"
"4335",23,"incongruent",1,31,968,"left"
"4336",23,"incongruent",4,31,1266,"left"
"4337",23,"incongruent",3,62,1359,"left"
"4338",23,"incongruent",4,78,1328,"left"
"4339",23,"congruent",3,141,1078,"left"
"4340",23,"incongruent",2,281,1265,"left"
"4341",23,"incongruent",2,46,1437,"left"
"4342",23,"congruent",2,109,1156,"left"
"4343",23,"congruent",4,125,1062,"left"
"4344",23,"congruent",3,282,1532,"left"
"4345",23,"incongruent",3,265,1203,"left"
"4346",23,"incongruent",2,328,1218,"left"
"4347",23,"congruent",1,62,1062,"left"
"4348",23,"congruent",2,219,938,"left"
"4349",23,"congruent",1,235,1125,"left"
"4350",23,"congruent",1,78,1063,"left"
"4351",23,"incongruent",3,125,1157,"left"
"4352",23,"congruent",4,94,906,"left"
