"","subject","condition","distance","init","RT","side"
"14173",106,"incongruent",1,94,1532,"right"
"14174",106,"incongruent",4,94,1344,"right"
"14175",106,"congruent",1,94,1156,"right"
"14176",106,"congruent",2,203,1203,"right"
"14177",106,"incongruent",3,62,1593,"right"
"14178",106,"congruent",4,32,1578,"right"
"14179",106,"congruent",3,172,1438,"right"
"14180",106,"incongruent",4,140,2578,"right"
"14181",106,"congruent",2,125,1438,"right"
"14182",106,"incongruent",3,31,2031,"right"
"14183",106,"incongruent",2,63,1438,"right"
"14184",106,"incongruent",2,94,1531,"right"
"14185",106,"incongruent",2,46,1406,"right"
"14186",106,"incongruent",3,78,1203,"right"
"14187",106,"incongruent",1,31,1515,"right"
"14188",106,"congruent",1,47,1579,"right"
"14189",106,"congruent",3,110,1610,"right"
"14190",106,"congruent",2,63,1578,"right"
"14191",106,"incongruent",1,78,1031,"right"
"14192",106,"incongruent",1,94,1547,"right"
"14193",106,"incongruent",4,78,1671,"right"
"14194",106,"incongruent",4,94,1781,"right"
"14195",106,"congruent",3,78,1297,"right"
"14196",106,"congruent",4,250,1328,"right"
"14197",106,"congruent",4,32,1125,"right"
"14198",106,"congruent",1,62,1078,"right"
"14199",106,"incongruent",3,93,984,"right"
"14200",106,"incongruent",4,31,1172,"right"
"14201",106,"congruent",4,62,1141,"right"
"14202",106,"incongruent",3,31,1406,"right"
"14203",106,"congruent",2,47,1203,"right"
"14204",106,"congruent",1,47,1531,"right"
"14205",106,"congruent",3,32,1157,"right"
"14206",106,"incongruent",2,125,1563,"right"
"14207",106,"congruent",4,422,1625,"right"
"14208",106,"congruent",2,78,1484,"right"
"14209",106,"congruent",3,47,1265,"right"
"14210",106,"incongruent",1,31,1375,"right"
"14211",106,"incongruent",2,94,1547,"right"
"14212",106,"incongruent",1,94,1297,"right"
"14213",106,"congruent",1,47,1204,"right"
"14214",106,"congruent",3,156,1343,"right"
"14215",106,"incongruent",4,62,1937,"right"
"14216",106,"congruent",2,31,1281,"right"
"14217",106,"incongruent",2,31,1359,"right"
"14218",106,"congruent",4,63,1375,"right"
"14219",106,"incongruent",4,31,1765,"right"
"14220",106,"incongruent",3,31,1141,"right"
"14221",106,"congruent",1,31,1421,"right"
"14222",106,"incongruent",1,32,1157,"right"
"14223",106,"incongruent",1,62,1921,"right"
"14224",106,"incongruent",2,32,1375,"right"
"14225",106,"congruent",1,46,1625,"right"
"14226",106,"congruent",2,32,1750,"right"
"14227",106,"congruent",1,32,1516,"right"
"14228",106,"incongruent",3,62,1406,"right"
"14229",106,"incongruent",4,313,1719,"right"
"14230",106,"congruent",4,78,1453,"right"
"14231",106,"congruent",3,32,1532,"right"
"14232",106,"congruent",3,31,1906,"right"
"14233",106,"congruent",4,31,1203,"right"
"14234",106,"congruent",1,47,1875,"right"
"14235",106,"incongruent",3,47,1641,"right"
"14236",106,"incongruent",1,63,1344,"right"
"14237",106,"congruent",4,31,1140,"right"
"14238",106,"incongruent",4,47,1282,"right"
"14239",106,"incongruent",4,31,1328,"right"
"14240",106,"incongruent",2,31,1437,"right"
"14241",106,"congruent",2,63,1156,"right"
"14242",106,"incongruent",2,31,1547,"right"
"14243",106,"congruent",2,32,1250,"right"
"14244",106,"incongruent",1,47,1297,"right"
"14245",106,"congruent",3,31,1141,"right"
"14246",106,"incongruent",3,46,1156,"right"
"14247",106,"incongruent",2,63,1407,"right"
"14248",106,"congruent",3,140,1687,"right"
"14249",106,"congruent",4,32,1016,"right"
"14250",106,"congruent",4,156,1172,"right"
"14251",106,"congruent",3,78,1500,"right"
"14252",106,"congruent",4,47,1063,"right"
"14253",106,"incongruent",1,32,1266,"right"
"14254",106,"incongruent",1,47,1188,"right"
"14255",106,"congruent",1,32,860,"right"
"14256",106,"incongruent",4,32,938,"right"
"14257",106,"congruent",1,46,1468,"right"
"14258",106,"congruent",3,46,1156,"right"
"14259",106,"congruent",2,31,906,"right"
"14260",106,"incongruent",3,32,1110,"right"
"14261",106,"incongruent",4,78,1297,"right"
"14262",106,"congruent",2,78,953,"right"
"14263",106,"congruent",1,156,969,"right"
"14264",106,"incongruent",4,94,1109,"right"
"14265",106,"incongruent",2,32,1079,"right"
"14266",106,"incongruent",1,31,969,"right"
"14267",106,"incongruent",3,47,1172,"right"
"14268",106,"incongruent",2,31,1703,"right"
"14269",106,"incongruent",3,63,906,"right"
"14270",106,"congruent",2,31,969,"right"
"14271",106,"incongruent",1,78,1031,"right"
"14272",106,"congruent",2,62,1437,"right"
"14273",106,"congruent",4,78,1219,"right"
"14274",106,"incongruent",4,47,1109,"right"
"14275",106,"congruent",1,31,985,"right"
"14276",106,"incongruent",3,47,1016,"right"
"14277",106,"congruent",4,47,985,"right"
"14278",106,"incongruent",2,31,1078,"right"
"14279",106,"incongruent",2,63,1266,"right"
"14280",106,"congruent",4,31,906,"right"
"14281",106,"congruent",2,32,844,"right"
"14282",106,"incongruent",4,31,1141,"right"
"14283",106,"incongruent",1,47,1078,"right"
"14284",106,"incongruent",1,47,1188,"right"
"14285",106,"incongruent",2,31,1140,"right"
"14286",106,"incongruent",3,47,1828,"right"
"14287",106,"congruent",2,47,1078,"right"
"14288",106,"congruent",3,62,1047,"right"
"14289",106,"incongruent",3,31,1484,"right"
"14290",106,"congruent",3,32,1219,"right"
"14291",106,"congruent",3,47,984,"right"
"14292",106,"congruent",1,78,1094,"right"
"14293",106,"incongruent",4,141,1188,"right"
"14294",106,"congruent",1,328,1391,"right"
"14295",106,"incongruent",3,172,1063,"right"
"14296",106,"congruent",1,31,1015,"right"
"14297",106,"incongruent",3,31,938,"right"
"14298",106,"congruent",1,266,1485,"right"
"14299",106,"congruent",2,47,1594,"right"
"14300",106,"incongruent",2,63,2000,"right"
"14301",106,"congruent",4,62,1156,"right"
"14302",106,"congruent",2,31,1359,"right"
"14303",106,"incongruent",4,63,1328,"right"
"14304",106,"congruent",2,32,1047,"right"
"14305",106,"incongruent",2,31,1547,"right"
"14306",106,"congruent",3,343,1453,"right"
"14307",106,"congruent",4,235,1610,"right"
"14308",106,"congruent",1,31,1031,"right"
"14309",106,"incongruent",3,47,1110,"right"
"14310",106,"incongruent",2,46,1218,"right"
"14311",106,"incongruent",1,62,1672,"right"
"14312",106,"incongruent",4,32,985,"right"
"14313",106,"incongruent",1,31,1672,"right"
"14314",106,"incongruent",1,47,1203,"right"
"14315",106,"congruent",3,31,1125,"right"
"14316",106,"congruent",3,31,1218,"right"
"14317",106,"incongruent",4,32,1344,"right"
"14318",106,"congruent",4,47,1172,"right"
"14319",107,"incongruent",3,406,2203,"right"
"14320",107,"congruent",4,31,1016,"right"
"14321",107,"congruent",2,31,1078,"right"
"14322",107,"incongruent",4,31,1328,"right"
"14323",107,"congruent",4,32,1250,"right"
"14324",107,"congruent",1,47,1297,"right"
"14325",107,"incongruent",4,31,1234,"right"
"14326",107,"incongruent",1,78,1343,"right"
"14327",107,"incongruent",4,47,1000,"right"
"14328",107,"incongruent",1,109,1922,"right"
"14329",107,"incongruent",1,47,1485,"right"
"14330",107,"incongruent",2,47,2187,"right"
"14331",107,"congruent",3,47,1360,"right"
"14332",107,"incongruent",3,32,1172,"right"
"14333",107,"incongruent",3,31,1125,"right"
"14334",107,"congruent",4,125,1172,"right"
"14335",107,"incongruent",2,31,1000,"right"
"14336",107,"congruent",3,47,1032,"right"
"14337",107,"congruent",1,62,1156,"right"
"14338",107,"congruent",3,78,2359,"right"
"14339",107,"congruent",1,31,1437,"right"
"14340",107,"congruent",2,31,1265,"right"
"14341",107,"incongruent",2,32,1125,"right"
"14342",107,"incongruent",2,79,1704,"right"
"14343",107,"congruent",1,63,1735,"right"
"14344",107,"incongruent",4,62,1297,"right"
"14345",107,"congruent",3,31,1250,"right"
"14346",107,"incongruent",3,47,1234,"right"
"14347",107,"incongruent",4,31,1438,"right"
"14348",107,"incongruent",2,47,1187,"right"
"14349",107,"incongruent",1,63,1422,"right"
"14350",107,"incongruent",1,47,1281,"right"
"14351",107,"congruent",3,32,1438,"right"
"14352",107,"congruent",4,47,1188,"right"
"14353",107,"incongruent",3,31,1375,"right"
"14354",107,"incongruent",3,62,1515,"right"
"14355",107,"congruent",2,78,2593,"right"
"14356",107,"congruent",2,63,1281,"right"
"14357",107,"incongruent",1,79,1250,"right"
"14358",107,"congruent",2,31,1312,"right"
"14359",107,"congruent",1,62,1312,"right"
"14360",107,"congruent",1,47,1172,"right"
"14361",107,"congruent",4,47,1313,"right"
"14362",107,"congruent",3,32,1110,"right"
"14363",107,"incongruent",4,125,1266,"right"
"14364",107,"congruent",4,125,1281,"right"
"14365",107,"congruent",4,47,1125,"right"
"14366",107,"congruent",1,31,1250,"right"
"14367",107,"congruent",1,31,968,"right"
"14368",107,"incongruent",3,31,1281,"right"
"14369",107,"incongruent",2,31,1140,"right"
"14370",107,"incongruent",3,31,1078,"right"
"14371",107,"congruent",3,93,1593,"right"
"14372",107,"congruent",3,47,1219,"right"
"14373",107,"incongruent",4,32,1766,"right"
"14374",107,"congruent",4,31,1172,"right"
"14375",107,"incongruent",1,31,1390,"right"
"14376",107,"congruent",2,31,1297,"right"
"14377",107,"incongruent",4,250,1516,"right"
"14378",107,"congruent",4,47,1297,"right"
"14379",107,"incongruent",2,47,1234,"right"
"14380",107,"congruent",3,47,1485,"right"
"14381",107,"incongruent",3,31,2594,"right"
"14382",107,"incongruent",2,63,1688,"right"
"14383",107,"incongruent",1,31,1641,"right"
"14384",107,"congruent",2,32,1250,"right"
"14385",107,"congruent",2,32,1063,"right"
"14386",107,"incongruent",4,47,1297,"right"
"14387",107,"incongruent",1,32,2032,"right"
"14388",107,"congruent",1,93,1625,"right"
"14389",107,"congruent",4,46,1796,"right"
"14390",107,"congruent",2,31,1875,"right"
"14391",107,"incongruent",2,47,1610,"right"
"14392",107,"congruent",2,31,1687,"right"
"14393",107,"congruent",2,32,1453,"right"
"14394",107,"incongruent",3,31,1672,"right"
"14395",107,"incongruent",3,78,1672,"right"
"14396",107,"congruent",1,62,1344,"right"
"14397",107,"incongruent",4,47,1406,"right"
"14398",107,"incongruent",1,78,1812,"right"
"14399",107,"incongruent",1,109,1640,"right"
"14400",107,"incongruent",3,47,1500,"right"
"14401",107,"congruent",3,31,1281,"right"
"14402",107,"congruent",3,62,1469,"right"
"14403",107,"congruent",3,47,1672,"right"
"14404",107,"incongruent",4,47,2407,"right"
"14405",107,"incongruent",2,47,1344,"right"
"14406",107,"incongruent",1,47,2282,"right"
"14407",107,"incongruent",2,31,1515,"right"
"14408",107,"incongruent",4,47,1734,"right"
"14409",107,"congruent",4,47,1797,"right"
"14410",107,"congruent",4,31,1500,"right"
"14411",107,"congruent",1,93,1671,"right"
"14412",107,"incongruent",1,47,1625,"right"
"14413",107,"incongruent",3,31,1719,"right"
"14414",107,"congruent",4,46,1406,"right"
"14415",107,"congruent",2,94,1610,"right"
"14416",107,"incongruent",3,94,2000,"right"
"14417",107,"incongruent",1,219,1672,"right"
"14418",107,"congruent",3,47,1640,"right"
"14419",107,"congruent",3,46,1312,"right"
"14420",107,"congruent",4,172,1578,"right"
"14421",107,"incongruent",2,78,1734,"right"
"14422",107,"incongruent",4,63,1297,"right"
"14423",107,"incongruent",3,94,2547,"right"
"14424",107,"congruent",2,47,1359,"right"
"14425",107,"incongruent",1,31,1562,"right"
"14426",107,"congruent",1,79,1532,"right"
"14427",107,"congruent",2,47,1406,"right"
"14428",107,"congruent",3,140,1844,"right"
"14429",107,"congruent",4,109,1703,"right"
"14430",107,"incongruent",4,78,1719,"right"
"14431",107,"incongruent",2,63,1766,"right"
"14432",107,"congruent",1,31,1844,"right"
"14433",107,"congruent",1,109,1703,"right"
"14434",107,"incongruent",4,62,1843,"right"
"14435",107,"congruent",4,31,1344,"right"
"14436",107,"incongruent",4,94,1766,"right"
"14437",107,"congruent",3,141,1438,"right"
"14438",107,"congruent",2,31,1672,"right"
"14439",107,"incongruent",1,47,1688,"right"
"14440",107,"incongruent",3,78,1531,"right"
"14441",107,"congruent",2,31,1797,"right"
"14442",107,"incongruent",4,93,1984,"right"
"14443",107,"congruent",4,78,1406,"right"
"14444",107,"incongruent",1,204,1719,"right"
"14445",107,"incongruent",2,93,1781,"right"
"14446",107,"congruent",3,32,1282,"right"
"14447",107,"congruent",3,31,1609,"right"
"14448",107,"congruent",1,109,1484,"right"
"14449",107,"congruent",1,172,1516,"right"
"14450",107,"incongruent",1,32,1563,"right"
"14451",107,"congruent",1,63,1391,"right"
"14452",107,"incongruent",4,47,1531,"right"
"14453",107,"congruent",4,31,2031,"right"
"14454",107,"congruent",2,109,1516,"right"
"14455",107,"incongruent",2,62,1969,"right"
"14456",107,"incongruent",3,31,1562,"right"
"14457",107,"incongruent",2,47,1282,"right"
"14458",107,"incongruent",3,46,1562,"right"
"14459",107,"congruent",3,62,1312,"right"
"14460",107,"congruent",3,63,1188,"right"
"14461",107,"incongruent",1,62,1468,"right"
"14462",107,"congruent",1,46,1265,"right"
"14463",107,"congruent",4,47,1172,"right"
"14464",107,"incongruent",3,78,2125,"right"
"14465",107,"congruent",2,94,1375,"right"
"14466",107,"congruent",1,32,1438,"right"
"14467",107,"incongruent",4,32,1391,"right"
"14468",107,"congruent",3,31,1156,"right"
"14469",107,"incongruent",2,109,1328,"right"
"14470",107,"incongruent",1,31,1265,"right"
"14471",107,"incongruent",3,47,1563,"right"
"14472",107,"incongruent",2,32,1563,"right"
"14473",107,"congruent",1,32,1094,"right"
"14474",107,"congruent",2,32,1688,"right"
"14475",107,"congruent",4,31,1016,"right"
"14476",107,"congruent",2,31,1500,"right"
"14477",107,"incongruent",2,47,906,"right"
"14478",107,"incongruent",1,47,1547,"right"
"14479",107,"incongruent",4,32,1329,"right"
"14480",107,"incongruent",3,281,1609,"right"
"14481",107,"congruent",1,31,1578,"right"
"14482",107,"incongruent",3,32,1125,"right"
"14483",107,"incongruent",2,31,1062,"right"
"14484",107,"congruent",3,31,1312,"right"
"14485",107,"incongruent",3,47,1344,"right"
"14486",107,"congruent",4,78,1391,"right"
"14487",107,"incongruent",3,31,1110,"right"
"14488",107,"incongruent",2,47,1140,"right"
"14489",107,"incongruent",1,62,1359,"right"
"14490",107,"incongruent",4,78,1328,"right"
"14491",107,"congruent",2,62,1390,"right"
"14492",107,"congruent",4,31,1531,"right"
"14493",107,"incongruent",4,31,1547,"right"
"14494",107,"incongruent",4,46,1328,"right"
"14495",107,"incongruent",1,31,1312,"right"
"14496",107,"congruent",2,78,1578,"right"
"14497",107,"congruent",3,31,1141,"right"
"14498",107,"congruent",1,47,1313,"right"
"14499",107,"congruent",2,62,1218,"right"
"14500",107,"congruent",3,47,1406,"right"
"14501",107,"congruent",4,62,1375,"right"
"14502",107,"congruent",1,63,1282,"right"
"14503",107,"incongruent",1,78,1484,"right"
"14504",108,"congruent",4,328,2094,"right"
"14505",108,"congruent",4,78,1468,"right"
"14506",108,"incongruent",2,250,2532,"right"
"14507",108,"congruent",1,125,2140,"right"
"14508",108,"incongruent",4,484,2265,"right"
"14509",108,"incongruent",3,62,1969,"right"
"14510",108,"incongruent",1,62,2062,"right"
"14511",108,"congruent",3,156,1453,"right"
"14512",108,"congruent",3,328,1625,"right"
"14513",108,"incongruent",4,328,1687,"right"
"14514",108,"incongruent",2,375,2078,"right"
"14515",108,"incongruent",4,156,1968,"right"
"14516",108,"congruent",2,32,1938,"right"
"14517",108,"incongruent",3,328,1641,"right"
"14518",108,"congruent",2,156,1937,"right"
"14519",108,"congruent",3,156,1297,"right"
"14520",108,"congruent",1,406,1781,"right"
"14521",108,"congruent",1,250,1406,"right"
"14522",108,"incongruent",1,437,1406,"right"
"14523",108,"congruent",2,218,1547,"right"
"14524",108,"incongruent",1,313,1750,"right"
"14525",108,"congruent",4,235,1485,"right"
"14526",108,"incongruent",2,203,1250,"right"
"14527",108,"incongruent",3,375,1547,"right"
"14528",108,"congruent",4,344,1234,"right"
"14529",108,"incongruent",1,47,1219,"right"
"14530",108,"congruent",2,78,1546,"right"
"14531",108,"incongruent",3,250,1718,"right"
"14532",108,"incongruent",1,156,1281,"right"
"14533",108,"congruent",2,125,1468,"right"
"14534",108,"congruent",3,141,1953,"right"
"14535",108,"incongruent",2,62,1516,"right"
"14536",108,"congruent",1,125,1406,"right"
"14537",108,"congruent",1,47,1125,"right"
"14538",108,"incongruent",4,47,1125,"right"
"14539",108,"congruent",4,188,1125,"right"
"14540",108,"congruent",4,110,1172,"right"
"14541",108,"congruent",3,188,1172,"right"
"14542",108,"incongruent",2,125,1219,"right"
"14543",108,"incongruent",2,125,1516,"right"
"14544",108,"incongruent",4,125,1313,"right"
"14545",108,"congruent",2,46,1281,"right"
"14546",108,"incongruent",3,110,1469,"right"
"14547",108,"congruent",1,156,1219,"right"
"14548",108,"incongruent",1,219,1438,"right"
"14549",108,"congruent",3,31,1250,"right"
"14550",108,"incongruent",3,172,1141,"right"
"14551",108,"incongruent",4,78,1266,"right"
"14552",108,"congruent",4,62,1125,"right"
"14553",108,"incongruent",1,47,1328,"right"
"14554",108,"congruent",4,94,1078,"right"
"14555",108,"congruent",2,32,1172,"right"
"14556",108,"incongruent",4,78,1297,"right"
"14557",108,"congruent",1,141,1266,"right"
"14558",108,"congruent",2,47,1454,"right"
"14559",108,"incongruent",3,141,1360,"right"
"14560",108,"incongruent",2,141,1250,"right"
"14561",108,"congruent",1,78,1593,"right"
"14562",108,"incongruent",2,94,1125,"right"
"14563",108,"congruent",2,125,1391,"right"
"14564",108,"incongruent",4,172,1281,"right"
"14565",108,"incongruent",3,125,1203,"right"
"14566",108,"incongruent",4,125,1375,"right"
"14567",108,"incongruent",1,172,1062,"right"
"14568",108,"congruent",3,47,1281,"right"
"14569",108,"congruent",3,234,2000,"right"
"14570",108,"incongruent",1,188,1297,"right"
"14571",108,"congruent",3,78,1265,"right"
"14572",108,"incongruent",2,47,1391,"right"
"14573",108,"congruent",1,47,1375,"right"
"14574",108,"incongruent",3,188,1375,"right"
"14575",108,"congruent",4,141,1375,"right"
"14576",108,"incongruent",1,63,1203,"right"
"14577",108,"incongruent",2,110,1344,"right"
"14578",108,"incongruent",3,172,1235,"right"
"14579",108,"congruent",1,31,1453,"right"
"14580",108,"incongruent",4,31,1593,"right"
"14581",108,"incongruent",2,94,1547,"right"
"14582",108,"congruent",2,47,1172,"right"
"14583",108,"congruent",1,109,1484,"right"
"14584",108,"congruent",2,47,1203,"right"
"14585",108,"congruent",4,235,1313,"right"
"14586",108,"incongruent",3,359,1328,"right"
"14587",108,"incongruent",4,296,1015,"right"
"14588",108,"congruent",3,62,1093,"right"
"14589",108,"incongruent",1,344,1266,"right"
"14590",108,"incongruent",3,47,1312,"right"
"14591",108,"incongruent",2,266,1016,"right"
"14592",108,"congruent",3,188,1281,"right"
"14593",108,"congruent",1,93,1312,"right"
"14594",108,"incongruent",1,47,1141,"right"
"14595",108,"congruent",4,218,1546,"right"
"14596",108,"congruent",2,140,1422,"right"
"14597",108,"congruent",3,188,1156,"right"
"14598",108,"congruent",4,32,1407,"right"
"14599",108,"incongruent",4,234,1172,"right"
"14600",108,"incongruent",3,125,1235,"right"
"14601",108,"incongruent",2,47,1000,"right"
"14602",108,"congruent",1,109,1171,"right"
"14603",108,"incongruent",4,109,1266,"right"
"14604",108,"congruent",1,172,1047,"right"
"14605",108,"incongruent",2,93,1093,"right"
"14606",108,"incongruent",4,32,1375,"right"
"14607",108,"incongruent",3,93,1297,"right"
"14608",108,"congruent",4,125,1079,"right"
"14609",108,"congruent",3,62,1500,"right"
"14610",108,"incongruent",1,234,1531,"right"
"14611",108,"congruent",4,78,1172,"right"
"14612",108,"incongruent",2,47,1454,"right"
"14613",108,"incongruent",3,156,1062,"right"
"14614",108,"congruent",2,172,1000,"right"
"14615",108,"congruent",2,47,1265,"right"
"14616",108,"incongruent",4,32,1453,"right"
"14617",108,"incongruent",1,47,1188,"right"
"14618",108,"congruent",1,62,1609,"right"
"14619",108,"congruent",4,125,1047,"right"
"14620",108,"congruent",2,281,937,"right"
"14621",108,"incongruent",1,265,1281,"right"
"14622",108,"congruent",3,282,1172,"right"
"14623",108,"congruent",3,125,1109,"right"
"14624",108,"congruent",3,46,1031,"right"
"14625",108,"congruent",1,47,1344,"right"
"14626",108,"congruent",3,282,1328,"right"
"14627",108,"incongruent",1,266,1203,"right"
"14628",108,"congruent",2,140,1437,"right"
"14629",108,"incongruent",4,32,1110,"right"
"14630",108,"incongruent",2,47,1188,"right"
"14631",108,"incongruent",4,172,1141,"right"
"14632",108,"congruent",1,32,891,"right"
"14633",108,"incongruent",2,63,891,"right"
"14634",108,"incongruent",3,218,1015,"right"
"14635",108,"incongruent",1,344,1156,"right"
"14636",108,"incongruent",1,32,1141,"right"
"14637",108,"congruent",2,219,1094,"right"
"14638",108,"incongruent",3,31,1531,"right"
"14639",108,"congruent",4,109,1016,"right"
"14640",108,"incongruent",2,78,937,"right"
"14641",108,"congruent",3,62,1156,"right"
"14642",108,"incongruent",4,94,1063,"right"
"14643",108,"congruent",4,125,891,"right"
"14644",108,"incongruent",3,172,1328,"right"
"14645",108,"congruent",1,156,1156,"right"
"14646",108,"congruent",4,109,1172,"right"
"14647",108,"congruent",2,219,922,"right"
"14648",108,"incongruent",1,31,1531,"right"
"14649",108,"incongruent",1,32,1204,"right"
"14650",108,"congruent",2,47,1141,"right"
"14651",108,"incongruent",4,31,1047,"right"
"14652",108,"congruent",4,94,984,"right"
"14653",108,"congruent",3,94,812,"right"
"14654",108,"incongruent",2,171,1093,"right"
"14655",108,"congruent",1,31,1312,"right"
"14656",108,"incongruent",3,78,984,"right"
"14657",108,"congruent",3,156,937,"right"
"14658",108,"congruent",1,31,1172,"right"
"14659",108,"incongruent",3,187,1125,"right"
"14660",108,"incongruent",4,31,1172,"right"
"14661",108,"congruent",2,172,1032,"right"
"14662",108,"congruent",4,110,1125,"right"
"14663",108,"incongruent",3,203,1062,"right"
"14664",108,"incongruent",2,250,1422,"right"
"14665",108,"congruent",1,47,1203,"right"
"14666",108,"incongruent",2,234,1171,"right"
"14667",108,"incongruent",1,110,985,"right"
"14668",108,"incongruent",4,47,953,"right"
"14669",108,"congruent",3,31,1219,"right"
"14670",108,"congruent",2,187,953,"right"
"14671",108,"congruent",4,31,1093,"right"
"14672",108,"incongruent",2,156,937,"right"
"14673",108,"incongruent",3,140,890,"right"
"14674",108,"incongruent",4,31,828,"right"
"14675",108,"congruent",4,46,1250,"right"
"14676",108,"congruent",3,63,1469,"right"
"14677",108,"congruent",3,31,1078,"right"
"14678",108,"congruent",2,204,1297,"right"
"14679",108,"congruent",4,63,1282,"right"
"14680",108,"incongruent",2,62,1484,"right"
"14681",108,"congruent",4,47,1297,"right"
"14682",108,"incongruent",1,156,1094,"right"
"14683",108,"incongruent",1,250,1016,"right"
"14684",108,"congruent",2,94,1235,"right"
"14685",108,"incongruent",4,31,922,"right"
"14686",108,"congruent",2,172,1109,"right"
"14687",108,"congruent",1,109,1078,"right"
"14688",108,"congruent",3,63,1281,"right"
"14689",108,"congruent",1,281,1188,"right"
"14690",108,"incongruent",4,62,1062,"right"
"14691",108,"incongruent",3,172,1265,"right"
"14692",108,"congruent",1,109,1140,"right"
"14693",108,"incongruent",1,187,1125,"right"
"14694",108,"incongruent",2,265,1203,"right"
"14695",108,"incongruent",3,47,1110,"right"
"14696",109,"congruent",2,469,1500,"right"
"14697",109,"incongruent",3,250,1515,"right"
"14698",109,"incongruent",3,94,1282,"right"
"14699",109,"congruent",4,46,1500,"right"
"14700",109,"congruent",2,234,1609,"right"
"14701",109,"incongruent",4,266,1563,"right"
"14702",109,"incongruent",3,62,1531,"right"
"14703",109,"incongruent",2,313,2172,"right"
"14704",109,"incongruent",1,31,1578,"right"
"14705",109,"incongruent",4,32,1469,"right"
"14706",109,"incongruent",2,62,1359,"right"
"14707",109,"congruent",1,93,1422,"right"
"14708",109,"congruent",4,47,1282,"right"
"14709",109,"congruent",3,47,1532,"right"
"14710",109,"congruent",1,47,1484,"right"
"14711",109,"congruent",3,109,1609,"right"
"14712",109,"congruent",3,62,1234,"right"
"14713",109,"incongruent",1,172,1297,"right"
"14714",109,"congruent",2,32,1610,"right"
"14715",109,"incongruent",1,32,1235,"right"
"14716",109,"congruent",1,31,1344,"right"
"14717",109,"congruent",4,188,1610,"right"
"14718",109,"incongruent",2,203,1203,"right"
"14719",109,"incongruent",4,94,1219,"right"
"14720",109,"incongruent",4,266,1172,"right"
"14721",109,"incongruent",3,187,859,"right"
"14722",109,"incongruent",1,234,1140,"right"
"14723",109,"incongruent",1,250,953,"right"
"14724",109,"congruent",1,47,906,"right"
"14725",109,"incongruent",2,47,1047,"right"
"14726",109,"incongruent",1,94,891,"right"
"14727",109,"incongruent",2,63,1516,"right"
"14728",109,"congruent",4,125,2078,"right"
"14729",109,"congruent",1,63,1156,"right"
"14730",109,"congruent",4,62,1171,"right"
"14731",109,"congruent",2,94,1094,"right"
"14732",109,"congruent",4,63,969,"right"
"14733",109,"congruent",2,31,1203,"right"
"14734",109,"congruent",3,62,1219,"right"
"14735",109,"congruent",3,31,828,"right"
"14736",109,"incongruent",2,31,984,"right"
"14737",109,"incongruent",4,47,1188,"right"
"14738",109,"congruent",2,32,1079,"right"
"14739",109,"incongruent",3,47,1344,"right"
"14740",109,"congruent",1,31,1141,"right"
"14741",109,"congruent",3,63,1172,"right"
"14742",109,"incongruent",3,31,1234,"right"
"14743",109,"incongruent",4,62,1015,"right"
"14744",109,"incongruent",1,32,1125,"right"
"14745",109,"incongruent",2,31,1547,"right"
"14746",109,"congruent",2,62,859,"right"
"14747",109,"incongruent",1,63,2297,"right"
"14748",109,"incongruent",2,94,1203,"right"
"14749",109,"incongruent",4,31,1000,"right"
"14750",109,"congruent",1,47,1016,"right"
"14751",109,"congruent",2,31,1375,"right"
"14752",109,"congruent",1,94,1422,"right"
"14753",109,"incongruent",2,31,766,"right"
"14754",109,"incongruent",4,282,1219,"right"
"14755",109,"congruent",2,31,1547,"right"
"14756",109,"congruent",3,78,1703,"right"
"14757",109,"congruent",4,203,1313,"right"
"14758",109,"incongruent",4,62,1328,"right"
"14759",109,"incongruent",3,31,1281,"right"
"14760",109,"congruent",4,47,985,"right"
"14761",109,"congruent",3,47,1172,"right"
"14762",109,"incongruent",1,32,1032,"right"
"14763",109,"congruent",3,31,1234,"right"
"14764",109,"incongruent",3,47,1453,"right"
"14765",109,"congruent",1,93,1812,"right"
"14766",109,"incongruent",3,93,1156,"right"
"14767",109,"congruent",4,172,891,"right"
"14768",109,"congruent",1,219,1234,"right"
"14769",109,"congruent",1,47,1438,"right"
"14770",109,"incongruent",3,78,1125,"right"
"14771",109,"incongruent",4,31,1047,"right"
"14772",109,"incongruent",2,31,1125,"right"
"14773",109,"incongruent",1,79,2079,"right"
"14774",109,"congruent",4,94,1313,"right"
"14775",109,"congruent",2,313,1266,"right"
"14776",109,"incongruent",2,47,1063,"right"
"14777",109,"congruent",3,79,1204,"right"
"14778",109,"incongruent",3,32,1235,"right"
"14779",109,"congruent",3,63,1000,"right"
"14780",109,"incongruent",3,219,1110,"right"
"14781",109,"congruent",4,46,1171,"right"
"14782",109,"incongruent",2,47,1250,"right"
"14783",109,"incongruent",4,31,1422,"right"
"14784",109,"congruent",2,78,968,"right"
"14785",109,"incongruent",1,47,1032,"right"
"14786",109,"incongruent",1,250,1375,"right"
"14787",109,"congruent",1,250,1547,"right"
"14788",109,"congruent",2,31,1344,"right"
"14789",109,"congruent",3,32,969,"right"
"14790",109,"incongruent",4,31,1281,"right"
"14791",109,"incongruent",3,250,1016,"right"
"14792",109,"congruent",4,109,922,"right"
"14793",109,"congruent",4,78,1047,"right"
"14794",109,"incongruent",2,62,750,"right"
"14795",109,"congruent",1,31,2563,"right"
