"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_CorrectFeedback","count_ExpSequence","count_ExperimentLoop","count_Fixation","count_ISI","count_IncorrectFeedback","count_Instruction1","count_Instructions2","count_MemorySet","count_PracticeLoop","count_Probe","count_ThankYou","count_experiment","count_keyboard_response","count_logger","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_Instructions2","response_ThankYou","response_keyboard_response","response_time","response_time_Instruction1","response_time_Instructions2","response_time_ThankYou","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_CorrectFeedback","time_ExpSequence","time_ExperimentLoop","time_Fixation","time_ISI","time_IncorrectFeedback","time_Instruction1","time_Instructions2","time_MemorySet","time_PracticeLoop","time_Probe","time_ThankYou","time_experiment","time_keyboard_response","time_logger","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"96.34146341463415","96.34146341463415","678.8780487804878","678.8780487804878","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","81","81","0","81","81","81","0","0","81","0","81","0","0","81","81","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","69","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","846","14830","7601","NA","846","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","510896","511990","96428","511991","514197","474565","2410","88826","512992","17241","516199","NA","2406","516199","517046","Sternberg Task","79","55668","82","yes","1024"
"96.3855421686747","96.3855421686747","676.4457831325301","676.4457831325301","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","82","82","0","82","82","82","0","0","82","0","82","0","0","82","82","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","70","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","477","14830","7601","NA","477","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","517052","518170","96428","518172","520380","474565","2410","88826","519174","17241","522381","NA","2406","522381","522859","Sternberg Task","80","56145","83","yes","1024"
"96.42857142857143","96.42857142857143","675.452380952381","675.452380952381","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","83","83","0","83","83","83","0","0","83","0","83","0","0","83","83","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","71","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","593","14830","7601","NA","593","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","522875","523981","96428","523983","526186","474565","2410","88826","524985","17241","528187","NA","2406","528187","528781","Sternberg Task","81","56738","84","yes","1024"
"96.47058823529412","96.47058823529412","672.5882352941177","672.5882352941177","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","84","84","0","84","84","84","0","0","84","0","84","0","0","84","84","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","72","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","432","14830","7601","NA","432","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","528786","529879","96428","529881","532089","474565","2410","88826","530885","17241","534095","NA","2406","534095","534528","Sternberg Task","82","57170","85","yes","1024"
"96.51162790697674","96.51162790697674","673.0116279069767","673.0116279069767","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","85","85","0","85","85","85","0","0","85","0","85","0","0","85","85","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","73","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.12","6","y","0","left","left","left","NA","left","709","14830","7601","NA","709","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","534534","535625","96428","535627","537833","474565","2410","88826","536628","17241","539835","NA","2406","539835","540545","Sternberg Task","83","57879","86","yes","1024"
"96.55172413793103","96.55172413793103","674.8045977011494","674.8045977011494","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","86","86","0","86","86","86","0","0","86","0","86","0","0","86","86","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","74","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","829","14830","7601","NA","829","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","540552","541644","96428","541646","543852","474565","2410","88826","542647","17241","545853","NA","2406","545853","546683","Sternberg Task","84","58708","87","yes","1024"
"96.5909090909091","96.5909090909091","672.0227272727273","672.0227272727273","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","87","87","0","87","87","87","0","0","87","0","87","0","0","87","87","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","75","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","430","14830","7601","NA","430","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","546690","547782","96428","547784","549991","474565","2410","88826","548785","17241","551996","NA","2406","551997","552428","Sternberg Task","85","59138","88","yes","1024"
"96.62921348314607","96.62921348314607","674.8314606741573","674.8314606741573","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","88","88","0","88","88","88","0","0","88","0","88","0","0","88","88","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","76","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","3 2 1 4 7","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","922","14830","7601","NA","922","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","552444","553538","96428","553540","555745","474565","2410","88826","554541","17241","557746","NA","2406","557746","558669","Sternberg Task","86","60060","89","yes","1024"
"96.66666666666667","96.66666666666667","681.9555555555555","681.9555555555555","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","89","89","0","89","89","89","0","0","89","0","89","0","0","89","89","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","77","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","1316","14830","7601","NA","1316","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","558678","559774","96428","559777","561984","474565","2410","88826","560778","17241","563985","NA","2406","563985","565302","Sternberg Task","87","61376","90","yes","1024"
"96.7032967032967","96.7032967032967","681.5604395604396","681.5604395604396","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","90","90","0","90","90","90","0","0","90","0","90","0","0","90","90","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","78","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","646","14830","7601","NA","646","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","565307","566444","96428","566446","568656","474565","2410","88826","567450","17241","570657","NA","2406","570657","571304","Sternberg Task","88","62022","91","yes","1024"
"96.73913043478261","96.73913043478261","678.195652173913","678.195652173913","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","91","91","0","91","91","91","0","0","91","0","91","0","0","91","91","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","79","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","7 2 3","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","372","14830","7601","NA","372","2","legacy","3","1024","2","48000","-16","experiment","2","even","3","571308","572404","96428","572406","574613","474565","2410","88826","573408","17241","576615","NA","2406","576615","576988","Sternberg Task","89","62394","92","yes","1024"
"96.7741935483871","96.7741935483871","676.1397849462365","676.1397849462365","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","92","92","0","92","92","92","0","0","92","0","92","0","0","92","92","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","80","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","487","14830","7601","NA","487","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","576992","578091","96428","578093","580298","474565","2410","88826","579094","17241","582303","NA","2406","582303","582791","Sternberg Task","90","62881","93","yes","1024"
"96.80851063829788","96.80851063829788","675.8191489361702","675.8191489361702","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","93","93","0","93","93","93","0","0","93","0","93","0","0","93","93","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","81","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","646","14830","7601","NA","646","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","582798","583893","96428","583895","586102","474565","2410","88826","584896","17241","588104","NA","2406","588104","588751","Sternberg Task","91","63527","94","yes","1024"
"96.84210526315789","96.84210526315789","674.6421052631579","674.6421052631579","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","94","94","0","94","94","94","0","0","94","0","94","0","0","94","94","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","82","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","564","14830","7601","NA","564","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","588756","589847","96428","589849","592055","474565","2410","88826","590850","17241","594056","NA","2406","594056","594621","Sternberg Task","92","64091","95","yes","1024"
"96.875","96.875","676.6041666666666","676.6041666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","95","95","0","95","95","95","0","0","95","0","95","0","0","95","95","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","83","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","863","14830","7601","NA","863","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","594633","595736","96428","595737","597943","474565","2410","88826","596738","17241","599944","NA","2406","599945","600809","Sternberg Task","93","64954","96","yes","1024"
"96.90721649484536","96.90721649484536","676.680412371134","676.680412371134","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","96","96","0","96","96","96","0","0","96","0","96","0","0","96","96","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","84","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","7 9 1 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","684","14830","7601","NA","684","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","600815","601906","96428","601908","604114","474565","2410","88826","602910","17241","606119","NA","2406","606119","606804","Sternberg Task","94","65638","97","yes","1024"
"95.91836734693878","95.91836734693878","683.204081632653","683.204081632653","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","97","97","0","97","97","97","0","0","97","0","97","0","0","97","97","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","85","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","left","NA","left","1316","14830","7601","NA","1316","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","606811","607906","96428","607908","610114","474565","2410","88826","608909","17241","612115","NA","2406","612115","613432","Sternberg Task","94","66954","98","yes","1024"
"95.95959595959596","95.95959595959596","681.4949494949495","681.4949494949495","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","98","98","0","98","98","98","0","0","98","0","98","0","0","98","98","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","86","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","514","14830","7601","NA","514","2","legacy","3","1024","2","48000","-16","experiment","2","even","5","606811","614549","96428","614553","616764","613437","2410","88826","615559","17241","618769","NA","2406","618769","619283","Sternberg Task","95","67468","99","yes","1024"
"96","96","680.34","680.34","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","99","99","0","99","99","99","0","0","99","0","99","0","0","99","99","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","87","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","566","14830","7601","NA","566","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","619288","620385","96428","620386","622591","613437","2410","88826","621387","17241","624593","NA","2406","624593","625160","Sternberg Task","96","68034","100","yes","1024"
"96.03960396039604","96.03960396039604","686.0792079207921","686.0792079207921","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","100","100","0","100","100","100","0","0","100","0","100","0","0","100","100","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","88","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","1260","14830","7601","NA","1260","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","625165","626258","96428","626260","628466","613437","2410","88826","627261","17241","630467","NA","2406","630467","631728","Sternberg Task","97","69294","101","yes","1024"
"96.07843137254902","96.07843137254902","683.5392156862745","683.5392156862745","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","101","101","0","101","101","101","0","0","101","0","101","0","0","101","101","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","89","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","427","14830","7601","NA","427","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","631740","632879","96428","632881","635088","613437","2410","88826","633883","17241","637089","NA","2406","637089","637517","Sternberg Task","98","69721","102","yes","1024"
"96.11650485436893","96.11650485436893","684.8155339805825","684.8155339805825","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","102","102","0","102","102","102","0","0","102","0","102","0","0","102","102","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","90","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","815","14830","7601","NA","815","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","637524","638619","96428","638621","640827","613437","2410","88826","639622","17241","642828","NA","2406","642828","643644","Sternberg Task","99","70536","103","yes","1024"
"96.15384615384616","96.15384615384616","683.9134615384615","683.9134615384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","103","103","0","103","103","103","0","0","103","0","103","0","0","103","103","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","91","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","6 9 7 4 5 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","591","14830","7601","NA","591","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","643661","644752","96428","644754","646960","613437","2410","88826","645755","17241","648961","NA","2406","648961","649553","Sternberg Task","100","71127","104","yes","1024"
"96.19047619047619","96.19047619047619","683.6095238095238","683.6095238095238","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","104","104","0","104","104","104","0","0","104","0","104","0","0","104","104","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","92","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","652","14830","7601","NA","652","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","649561","650664","96428","650666","652872","613437","2410","88826","651667","17241","654874","NA","2406","654874","655527","Sternberg Task","101","71779","105","yes","1024"
"96.22641509433963","96.22641509433963","683.1132075471698","683.1132075471698","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","105","105","0","105","105","105","0","0","105","0","105","0","0","105","105","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","93","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","631","14830","7601","NA","631","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","655536","656667","96428","656670","658876","613437","2410","88826","657672","17241","660877","NA","2406","660877","661509","Sternberg Task","102","72410","106","yes","1024"
"96.26168224299066","96.26168224299066","681.5046728971963","681.5046728971963","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","106","106","0","106","106","106","0","0","106","0","106","0","0","106","106","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","94","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","511","14830","7601","NA","511","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","661522","662615","96428","662616","664822","613437","2410","88826","663617","17241","666823","NA","2406","666823","667335","Sternberg Task","103","72921","107","yes","1024"
"96.29629629629629","96.29629629629629","683.0555555555555","683.0555555555555","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","107","107","0","107","107","107","0","0","107","0","107","0","0","107","107","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","95","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","849","14830","7601","NA","849","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","667352","668451","96428","668452","670658","613437","2410","88826","669453","17241","672659","NA","2406","672659","673509","Sternberg Task","104","73770","108","yes","1024"
"96.3302752293578","96.3302752293578","682.7339449541284","682.7339449541284","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","108","108","0","108","108","108","0","0","108","0","108","0","0","108","108","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","96","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","648","14830","7601","NA","648","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","673513","674605","96428","674607","676813","613437","2410","88826","675608","17241","678814","NA","2406","678814","679464","Sternberg Task","105","74418","109","yes","1024"
"96.36363636363636","96.36363636363636","680.7636363636364","680.7636363636364","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","109","109","0","109","109","109","0","0","109","0","109","0","0","109","109","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","97","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","4 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","466","14830","7601","NA","466","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","679471","680565","96428","680566","682772","613437","2410","88826","681567","17241","684773","NA","2406","684773","685241","Sternberg Task","106","74884","110","yes","1024"
"96.3963963963964","96.3963963963964","682.5765765765766","682.5765765765766","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","110","110","0","110","110","110","0","0","110","0","110","0","0","110","110","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","98","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","left","NA","left","882","14830","7601","NA","882","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","685248","686351","96428","686352","688557","613437","2410","88826","687353","17241","690559","NA","2406","690559","691442","Sternberg Task","107","75766","111","yes","1024"
"96.42857142857143","96.42857142857143","682.2321428571429","682.2321428571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","111","111","0","111","111","111","0","0","111","0","111","0","0","111","111","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","99","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","left","NA","left","644","14830","7601","NA","644","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","691453","692546","96428","692548","694755","613437","2410","88826","693550","17241","696757","NA","2406","696757","697402","Sternberg Task","108","76410","112","yes","1024"
"96.46017699115045","96.46017699115045","681.7522123893805","681.7522123893805","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","112","112","0","112","112","112","0","0","112","0","112","0","0","112","112","Mon Oct 17 19:52:44 2022","The main experiment item","yes","SternbergTask.osexp","C:\Users\Melissa\OneDrive\Desktop\ADVANCED QUANT\LAB 3.1","no","mono","no","18","no","white","no","no","768","legacy","100","11","C:/Users/Melissa/OneDrive/Desktop/ADVANCED QUANT/LAB 3.2/MM-subject-2.1.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","628","14830","7601","NA","628","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","697407","698501","96428","698503","700709","613437","2410","88826","699504","17241","702710","NA","2406","702710","703339","Sternberg Task","109","77038","113","yes","1024"
