"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Keyboard_response","correct_instructions1","correct_response","count_Fixation","count_ISI","count_Keyboard_response","count_Logger","count_Probe","count_Thankyou","count_correctFeedback","count_expSequence","count_experiment","count_experimentalLoop","count_incorrectFeedback","count_instructions1","count_instructions2","count_memorySet","count_practiceLoop","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Keyboard_response","response_Thankyou","response_instructions1","response_instructions2","response_time","response_time_Keyboard_response","response_time_Thankyou","response_time_instructions1","response_time_instructions2","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_Keyboard_response","time_Logger","time_Probe","time_Thankyou","time_correctFeedback","time_expSequence","time_experiment","time_experimentalLoop","time_incorrectFeedback","time_instructions1","time_instructions2","time_memorySet","time_practiceLoop","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"83.3333333333","83.3333333333","1177.07692308","1177.07692308","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","77","77","77","77","77","0","77","77","0","0","77","0","0","77","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","65","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","8 6 3 4 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1085","1085","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","568156","570360","572362","573448","572362","NA","567084","568154","6688","149553","521189","6692","139106","569157","59081","Sternberg task ","65","91812","78","yes","1024"
"83.5443037975","83.5443037975","1174.94936709","1174.94936709","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","78","78","78","78","78","0","78","78","0","0","78","0","0","78","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","66","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1009","1009","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","574523","576727","578727","579736","578727","NA","573452","574522","6688","149553","521189","6692","139106","575524","59081","Sternberg task ","66","92821","79","yes","1024"
"83.75","83.75","1172.4875","1172.4875","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","79","79","79","79","79","0","79","79","0","0","79","0","0","79","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","67","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","978","978","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","580815","583021","585022","586001","585022","NA","579742","580813","6688","149553","521189","6692","139106","581816","59081","Sternberg task ","67","93799","80","yes","1024"
"83.950617284","83.950617284","1170.61728395","1170.61728395","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","80","80","80","80","80","0","80","80","0","0","80","0","0","80","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","68","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1021","1021","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","587077","589282","591283","592305","591283","NA","586004","587075","6688","149553","521189","6692","139106","588078","59081","Sternberg task ","68","94820","81","yes","1024"
"84.1463414634","84.1463414634","1166.59756098","1166.59756098","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","81","81","81","81","81","0","81","81","0","0","81","0","0","81","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","69","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","return","return","841","841","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","593400","595605","597606","598448","597606","NA","592310","593398","6688","149553","521189","6692","139106","594401","59081","Sternberg task ","69","95661","82","yes","1024"
"84.3373493976","84.3373493976","1174.59036145","1174.59036145","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","82","82","82","82","82","0","82","82","0","0","82","0","0","82","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","70","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1830","1830","NA","52389","10446","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","599524","601729","603730","605561","603730","NA","598453","599521","6688","149553","521189","6692","139106","600525","59081","Sternberg task ","70","97491","83","yes","1024"
"84.5238095238","84.5238095238","1175.32142857","1175.32142857","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","83","83","83","83","83","0","83","83","0","0","83","0","0","83","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","71","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","2 3","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1236","1236","NA","52389","10446","2","legacy","2","1024","2","48000","-16","experiment","4","even","2","606636","608841","610843","612080","610843","NA","605564","606634","6688","149553","521189","6692","139106","607637","59081","Sternberg task ","71","98727","84","yes","1024"
"84.7058823529","84.7058823529","1178.68235294","1178.68235294","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","84","84","84","84","84","0","84","84","0","0","84","0","0","84","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","72","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","return","return","1461","1461","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","613157","615362","617363","618824","617363","NA","612085","613155","6688","149553","521189","6692","139106","614158","59081","Sternberg task ","72","100188","85","yes","1024"
"84.8837209302","84.8837209302","1177.51162791","1177.51162791","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","85","85","85","85","85","0","85","85","0","0","85","0","0","85","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","73","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1078","1078","NA","52389","10446","2","legacy","1","1024","2","48000","-16","experiment","4","even","7","619899","622104","624105","625184","624105","NA","618828","619897","6688","149553","521189","6692","139106","620900","59081","Sternberg task ","73","101266","86","yes","1024"
"85.0574712644","85.0574712644","1175.87356322","1175.87356322","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","86","86","86","86","86","0","86","86","0","0","86","0","0","86","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","74","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1035","1035","NA","52389","10446","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","626261","628466","630468","631505","630468","NA","625189","626260","6688","149553","521189","6692","139106","627262","59081","Sternberg task ","74","102301","87","yes","1024"
"85.2272727273","85.2272727273","1178.17045455","1178.17045455","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","87","87","87","87","87","0","87","87","0","0","87","0","0","87","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","75","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1378","1378","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","632582","634788","636789","638168","636789","NA","631509","632581","6688","149553","521189","6692","139106","633584","59081","Sternberg task ","75","103679","88","yes","1024"
"85.393258427","85.393258427","1176.84269663","1176.84269663","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","88","88","88","88","88","0","88","88","0","0","88","0","0","88","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","76","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","NA","return","return","1060","1060","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","639245","641451","643452","644513","643452","NA","638173","639244","6688","149553","521189","6692","139106","640246","59081","Sternberg task ","76","104739","89","yes","1024"
"85.5555555556","85.5555555556","1175.62222222","1175.62222222","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","89","89","89","89","89","0","89","89","0","0","89","0","0","89","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","77","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1067","1067","NA","52389","10446","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","645591","647796","649797","650865","649797","NA","644516","645589","6688","149553","521189","6692","139106","646592","59081","Sternberg task ","77","105806","90","yes","1024"
"85.7142857143","85.7142857143","1176.89010989","1176.89010989","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","90","90","90","90","90","0","90","90","0","0","90","0","0","90","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","78","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1291","1291","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","651942","654147","656148","657440","656148","NA","650868","651940","6688","149553","521189","6692","139106","652943","59081","Sternberg task ","78","107097","91","yes","1024"
"85.8695652174","85.8695652174","1176.67391304","1176.67391304","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","91","91","91","91","91","0","91","91","0","0","91","0","0","91","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","79","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","9 7 4 5 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1157","1157","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","6","658516","660721","662723","663881","662723","NA","657444","658514","6688","149553","521189","6692","139106","659517","59081","Sternberg task ","79","108254","92","yes","1024"
"86.0215053763","86.0215053763","1176.19354839","1176.19354839","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","92","92","92","92","92","0","92","92","0","0","92","0","0","92","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","80","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","NA","return","return","1132","1132","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","664956","667161","669163","670296","669163","NA","663884","664954","6688","149553","521189","6692","139106","665957","59081","Sternberg task ","80","109386","93","yes","1024"
"86.170212766","86.170212766","1175.31914894","1175.31914894","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","93","93","93","93","93","0","93","93","0","0","93","0","0","93","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","81","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1094","1094","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","671371","673576","675577","676672","675577","NA","670300","671369","6688","149553","521189","6692","139106","672372","59081","Sternberg task ","81","110480","94","yes","1024"
"86.3157894737","86.3157894737","1173.15789474","1173.15789474","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","94","94","94","94","94","0","94","94","0","0","94","0","0","94","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","82","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","return","return","970","970","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","677748","679953","681957","682929","681957","NA","676676","677746","6688","149553","521189","6692","139106","678749","59081","Sternberg task ","82","111450","95","yes","1024"
"86.4583333333","86.4583333333","1170.91666667","1170.91666667","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","95","95","95","95","95","0","95","95","0","0","95","0","0","95","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","83","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","958","958","NA","52389","10446","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","684004","686209","688210","689169","688210","NA","682933","684002","6688","149553","521189","6692","139106","685005","59081","Sternberg task ","83","112408","96","yes","1024"
"85.5670103093","85.5670103093","1171.08247423","1171.08247423","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","left","96","96","96","96","96","0","96","96","0","0","96","0","0","96","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","84","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.12","3","y","0","right","right","NA","return","return","1187","1187","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","690246","692451","694452","695640","694452","NA","689173","690244","6688","149553","521189","6692","139106","691247","59081","Sternberg task ","83","113595","97","yes","1024"
"85.7142857143","85.7142857143","1172.47959184","1172.47959184","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","97","97","97","97","97","0","97","97","0","0","97","0","0","97","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","85","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","NA","return","return","1308","1308","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","696717","698922","700923","702233","700923","NA","689173","696715","6688","149553","695645","6692","139106","697718","59081","Sternberg task ","84","114903","98","yes","1024"
"85.8585858586","85.8585858586","1177.1010101","1177.1010101","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","98","98","98","98","98","0","98","98","0","0","98","0","0","98","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","86","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1630","1630","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","703308","705512","707513","709145","707513","NA","702237","703307","6688","149553","695645","6692","139106","704309","59081","Sternberg task ","85","116533","99","yes","1024"
"86","86","1173.69","1173.69","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","99","99","99","99","99","0","99","99","0","0","99","0","0","99","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","87","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","836","836","NA","52389","10446","2","legacy","1","1024","2","48000","-16","experiment","4","even","6","710221","712426","714427","715265","714427","NA","709149","710220","6688","149553","695645","6692","139106","711222","59081","Sternberg task ","86","117369","100","yes","1024"
"86.1386138614","86.1386138614","1173.99009901","1173.99009901","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","100","100","100","100","100","0","100","100","0","0","100","0","0","100","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","88","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1204","1204","NA","52389","10446","2","legacy","1","1024","2","48000","-16","experiment","4","even","7","716341","718546","720547","721753","720547","NA","715270","716340","6688","149553","695645","6692","139106","717342","59081","Sternberg task ","87","118573","101","yes","1024"
"86.2745098039","86.2745098039","1173.25490196","1173.25490196","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","101","101","101","101","101","0","101","101","0","0","101","0","0","101","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","89","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1099","1099","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","5","722829","725034","727036","728137","727036","NA","721757","722828","6688","149553","695645","6692","139106","723830","59081","Sternberg task ","88","119672","102","yes","1024"
"86.4077669903","86.4077669903","1172.32038835","1172.32038835","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","102","102","102","102","102","0","102","102","0","0","102","0","0","102","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","90","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","return","return","1077","1077","NA","52389","10446","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","729212","731417","733418","734497","733418","NA","728141","729210","6688","149553","695645","6692","139106","730213","59081","Sternberg task ","89","120749","103","yes","1024"
"86.5384615385","86.5384615385","1172.31730769","1172.31730769","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","103","103","103","103","103","0","103","103","0","0","103","0","0","103","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","91","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1172","1172","NA","52389","10446","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","735573","737778","739779","740953","739779","NA","734501","735571","6688","149553","695645","6692","139106","736574","59081","Sternberg task ","90","121921","104","yes","1024"
"86.6666666667","86.6666666667","1173.94285714","1173.94285714","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","104","104","104","104","104","0","104","104","0","0","104","0","0","104","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","92","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1343","1343","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","742026","744231","746232","747577","746232","NA","740956","742025","6688","149553","695645","6692","139106","743027","59081","Sternberg task ","91","123264","105","yes","1024"
"86.7924528302","86.7924528302","1174.33018868","1174.33018868","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","105","105","105","105","105","0","105","105","0","0","105","0","0","105","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","93","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1215","1215","NA","52389","10446","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","748651","750856","752857","754073","752857","NA","747581","748649","6688","149553","695645","6692","139106","749652","59081","Sternberg task ","92","124479","106","yes","1024"
"86.9158878505","86.9158878505","1176.61682243","1176.61682243","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","106","106","106","106","106","0","106","106","0","0","106","0","0","106","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","94","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","return","return","1419","1419","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","755150","757355","759357","760777","759357","NA","754077","755148","6688","149553","695645","6692","139106","756151","59081","Sternberg task ","93","125898","107","yes","1024"
"87.037037037","87.037037037","1176.77777778","1176.77777778","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","107","107","107","107","107","0","107","107","0","0","107","0","0","107","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","95","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","return","return","1194","1194","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","761855","764060","766061","767256","766061","NA","760780","761853","6688","149553","695645","6692","139106","762856","59081","Sternberg task ","94","127092","108","yes","1024"
"87.1559633028","87.1559633028","1176.37614679","1176.37614679","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","108","108","108","108","108","0","108","108","0","0","108","0","0","108","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","96","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","return","return","1133","1133","NA","52389","10446","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","768332","770537","772539","773673","772539","NA","767260","768330","6688","149553","695645","6692","139106","769333","59081","Sternberg task ","95","128225","109","yes","1024"
"87.2727272727","87.2727272727","1175.78181818","1175.78181818","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","109","109","109","109","109","0","109","109","0","0","109","0","0","109","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","97","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1111","1111","NA","52389","10446","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","774748","776952","778953","780065","778953","NA","773677","774746","6688","149553","695645","6692","139106","775750","59081","Sternberg task ","96","129336","110","yes","1024"
"87.3873873874","87.3873873874","1174.32432432","1174.32432432","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","110","110","110","110","110","0","110","110","0","0","110","0","0","110","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","98","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","3 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1014","1014","NA","52389","10446","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","781139","783345","785346","786361","785346","NA","780069","781138","6688","149553","695645","6692","139106","782140","59081","Sternberg task ","97","130350","111","yes","1024"
"87.5","87.5","1173.52678571","1173.52678571","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","111","111","111","111","111","0","111","111","0","0","111","0","0","111","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","99","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","return","return","1085","1085","NA","52389","10446","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","787436","789642","791643","792729","791643","NA","786365","787434","6688","149553","695645","6692","139106","788438","59081","Sternberg task ","98","131435","112","yes","1024"
"87.610619469","87.610619469","1177.83185841","1177.83185841","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","112","112","112","112","112","0","112","112","0","0","112","0","0","112","0","10/23/22 19:28:13","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","100","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-4.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","return","return","1660","1660","NA","52389","10446","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","793805","796010","798011","799672","798011","NA","792732","793803","6688","149553","695645","6692","139106","794806","59081","Sternberg task ","99","133095","113","yes","1024"
