"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Keyboard_response","correct_instructions1","correct_response","count_Fixation","count_ISI","count_Keyboard_response","count_Logger","count_Probe","count_Thankyou","count_correctFeedback","count_expSequence","count_experiment","count_experimentalLoop","count_incorrectFeedback","count_instructions1","count_instructions2","count_memorySet","count_practiceLoop","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Keyboard_response","response_Thankyou","response_instructions1","response_instructions2","response_time","response_time_Keyboard_response","response_time_Thankyou","response_time_instructions1","response_time_instructions2","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_Keyboard_response","time_Logger","time_Probe","time_Thankyou","time_correctFeedback","time_expSequence","time_experiment","time_experimentalLoop","time_incorrectFeedback","time_instructions1","time_instructions2","time_memorySet","time_practiceLoop","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"88.8888888889","88.8888888889","981.805555556","981.805555556","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","35","35","35","35","35","0","35","35","0","0","35","0","0","35","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 9 1 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","602","602","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","351506","353713","355714","356317","355714","NA","350418","351505","11440","208846","213905","11442","158280","352508","80382","Sternberg task ","32","35345","36","yes","1024"
"89.1891891892","89.1891891892","974.351351351","974.351351351","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","36","36","36","36","36","0","36","36","0","0","36","0","0","36","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","right","right","706","706","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","357395","359601","361602","362309","361602","NA","356321","357394","11440","208846","213905","11442","158280","358397","80382","Sternberg task ","33","36051","37","yes","1024"
"89.4736842105","89.4736842105","967.631578947","967.631578947","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","37","37","37","37","37","0","37","37","0","0","37","0","0","37","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","719","719","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","363413","365621","367622","368341","367622","NA","362327","363411","11440","208846","213905","11442","158280","364417","80382","Sternberg task ","34","36770","38","yes","1024"
"89.7435897436","89.7435897436","973.282051282","973.282051282","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","38","38","38","38","38","0","38","38","0","0","38","0","0","38","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","right","right","1188","1188","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","369419","371624","373625","374814","373625","NA","368345","369417","11440","208846","213905","11442","158280","370420","80382","Sternberg task ","35","37958","39","yes","1024"
"90","90","975.375","975.375","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","39","39","39","39","39","0","39","39","0","0","39","0","0","39","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 3 2 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","1057","1057","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","375906","378114","380115","381173","380115","NA","374831","375905","11440","208846","213905","11442","158280","376909","80382","Sternberg task ","36","39015","40","yes","1024"
"90.243902439","90.243902439","963.756097561","963.756097561","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","40","40","40","40","40","0","40","40","0","0","40","0","0","40","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","499","499","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","382250","384456","386458","386958","386458","NA","381177","382249","11440","208846","213905","11442","158280","383252","80382","Sternberg task ","37","39514","41","yes","1024"
"90.4761904762","90.4761904762","956.571428571","956.571428571","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","41","41","41","41","41","0","41","41","0","0","41","0","0","41","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","662","662","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","388038","390244","392247","392910","392247","NA","386963","388036","11440","208846","213905","11442","158280","389039","80382","Sternberg task ","38","40176","42","yes","1024"
"90.6976744186","90.6976744186","952.348837209","952.348837209","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","42","42","42","42","42","0","42","42","0","0","42","0","0","42","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","775","775","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","393997","396202","398205","398981","398205","NA","392914","393994","11440","208846","213905","11442","158280","394998","80382","Sternberg task ","39","40951","43","yes","1024"
"90.9090909091","90.9090909091","946.704545455","946.704545455","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","43","43","43","43","43","0","43","43","0","0","43","0","0","43","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","704","704","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","9","400061","402267","404268","404973","404268","NA","398985","400057","11440","208846","213905","11442","158280","401062","80382","Sternberg task ","40","41655","44","yes","1024"
"91.1111111111","91.1111111111","943.688888889","943.688888889","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","44","44","44","44","44","0","44","44","0","0","44","0","0","44","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1 4 3 6 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","811","811","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","406061","408264","410265","411077","410265","NA","404978","406059","11440","208846","213905","11442","158280","407063","80382","Sternberg task ","41","42466","45","yes","1024"
"91.3043478261","91.3043478261","939.52173913","939.52173913","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","45","45","45","45","45","0","45","45","0","0","45","0","0","45","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.12","6","y","0","left","left","NA","right","right","752","752","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","412169","414371","416372","417125","416372","NA","411081","412167","11440","208846","213905","11442","158280","413170","80382","Sternberg task ","42","43218","46","yes","1024"
"89.3617021277","89.3617021277","933.319148936","933.319148936","black","experiment","legacy","legacy","legacy","0","uniform","0","0","undefined","left","46","46","46","46","46","0","46","46","0","0","46","0","0","46","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","3 9 6 2","Lentiform Loewenfeld","3.3.12","4","y","0","right","right","NA","right","right","648","648","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","418209","420411","422412","423060","422412","NA","417129","418207","11440","208846","213905","11442","158280","419210","80382","Sternberg task ","42","43866","47","yes","1024"
"89.5833333333","89.5833333333","935.541666667","935.541666667","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","47","47","47","47","47","0","47","47","0","0","47","0","0","47","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","right","right","1040","1040","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","424145","426347","428348","429389","428348","NA","417129","424143","11440","208846","423065","11442","158280","425146","80382","Sternberg task ","43","44906","48","yes","1024"
"89.7959183673","89.7959183673","933.142857143","933.142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","48","48","48","48","48","0","48","48","0","0","48","0","0","48","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","818","818","NA","68939","50565","2","legacy","1","1024","2","48000","-16","experiment","1","odd","4","430468","432673","434674","435493","434674","NA","429393","430467","11440","208846","423065","11442","158280","431469","80382","Sternberg task ","44","45724","49","yes","1024"
"90","90","933.42","933.42","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","49","49","49","49","49","0","49","49","0","0","49","0","0","49","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 8 5 1","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","right","right","947","947","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","436604","438808","440809","441757","440809","NA","435522","436603","11440","208846","423065","11442","158280","437607","80382","Sternberg task ","45","46671","50","yes","1024"
"90.1960784314","90.1960784314","936.156862745","936.156862745","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","50","50","50","50","50","0","50","50","0","0","50","0","0","50","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","1073","1073","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","442841","445043","447044","448117","447044","NA","441760","442839","11440","208846","423065","11442","158280","443842","80382","Sternberg task ","46","47744","51","yes","1024"
"90.3846153846","90.3846153846","937.884615385","937.884615385","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","51","51","51","51","51","0","51","51","0","0","51","0","0","51","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","1026","1026","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","449206","451409","453410","454437","453410","NA","448125","449204","11440","208846","423065","11442","158280","450208","80382","Sternberg task ","47","48770","52","yes","1024"
"90.5660377358","90.5660377358","937.471698113","937.471698113","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","52","52","52","52","52","0","52","52","0","0","52","0","0","52","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","916","916","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","455521","457727","459728","460645","459728","NA","454444","455519","11440","208846","423065","11442","158280","456523","80382","Sternberg task ","48","49686","53","yes","1024"
"90.7407407407","90.7407407407","933.296296296","933.296296296","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","53","53","53","53","53","0","53","53","0","0","53","0","0","53","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","right","right","712","712","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","461731","463939","465940","466654","465940","NA","460655","461730","11440","208846","423065","11442","158280","462735","80382","Sternberg task ","49","50398","54","yes","1024"
"90.9090909091","90.9090909091","928.763636364","928.763636364","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","54","54","54","54","54","0","54","54","0","0","54","0","0","54","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","684","684","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","467729","469935","471936","472621","471936","NA","466657","467728","11440","208846","423065","11442","158280","468731","80382","Sternberg task ","50","51082","55","yes","1024"
"91.0714285714","91.0714285714","928.303571429","928.303571429","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","55","55","55","55","55","0","55","55","0","0","55","0","0","55","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","903","903","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","8","473702","475908","477910","478814","477910","NA","472629","473700","11440","208846","423065","11442","158280","474705","80382","Sternberg task ","51","51985","56","yes","1024"
"91.2280701754","91.2280701754","928.052631579","928.052631579","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","56","56","56","56","56","0","56","56","0","0","56","0","0","56","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 2","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","914","914","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","479889","482098","484099","485014","484099","NA","478817","479888","11440","208846","423065","11442","158280","480893","80382","Sternberg task ","52","52899","57","yes","1024"
"91.3793103448","91.3793103448","926.137931034","926.137931034","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","57","57","57","57","57","0","57","57","0","0","57","0","0","57","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","4 1 8 7 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","right","right","817","817","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","486093","488298","490299","491117","490299","NA","485019","486091","11440","208846","423065","11442","158280","487094","80382","Sternberg task ","53","53716","58","yes","1024"
"91.5254237288","91.5254237288","924.372881356","924.372881356","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","58","58","58","58","58","0","58","58","0","0","58","0","0","58","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.12","6","y","0","left","left","NA","right","right","822","822","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","492207","494413","496414","497237","496414","NA","491121","492205","11440","208846","423065","11442","158280","493208","80382","Sternberg task ","54","54538","59","yes","1024"
"91.6666666667","91.6666666667","928.683333333","928.683333333","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","59","59","59","59","59","0","59","59","0","0","59","0","0","59","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","NA","right","right","1183","1183","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","498316","500523","502525","503709","502525","NA","497241","498315","11440","208846","423065","11442","158280","499319","80382","Sternberg task ","55","55721","60","yes","1024"
"91.8032786885","91.8032786885","928.06557377","928.06557377","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","60","60","60","60","60","0","60","60","0","0","60","0","0","60","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","right","right","891","891","NA","68939","50565","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","504786","506992","508994","509886","508994","NA","503713","504785","11440","208846","423065","11442","158280","505788","80382","Sternberg task ","56","56612","61","yes","1024"
"91.935483871","91.935483871","924.822580645","924.822580645","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","61","61","61","61","61","0","61","61","0","0","61","0","0","61","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","727","727","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","510967","513172","515174","515902","515174","NA","509893","510966","11440","208846","423065","11442","158280","511968","80382","Sternberg task ","57","57339","62","yes","1024"
"92.0634920635","92.0634920635","923.793650794","923.793650794","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","62","62","62","62","62","0","62","62","0","0","62","0","0","62","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","860","860","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","516994","519200","521201","522061","521201","NA","515906","516992","11440","208846","423065","11442","158280","517995","80382","Sternberg task ","58","58199","63","yes","1024"
"92.1875","92.1875","918.203125","918.203125","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","63","63","63","63","63","0","63","63","0","0","63","0","0","63","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","right","right","566","566","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","523143","525349","527350","527917","527350","NA","522070","523141","11440","208846","423065","11442","158280","524144","80382","Sternberg task ","59","58765","64","yes","1024"
"92.3076923077","92.3076923077","915.630769231","915.630769231","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","64","64","64","64","64","0","64","64","0","0","64","0","0","64","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","751","751","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","528999","531204","533205","533957","533205","NA","527923","528997","11440","208846","423065","11442","158280","530000","80382","Sternberg task ","60","59516","65","yes","1024"
"92.4242424242","92.4242424242","914.651515152","914.651515152","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","65","65","65","65","65","0","65","65","0","0","65","0","0","65","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","851","851","NA","68939","50565","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","535051","537256","539258","540110","539258","NA","533961","535049","11440","208846","423065","11442","158280","536052","80382","Sternberg task ","61","60367","66","yes","1024"
"92.5373134328","92.5373134328","913.134328358","913.134328358","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","66","66","66","66","66","0","66","66","0","0","66","0","0","66","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","813","813","NA","68939","50565","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","541202","543407","545408","546222","545408","NA","540115","541200","11440","208846","423065","11442","158280","542203","80382","Sternberg task ","62","61180","67","yes","1024"
"92.6470588235","92.6470588235","915.176470588","915.176470588","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","67","67","67","67","67","0","67","67","0","0","67","0","0","67","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","4 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","1052","1052","NA","68939","50565","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","547298","549503","551505","552558","551505","NA","546226","547297","11440","208846","423065","11442","158280","548299","80382","Sternberg task ","63","62232","68","yes","1024"
"92.7536231884","92.7536231884","914.289855072","914.289855072","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","68","68","68","68","68","0","68","68","0","0","68","0","0","68","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","854","854","NA","68939","50565","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","553663","555869","557870","558726","557870","NA","552574","553661","11440","208846","423065","11442","158280","554664","80382","Sternberg task ","64","63086","69","yes","1024"
"92.8571428571","92.8571428571","911.214285714","911.214285714","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","right","69","69","69","69","69","0","69","69","0","0","69","0","0","69","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","right","699","699","NA","68939","50565","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","559802","562007","564009","564709","564009","NA","558729","559800","11440","208846","423065","11442","158280","560803","80382","Sternberg task ","65","63785","70","yes","1024"
"92.9577464789","92.9577464789","913.394366197","913.394366197","black","experiment","legacy","legacy","legacy","0","uniform","1","1","undefined","left","70","70","70","70","70","0","70","70","0","0","70","0","0","70","0","10/22/22 19:25:09","The main experiment item","yes","Sternbergtask.osexp","C:\Users\ayesh\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/ayesh/OneDrive/Desktop/MK-subject-2.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","right","right","1066","1066","NA","68939","50565","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","565788","567992","569994","571062","569994","NA","564713","565787","11440","208846","423065","11442","158280","566789","80382","Sternberg task ","66","64851","71","yes","1024"
