"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","572","572","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","4 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","left","NA","572","11843","NA","572","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","4","18594","NA","16380","4315","NA","16383","NA","4323","NA","20599","21177","17387","16181","20599","NA","Sternberg task","1","572","1","yes","1024"
"100","100","602.5","602.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","6","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","left","NA","633","11843","NA","633","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","24474","21200","22263","4315","NA","22265","NA","4323","NA","26479","27113","23269","16181","26479","NA","Sternberg task","2","1205","2","yes","1024"
"100","100","668.6666666666666","668.6666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","NA","left","NA","801","11843","NA","801","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","30382","27116","28170","4315","NA","28172","NA","4323","NA","32386","33188","29176","16181","32386","NA","Sternberg task","3","2006","3","yes","1024"
"100","100","648.5","648.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","NA","left","NA","588","11843","NA","588","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","36456","33192","34245","4315","NA","34247","NA","4323","NA","38461","39050","35251","16181","38461","NA","Sternberg task","4","2594","4","yes","1024"
"100","100","656.4","656.4","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","NA","right","NA","688","11843","NA","688","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","42319","39053","40107","4315","NA","40109","NA","4323","NA","44323","45012","41113","16181","44323","NA","Sternberg task","5","3282","5","yes","1024"
"100","100","631.8333333333334","631.8333333333334","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","NA","right","NA","509","11843","NA","509","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","48280","45015","46069","4315","NA","46071","NA","4323","NA","50285","50795","47075","16181","50285","NA","Sternberg task","6","3791","6","yes","1024"
"100","100","604.5714285714286","604.5714285714286","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","NA","right","NA","441","11843","NA","441","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","3","54064","50798","51852","4315","NA","51854","NA","4323","NA","56068","56510","52858","16181","56068","NA","Sternberg task","7","4232","7","yes","1024"
"100","100","581.375","581.375","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","NA","left","NA","419","11843","NA","419","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","59779","56514","57567","4315","NA","57569","NA","4323","NA","61783","62203","58573","16181","61783","NA","Sternberg task","8","4651","8","yes","1024"
"100","100","567.1111111111111","567.1111111111111","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","NA","left","NA","453","11843","NA","453","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","65470","62206","63260","4315","NA","63262","NA","4323","NA","67475","67929","64266","16181","67475","NA","Sternberg task","9","5104","9","yes","1024"
"100","100","556.7","556.7","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","NA","right","NA","463","11843","NA","463","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","71199","67933","68986","4315","NA","68988","NA","4323","NA","73203","73667","69993","16181","73203","NA","Sternberg task","10","5567","10","yes","1024"
"100","100","552.3636363636364","552.3636363636364","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","NA","right","NA","509","11843","NA","509","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","76936","73670","74724","4315","NA","74726","NA","4323","NA","78940","79449","75730","16181","78940","NA","Sternberg task","11","6076","11","yes","1024"
"100","100","547","547","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","2 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","NA","right","NA","488","11843","NA","488","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","82717","79452","80505","4315","NA","80507","NA","4323","NA","84721","85210","81511","16181","84721","NA","Sternberg task","12","6564","12","yes","1024"
"100","100","541.8461538461538","541.8461538461538","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","right","NA","480","11843","6660","480","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","95157","85213","92944","4315","92905","92946","NA","4323","86244","97161","97641","93951","16181","97161","NA","Sternberg task","13","7044","13","yes","1024"
"100","100","531.4285714285714","531.4285714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","6 2","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","left","NA","396","11843","6660","396","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","100911","97644","98699","4315","92905","98701","NA","4323","86244","102915","103312","99705","16181","102915","NA","Sternberg task","14","7440","14","yes","1024"
"100","100","538.9333333333333","538.9333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Fri Oct 14 15:33:18 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-1.csv","legacy","9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","right","NA","644","11843","6660","644","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","106581","103315","104369","4315","92905","104371","NA","4323","86244","108585","109229","105375","16181","108585","NA","Sternberg task","15","8084","15","yes","1024"
