"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response_1","correct_response","count_ISI_1","count_PracticeLoop","count_correctFeedback_1","count_expSequence_1","count_experiment","count_experimentLoop","count_fixation_1","count_incorrectFeedback_1","count_instruction1","count_instruction2","count_keyboard_response_1","count_logger_1","count_memorySet_1","count_probe_1","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","psychopy_waitblanking","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response_1","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response_1","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI_1","time_PracticeLoop","time_correctFeedback_1","time_expSequence_1","time_experiment","time_experimentLoop","time_fixation_1","time_incorrectFeedback_1","time_instruction1","time_instruction2","time_keyboard_response_1","time_logger_1","time_memorySet_1","time_probe_1","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1482","1482","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.12","4","y","yes","0","left","rightleftdown","NA","left","NA","1482","25352","NA","1482","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","36761","33441","NA","34555","3361","NA","34557","NA","3371","NA","38763","40246","35558","38762","NA","Sternberg Task","1","1482","1","yes","1024"
"50","50","1741","1741","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","1","0","1","1","0","0","1","1","0","0","1","1","1","1","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","yes","0","None","rightleftdown","NA","None","NA","2000","25352","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","43652","33441","40325","41447","3361","NA","41450","NA","3371","NA","45653","47653","42451","45653","NA","Sternberg Task","1","3482","2","yes","1024"
"33.333333333333336","33.333333333333336","1827.3333333333333","1827.3333333333333","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","2","0","2","2","0","0","2","2","0","0","2","2","2","2","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","4 8","Lentiform Loewenfeld","3.3.12","1","y","yes","0","None","rightleftdown","NA","None","NA","2000","25352","NA","2000","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","50985","33441","40325","48781","3361","NA","48783","47659","3371","NA","52986","54986","49784","52986","NA","Sternberg Task","1","5482","3","yes","1024"
"50","50","1600.5","1600.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","0","3","3","0","0","3","3","0","0","3","3","3","3","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","1","y","yes","0","left","rightleftdown","NA","left","NA","920","25352","NA","920","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","58307","33441","40325","56103","3361","NA","56105","54992","3371","NA","60308","61229","57106","60308","NA","Sternberg Task","2","6402","4","yes","1024"
"60","60","1481","1481","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","4","0","4","4","0","0","4","4","0","0","4","4","4","4","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.12","0","n","yes","0","right","rightleftdown","NA","right","NA","1003","25352","NA","1003","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","64563","33441","61235","62359","3361","NA","62361","54992","3371","NA","66564","67568","63362","66564","NA","Sternberg Task","3","7405","5","yes","1024"
"66.66666666666667","66.66666666666667","1446.6666666666667","1446.6666666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.12","3","y","yes","0","left","rightleftdown","NA","left","NA","1275","25352","NA","1275","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","70896","33441","67572","68691","3361","NA","68693","54992","3371","NA","72897","74173","69694","72897","NA","Sternberg Task","4","8680","6","yes","1024"
"71.42857142857143","71.42857142857143","1262","1262","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","6","Lentiform Loewenfeld","3.3.12","1","y","yes","0","left","rightleftdown","NA","left","NA","154","25352","NA","154","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","77498","33441","74177","75294","3361","NA","75296","54992","3371","NA","79500","79654","76297","79499","NA","Sternberg Task","5","8834","7","yes","1024"
"75","75","1198","1198","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","0","7","7","0","0","7","7","0","0","7","7","7","7","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","2 1","Lentiform Loewenfeld","3.3.12","0","n","yes","0","right","rightleftdown","NA","right","NA","750","25352","NA","750","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","82985","33441","79660","80780","3361","NA","80783","54992","3371","NA","84986","85736","81784","84986","NA","Sternberg Task","6","9584","8","yes","1024"
"77.77777777777777","77.77777777777777","1142","1142","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","0","8","8","0","0","8","8","0","0","8","8","8","8","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.12","0","n","yes","0","right","rightleftdown","NA","right","NA","694","25352","NA","694","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","89056","33441","85741","86852","3361","NA","86854","54992","3371","NA","91057","91752","87855","91057","NA","Sternberg Task","7","10278","9","yes","1024"
"80","80","1137.4","1137.4","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","0","9","9","0","0","9","9","0","0","9","9","9","9","0","Sun Oct 16 13:33:09 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/wp-subject-2.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.12","2","y","yes","0","left","rightleftdown","NA","left","NA","1096","25352","NA","1096","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","95077","33441","91758","92871","3361","NA","92873","54992","3371","NA","97078","98174","93875","97078","NA","Sternberg Task","8","11374","10","yes","1024"
