"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response_1","correct_response","count_ISI_1","count_PracticeLoop","count_correctFeedback_1","count_expSequence_1","count_experiment","count_experimentLoop","count_fixation_1","count_incorrectFeedback_1","count_instruction1","count_instruction2","count_keyboard_response_1","count_logger_1","count_memorySet_1","count_probe_1","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","psychopy_waitblanking","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response_1","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response_1","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI_1","time_PracticeLoop","time_correctFeedback_1","time_expSequence_1","time_experiment","time_experimentLoop","time_fixation_1","time_incorrectFeedback_1","time_instruction1","time_instruction2","time_keyboard_response_1","time_logger_1","time_memorySet_1","time_probe_1","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1028","1028","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.12","0","n","yes","0","right","left","NA","right","NA","1028","42734","NA","1028","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","49679","46519","NA","47474","3777","NA","47477","NA","3783","NA","51680","52709","48478","51680","NA","Sternberg Task","1","1028","1","yes","1024"
"50","50","1514","1514","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","1","0","1","1","0","0","1","1","0","0","1","1","1","1","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","yes","0","None","left","NA","None","NA","2000","42734","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","3","56105","46519","52782","53900","3777","NA","53903","NA","3783","NA","58106","60106","54904","58106","NA","Sternberg Task","1","3028","2","yes","1024"
"66.66666666666667","66.66666666666667","1328.3333333333333","1328.3333333333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","2","0","2","2","0","0","2","2","0","0","2","2","2","2","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","4 8","Lentiform Loewenfeld","3.3.12","1","y","yes","0","left","left","NA","left","NA","957","42734","NA","957","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","4","63440","46519","52782","61235","3777","NA","61237","60112","3783","NA","65442","66400","62238","65441","NA","Sternberg Task","2","3985","3","yes","1024"
"75","75","1329.75","1329.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","0","3","3","0","0","3","3","0","0","3","3","3","3","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.12","4","y","yes","0","left","left","NA","left","NA","1334","42734","NA","1334","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","69738","46519","66407","67533","3777","NA","67535","60112","3783","NA","71739","73074","68536","71739","NA","Sternberg Task","3","5319","4","yes","1024"
"80","80","1229.2","1229.2","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","0","4","4","0","0","4","4","0","0","4","4","4","4","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.12","3","y","yes","0","left","left","NA","left","NA","827","42734","NA","827","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","76401","46519","73081","74196","3777","NA","74199","60112","3783","NA","78403","79230","75200","78402","NA","Sternberg Task","4","6146","5","yes","1024"
"83.33333333333333","83.33333333333333","1157.6666666666667","1157.6666666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","0","5","5","0","0","5","5","0","0","5","5","5","5","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.12","0","n","yes","0","right","left","NA","right","NA","800","42734","NA","800","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","82558","46519","79236","80353","3777","NA","80356","60112","3783","NA","84559","85360","81357","84559","NA","Sternberg Task","5","6946","6","yes","1024"
"85.71428571428571","85.71428571428571","1097.5714285714287","1097.5714285714287","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","0","6","6","0","0","6","6","0","0","6","6","6","6","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.12","2","y","yes","0","left","left","NA","left","NA","737","42734","NA","737","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","5","88702","46519","85366","86498","3777","NA","86500","60112","3783","NA","90703","91441","87501","90703","NA","Sternberg Task","6","7683","7","yes","1024"
"87.5","87.5","1061.375","1061.375","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","0","7","7","0","0","7","7","0","0","7","7","7","7","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.12","0","n","yes","0","right","left","NA","right","NA","808","42734","NA","808","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","94780","46519","91447","92576","3777","NA","92578","60112","3783","NA","96781","97589","93579","96781","NA","Sternberg Task","7","8491","8","yes","1024"
"88.88888888888889","88.88888888888889","1037.4444444444443","1037.4444444444443","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","8","0","8","8","0","0","8","8","0","0","8","8","8","8","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","1","y","yes","0","left","left","NA","left","NA","846","42734","NA","846","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","100924","46519","97595","98720","3777","NA","98722","60112","3783","NA","102925","103772","99723","102925","NA","Sternberg Task","8","9337","9","yes","1024"
"90","90","1044.9","1044.9","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","9","0","9","9","0","0","9","9","0","0","9","9","9","9","0","Sun Oct 16 13:54:25 2022","The main experiment item","yes","SternbergTask.osexp","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/lil_p/OneDrive/Documents/School/Advanced Quantitative Analysis/Lab 3.1/cp-subject-3.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.12","0","n","yes","0","right","left","NA","right","NA","1112","42734","NA","1112","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","107105","46519","103778","104900","3777","NA","104902","60112","3783","NA","109106","110219","105903","109106","NA","Sternberg Task","9","10449","10","yes","1024"
