"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ExpSequence","count_Fixation","count_ISI","count_MemorySet","count_PracticeLoop","count_Probe","count_correctFeedback","count_experiment","count_experimentLoop","count_getting_started","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_thankYou","count_welcome","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","response_time_welcome","response_welcome","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ExpSequence","time_Fixation","time_ISI","time_MemorySet","time_PracticeLoop","time_Probe","time_correctFeedback","time_experiment","time_experimentLoop","time_getting_started","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_thankYou","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"63.63636363636363","63.63636363636363","871.5454545454545","871.5454545454545","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","10","10","10","10","0","10","10","0","0","NA","10","0","0","10","10","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.12","0","n","0","left","right","NA","left","NA","722","979","NA","722","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","66260","66261","68463","67262","3904","70464","59133","2919","NA","NA","65184","2924","NA","70464","71188","NA","NA","Sternberg Task","7","9587","11","yes","1024"
"66.66666666666667","66.66666666666667","860","860","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","11","0","11","11","0","0","NA","11","0","0","11","11","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","NA","left","NA","733","979","NA","733","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","72257","72258","74460","73259","3904","76461","59133","2919","NA","NA","71192","2924","NA","76461","77195","NA","NA","Sternberg Task","8","10320","12","yes","1024"
"69.23076923076923","69.23076923076923","858.0769230769231","858.0769230769231","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","12","0","12","12","0","0","NA","12","0","0","12","12","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","835","979","2362","835","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","80654","80656","82858","81657","3904","84859","77200","2919","80583","NA","71192","2924","78220","84859","85696","NA","NA","Sternberg Task","9","11155","13","yes","1024"
"64.28571428571429","64.28571428571429","846.6428571428571","846.6428571428571","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","13","13","13","13","0","13","13","0","0","NA","13","0","0","13","13","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.12","6","y","0","right","right","right","right","NA","698","979","2362","698","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","86771","86772","88974","87773","3904","90975","85702","2919","80583","NA","71192","2924","78220","90975","91674","NA","NA","Sternberg Task","9","11853","14","yes","1024"
"66.66666666666667","66.66666666666667","833.6","833.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","14","14","0","14","14","0","0","NA","14","0","0","14","14","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","2 3","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","right","left","NA","651","979","2362","651","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","2","92761","92763","94965","93764","3904","96966","85702","2919","80583","NA","91679","2924","78220","96966","97617","NA","NA","Sternberg Task","10","12504","15","yes","1024"
"68.75","68.75","833.875","833.875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","15","15","15","15","0","15","15","0","0","NA","15","0","0","15","15","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","838","979","2362","838","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","98686","98688","100890","99689","3904","102891","97622","2919","80583","NA","91679","2924","78220","102891","103730","NA","NA","Sternberg Task","11","13342","16","yes","1024"
"70.58823529411765","70.58823529411765","816.0588235294117","816.0588235294117","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","16","16","16","16","0","16","16","0","0","NA","16","0","0","16","16","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","4","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","4 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","531","979","2362","531","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","104801","104802","107004","105803","3904","109005","103737","2919","80583","NA","91679","2924","78220","109005","109538","NA","NA","Sternberg Task","12","13873","17","yes","1024"
"66.66666666666667","66.66666666666667","818.5","818.5","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","17","17","17","17","0","17","17","0","0","NA","17","0","0","17","17","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","5","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","left","right","right","left","NA","860","979","2362","860","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","110607","110609","112811","111610","3904","114812","109542","2919","80583","NA","91679","2924","78220","114812","115673","NA","NA","Sternberg Task","12","14733","18","yes","1024"
"68.42105263157895","68.42105263157895","818.6842105263158","818.6842105263158","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","18","18","18","18","0","18","18","0","0","NA","18","0","0","18","18","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","6","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","7 1 8 5 6 2","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","right","left","NA","822","979","2362","822","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","116743","116744","118946","117745","3904","120947","109542","2919","80583","NA","115678","2924","78220","120947","121771","NA","NA","Sternberg Task","13","15555","19","yes","1024"
"70","70","800.9","800.9","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","19","0","19","19","0","0","NA","19","0","0","19","19","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","7","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","7","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","right","left","NA","463","979","2362","463","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","122841","122843","125045","123844","3904","127046","121776","2919","80583","NA","115678","2924","78220","127046","127511","NA","NA","Sternberg Task","14","16018","20","yes","1024"
"66.66666666666667","66.66666666666667","798.8571428571429","798.8571428571429","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","20","20","20","20","0","20","20","0","0","NA","20","0","0","20","20","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","8","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","left","right","right","left","NA","758","979","2362","758","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","128582","128584","130787","129585","3904","132788","127516","2919","80583","NA","115678","2924","78220","132788","133547","NA","NA","Sternberg Task","14","16776","21","yes","1024"
"63.63636363636363","63.63636363636363","807.7272727272727","807.7272727272727","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","21","21","21","21","0","21","21","0","0","NA","21","0","0","21","21","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","9","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.12","3","y","0","right","right","right","right","NA","994","979","2362","994","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","134618","134620","136823","135621","3904","138824","127516","2919","80583","NA","133552","2924","78220","138824","139819","NA","NA","Sternberg Task","14","17770","22","yes","1024"
"65.21739130434783","65.21739130434783","804.0434782608696","804.0434782608696","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","22","22","22","22","0","22","22","0","0","NA","22","0","0","22","22","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","10","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","723","979","2362","723","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","140890","140891","143093","141892","3904","145094","127516","2919","80583","NA","139826","2924","78220","145094","145819","NA","NA","Sternberg Task","15","18493","23","yes","1024"
"66.66666666666667","66.66666666666667","802.4166666666666","802.4166666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","23","23","23","23","0","23","23","0","0","NA","23","0","0","23","23","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","765","979","2362","765","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","146890","146891","149093","147892","3904","151094","145825","2919","80583","NA","139826","2924","78220","151094","151860","NA","NA","Sternberg Task","16","19258","24","yes","1024"
"68","68","795.32","795.32","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","24","24","24","24","0","24","24","0","0","NA","24","0","0","24","24","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","12","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.12","3","y","0","left","right","right","left","NA","625","979","2362","625","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","152931","152932","155134","153933","3904","157135","151865","2919","80583","NA","139826","2924","78220","157135","157761","NA","NA","Sternberg Task","17","19883","25","yes","1024"
"69.23076923076923","69.23076923076923","805.7692307692307","805.7692307692307","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","25","25","0","25","25","0","0","NA","25","0","0","25","25","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","13","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","8 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","1067","979","2362","1067","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","158831","158832","161034","159833","3904","163035","157765","2919","80583","NA","139826","2924","78220","163035","164103","NA","NA","Sternberg Task","18","20950","26","yes","1024"
"70.37037037037037","70.37037037037037","800.2592592592592","800.2592592592592","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","26","26","26","26","0","26","26","0","0","NA","26","0","0","26","26","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","14","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","657","979","2362","657","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","165173","165174","167376","166175","3904","169377","164107","2919","80583","NA","139826","2924","78220","169377","170035","NA","NA","Sternberg Task","19","21607","27","yes","1024"
"71.42857142857143","71.42857142857143","800.0714285714286","800.0714285714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","27","27","27","27","0","27","27","0","0","NA","27","0","0","27","27","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","15","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","795","979","2362","795","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","171114","171116","173318","172117","3904","175319","170039","2919","80583","NA","139826","2924","78220","175319","176116","NA","NA","Sternberg Task","20","22402","28","yes","1024"
"72.41379310344827","72.41379310344827","792.3793103448276","792.3793103448276","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","28","28","28","28","0","28","28","0","0","NA","28","0","0","28","28","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","16","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","577","979","2362","577","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","177184","177186","179388","178187","3904","181389","176120","2919","80583","NA","139826","2924","78220","181389","181967","NA","NA","Sternberg Task","21","22979","29","yes","1024"
"70","70","787.3","787.3","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","29","29","29","29","0","29","29","0","0","NA","29","0","0","29","29","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","17","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","8","Lentiform Loewenfeld","3.3.12","1","y","0","right","right","right","right","NA","640","979","2362","640","NA","NA","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","183037","183038","185240","184039","3904","187241","181972","2919","80583","NA","139826","2924","78220","187241","187882","NA","NA","Sternberg Task","21","23619","30","yes","1024"
"67.74193548387096","67.74193548387096","799","799","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","30","30","30","30","0","30","30","0","0","NA","30","0","0","30","30","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","3 2 1 4 7","Lentiform Loewenfeld","3.3.12","2","y","0","right","right","right","right","NA","1150","979","2362","1150","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","188952","188953","191155","189954","3904","193156","181972","2919","80583","NA","187887","2924","78220","193156","194307","NA","NA","Sternberg Task","21","24769","31","yes","1024"
"68.75","68.75","799.75","799.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","31","0","31","31","0","0","NA","31","0","0","31","31","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","9 7 4 5 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","right","right","NA","823","979","2362","823","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","6","195375","195376","197578","196377","3904","199579","181972","2919","80583","NA","194311","2924","78220","199579","200403","NA","NA","Sternberg Task","22","25592","32","yes","1024"
"66.66666666666667","66.66666666666667","801.6363636363636","801.6363636363636","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","32","32","32","32","0","32","32","0","0","NA","32","0","0","32","32","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.12","2","y","0","right","right","right","right","NA","862","979","2362","862","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","9","201474","201476","203678","202477","3904","205679","200408","2919","80583","NA","194311","2924","78220","205679","206542","NA","NA","Sternberg Task","22","26454","33","yes","1024"
"67.6470588235294","67.6470588235294","793.4117647058823","793.4117647058823","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","33","33","0","33","33","0","0","NA","33","0","0","33","33","0","NA","Sat Oct 15 16:47:50 2022","The main experiment item","yes","Lab_3.1.osexp","C:\Users\Owner\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Owner/Downloads/MC-subject-2.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","right","left","NA","522","979","2362","522","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","207614","207615","209817","208616","3904","211818","200408","2919","80583","NA","206546","2924","78220","211818","212341","NA","NA","Sternberg Task","23","26976","34","yes","1024"
