"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instruction3","count_keyboard_response","count_logger","count_memoryset","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_instruction3","response_keyboard_response","response_time","response_time_instruction1","response_time_instruction2","response_time_instruction3","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instruction3","time_keyboard_response","time_logger","time_memoryset","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"92.8571428571","92.8571428571","744.742857143","744.742857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","69","69","0","0","69","69","69","0","0","0","69","69","69","0","69","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","675","8882","40773","NA","675","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","472632","469345","2523","124463","470421","470423","325273","2526","83689","NA","474637","475313","471427","11409","474637","Sternberg Task","65","52132","70","yes","1024"
"92.9577464789","92.9577464789","742.732394366","742.732394366","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","70","70","0","0","70","70","70","0","0","0","70","70","70","0","70","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 4 3 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","602","8882","40773","NA","602","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","478612","475320","2523","124463","476401","476403","325273","2526","83689","NA","480616","481219","477407","11409","480616","Sternberg Task","66","52734","71","yes","1024"
"93.0555555556","93.0555555556","740.069444444","740.069444444","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","71","71","0","0","71","71","71","0","0","0","71","71","71","0","71","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","551","8882","40773","NA","551","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","484521","481224","2523","124463","482309","482311","325273","2526","83689","NA","486525","487077","483316","11409","486525","Sternberg Task","67","53285","72","yes","1024"
"93.1506849315","93.1506849315","738.767123288","738.767123288","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","72","72","0","0","72","72","72","0","0","0","72","72","72","0","72","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","645","8882","40773","NA","645","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","490382","487084","2523","124463","488172","488174","325273","2526","83689","NA","492385","493031","489177","11409","492385","Sternberg Task","68","53930","73","yes","1024"
"91.8918918919","91.8918918919","755.810810811","755.810810811","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","73","73","0","0","73","73","73","0","0","0","73","73","73","0","73","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","None","right","left","NA","None","2000","8882","40773","NA","2000","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","496330","493038","2523","124463","494120","494122","325273","2526","83689","NA","498337","500337","495126","11409","498336","Sternberg Task","68","55930","74","yes","1024"
"92","92","750.706666667","750.706666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","74","74","0","0","74","74","74","0","0","0","74","74","74","0","74","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","62","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","373","8882","40773","NA","373","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","503628","493038","2523","124463","501417","501418","500343","2526","83689","NA","505633","506007","502423","11409","505632","Sternberg Task","69","56303","75","yes","1024"
"92.1052631579","92.1052631579","753.355263158","753.355263158","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","75","75","0","0","75","75","75","0","0","0","75","75","75","0","75","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","63","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.12","5","y","0","left","right","left","NA","left","952","8882","40773","NA","952","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","509312","506012","2523","124463","507102","507103","500343","2526","83689","NA","511319","512271","508108","11409","511318","Sternberg Task","70","57255","76","yes","1024"
"92.2077922078","92.2077922078","755.649350649","755.649350649","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","76","76","0","0","76","76","76","0","0","0","76","76","76","0","76","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","64","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","3 9 6 2","Lentiform Loewenfeld","3.3.12","4","y","0","left","right","left","NA","left","930","8882","40773","NA","930","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","515572","512278","2523","124463","513361","513363","500343","2526","83689","NA","517579","518509","514367","11409","517579","Sternberg Task","71","58185","77","yes","1024"
"92.3076923077","92.3076923077","757.769230769","757.769230769","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","77","77","0","0","77","77","77","0","0","0","77","77","77","0","77","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","65","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.12","3","y","0","left","right","left","NA","left","921","8882","40773","NA","921","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","521816","518516","2523","124463","519603","519605","500343","2526","83689","NA","523821","524743","520611","11409","523821","Sternberg Task","72","59106","78","yes","1024"
"92.4050632911","92.4050632911","759.405063291","759.405063291","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","78","78","0","0","78","78","78","0","0","0","78","78","78","0","78","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","66","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.12","3","y","0","left","right","left","NA","left","887","8882","40773","NA","887","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","528041","524751","2523","124463","525829","525831","500343","2526","83689","NA","530044","530932","526836","11409","530044","Sternberg Task","73","59993","79","yes","1024"
"92.5","92.5","756.225","756.225","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","79","79","0","0","79","79","79","0","0","0","79","79","79","0","79","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","67","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9 8 2 7 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","505","8882","40773","NA","505","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","534226","530938","2523","124463","532015","532017","500343","2526","83689","NA","536232","536738","533021","11409","536231","Sternberg Task","74","60498","80","yes","1024"
"92.5925925926","92.5925925926","756.87654321","756.87654321","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","80","80","0","0","80","80","80","0","0","0","80","80","80","0","80","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","68","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","1 8 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","809","8882","40773","NA","809","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","540039","536745","2523","124463","537827","537829","500343","2526","83689","NA","542045","542854","538834","11409","542044","Sternberg Task","75","61307","81","yes","1024"
"92.6829268293","92.6829268293","756.890243902","756.890243902","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","81","81","0","0","81","81","81","0","0","0","81","81","81","0","81","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","69","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","758","8882","40773","NA","758","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","546136","542860","2523","124463","543927","543929","500343","2526","83689","NA","548141","548899","544931","11409","548140","Sternberg Task","76","62065","82","yes","1024"
"92.7710843373","92.7710843373","756.626506024","756.626506024","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","82","82","0","0","82","82","82","0","0","0","82","82","82","0","82","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","70","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","6 5","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","735","8882","40773","NA","735","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","552195","548906","2523","124463","549983","549985","500343","2526","83689","NA","554200","554935","550990","11409","554199","Sternberg Task","77","62800","83","yes","1024"
"92.8571428571","92.8571428571","752.797619048","752.797619048","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","83","83","0","0","83","83","83","0","0","0","83","83","83","0","83","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","71","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","1 3 2 6 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","435","8882","40773","NA","435","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","558239","554942","2523","124463","556029","556031","500343","2526","83689","NA","560241","560676","557036","11409","560241","Sternberg Task","78","63235","84","yes","1024"
"92.9411764706","92.9411764706","756.788235294","756.788235294","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","84","84","0","0","84","84","84","0","0","0","84","84","84","0","84","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","72","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","1092","8882","40773","NA","1092","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","563977","560683","2523","124463","561766","561768","500343","2526","83689","NA","565982","567075","562773","11409","565982","Sternberg Task","79","64327","85","yes","1024"
"93.023255814","93.023255814","757.604651163","757.604651163","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","85","85","0","0","85","85","85","0","0","0","85","85","85","0","85","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","73","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 1 8 5 6 2","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","827","8882","40773","NA","827","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","570379","567082","2523","124463","568169","568170","500343","2526","83689","NA","572384","573212","569174","11409","572384","Sternberg Task","80","65154","86","yes","1024"
"93.1034482759","93.1034482759","757.609195402","757.609195402","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","86","86","0","0","86","86","86","0","0","0","86","86","86","0","86","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","74","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.12","4","y","0","left","right","left","NA","left","758","8882","40773","NA","758","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","576513","573218","2523","124463","574303","574305","500343","2526","83689","NA","578518","579277","575308","11409","578518","Sternberg Task","81","65912","87","yes","1024"
"93.1818181818","93.1818181818","756.75","756.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","87","87","0","0","87","87","87","0","0","0","87","87","87","0","87","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","75","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 6","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","682","8882","40773","NA","682","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","582570","579283","2523","124463","580360","580362","500343","2526","83689","NA","584574","585257","581365","11409","584574","Sternberg Task","82","66594","88","yes","1024"
"93.2584269663","93.2584269663","757.235955056","757.235955056","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","88","88","0","0","88","88","88","0","0","0","88","88","88","0","88","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","76","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 6 3 4 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","800","8882","40773","NA","800","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","588560","585264","2523","124463","586348","586350","500343","2526","83689","NA","590564","591364","587354","11409","590564","Sternberg Task","83","67394","89","yes","1024"
"93.3333333333","93.3333333333","756.033333333","756.033333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","89","89","0","0","89","89","89","0","0","0","89","89","89","0","89","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","77","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","649","8882","40773","NA","649","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","594656","591371","2523","124463","592445","592446","500343","2526","83689","NA","596661","597310","593451","11409","596660","Sternberg Task","84","68043","90","yes","1024"
"93.4065934066","93.4065934066","758.791208791","758.791208791","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","90","90","0","0","90","90","90","0","0","0","90","90","90","0","90","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","78","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","2 6 1 7 4","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","1007","8882","40773","NA","1007","2","legacy","5","1024","2","48000","-16","experiment","2","even","6","600615","597316","2523","124463","598403","598405","500343","2526","83689","NA","602621","603629","599409","11409","602619","Sternberg Task","85","69050","91","yes","1024"
"93.4782608696","93.4782608696","757.423913043","757.423913043","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","91","91","0","0","91","91","91","0","0","0","91","91","91","0","91","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","79","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","633","8882","40773","NA","633","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","606931","603637","2523","124463","604719","604721","500343","2526","83689","NA","608935","609568","605726","11409","608935","Sternberg Task","86","69683","92","yes","1024"
"92.4731182796","92.4731182796","759.52688172","759.52688172","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","92","92","0","0","92","92","92","0","0","0","92","92","92","0","92","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","80","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.12","0","n","0","left","right","left","NA","left","953","8882","40773","NA","953","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","612870","609575","2523","124463","610662","610664","500343","2526","83689","NA","614876","615829","611666","11409","614875","Sternberg Task","86","70636","93","yes","1024"
"92.5531914894","92.5531914894","757.978723404","757.978723404","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","93","93","0","0","93","93","93","0","0","0","93","93","93","0","93","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","81","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 2 3","Lentiform Loewenfeld","3.3.12","3","y","0","left","right","left","NA","left","614","8882","40773","NA","614","2","legacy","3","1024","2","48000","-16","experiment","2","even","3","619125","609575","2523","124463","616913","616915","615835","2526","83689","NA","621130","621745","617919","11409","621129","Sternberg Task","87","71250","94","yes","1024"
"92.6315789474","92.6315789474","757.284210526","757.284210526","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","94","94","0","0","94","94","94","0","0","0","94","94","94","0","94","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","82","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","6 9 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","692","8882","40773","NA","692","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","625046","621752","2523","124463","622837","622839","615835","2526","83689","NA","627049","627742","623844","11409","627049","Sternberg Task","88","71942","95","yes","1024"
"91.6666666667","91.6666666667","763.260416667","763.260416667","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","95","95","0","0","95","95","95","0","0","0","95","95","95","0","95","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","83","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.12","0","n","0","left","right","left","NA","left","1331","8882","40773","NA","1331","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","631051","627749","2523","124463","628839","628840","615835","2526","83689","NA","633055","634387","629844","11409","633055","Sternberg Task","88","73273","96","yes","1024"
"91.7525773196","91.7525773196","763.195876289","763.195876289","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","96","96","0","0","96","96","96","0","0","0","96","96","96","0","96","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","84","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.12","4","y","0","left","right","left","NA","left","757","8882","40773","NA","757","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","637687","627749","2523","124463","635475","635477","634392","2526","83689","NA","639692","640450","636481","11409","639692","Sternberg Task","89","74030","97","yes","1024"
"91.8367346939","91.8367346939","764.020408163","764.020408163","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","97","97","0","0","97","97","97","0","0","0","97","97","97","0","97","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","85","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.12","3","y","0","left","right","left","NA","left","844","8882","40773","NA","844","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","643745","640456","2523","124463","641533","641535","634392","2526","83689","NA","645751","646596","642541","11409","645750","Sternberg Task","90","74874","98","yes","1024"
"91.9191919192","91.9191919192","760.97979798","760.97979798","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","98","98","0","0","98","98","98","0","0","0","98","98","98","0","98","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","86","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","463","8882","40773","NA","463","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","649896","646602","2523","124463","647686","647688","634392","2526","83689","NA","651901","652366","648691","11409","651901","Sternberg Task","91","75337","99","yes","1024"
"92","92","760.8","760.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","99","99","0","0","99","99","99","0","0","0","99","99","99","0","99","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","87","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 1 8 4 9 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","743","8882","40773","NA","743","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","655659","652373","2523","124463","653448","653450","634392","2526","83689","NA","657664","658408","654454","11409","657664","Sternberg Task","92","76080","100","yes","1024"
"92.0792079208","92.0792079208","757.376237624","757.376237624","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","100","100","0","0","100","100","100","0","0","0","100","100","100","0","100","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","88","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.12","4","y","0","left","right","left","NA","left","415","8882","40773","NA","415","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","661703","658413","2523","124463","659493","659494","634392","2526","83689","NA","663707","664122","660498","11409","663707","Sternberg Task","93","76495","101","yes","1024"
"92.1568627451","92.1568627451","753.892156863","753.892156863","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","101","101","0","0","101","101","101","0","0","0","101","101","101","0","101","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","89","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","402","8882","40773","NA","402","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","667412","664128","2523","124463","665201","665203","634392","2526","83689","NA","669414","669817","666207","11409","669414","Sternberg Task","94","76897","102","yes","1024"
"92.2330097087","92.2330097087","751.737864078","751.737864078","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","102","102","0","0","102","102","102","0","0","0","102","102","102","0","102","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","90","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","1 7 8 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","532","8882","40773","NA","532","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","673120","669823","2523","124463","670909","670911","634392","2526","83689","NA","675126","675660","671915","11409","675125","Sternberg Task","95","77429","103","yes","1024"
"91.3461538462","91.3461538462","749.182692308","749.182692308","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","103","103","0","0","103","103","103","0","0","0","103","103","103","0","103","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","91","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.12","1","y","0","right","right","left","NA","right","486","8882","40773","NA","486","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","678955","675668","2523","124463","676745","676747","634392","2526","83689","NA","680956","681443","677752","11409","680956","Sternberg Task","95","77915","104","yes","1024"
