"correct","format","problem","response","response_time","size","subject_nr","truth"
"0","digit","3 + 6 = 7","a","506","small","3","F"
"1","digit","7 + 8 = 15","a","230","large","3","T"
"1","word","nine + nine = fifteen","l","434","large","3","F"
"1","word","eight + two = ten","a","339","small","3","T"
"0","digit","2 + 5 = 11","a","417","small","3","F"
"1","word","six + six = nine","l","531","large","3","F"
"1","word","three + two = seven","l","443","small","3","F"
"1","digit","2 + 3 = 5","a","279","small","3","T"
"1","digit","9 + 8 = 15","l","558","large","3","F"
"1","digit","4 + 4 = 9","l","165","small","3","F"
"0","word","four + nine = thirteen","l","1272","large","3","T"
"1","word","seven + two = nine","a","239","small","3","T"
"1","word","four + four = eight","a","245","small","3","T"
"1","word","seven + six = thirteen","a","225","large","3","T"
"1","word","three + nine = twelve","a","236","large","3","T"
"0","digit","9 + 5 = 16","a","248","large","3","F"
"0","word","six + five = ten","a","262","large","3","F"
"1","digit","8 + 8 = 13","l","215","large","3","F"
"1","digit","2 + 7 = 9","a","324","small","3","T"
"0","word","eight + seven = fifteen","l","206","large","3","T"
"0","word","seven + four = twelve","a","322","large","3","F"
"1","digit","7 + 7 = 14","a","254","large","3","T"
"0","digit","2 + 2 = 6","a","272","small","3","F"
"0","digit","3 + 4 = 7","l","293","small","3","T"
"1","word","three + three = six","a","352","small","3","T"
"0","word","two + nine = eleven","l","391","small","3","T"
"0","word","five + three = eight","l","224","small","3","T"
"1","digit","6 + 7 = 13","a","327","large","3","T"
"1","word","two + six = five","l","348","small","3","F"
"1","word","six + eight = fourteen","a","382","large","3","T"
"1","word","seven + seven = fourteen","a","441","large","3","T"
"0","digit","8 + 6 = 18","a","358","large","3","F"
"0","word","five + five = eight","a","375","small","3","F"
"0","digit","9 + 9 = 17","a","276","large","3","F"
"1","word","two + two = four","a","245","small","3","T"
"1","word","three + four = six","l","246","small","3","F"
"0","word","four + eight = twelve","l","264","large","3","T"
"1","digit","2 + 9 = 11","a","513","small","3","T"
"1","digit","6 + 4 = 10","a","243","small","3","T"
"1","digit","5 + 8 = 13","a","285","large","3","T"
"0","word","six + four = nine","a","65","small","3","F"
"1","digit","3 + 8 = 10","l","899","small","3","F"
