correct,format,problem,response,response_time,size,subject_nr,truth
1,digit,7 + 4 = 13,l,1336,large,2,F
1,word,seven + seven = fourteen,a,1499,large,2,T
1,word,two + nine = eleven,a,1859,small,2,T
1,digit,4 + 9 = 13,a,1141,large,2,T
1,word,four + five = thirteen,l,2516,small,2,F
1,digit,7 + 8 = 15,a,2911,large,2,T
1,digit,3 + 6 = 7,l,1356,small,2,F
1,digit,5 + 7 = 12,a,1418,large,2,T
1,digit,3 + 4 = 7,a,860,small,2,T
1,digit,3 + 9 = 12,a,841,large,2,T
1,digit,8 + 8 = 13,l,1035,large,2,F
1,digit,6 + 6 = 12,a,755,large,2,T
1,word,two + two = four,a,848,small,2,T
1,digit,7 + 9 = 16,a,1437,large,2,T
1,digit,5 + 4 = 9,a,760,small,2,T
1,digit,2 + 3 = 5,a,835,small,2,T
1,word,three + eight = twelve,l,3046,small,2,F
1,digit,2 + 7 = 9,a,1447,small,2,T
1,word,six + five = ten,l,2619,large,2,F
1,word,four + eight = twelve,a,2336,large,2,T
1,word,eight + seven = fifteen,a,4826,large,2,T
1,digit,6 + 2 = 5,l,1143,small,2,F
1,word,five + five = eight,l,1947,small,2,F
1,word,eight + five = seventeen,l,1411,large,2,F
1,digit,2 + 8 = 10,a,1052,small,2,T
1,digit,3 + 3 = 6,a,804,small,2,T
1,word,five + two = four,l,1384,small,2,F
0,word,seven + four = twelve,a,3044,large,2,F
1,word,seven + two = nine,a,2106,small,2,T
1,digit,9 + 9 = 17,l,1277,large,2,F
1,digit,5 + 8 = 13,a,1526,large,2,T
1,word,four + nine = thirteen,a,1467,large,2,T
1,digit,6 + 5 = 14,l,1282,large,2,F
1,digit,9 + 6 = 11,l,1015,large,2,F
0,digit,9 + 8 = 15,a,1854,large,2,F
1,word,three + two = seven,l,1385,small,2,F
1,digit,3 + 8 = 10,l,977,small,2,F
1,word,four + four = eight,a,1111,small,2,T
1,digit,7 + 7 = 14,a,744,large,2,T
1,word,seven + three = fourteen,l,1661,small,2,F
1,word,eight + two = ten,a,893,small,2,T
0,digit,9 + 5 = 16,a,880,large,2,F
1,word,five + three = eight,a,1245,small,2,T
1,word,seven + six = thirteen,a,1578,large,2,T
1,word,nine + five = eleven,l,1228,large,2,F
1,word,three + three = six,a,1187,small,2,T
1,digit,5 + 5 = 8,l,1071,small,2,F
1,digit,2 + 2 = 6,l,1021,small,2,F
1,digit,2 + 5 = 11,l,977,small,2,F
1,word,nine + six = fifteen,a,1511,large,2,T
0,word,six + eight = fourteen,l,1196,large,2,T
1,digit,2 + 9 = 11,a,776,small,2,T
1,digit,6 + 7 = 13,a,1690,large,2,T
0,word,seven + nine = sixteen,l,1661,large,2,T
1,digit,6 + 4 = 10,a,949,small,2,T
1,word,nine + nine = fifteen,l,1102,large,2,F
1,digit,4 + 8 = 11,l,1021,large,2,F
1,word,six + four = nine,l,1621,small,2,F
1,word,seven + five = fourteen,l,2412,large,2,F
1,word,two + six = five,l,1093,small,2,F
1,digit,8 + 6 = 18,l,1141,large,2,F
1,word,three + four = six,l,1550,small,2,F
1,word,three + nine = twelve,a,1713,large,2,T
1,word,six + six = nine,l,1019,large,2,F
1,digit,4 + 4 = 9,l,1291,small,2,F
1,word,six + three = nine,a,2614,small,2,T
1,word,two + four = six,a,871,small,2,T
1,digit,7 + 3 = 12,l,949,small,2,F
1,digit,5 + 3 = 4,l,1038,small,2,F
1,digit,4 + 2 = 6,a,936,small,2,T
1,word,eight + nine = sixteen,l,2267,large,2,F
1,word,eight + eight = eighteen,l,2146,large,2,F
1,digit,2 + 2 = 4,a,855,small,2,T
1,digit,4 + 3 = 9,l,1024,small,2,F
0,digit,8 + 8 = 16,l,876,large,2,T
0,word,nine + nine = eighteen,l,1112,large,2,T
1,word,two + eight = eleven,l,2621,small,2,F
1,word,six + nine = fourteen,l,1385,large,2,F
1,word,six + four = ten,a,1764,small,2,T
1,digit,4 + 6 = 13,l,1055,small,2,F
1,word,five + four = nine,a,1261,small,2,T
1,word,two + five = seven,a,1504,small,2,T
1,word,seven + six = twelve,l,2110,large,2,F
1,word,eight + six = seventeen,l,1813,large,2,F
1,digit,7 + 9 = 13,l,1759,large,2,F
1,word,five + five = ten,a,987,small,2,T
1,word,two + nine = ten,l,1342,small,2,F
1,word,three + six = seven,l,1452,small,2,F
1,digit,2 + 9 = 8,l,994,small,2,F
1,digit,9 + 8 = 17,a,1085,large,2,T
