"correct","format","problem","response","response_time","size","subject_nr","truth"
"1","word","five + three = eight","a","1092.0","small","1","T"
"1","digit","9 + 9 = 17","l","1455.0","large","1","F"
"1","digit","6 + 5 = 14","l","1289.0","large","1","F"
"1","word","two + four = six","a","835.0","small","1","T"
"1","digit","4 + 2 = 6","a","694.0","small","1","T"
"1","digit","2 + 3 = 5","a","800.0","small","1","T"
"0","digit","7 + 4 = 13","a","1340.0","large","1","F"
"1","digit","2 + 2 = 6","l","788.0","small","1","F"
"0","digit","9 + 6 = 11","a","1114.0","large","1","F"
"1","digit","9 + 8 = 15","l","4064.0","large","1","F"
"1","digit","3 + 9 = 12","a","1227.0","large","1","T"
"0","word","three + nine = twelve","l","1370.0","large","1","T"
"1","digit","3 + 3 = 6","a","875.0","small","1","T"
"1","word","four + four = eight","a","726.0","small","1","T"
"1","word","eight + eight = eighteen","l","814.0","large","1","F"
"1","word","six + three = nine","a","654.0","small","1","T"
"0","word","nine + six = fifteen","l","918.0","large","1","T"
"0","word","six + four = nine","a","1276.0","small","1","F"
"1","digit","8 + 6 = 18","l","1030.0","large","1","F"
"0","word","nine + five = eleven","a","1004.0","large","1","F"
"1","word","seven + two = nine","a","800.0","small","1","T"
"1","digit","4 + 8 = 11","l","696.0","large","1","F"
"1","word","two + two = four","a","643.0","small","1","T"
"1","word","seven + three = fourteen","l","1136.0","small","1","F"
"1","digit","2 + 8 = 10","a","699.0","small","1","T"
"1","word","four + five = thirteen","l","666.0","small","1","F"
"1","word","seven + six = thirteen","a","742.0","large","1","T"
"0","digit","6 + 7 = 13","l","637.0","large","1","T"
"0","digit","3 + 8 = 10","a","311.0","small","1","F"
"0","word","three + two = seven","a","540.0","small","1","F"
"1","word","seven + nine = sixteen","a","616.0","large","1","T"
"1","digit","5 + 3 = 4","l","611.0","small","1","F"
"1","digit","2 + 9 = 11","a","599.0","small","1","T"
"0","word","five + two = four","a","489.0","small","1","F"
"1","word","eight + two = ten","a","466.0","small","1","T"
"1","digit","8 + 8 = 13","l","648.0","large","1","F"
"0","digit","7 + 3 = 12","a","741.0","small","1","F"
"0","digit","2 + 5 = 11","a","741.0","small","1","F"
"1","word","three + three = six","a","888.0","small","1","T"
