"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequense","count_experiment","count_experimentLoop","count_fixation","count_incorredtFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequense","time_experiment","time_experimentLoop","time_fixation","time_incorredtFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"95.06172839506173","95.06172839506173","820.3086419753087","820.3086419753087","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","80","80","80","0","0","80","80","0","0","80","80","80","0","80","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","68","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","left","right","NA","1389","22546","146880","1389","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","667191","663874","664951","2674","247387","664963","529344","2684","100506","669204","670595","665976","25245","669204","NA","Sternberg Task","77","66445","81","yes","1024"
"95.1219512195122","95.1219512195122","817.9878048780488","817.9878048780488","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","81","81","81","0","0","81","81","0","0","81","81","81","0","81","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","69","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","630","22546","146880","630","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","673924","663874","671682","2674","247387","671694","670606","2684","100506","675937","676568","672708","25245","675937","NA","Sternberg Task","78","67075","82","yes","1024"
"95.18072289156626","95.18072289156626","816.2289156626506","816.2289156626506","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","82","82","82","0","0","82","82","0","0","82","82","82","0","82","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","70","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","4 2 7 6 1 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","672","22546","146880","672","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","679897","676580","677655","2674","247387","677667","670606","2684","100506","681909","682583","678681","25245","681909","NA","Sternberg Task","79","67747","83","yes","1024"
"95.23809523809524","95.23809523809524","818.9285714285714","818.9285714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","83","83","83","0","0","83","83","0","0","83","83","83","0","83","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","71","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","left","left","NA","1043","22546","146880","1043","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","685916","682596","683674","2674","247387","683686","670606","2684","100506","687929","688974","684700","25245","687929","NA","Sternberg Task","80","68790","84","yes","1024"
"95.29411764705883","95.29411764705883","816.964705882353","816.964705882353","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","84","84","84","0","0","84","84","0","0","84","84","84","0","84","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","72","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","left","left","NA","652","22546","146880","652","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","692302","688985","690060","2674","247387","690072","670606","2684","100506","694314","694967","691086","25245","694314","NA","Sternberg Task","81","69442","85","yes","1024"
"95.34883720930233","95.34883720930233","814.546511627907","814.546511627907","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","85","85","85","0","0","85","85","0","0","85","85","85","0","85","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","73","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","609","22546","146880","609","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","698298","694980","696056","2674","247387","696067","670606","2684","100506","700311","700921","697081","25245","700310","NA","Sternberg Task","82","70051","86","yes","1024"
"95.40229885057471","95.40229885057471","813.6896551724138","813.6896551724138","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","86","86","86","0","0","86","86","0","0","86","86","86","0","86","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","74","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","740","22546","146880","740","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","704250","700934","702008","2674","247387","702020","670606","2684","100506","706262","707003","703034","25245","706262","NA","Sternberg Task","83","70791","87","yes","1024"
"95.45454545454545","95.45454545454545","809.5568181818181","809.5568181818181","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","87","87","87","0","0","87","87","0","0","87","87","87","0","87","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","75","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","450","22546","146880","450","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","710333","707015","708091","2674","247387","708102","670606","2684","100506","712345","712796","709116","25245","712345","NA","Sternberg Task","84","71241","88","yes","1024"
"95.50561797752809","95.50561797752809","809.4157303370787","809.4157303370787","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","88","88","88","0","0","88","88","0","0","88","88","88","0","88","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","76","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","797","22546","146880","797","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","716124","712810","713883","2674","247387","713895","670606","2684","100506","718136","718934","714909","25245","718136","NA","Sternberg Task","85","72038","89","yes","1024"
"95.55555555555556","95.55555555555556","808.7444444444444","808.7444444444444","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","89","89","89","0","0","89","89","0","0","89","89","89","0","89","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","77","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","2 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","749","22546","146880","749","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","2","722261","718946","720020","2674","247387","720031","670606","2684","100506","724274","725024","721045","25245","724274","NA","Sternberg Task","86","72787","90","yes","1024"
"95.6043956043956","95.6043956043956","805.7252747252747","805.7252747252747","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","90","90","90","0","0","90","90","0","0","90","90","90","0","90","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","78","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","left","left","NA","534","22546","146880","534","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","728353","725036","726111","2674","247387","726123","670606","2684","100506","730365","730900","727136","25245","730365","NA","Sternberg Task","87","73321","91","yes","1024"
"95.65217391304348","95.65217391304348","804.0978260869565","804.0978260869565","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","91","91","91","0","0","91","91","0","0","91","91","91","0","91","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","79","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","656","22546","146880","656","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","734228","730913","731987","2674","247387","731999","670606","2684","100506","736241","736898","733012","25245","736241","NA","Sternberg Task","88","73977","92","yes","1024"
"95.6989247311828","95.6989247311828","802","802","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","92","92","92","0","0","92","92","0","0","92","92","92","0","92","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","80","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","left","left","NA","609","22546","146880","609","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","740227","736911","737987","2674","247387","737998","670606","2684","100506","742240","742850","739011","25245","742239","NA","Sternberg Task","89","74586","93","yes","1024"
"95.74468085106383","95.74468085106383","801.3510638297872","801.3510638297872","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","93","93","93","0","0","93","93","0","0","93","93","93","0","93","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","81","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","741","22546","146880","741","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","746183","742864","743941","2674","247387","743953","670606","2684","100506","748196","748938","744968","25245","748195","NA","Sternberg Task","90","75327","94","yes","1024"
"95.78947368421052","95.78947368421052","799.4631578947368","799.4631578947368","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","94","94","94","0","0","94","94","0","0","94","94","94","0","94","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","82","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","622","22546","146880","622","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","752263","748949","750022","2674","247387","750033","670606","2684","100506","754276","754899","751047","25245","754276","NA","Sternberg Task","91","75949","95","yes","1024"
"95.83333333333333","95.83333333333333","800.5","800.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","95","95","95","0","0","95","95","0","0","95","95","95","0","95","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","83","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","899","22546","146880","899","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","758227","754912","755986","2674","247387","755997","670606","2684","100506","760240","761140","757010","25245","760240","NA","Sternberg Task","92","76848","96","yes","1024"
"95.87628865979381","95.87628865979381","799.5257731958762","799.5257731958762","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","96","96","96","0","0","96","96","0","0","96","96","96","0","96","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","84","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","left","left","NA","706","22546","146880","706","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","764468","761150","762225","2674","247387","762237","670606","2684","100506","766480","767187","763251","25245","766480","NA","Sternberg Task","93","77554","97","yes","1024"
"95.91836734693878","95.91836734693878","796.9591836734694","796.9591836734694","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","97","97","97","0","0","97","97","0","0","97","97","97","0","97","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","85","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","548","22546","146880","548","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","770516","767200","768278","2674","247387","768289","670606","2684","100506","772529","773078","769304","25245","772529","NA","Sternberg Task","94","78102","98","yes","1024"
"95.95959595959596","95.95959595959596","795.7676767676768","795.7676767676768","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","98","98","98","0","0","98","98","0","0","98","98","98","0","98","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","86","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","2 5 1 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","679","22546","146880","679","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","776409","773091","774166","2674","247387","774178","670606","2684","100506","778422","779102","775191","25245","778422","NA","Sternberg Task","95","78781","99","yes","1024"
"96","96","795.04","795.04","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","99","99","99","0","0","99","99","0","0","99","99","99","0","99","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","87","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","723","22546","146880","723","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","782429","779115","780187","2674","247387","780198","670606","2684","100506","784442","785166","781212","25245","784442","NA","Sternberg Task","96","79504","100","yes","1024"
"96.03960396039604","96.03960396039604","793.4950495049505","793.4950495049505","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","100","100","100","0","0","100","100","0","0","100","100","100","0","100","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","88","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","8 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","639","22546","146880","639","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","788501","785179","786256","2674","247387","786270","670606","2684","100506","790513","791154","787284","25245","790513","NA","Sternberg Task","97","80143","101","yes","1024"
"96.07843137254902","96.07843137254902","790.843137254902","790.843137254902","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","101","101","101","0","0","101","101","0","0","101","101","101","0","101","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","89","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","523","22546","146880","523","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","4","794487","791167","792244","2674","247387","792256","670606","2684","100506","796500","797024","793270","25245","796500","NA","Sternberg Task","98","80666","102","yes","1024"
"96.11650485436893","96.11650485436893","788.9708737864078","788.9708737864078","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","102","102","102","0","0","102","102","0","0","102","102","102","0","102","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","90","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","598","22546","146880","598","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","800352","797037","798110","2674","247387","798121","670606","2684","100506","802364","802963","799135","25245","802364","NA","Sternberg Task","99","81264","103","yes","1024"
"96.15384615384616","96.15384615384616","790.375","790.375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","103","103","103","0","0","103","103","0","0","103","103","103","0","103","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","91","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","935","22546","146880","935","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","806293","802975","804052","2674","247387","804064","670606","2684","100506","808306","809242","805077","25245","808306","NA","Sternberg Task","100","82199","104","yes","1024"
"96.19047619047619","96.19047619047619","790.1619047619048","790.1619047619048","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","104","104","104","0","0","104","104","0","0","104","104","104","0","104","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","92","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","6 9 7 4 5 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","left","left","NA","768","22546","146880","768","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","812572","809255","810331","2674","247387","810342","670606","2684","100506","814585","815354","811356","25245","814584","NA","Sternberg Task","101","82967","105","yes","1024"
"96.22641509433963","96.22641509433963","787.7547169811321","787.7547169811321","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","105","105","105","0","0","105","105","0","0","105","105","105","0","105","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","93","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","535","22546","146880","535","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","818682","815367","816441","2674","247387","816453","670606","2684","100506","820696","821232","817466","25245","820696","NA","Sternberg Task","102","83502","106","yes","1024"
"96.26168224299066","96.26168224299066","787.2429906542056","787.2429906542056","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","106","106","106","0","0","106","106","0","0","106","106","106","0","106","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","94","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","733","22546","146880","733","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","824564","821245","822322","2674","247387","822334","670606","2684","100506","826576","827310","823348","25245","826576","NA","Sternberg Task","103","84235","107","yes","1024"
"96.29629629629629","96.29629629629629","785.4351851851852","785.4351851851852","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","107","107","107","0","0","107","107","0","0","107","107","107","0","107","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","95","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","592","22546","146880","592","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","830641","827325","828399","2674","247387","828411","670606","2684","100506","832655","833249","829425","25245","832654","NA","Sternberg Task","104","84827","108","yes","1024"
"96.3302752293578","96.3302752293578","785.8256880733945","785.8256880733945","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","108","108","108","0","0","108","108","0","0","108","108","108","0","108","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","96","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","9 1 6 7 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","left","left","NA","828","22546","146880","828","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","836578","833260","834336","2674","247387","834348","670606","2684","100506","838590","839419","835362","25245","838589","NA","Sternberg Task","105","85655","109","yes","1024"
"96.36363636363636","96.36363636363636","785.709090909091","785.709090909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","109","109","109","0","0","109","109","0","0","109","109","109","0","109","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","97","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","773","22546","146880","773","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","842745","839430","840504","2674","247387","840515","670606","2684","100506","844758","845532","841529","25245","844757","NA","Sternberg Task","106","86428","110","yes","1024"
"96.3963963963964","96.3963963963964","783.936936936937","783.936936936937","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","110","110","110","0","0","110","110","0","0","110","110","110","0","110","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","98","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","9 7 4 5 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","589","22546","146880","589","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","848862","845545","846620","2674","247387","846631","670606","2684","100506","850874","851464","847646","25245","850874","NA","Sternberg Task","107","87017","111","yes","1024"
"96.42857142857143","96.42857142857143","782.7767857142857","782.7767857142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","111","111","111","0","0","111","111","0","0","111","111","111","0","111","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","99","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","654","22546","146880","654","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","854794","851478","852552","2674","247387","852564","670606","2684","100506","856807","857462","853578","25245","856807","NA","Sternberg Task","108","87671","112","yes","1024"
"96.46017699115045","96.46017699115045","782.0353982300885","782.0353982300885","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","112","112","112","0","0","112","112","0","0","112","112","112","0","112","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","100","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","left","left","NA","699","22546","146880","699","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","860792","857476","858550","2674","247387","858561","670606","2684","100506","862804","863505","859576","25245","862804","NA","Sternberg Task","109","88370","113","yes","1024"
"96.49122807017544","96.49122807017544","781.1228070175439","781.1228070175439","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","113","113","113","0","0","113","113","0","0","113","113","113","0","113","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","101","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","678","22546","146880","678","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","866838","863518","864596","2674","247387","864608","670606","2684","100506","868851","869531","865622","25245","868851","NA","Sternberg Task","110","89048","114","yes","1024"
"96.52173913043478","96.52173913043478","780.0956521739131","780.0956521739131","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","114","114","114","0","0","114","114","0","0","114","114","114","0","114","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","102","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","left","left","NA","663","22546","146880","663","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","872864","869544","870623","2674","247387","870635","670606","2684","100506","874876","875541","871649","25245","874876","NA","Sternberg Task","111","89711","115","yes","1024"
"96.55172413793103","96.55172413793103","779.198275862069","779.198275862069","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","115","115","115","0","0","115","115","0","0","115","115","115","0","115","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","103","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","6 9 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","676","22546","146880","676","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","878871","875554","876629","2674","247387","876641","670606","2684","100506","880884","881561","877655","25245","880884","NA","Sternberg Task","112","90387","116","yes","1024"
"95.72649572649573","95.72649572649573","778.1452991452992","778.1452991452992","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","116","116","116","0","0","116","116","0","0","116","116","116","0","116","0","Sat Oct 17 22:09:52 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","yes","768","legacy","104","11","/Users/suzannejosey/Documents/subject-1.csv","legacy","7 6","Lentiform Loewenfeld","3.3.3","2","y","0","right","right","left","right","NA","656","22546","146880","656","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","884889","881572","882647","2674","247387","882659","670606","2684","100506","886901","887558","883673","25245","886901","NA","Sternberg Task","112","91043","117","yes","1024"
