"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequense","count_experiment","count_experimentLoop","count_fixation","count_incorredtFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequense","time_experiment","time_experimentLoop","time_fixation","time_incorredtFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","906.6363636363636","906.6363636363636","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","10","10","/Users/suzannejosey/Documents/subject-2.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","NA","right","NA","849","55465","NA","849","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","125523","122068","123189","2448","NA","123228","NA","2538","NA","127567","128417","124274","58017","127567","NA","Sternberg Task","11","9973","11","yes","1024"
"91.66666666666667","91.66666666666667","877.8333333333334","877.8333333333334","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","11","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","right","down","NA","right","NA","561","55465","NA","561","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","131962","128465","129628","2448","NA","129671","NA","2538","NA","134006","134568","130716","58017","134006","NA","Sternberg Task","11","10534","12","yes","1024"
"92.3076923076923","92.3076923076923","920.6923076923077","920.6923076923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","0","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.3","3","y","0","left","down","left","left","NA","1435","55465","4839","1435","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","142988","128465","140663","2448","140578","140700","134616","2538","135738","145027","146463","141741","58017","145027","NA","Sternberg Task","12","11969","13","yes","1024"
"92.85714285714286","92.85714285714286","912.8571428571429","912.8571428571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","1","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","811","55465","4839","811","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","150013","146511","147679","2448","140578","147723","134616","2538","135738","152058","152870","148769","58017","152058","NA","Sternberg Task","13","12780","14","yes","1024"
"93.33333333333333","93.33333333333333","915.3333333333334","915.3333333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","2","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.3","3","y","0","left","down","left","left","NA","950","55465","4839","950","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","156406","152916","154072","2448","140578","154113","134616","2538","135738","158449","159399","155158","58017","158449","NA","Sternberg Task","14","13730","15","yes","1024"
"93.75","93.75","906.0625","906.0625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","3","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","7 1 8 5 6 2","Lentiform Loewenfeld","3.3.3","2","y","0","left","down","left","left","NA","767","55465","4839","767","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","162926","159442","160593","2448","140578","160638","134616","2538","135738","164970","165738","161685","58017","164970","NA","Sternberg Task","15","14497","16","yes","1024"
"94.11764705882354","94.11764705882354","887.7058823529412","887.7058823529412","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","4","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","9 1 6 7 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","down","left","left","NA","594","55465","4839","594","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","169267","165788","166942","2448","140578","166981","134616","2538","135738","171311","171906","168024","58017","171311","NA","Sternberg Task","16","15091","17","yes","1024"
"94.44444444444444","94.44444444444444","879.5555555555555","879.5555555555555","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","5","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","2 5 1 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","741","55465","4839","741","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","175446","171956","173120","2448","140578","173157","134616","2538","135738","177490","178232","174203","58017","177490","NA","Sternberg Task","17","15832","18","yes","1024"
"94.73684210526316","94.73684210526316","879","879","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","6","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","869","55465","4839","869","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","181746","178274","179423","2448","140578","179462","134616","2538","135738","183790","184660","180507","58017","183790","NA","Sternberg Task","18","16701","19","yes","1024"
"95","95","861.45","861.45","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","7","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.3","3","y","0","left","down","left","left","NA","528","55465","4839","528","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","188200","184714","185868","2448","140578","185909","134616","2538","135738","190245","190773","186954","58017","190245","NA","Sternberg Task","19","17229","20","yes","1024"
"95.23809523809524","95.23809523809524","854.5238095238095","854.5238095238095","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","8","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","716","55465","4839","716","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","194324","190817","191992","2448","140578","192035","134616","2538","135738","196369","197085","193084","58017","196368","NA","Sternberg Task","20","17945","21","yes","1024"
"95.45454545454545","95.45454545454545","856.8636363636364","856.8636363636364","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","9","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","down","left","left","NA","906","55465","4839","906","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","200633","197134","198300","2448","140578","198337","134616","2538","135738","202677","203584","199383","58017","202677","NA","Sternberg Task","21","18851","22","yes","1024"
"95.65217391304348","95.65217391304348","856.2173913043479","856.2173913043479","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","10","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","down","left","left","NA","842","55465","4839","842","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","207129","203651","204797","2448","140578","204840","134616","2538","135738","209172","210015","205886","58017","209172","NA","Sternberg Task","22","19693","23","yes","1024"
"95.83333333333333","95.83333333333333","848.7083333333334","848.7083333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","11","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","down","left","left","NA","676","55465","4839","676","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","213572","210061","211241","2448","140578","211289","134616","2538","135738","215630","216307","212331","58017","215630","NA","Sternberg Task","23","20369","24","yes","1024"
"96","96","838.16","838.16","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","12","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","585","55465","4839","585","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","219842","216349","217513","2448","140578","217553","134616","2538","135738","221886","222472","218599","58017","221886","NA","Sternberg Task","24","20954","25","yes","1024"
"96.15384615384616","96.15384615384616","838.7307692307693","838.7307692307693","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","13","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","853","55465","4839","853","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","226007","222520","223678","2448","140578","223720","134616","2538","135738","228052","228905","224766","58017","228051","NA","Sternberg Task","25","21807","26","yes","1024"
"96.29629629629629","96.29629629629629","833.3333333333334","833.3333333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","14","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","down","left","left","NA","693","55465","4839","693","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","8","232436","228956","230106","2448","140578","230148","134616","2538","135738","234479","235173","231194","58017","234479","NA","Sternberg Task","26","22500","27","yes","1024"
"96.42857142857143","96.42857142857143","831.6071428571429","831.6071428571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","15","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","9 4 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","down","left","left","NA","785","55465","4839","785","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","238712","235228","236385","2448","140578","236424","134616","2538","135738","240756","241542","237470","58017","240755","NA","Sternberg Task","27","23285","28","yes","1024"
"96.55172413793103","96.55172413793103","834.2758620689655","834.2758620689655","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","28","28","28","0","0","28","28","0","0","28","28","28","0","28","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","16","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.3","2","y","0","left","down","left","left","NA","909","55465","4839","909","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","245076","241588","242748","2448","140578","242789","134616","2538","135738","247118","248028","243835","58017","247118","NA","Sternberg Task","28","24194","29","yes","1024"
"96.66666666666667","96.66666666666667","842.3666666666667","842.3666666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","29","29","29","0","0","29","29","0","0","29","29","29","0","29","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","17","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.3","3","y","0","left","down","left","left","NA","1077","55465","4839","1077","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","251563","248082","249240","2448","140578","249278","134616","2538","135738","253607","254685","250321","58017","253607","NA","Sternberg Task","29","25271","30","yes","1024"
"96.7741935483871","96.7741935483871","845.0967741935484","845.0967741935484","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","30","30","30","0","0","30","30","0","0","30","30","30","0","30","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","18","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.3","2","y","0","left","down","left","left","NA","927","55465","4839","927","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","258185","254732","255869","2448","140578","255905","134616","2538","135738","260231","261159","256947","58017","260231","NA","Sternberg Task","30","26198","31","yes","1024"
"96.875","96.875","843.3125","843.3125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","19","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","788","55465","4839","788","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","264704","261209","262376","2448","140578","262417","134616","2538","135738","266749","267538","263464","58017","266749","NA","Sternberg Task","31","26986","32","yes","1024"
"96.96969696969697","96.96969696969697","845.3939393939394","845.3939393939394","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","20","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","down","left","left","NA","912","55465","4839","912","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","4","271075","267589","268749","2448","140578","268787","134616","2538","135738","273119","274032","269832","58017","273118","NA","Sternberg Task","32","27898","33","yes","1024"
"97.05882352941177","97.05882352941177","844.5882352941177","844.5882352941177","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","21","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","down","left","left","NA","818","55465","4839","818","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","2","277578","274085","275249","2448","140578","275287","134616","2538","135738","279622","280441","276333","58017","279622","NA","Sternberg Task","33","28716","34","yes","1024"
"97.14285714285714","97.14285714285714","837.9142857142857","837.9142857142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","22","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","611","55465","4839","611","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","283969","280492","281636","2448","140578","281681","134616","2538","135738","286012","286624","282727","58017","286012","NA","Sternberg Task","34","29327","35","yes","1024"
"97.22222222222223","97.22222222222223","833.9166666666666","833.9166666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Sat Oct 24 11:01:18 2020","The main experiment item","yes","SternbergTask.osexp","/Users/suzannejosey/Documents","no","mono","no","18","no","white","no","no","768","legacy","23","11","/Users/suzannejosey/Documents/subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","down","left","right","NA","694","55465","4839","694","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","290152","286668","287830","2448","140578","287869","134616","2538","135738","292197","292893","288915","58017","292196","NA","Sternberg Task","35","30021","36","yes","1024"
