"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctfeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrect","count_instruction1","count_instruction2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctfeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrect","time_instruction1","time_instruction2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"83.33333333333333","83.33333333333333","1340.4166666666667","1340.4166666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","23","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","1296","110535","7436","1296","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","383500","379743","380874","1690","210191","381016","305534","1862","202754","382158","385646","386943","112406","385646","NA","Sternberg Task","30","48255","36","yes","1024"
"83.78378378378379","83.78378378378379","1354.2972972972973","1354.2972972972973","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","24","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","1854","110535","7436","1854","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","390870","387090","388235","1690","210191","388380","305534","1862","202754","389523","393015","394870","112406","393015","NA","Sternberg Task","31","50109","37","yes","1024"
"84.21052631578948","84.21052631578948","1349.078947368421","1349.078947368421","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","25","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.3","6","y","0","left","left","left","left","NA","1156","110535","7436","1156","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","398785","395013","396151","1690","210191","396288","305534","1862","202754","397435","400932","402088","112406","400932","NA","Sternberg Task","32","51265","38","yes","1024"
"84.61538461538461","84.61538461538461","1362.2051282051282","1362.2051282051282","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","38","38","0","0","38","38","0","0","38","38","38","0","38","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","26","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1861","110535","7436","1861","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","405998","402234","403368","1690","210191","403504","305534","1862","202754","404649","408142","410004","112406","408141","NA","Sternberg Task","33","53126","39","yes","1024"
"85","85","1353.675","1353.675","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","39","39","0","0","39","39","0","0","39","39","39","0","39","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","27","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","7","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","1021","110535","7436","1021","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","413904","410144","411275","1690","210191","411411","305534","1862","202754","412557","416050","417071","112406","416050","NA","Sternberg Task","34","54147","40","yes","1024"
"85.36585365853658","85.36585365853658","1343.5121951219512","1343.5121951219512","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","40","40","0","0","40","40","0","0","40","40","40","0","40","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","28","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","937","110535","7436","937","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","420978","417218","418350","1690","210191","418485","305534","1862","202754","419630","423123","424061","112406","423123","NA","Sternberg Task","35","55084","41","yes","1024"
"85.71428571428571","85.71428571428571","1339.0238095238096","1339.0238095238096","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","41","41","41","0","0","41","41","0","0","41","41","41","0","41","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","29","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1155","110535","7436","1155","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","427983","424207","425366","1690","210191","425501","305534","1862","202754","426636","430129","431284","112406","430128","NA","Sternberg Task","36","56239","42","yes","1024"
"86.04651162790698","86.04651162790698","1344.1162790697674","1344.1162790697674","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","42","42","42","0","0","42","42","0","0","42","42","42","0","42","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","30","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1558","110535","7436","1558","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","435204","431431","432587","1690","210191","432721","305534","1862","202754","433857","437347","438906","112406","437347","NA","Sternberg Task","37","57797","43","yes","1024"
"86.36363636363636","86.36363636363636","1338.1363636363637","1338.1363636363637","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","43","43","0","0","43","43","0","0","43","43","43","0","43","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","31","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","1081","110535","7436","1081","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","442811","439050","440180","1690","210191","440316","305534","1862","202754","441462","444956","446038","112406","444956","NA","Sternberg Task","38","58878","44","yes","1024"
"86.66666666666667","86.66666666666667","1328.6","1328.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","44","0","0","44","44","0","0","44","44","44","0","44","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","32","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","909","110535","7436","909","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","3","449954","446187","447338","1690","210191","447472","305534","1862","202754","448606","452099","453009","112406","452098","NA","Sternberg Task","39","59787","45","yes","1024"
"86.95652173913044","86.95652173913044","1329.0652173913043","1329.0652173913043","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","45","45","0","0","45","45","0","0","45","45","45","0","45","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","33","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1350","110535","7436","1350","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","6","456939","453156","454316","1690","210191","454454","305534","1862","202754","455591","459083","460434","112406","459083","NA","Sternberg Task","40","61137","46","yes","1024"
"87.23404255319149","87.23404255319149","1325.3829787234042","1325.3829787234042","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","46","46","46","0","0","46","46","0","0","46","46","46","0","46","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","34","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","1156","110535","7436","1156","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","464359","460579","461733","1690","210191","461867","305534","1862","202754","463010","466504","467661","112406","466503","NA","Sternberg Task","41","62293","47","yes","1024"
"87.5","87.5","1319.125","1319.125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","47","47","0","0","47","47","0","0","47","47","47","0","47","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","35","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 3","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","left","left","NA","1025","110535","7436","1025","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","3","471588","467809","468968","1690","210191","469103","305534","1862","202754","470239","473732","474759","112406","473732","NA","Sternberg Task","42","63318","48","yes","1024"
"87.75510204081633","87.75510204081633","1312.7755102040817","1312.7755102040817","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","48","48","0","0","48","48","0","0","48","48","48","0","48","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","36","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","1008","110535","7436","1008","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","478693","474906","476067","1690","210191","476210","305534","1862","202754","477345","480837","481846","112406","480837","NA","Sternberg Task","43","64326","49","yes","1024"
"88","88","1300.48","1300.48","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","49","49","0","0","49","49","0","0","49","49","49","0","49","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","37","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","698","110535","7436","698","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","7","485773","481994","483153","1690","210191","483290","305534","1862","202754","484425","487919","488618","112406","487919","NA","Sternberg Task","44","65024","50","yes","1024"
"88.23529411764706","88.23529411764706","1293.686274509804","1293.686274509804","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","50","50","50","0","0","50","50","0","0","50","50","50","0","50","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","38","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","954","110535","7436","954","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","492561","488769","489936","1690","210191","490075","305534","1862","202754","491213","494704","495659","112406","494704","NA","Sternberg Task","45","65978","51","yes","1024"
"88.46153846153847","88.46153846153847","1286.5384615384614","1286.5384615384614","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","51","51","0","0","51","51","0","0","51","51","51","0","51","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","39","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","9 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","922","110535","7436","922","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","499599","495807","496974","1690","210191","497112","305534","1862","202754","498251","501744","502667","112406","501744","NA","Sternberg Task","46","66900","52","yes","1024"
"88.67924528301887","88.67924528301887","1279.6792452830189","1279.6792452830189","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","52","52","0","0","52","52","0","0","52","52","52","0","52","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","40","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","1 7 8 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","923","110535","7436","923","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","2","506611","502815","503980","1690","210191","504117","305534","1862","202754","505254","508755","509678","112406","508755","NA","Sternberg Task","47","67823","53","yes","1024"
"88.88888888888889","88.88888888888889","1270.6851851851852","1270.6851851851852","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","53","53","53","0","0","53","53","0","0","53","53","53","0","53","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","41","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","794","110535","7436","794","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","513617","509828","510995","1690","210191","511132","305534","1862","202754","512270","515763","516558","112406","515763","NA","Sternberg Task","48","68617","54","yes","1024"
"89.0909090909091","89.0909090909091","1262.4363636363637","1262.4363636363637","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","54","0","0","54","54","0","0","54","54","54","0","54","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","42","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 7 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","817","110535","7436","817","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","8","520501","516705","517878","1690","210191","518016","305534","1862","202754","519153","522644","523462","112406","522643","NA","Sternberg Task","49","69434","55","yes","1024"
"89.28571428571429","89.28571428571429","1257.0357142857142","1257.0357142857142","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","55","55","0","0","55","55","0","0","55","55","55","0","55","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","43","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","960","110535","7436","960","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","527367","523606","524741","1690","210191","524884","305534","1862","202754","526026","529512","530473","112406","529511","NA","Sternberg Task","50","70394","56","yes","1024"
"89.47368421052632","89.47368421052632","1250.0877192982457","1250.0877192982457","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","56","0","0","56","56","0","0","56","56","56","0","56","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","44","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 6 3 4 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","861","110535","7436","861","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","534401","530617","531767","1690","210191","531910","305534","1862","202754","533054","536547","537409","112406","536547","NA","Sternberg Task","51","71255","57","yes","1024"
"89.65517241379311","89.65517241379311","1244.948275862069","1244.948275862069","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","57","57","57","0","0","57","57","0","0","57","57","57","0","57","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","45","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","952","110535","7436","952","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","541319","537558","538692","1690","210191","538837","305534","1862","202754","539982","543453","544406","112406","543453","NA","Sternberg Task","52","72207","58","yes","1024"
"89.83050847457628","89.83050847457628","1239.542372881356","1239.542372881356","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","58","58","0","0","58","58","0","0","58","58","58","0","58","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","46","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","926","110535","7436","926","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","548297","544560","545683","1690","210191","545821","305534","1862","202754","546958","550431","551358","112406","550431","NA","Sternberg Task","53","73133","59","yes","1024"
"90","90","1234.1166666666666","1234.1166666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","59","0","0","59","59","0","0","59","59","59","0","59","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","47","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","914","110535","7436","914","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","555256","551508","552646","1690","210191","552783","305534","1862","202754","553917","557400","558315","112406","557400","NA","Sternberg Task","54","74047","60","yes","1024"
"90.1639344262295","90.1639344262295","1229.0655737704917","1229.0655737704917","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","60","60","60","0","0","60","60","0","0","60","60","60","0","60","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","48","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","926","110535","7436","926","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","562262","558464","559643","1690","210191","559779","305534","1862","202754","560915","564405","565332","112406","564405","NA","Sternberg Task","55","74973","61","yes","1024"
"90.3225806451613","90.3225806451613","1223.5806451612902","1223.5806451612902","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","61","61","61","0","0","61","61","0","0","61","61","61","0","61","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","49","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","889","110535","7436","889","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","569270","565481","566648","1690","210191","566786","305534","1862","202754","567923","571414","572304","112406","571414","NA","Sternberg Task","56","75862","62","yes","1024"
"90.47619047619048","90.47619047619048","1223.873015873016","1223.873015873016","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","62","62","62","0","0","62","62","0","0","62","62","62","0","62","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","50","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1242","110535","7436","1242","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","576240","572451","573617","1690","210191","573755","305534","1862","202754","574892","578383","579626","112406","578383","NA","Sternberg Task","57","77104","63","yes","1024"
"90.625","90.625","1233.328125","1233.328125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","63","63","0","0","63","63","0","0","63","63","63","0","63","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","51","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1829","110535","7436","1829","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","5","583548","579771","580931","1690","210191","581066","305534","1862","202754","582201","585694","587524","112406","585694","NA","Sternberg Task","58","78933","64","yes","1024"
"90.76923076923077","90.76923076923077","1228.3076923076924","1228.3076923076924","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","64","64","0","0","64","64","0","0","64","64","64","0","64","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","52","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","6 2","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","907","110535","7436","907","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","6","591403","587668","588773","1690","210191","588915","305534","1862","202754","590059","593549","594457","112406","593549","NA","Sternberg Task","59","79840","65","yes","1024"
"90.9090909090909","90.9090909090909","1220.7727272727273","1220.7727272727273","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","65","65","65","0","0","65","65","0","0","65","65","65","0","65","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","53","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","731","110535","7436","731","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","598378","594603","595739","1690","210191","595882","305534","1862","202754","597027","600524","601256","112406","600524","NA","Sternberg Task","60","80571","66","yes","1024"
"91.04477611940298","91.04477611940298","1222.0597014925372","1222.0597014925372","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","66","66","66","0","0","66","66","0","0","66","66","66","0","66","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","54","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","2 6 1 7 4","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","left","left","NA","1307","110535","7436","1307","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","605210","601406","602570","1690","210191","602717","305534","1862","202754","603861","607359","608667","112406","607359","NA","Sternberg Task","61","81878","67","yes","1024"
"91.17647058823529","91.17647058823529","1223.8235294117646","1223.8235294117646","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","67","67","0","0","67","67","0","0","67","67","67","0","67","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","55","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","left","left","NA","1342","110535","7436","1342","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","612610","608822","609985","1690","210191","610121","305534","1862","202754","611263","614754","616097","112406","614754","NA","Sternberg Task","62","83220","68","yes","1024"
"91.30434782608695","91.30434782608695","1220.536231884058","1220.536231884058","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","68","68","68","0","0","68","68","0","0","68","68","68","0","68","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","56","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","997","110535","7436","997","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","620027","616246","617401","1690","210191","617536","305534","1862","202754","618683","622170","623168","112406","622170","NA","Sternberg Task","63","84217","69","yes","1024"
"91.42857142857143","91.42857142857143","1217.857142857143","1217.857142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","69","69","69","0","0","69","69","0","0","69","69","69","0","69","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","57","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","left","left","NA","1033","110535","7436","1033","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","627086","623316","624455","1690","210191","624597","305534","1862","202754","625741","629228","630262","112406","629228","NA","Sternberg Task","64","85250","70","yes","1024"
"91.54929577464789","91.54929577464789","1211.3521126760563","1211.3521126760563","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","70","70","70","0","0","70","70","0","0","70","70","70","0","70","0","Sun Oct 25 14:38:01 2020","The main experiment item","yes","SternbergTask-AL.osexp","/Users/annielenoir/Desktop","no","mono","no","18","no","white","no","no","768","legacy","58","11","/Users/annielenoir/Desktop/AL-subject-3.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","756","110535","7436","756","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","634155","630413","631541","1690","210191","631680","305534","1862","202754","632819","636291","637048","112406","636291","NA","Sternberg Task","65","86006","71","yes","1024"
