"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","1010","1010","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","right","left","NA","right","NA","1010","33305","NA","1010","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","39853","NA","37610","3969","NA","37623","NA","3987","NA","41867","42879","38638","37321","41867","NA","Sternberg task","0","1010","1","yes","1024"
"50","50","906.5","906.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","803","33305","NA","803","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","46247","NA","44000","3969","NA","44014","42920","3987","NA","48262","49066","45029","37321","48262","NA","Sternberg task","1","1813","2","yes","1024"
"66.66666666666667","66.66666666666667","929","929","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","974","33305","NA","974","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","52388","49082","50142","3969","NA","50155","42920","3987","NA","54402","55376","51171","37321","54402","NA","Sternberg task","2","2787","3","yes","1024"
"50","50","1064","1064","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","right","left","NA","right","NA","1469","33305","NA","1469","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","58699","55392","56453","3969","NA","56467","42920","3987","NA","60713","62183","57482","37321","60713","NA","Sternberg task","2","4256","4","yes","1024"
"60","60","985.6","985.6","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","672","33305","NA","672","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","4","65504","55392","63257","3969","NA","63271","62198","3987","NA","67518","68190","64286","37321","67518","NA","Sternberg task","3","4928","5","yes","1024"
"66.66666666666667","66.66666666666667","1014","1014","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","1156","33305","NA","1156","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","71511","68206","69265","3969","NA","69279","62198","3987","NA","73525","74682","70294","37321","73525","NA","Sternberg task","4","6084","6","yes","1024"
"71.42857142857143","71.42857142857143","961.8571428571429","961.8571428571429","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","649","33305","NA","649","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","78003","74697","75756","3969","NA","75770","62198","3987","NA","80017","80667","76786","37321","80017","NA","Sternberg task","5","6733","7","yes","1024"
"75","75","1005.25","1005.25","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","1309","33305","NA","1309","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","83992","80684","81744","3969","NA","81758","62198","3987","NA","86006","87316","82773","37321","86006","NA","Sternberg task","6","8042","8","yes","1024"
"77.77777777777777","77.77777777777777","1008","1008","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","1030","33305","NA","1030","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","3","90638","87332","88390","3969","NA","88404","62198","3987","NA","92653","93683","89420","37321","92653","NA","Sternberg task","7","9072","9","yes","1024"
"80","80","1057.6","1057.6","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Sun Oct 18 10:40:27 2020","The main experiment item","yes","Sternberg task.osexp","/Users/alisonbeason/Desktop/PSYC 5316","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/alisonbeason/Desktop/PSYC 5316/AB-subject-1.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","NA","left","NA","1504","33305","NA","1504","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","97004","93698","94758","3969","NA","94772","62198","3987","NA","99019","100523","95787","37321","99019","NA","Sternberg task","8","10576","10","yes","1024"
