"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instructions1","correct_KeyboardResponse","correct_response","count_CorrectFeedback","count_ExpSequence","count_ExperimentLoop","count_Fixation","count_ISI","count_IncorrectFeedback","count_Instructions1","count_Instructions2","count_KeyboardResponse","count_Logger","count_MemorySet","count_PracticeLoop","count_Probe","count_ThankYou","count_experiment","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instructions1","response_Instructions2","response_KeyboardResponse","response_ThankYou","response_time","response_time_Instructions1","response_time_Instructions2","response_time_KeyboardResponse","response_time_ThankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_CorrectFeedback","time_ExpSequence","time_ExperimentLoop","time_Fixation","time_ISI","time_IncorrectFeedback","time_Instructions1","time_Instructions2","time_KeyboardResponse","time_Logger","time_MemorySet","time_PracticeLoop","time_Probe","time_ThankYou","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"96.96969696969697","96.96969696969697","784.939393939394","784.939393939394","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","0","32","32","32","0","0","32","32","32","0","32","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.3","5","y","0","left","left","right","left","NA","670","79356","25603","670","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","302049","303149","181340","303152","305361","229424","1928","155736","307365","308035","304156","81284","307365","NA","1920","Sternberg Task","32","25903","33","yes","1024"
"97.05882352941177","97.05882352941177","779.6176470588235","779.6176470588235","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","0","33","33","33","0","0","33","33","33","0","33","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","right","left","NA","604","79356","25603","604","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","308042","309138","181340","309140","311346","229424","1928","155736","313351","313956","310142","81284","313351","NA","1920","Sternberg Task","33","26507","34","yes","1024"
"97.14285714285714","97.14285714285714","778.9714285714285","778.9714285714285","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","0","34","34","34","0","0","34","34","34","0","34","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","7 6","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","right","left","NA","757","79356","25603","757","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","313963","315078","181340","315079","317284","229424","1928","155736","319286","320044","316083","81284","319286","NA","1920","Sternberg Task","34","27264","35","yes","1024"
"97.22222222222223","97.22222222222223","775.9166666666666","775.9166666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","35","0","35","35","35","0","0","35","35","35","0","35","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","right","left","NA","669","79356","25603","669","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","320069","321167","181340","321169","323378","229424","1928","155736","325381","326051","322174","81284","325381","NA","1920","Sternberg Task","35","27933","36","yes","1024"
"97.29729729729729","97.29729729729729","774.6756756756756","774.6756756756756","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","36","36","0","36","36","36","0","0","36","36","36","0","36","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","730","79356","25603","730","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","326060","327154","181340","327156","329362","229424","1928","155736","331365","332095","328158","81284","331365","NA","1920","Sternberg Task","36","28663","37","yes","1024"
"97.36842105263158","97.36842105263158","771.0263157894736","771.0263157894736","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","37","0","37","37","37","0","0","37","37","37","0","37","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","right","left","NA","636","79356","25603","636","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","332102","333208","181340","333210","335418","229424","1928","155736","337423","338059","334215","81284","337423","NA","1920","Sternberg Task","37","29299","38","yes","1024"
"97.43589743589743","97.43589743589743","764.2820512820513","764.2820512820513","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","38","0","38","38","38","0","0","38","38","38","0","38","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","right","left","NA","508","79356","25603","508","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","338084","339178","181340","339180","341386","229424","1928","155736","343388","343897","340182","81284","343388","NA","1920","Sternberg Task","38","29807","39","yes","1024"
"97.5","97.5","765.625","765.625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","39","39","0","39","39","39","0","0","39","39","39","0","39","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","818","79356","25603","818","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","343904","345015","181340","345017","347226","229424","1928","155736","349228","350047","346021","81284","349228","NA","1920","Sternberg Task","39","30625","40","yes","1024"
"97.5609756097561","97.5609756097561","763.560975609756","763.560975609756","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","40","0","40","40","40","0","0","40","40","40","0","40","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","681","79356","25603","681","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","350070","351177","181340","351178","353384","229424","1928","155736","355389","356071","352180","81284","355388","NA","1920","Sternberg Task","40","31306","41","yes","1024"
"97.61904761904762","97.61904761904762","762.7857142857143","762.7857142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","41","0","41","41","41","0","0","41","41","41","0","41","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","right","left","NA","731","79356","25603","731","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","356124","357200","181340","357202","359410","229424","1928","155736","361411","362142","358205","81284","361411","NA","1920","Sternberg Task","41","32037","42","yes","1024"
"97.67441860465117","97.67441860465117","759.8604651162791","759.8604651162791","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","42","0","42","42","42","0","0","42","42","42","0","42","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 3","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","right","left","NA","637","79356","25603","637","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","362167","363260","181340","363261","365470","229424","1928","155736","367472","368110","364266","81284","367472","NA","1920","Sternberg Task","42","32674","43","yes","1024"
"97.72727272727273","97.72727272727273","757.75","757.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","43","0","43","43","43","0","0","43","43","43","0","43","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","right","left","NA","667","79356","25603","667","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","368117","369213","181340","369215","371424","229424","1928","155736","373426","374093","370219","81284","373426","NA","1920","Sternberg Task","43","33341","44","yes","1024"
"97.77777777777777","97.77777777777777","758.2222222222222","758.2222222222222","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","44","0","44","44","44","0","0","44","44","44","0","44","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","right","left","NA","779","79356","25603","779","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","374101","375208","181340","375209","377418","229424","1928","155736","379422","380201","376213","81284","379422","NA","1920","Sternberg Task","44","34120","45","yes","1024"
"97.82608695652173","97.82608695652173","755.2608695652174","755.2608695652174","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","45","0","45","45","45","0","0","45","45","45","0","45","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","622","79356","25603","622","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","7","380229","381334","181340","381335","383544","229424","1928","155736","385548","386171","382340","81284","385548","NA","1920","Sternberg Task","45","34742","46","yes","1024"
"97.87234042553192","97.87234042553192","756.531914893617","756.531914893617","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","0","46","46","46","0","0","46","46","46","0","46","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","815","79356","25603","815","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","386197","387291","181340","387293","389502","229424","1928","155736","391504","392319","388297","81284","391504","NA","1920","Sternberg Task","46","35557","47","yes","1024"
"97.91666666666667","97.91666666666667","754.8333333333334","754.8333333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","47","0","47","47","47","0","0","47","47","47","0","47","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.3","5","y","0","left","left","right","left","NA","675","79356","25603","675","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","392344","393453","181340","393455","395661","229424","1928","155736","397663","398339","394457","81284","397663","NA","1920","Sternberg Task","47","36232","48","yes","1024"
"97.95918367346938","97.95918367346938","751.9183673469388","751.9183673469388","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","48","0","48","48","48","0","0","48","48","48","0","48","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","right","left","NA","612","79356","25603","612","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","398366","399459","181340","399461","401668","229424","1928","155736","403673","404286","400463","81284","403673","NA","1920","Sternberg Task","48","36844","49","yes","1024"
"98","98","751.52","751.52","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","49","0","49","49","49","0","0","49","49","49","0","49","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","right","left","NA","732","79356","25603","732","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","404294","405393","181340","405395","407605","229424","1928","155736","409608","410341","406399","81284","409608","NA","1920","Sternberg Task","49","37576","50","yes","1024"
"98.03921568627452","98.03921568627452","751.6078431372549","751.6078431372549","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","50","50","0","50","50","50","0","0","50","50","50","0","50","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.3","6","y","0","left","left","right","left","NA","756","79356","25603","756","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","410366","411479","181340","411480","413686","229424","1928","155736","415691","416447","412482","81284","415691","NA","1920","Sternberg Task","50","38332","51","yes","1024"
"98.07692307692308","98.07692307692308","747.7692307692307","747.7692307692307","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","51","51","0","51","51","51","0","0","51","51","51","0","51","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","1 7 8 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","552","79356","25603","552","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","416473","417579","181340","417581","419788","229424","1928","155736","421790","422342","418584","81284","421789","NA","1920","Sternberg Task","51","38884","52","yes","1024"
"98.11320754716981","98.11320754716981","746.3207547169811","746.3207547169811","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","52","0","52","52","52","0","0","52","52","52","0","52","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","671","79356","25603","671","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","422351","423455","181340","423457","425666","229424","1928","155736","427670","428341","424462","81284","427670","NA","1920","Sternberg Task","52","39555","53","yes","1024"
"98.14814814814815","98.14814814814815","745.7962962962963","745.7962962962963","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","53","0","53","53","53","0","0","53","53","53","0","53","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","right","left","NA","718","79356","25603","718","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","428367","429474","181340","429476","431684","229424","1928","155736","433690","434409","430479","81284","433690","NA","1920","Sternberg Task","53","40273","54","yes","1024"
"98.18181818181819","98.18181818181819","742.2363636363636","742.2363636363636","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","0","54","54","54","0","0","54","54","54","0","54","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","550","79356","25603","550","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","434420","435526","181340","435528","437737","229424","1928","155736","439741","440291","436533","81284","439741","NA","1920","Sternberg Task","54","40823","55","yes","1024"
"98.21428571428571","98.21428571428571","737.4285714285714","737.4285714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","55","0","55","55","55","0","0","55","55","55","0","55","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","right","left","NA","473","79356","25603","473","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","440300","441399","181340","441401","443607","229424","1928","155736","445612","446085","442403","81284","445612","NA","1920","Sternberg Task","55","41296","56","yes","1024"
"98.24561403508773","98.24561403508773","734.4736842105264","734.4736842105264","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","56","56","0","56","56","56","0","0","56","56","56","0","56","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","8 5 1 3 9","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","right","left","NA","569","79356","25603","569","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","446091","447183","181340","447184","449390","229424","1928","155736","451391","451961","448186","81284","451391","NA","1920","Sternberg Task","56","41865","57","yes","1024"
"98.27586206896552","98.27586206896552","733.3793103448276","733.3793103448276","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","57","0","57","57","57","0","0","57","57","57","0","57","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","671","79356","25603","671","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","451985","453095","181340","453096","455303","229424","1928","155736","457305","457976","454098","81284","457305","NA","1920","Sternberg Task","57","42536","58","yes","1024"
"98.30508474576271","98.30508474576271","731.1355932203389","731.1355932203389","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","58","0","58","58","58","0","0","58","58","58","0","58","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","right","left","NA","601","79356","25603","601","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","457984","459088","181340","459091","461300","229424","1928","155736","463305","463907","460095","81284","463304","NA","1920","Sternberg Task","58","43137","59","yes","1024"
"98.33333333333333","98.33333333333333","729","729","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","0","59","59","59","0","0","59","59","59","0","59","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","603","79356","25603","603","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","463932","465033","181340","465035","467242","229424","1928","155736","469244","469847","466037","81284","469244","NA","1920","Sternberg Task","59","43740","60","yes","1024"
"98.36065573770492","98.36065573770492","728.672131147541","728.672131147541","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","60","60","0","60","60","60","0","0","60","60","60","0","60","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","709","79356","25603","709","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","469857","470967","181340","470968","473175","229424","1928","155736","475177","475887","471971","81284","475177","NA","1920","Sternberg Task","60","44449","61","yes","1024"
"98.38709677419355","98.38709677419355","728.2096774193549","728.2096774193549","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","61","0","61","61","61","0","0","61","61","61","0","61","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","700","79356","25603","700","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","475912","477013","181340","477014","479223","229424","1928","155736","481228","481928","478018","81284","481228","NA","1920","Sternberg Task","61","45149","62","yes","1024"
"98.41269841269842","98.41269841269842","730.1904761904761","730.1904761904761","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","62","0","62","62","62","0","0","62","62","62","0","62","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","right","left","NA","853","79356","25603","853","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","481953","483051","181340","483052","485258","229424","1928","155736","487259","488113","484054","81284","487259","NA","1920","Sternberg Task","62","46002","63","yes","1024"
"98.4375","98.4375","730.640625","730.640625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","63","0","63","63","63","0","0","63","63","63","0","63","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","759","79356","25603","759","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","488121","489215","181340","489217","491424","229424","1928","155736","493428","494187","490219","81284","493428","NA","1920","Sternberg Task","63","46761","64","yes","1024"
"98.46153846153847","98.46153846153847","730.7846153846153","730.7846153846153","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","64","64","0","64","64","64","0","0","64","64","64","0","64","0","0","Sat Oct 17 19:35:48 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\katri\OneDrive\Documents\Fall 2020\Sternberg Memory Task","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/katri/OneDrive/Documents/Fall 2020/Sternberg Memory Task/subject-1.csv","legacy","1 7 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","right","right","NA","740","79356","25603","740","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","494212","495320","181340","495322","497532","229424","1928","155736","499537","500277","496327","81284","499537","NA","1920","Sternberg Task","64","47501","65","yes","1024"
