acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_new_keyboard_response,correct_response,count_ISI,count_correctfeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrect,count_instruction1,count_instruction2,count_memorySet,count_new_keyboard_response,count_new_logger,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instruction2,response_new_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instruction2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctfeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrect,time_instruction1,time_instruction2,time_memorySet,time_new_keyboard_response,time_new_logger,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
74.28571429,74.28571429,888.5714286,888.5714286,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,34,34,34,0,0,34,34,0,0,34,34,34,0,34,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,22,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 9 5 6 7,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,625,16676,3794,625,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,262334,258538,259700,1693,106029,259843,251719,1853,102235,260985,264477,265103,18538,264477,NA,Sternberg Task,26,31100,35,yes,1024
75,75,888.4166667,888.4166667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,35,35,35,0,0,35,35,0,0,35,35,35,0,35,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,23,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 5 4 2 9 6,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,883,16676,3794,883,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,269027,265244,266381,1693,106029,266525,251719,1853,102235,267677,271167,272051,18538,271167,NA,Sternberg Task,27,31983,36,yes,1024
72.97297297,72.97297297,890.1621622,890.1621622,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,36,36,36,0,0,36,36,0,0,36,36,36,0,36,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,24,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 8 2 7 4,Lentiform Loewenfeld,3.3.3,0,n,0,left,right,left,left,NA,953,16676,3794,953,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,276000,272198,273361,1693,106029,273503,251719,1853,102235,274649,278145,279099,18538,278145,NA,Sternberg Task,27,32936,37,yes,1024
73.68421053,73.68421053,886.6052632,886.6052632,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,37,37,37,0,0,37,37,0,0,37,37,37,0,37,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,25,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 5 1 4,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,755,16676,3794,755,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,283043,272198,280411,1693,106029,280552,279245,1853,102235,281693,285191,285946,18538,285190,NA,Sternberg Task,28,33691,38,yes,1024
74.35897436,74.35897436,893.1282051,893.1282051,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,38,38,38,0,0,38,38,0,0,38,38,38,0,38,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,26,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 8 7 9 5 3,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,1141,16676,3794,1141,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,289892,286094,287256,1693,106029,287400,279245,1853,102235,288541,292038,293180,18538,292038,NA,Sternberg Task,29,34832,39,yes,1024
72.5,72.5,907.275,907.275,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,39,39,39,0,0,39,39,0,0,39,39,39,0,39,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,27,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 3,Lentiform Loewenfeld,3.3.3,1,y,0,right,right,left,right,NA,1459,16676,3794,1459,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,2,297134,293324,294498,1693,106029,294642,279245,1853,102235,295783,299283,300743,18538,299283,NA,Sternberg Task,29,36291,40,yes,1024
73.17073171,73.17073171,904.6585366,904.6585366,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,40,40,40,0,0,40,40,0,0,40,40,40,0,40,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,28,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 4 2 8 1 9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,800,16676,3794,800,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,304668,293324,302036,1693,106029,302172,300889,1853,102235,303317,306816,307617,18538,306815,NA,Sternberg Task,30,37091,41,yes,1024
73.80952381,73.80952381,893.7142857,893.7142857,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,41,41,41,0,0,41,41,0,0,41,41,41,0,41,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,29,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 4,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,445,16676,3794,445,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,3,311567,307763,308934,1693,106029,309073,300889,1853,102235,310214,313713,314159,18538,313713,NA,Sternberg Task,31,37536,42,yes,1024
74.41860465,74.41860465,890.744186,890.744186,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,42,42,42,0,0,42,42,0,0,42,42,42,0,42,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,30,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 1 5 6 3,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,766,16676,3794,766,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,318059,314299,315429,1693,106029,315569,300889,1853,102235,316720,320212,320979,18538,320212,NA,Sternberg Task,32,38302,43,yes,1024
75,75,893.2045455,893.2045455,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,43,43,43,0,0,43,43,0,0,43,43,43,0,43,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,31,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 3 1 2 5,Lentiform Loewenfeld,3.3.3,4,y,0,left,right,left,left,NA,999,16676,3794,999,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,324894,321121,322247,1693,106029,322393,300889,1853,102235,323545,327034,328034,18538,327034,NA,Sternberg Task,33,39301,44,yes,1024
75.55555556,75.55555556,890.6,890.6,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,44,44,44,0,0,44,44,0,0,44,44,44,0,44,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,32,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 7 5 2 9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,776,16676,3794,776,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,331985,328179,329351,1693,106029,329494,300889,1853,102235,330633,334130,334906,18538,334130,NA,Sternberg Task,34,40077,45,yes,1024
76.08695652,76.08695652,893.2391304,893.2391304,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,45,45,45,0,0,45,45,0,0,45,45,45,0,45,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,33,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 6 4 3 9 7,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,1012,16676,3794,1012,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,338862,335056,336228,1693,106029,336370,300889,1853,102235,337512,341010,342022,18538,341010,NA,Sternberg Task,35,41089,46,yes,1024
76.59574468,76.59574468,891.3829787,891.3829787,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,46,46,46,0,0,46,46,0,0,46,46,46,0,46,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,34,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 8 4,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,806,16676,3794,806,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,345962,342168,343329,1693,106029,343468,300889,1853,102235,344610,348110,348917,18538,348110,NA,Sternberg Task,36,41895,47,yes,1024
77.08333333,77.08333333,888.0416667,888.0416667,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,47,47,47,0,0,47,47,0,0,47,47,47,0,47,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,35,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 8 7,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,731,16676,3794,731,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,4,352872,349066,350237,1693,106029,350379,300889,1853,102235,351520,355020,355751,18538,355019,NA,Sternberg Task,37,42626,48,yes,1024
77.55102041,77.55102041,898.5918367,898.5918367,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,48,48,48,0,0,48,48,0,0,48,48,48,0,48,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,36,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 2 9 6 1 7,Lentiform Loewenfeld,3.3.3,3,y,0,left,right,left,left,NA,1405,16676,3794,1405,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,359689,355898,357056,1693,106029,357198,300889,1853,102235,358338,361833,363239,18538,361833,NA,Sternberg Task,38,44031,49,yes,1024
78,78,895.02,895.02,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,49,49,49,0,0,49,49,0,0,49,49,49,0,49,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,37,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 9 1 6,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,720,16676,3794,720,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,367192,363387,364557,1693,106029,364697,300889,1853,102235,365840,369342,370063,18538,369342,NA,Sternberg Task,39,44751,50,yes,1024
76.47058824,76.47058824,905.2745098,905.2745098,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,50,50,50,0,0,50,50,0,0,50,50,50,0,50,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,38,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 7 4 5 8,Lentiform Loewenfeld,3.3.3,0,n,0,left,right,left,left,NA,1418,16676,3794,1418,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,6,374000,370211,371365,1693,106029,371509,300889,1853,102235,372650,376144,377563,18538,376144,NA,Sternberg Task,39,46169,51,yes,1024
76.92307692,76.92307692,904.3653846,904.3653846,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,51,51,51,0,0,51,51,0,0,51,51,51,0,51,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,39,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 9 5,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,858,16676,3794,858,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,8,381498,370211,378865,1693,106029,379001,377712,1853,102235,380146,383646,384505,18538,383646,NA,Sternberg Task,40,47027,52,yes,1024
77.35849057,77.35849057,905.9811321,905.9811321,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,52,52,52,0,0,52,52,0,0,52,52,52,0,52,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,40,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 3 8 5 6 7,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,990,16676,3794,990,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,388444,384652,385811,1693,106029,385952,377712,1853,102235,387093,390592,391583,18538,390592,NA,Sternberg Task,41,48017,53,yes,1024
77.77777778,77.77777778,907.5740741,907.5740741,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,53,53,53,0,0,53,53,0,0,53,53,53,0,53,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,41,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 4 9 6 7 8,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,992,16676,3794,992,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,395539,391735,392908,1693,106029,393046,377712,1853,102235,394188,397691,398684,18538,397691,NA,Sternberg Task,42,49009,54,yes,1024
78.18181818,78.18181818,900.5272727,900.5272727,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,54,54,54,0,0,54,54,0,0,54,54,54,0,54,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,42,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,520,16676,3794,520,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,6,402638,398840,400002,1693,106029,400144,377712,1853,102235,401284,404778,405298,18538,404778,NA,Sternberg Task,43,49529,55,yes,1024
76.78571429,76.78571429,900.1964286,900.1964286,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,55,55,55,0,0,55,55,0,0,55,55,55,0,55,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,43,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 1 3,Lentiform Loewenfeld,3.3.3,2,y,0,right,right,left,right,NA,882,16676,3794,882,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,409217,405449,406573,1693,106029,406719,377712,1853,102235,407873,411358,412241,18538,411358,NA,Sternberg Task,43,50411,56,yes,1024
75.43859649,75.43859649,897.3157895,897.3157895,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,56,56,56,0,0,56,56,0,0,56,56,56,0,56,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,44,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 6 2 4 1,Lentiform Loewenfeld,3.3.3,4,y,0,right,right,left,right,NA,736,16676,3794,736,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,4,416207,405449,413568,1693,106029,413712,412394,1853,102235,414855,418356,419093,18538,418356,NA,Sternberg Task,43,51147,57,yes,1024
75.86206897,75.86206897,890.637931,890.637931,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,57,57,57,0,0,57,57,0,0,57,57,57,0,57,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,45,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 4 9 3,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,510,16676,3794,510,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,423042,405449,420406,1693,106029,420549,419243,1853,102235,421693,425188,425699,18538,425188,NA,Sternberg Task,44,51657,58,yes,1024
76.27118644,76.27118644,902.7118644,902.7118644,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,58,58,58,0,0,58,58,0,0,58,58,58,0,58,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,46,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 9 4 5 3 2,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,1603,16676,3794,1603,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,429613,425848,426978,1693,106029,427118,419243,1853,102235,428269,431759,433362,18538,431759,NA,Sternberg Task,45,53260,59,yes,1024
76.66666667,76.66666667,898.4333333,898.4333333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,59,59,59,0,0,59,59,0,0,59,59,59,0,59,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,47,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 9 4 5 2,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,646,16676,3794,646,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,437314,433519,434681,1693,106029,434821,419243,1853,102235,435964,439461,440108,18538,439461,NA,Sternberg Task,46,53906,60,yes,1024
77.04918033,77.04918033,895.9344262,895.9344262,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,60,60,60,0,0,60,60,0,0,60,60,60,0,60,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,48,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 2 1 4 5 9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,746,16676,3794,746,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,444066,440259,441435,1693,106029,441576,419243,1853,102235,442717,446211,446958,18538,446211,NA,Sternberg Task,47,54652,61,yes,1024
75.80645161,75.80645161,913.7419355,913.7419355,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,61,61,61,0,0,61,61,0,0,61,61,61,0,61,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,49,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 7 8 2 3 8,Lentiform Loewenfeld,3.3.3,5,y,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,450903,447108,448270,1693,106029,448412,419243,1853,102235,449553,453047,455047,18538,453047,NA,Sternberg Task,47,56652,62,yes,1024
76.19047619,76.19047619,910.9206349,910.9206349,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,62,62,62,0,0,62,62,0,0,62,62,62,0,62,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,50,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 3 1 7 9 8,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,736,16676,3794,736,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,458972,447108,456333,1693,106029,456472,455196,1853,102235,457621,461117,461854,18538,461117,NA,Sternberg Task,48,57388,63,yes,1024
75,75,910.125,910.125,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,63,63,63,0,0,63,63,0,0,63,63,63,0,63,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,51,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 9 7 8 5 3,Lentiform Loewenfeld,3.3.3,4,y,0,right,right,left,right,NA,860,16676,3794,860,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,465790,462001,463159,1693,106029,463298,455196,1853,102235,464441,467938,468799,18538,467938,NA,Sternberg Task,48,58248,64,yes,1024
73.84615385,73.84615385,904.7384615,904.7384615,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,64,64,64,0,0,64,64,0,0,64,64,64,0,64,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,52,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 5 3 8 4,Lentiform Loewenfeld,3.3.3,1,y,0,right,right,left,right,NA,560,16676,3794,560,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,9,472741,462001,470112,1693,106029,470253,468949,1853,102235,471391,474886,475447,18538,474886,NA,Sternberg Task,48,58808,65,yes,1024
74.24242424,74.24242424,902.4090909,902.4090909,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,65,65,65,0,0,65,65,0,0,65,65,65,0,65,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,53,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 8 6 3 1,Lentiform Loewenfeld,3.3.3,5,y,0,left,right,left,left,NA,751,16676,3794,751,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,479368,462001,476722,1693,106029,476867,475597,1853,102235,478018,481509,482261,18538,481509,NA,Sternberg Task,49,59559,66,yes,1024
74.62686567,74.62686567,904.6268657,904.6268657,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,66,66,66,0,0,66,66,0,0,66,66,66,0,66,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,54,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 1 8 5 6 2,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,1051,16676,3794,1051,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,486215,482409,483582,1693,106029,483724,475597,1853,102235,484866,488358,489409,18538,488358,NA,Sternberg Task,50,60610,67,yes,1024
75,75,902.8235294,902.8235294,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,67,67,67,0,0,67,67,0,0,67,67,67,0,67,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,55,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 5 9 6 2 4,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,782,16676,3794,782,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,493357,489559,490734,1693,106029,490872,475597,1853,102235,492008,495506,496289,18538,495505,NA,Sternberg Task,51,61392,68,yes,1024
75.36231884,75.36231884,906.0144928,906.0144928,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,68,68,68,0,0,68,68,0,0,68,68,68,0,68,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,56,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 2 6 9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,1123,16676,3794,1123,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,500241,496445,497612,1693,106029,497752,475597,1853,102235,498891,502388,503512,18538,502388,NA,Sternberg Task,52,62515,69,yes,1024
75.71428571,75.71428571,907,907,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,69,69,69,0,0,69,69,0,0,69,69,69,0,69,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,57,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 5 7 3 6,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,975,16676,3794,975,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,9,507454,503662,504823,1693,106029,504962,475597,1853,102235,506111,509593,510570,18538,509593,NA,Sternberg Task,53,63490,70,yes,1024
76.05633803,76.05633803,907.3239437,907.3239437,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,70,70,70,0,0,70,70,0,0,70,70,70,0,70,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,58,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 7 5 9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,930,16676,3794,930,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,2,514496,510727,511862,1693,106029,512002,475597,1853,102235,513141,516645,517576,18538,516645,NA,Sternberg Task,54,64420,71,yes,1024
