acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_new_keyboard_response,correct_response,count_ISI,count_correctfeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrect,count_instruction1,count_instruction2,count_memorySet,count_new_keyboard_response,count_new_logger,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instruction2,response_new_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instruction2,response_time_new_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctfeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrect,time_instruction1,time_instruction2,time_memorySet,time_new_keyboard_response,time_new_logger,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
76.38888889,76.38888889,907.5138889,907.5138889,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,71,71,71,0,0,71,71,0,0,71,71,71,0,71,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,59,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 8 5 1,Lentiform Loewenfeld,3.3.3,4,y,0,left,right,left,left,NA,921,16676,3794,921,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,1,521523,517727,518889,1693,106029,519029,475597,1853,102235,520170,523673,524595,18538,523673,NA,Sternberg Task,55,65341,72,yes,1024
75.34246575,75.34246575,905.4246575,905.4246575,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,72,72,72,0,0,72,72,0,0,72,72,72,0,72,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,60,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 7 9 3 1 2,Lentiform Loewenfeld,3.3.3,1,y,0,right,right,left,right,NA,755,16676,3794,755,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,528537,524744,525909,1693,106029,526048,475597,1853,102235,527187,530681,531437,18538,530681,NA,Sternberg Task,55,66096,73,yes,1024
75.67567568,75.67567568,901.4459459,901.4459459,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,73,73,73,0,0,73,73,0,0,73,73,73,0,73,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,61,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 6 4 3 9,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,611,16676,3794,611,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,535391,524744,532761,1693,106029,532901,531589,1853,102235,534039,537539,538151,18538,537539,NA,Sternberg Task,56,66707,74,yes,1024
76,76,902.6533333,902.6533333,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,74,74,74,0,0,74,74,0,0,74,74,74,0,74,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,62,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 6 1 7 4,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,992,16676,3794,992,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,6,542103,538304,539467,1693,106029,539609,531589,1853,102235,540755,544247,545240,18538,544247,NA,Sternberg Task,57,67699,75,yes,1024
76.31578947,76.31578947,898.25,898.25,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,75,75,75,0,0,75,75,0,0,75,75,75,0,75,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,63,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 1 5,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,568,16676,3794,568,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,1,549199,545392,546571,1693,106029,546711,531589,1853,102235,547849,551347,551916,18538,551347,NA,Sternberg Task,58,68267,76,yes,1024
75.32467532,75.32467532,897.3896104,897.3896104,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,76,76,76,0,0,76,76,0,0,76,76,76,0,76,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,64,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 8 9 4 1,Lentiform Loewenfeld,3.3.3,0,n,0,left,right,left,left,NA,832,16676,3794,832,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,5,555839,552065,553197,1693,106029,553341,531589,1853,102235,554489,557977,558810,18538,557977,NA,Sternberg Task,58,69099,77,yes,1024
75.64102564,75.64102564,901.6538462,901.6538462,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,77,77,77,0,0,77,77,0,0,77,77,77,0,77,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,65,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 7 3,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,1230,16676,3794,1230,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,562750,552065,560118,1693,106029,560258,558960,1853,102235,561399,564897,566128,18538,564897,NA,Sternberg Task,59,70329,78,yes,1024
75.94936709,75.94936709,900.5316456,900.5316456,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,78,78,78,0,0,78,78,0,0,78,78,78,0,78,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,66,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 7 3,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,813,16676,3794,813,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,8,570073,566276,567448,1693,106029,567587,558960,1853,102235,568724,572220,573034,18538,572219,NA,Sternberg Task,60,71142,79,yes,1024
75,75,906.4625,906.4625,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,79,79,79,0,0,79,79,0,0,79,79,79,0,79,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,67,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 7 8 3 9,Lentiform Loewenfeld,3.3.3,0,n,0,left,right,left,left,NA,1375,16676,3794,1375,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,576987,573184,574356,1693,106029,574497,558960,1853,102235,575636,579132,580508,18538,579132,NA,Sternberg Task,60,72517,80,yes,1024
74.07407407,74.07407407,903.0123457,903.0123457,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,80,80,80,0,0,80,80,0,0,80,80,80,0,80,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,68,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 8 4,Lentiform Loewenfeld,3.3.3,1,y,0,right,right,left,right,NA,627,16676,3794,627,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,9,584449,573184,581811,1693,106029,581950,580658,1853,102235,583094,586596,587224,18538,586596,NA,Sternberg Task,60,73144,81,yes,1024
74.3902439,74.3902439,902.8414634,902.8414634,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,81,81,81,0,0,81,81,0,0,81,81,81,0,81,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,69,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,889,16676,3794,889,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,8,591170,573184,588539,1693,106029,588680,587378,1853,102235,589819,593315,594204,18538,593315,NA,Sternberg Task,61,74033,82,yes,1024
73.4939759,73.4939759,901.3855422,901.3855422,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,82,82,82,0,0,82,82,0,0,82,82,82,0,82,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,70,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 2 7 6 1 3,Lentiform Loewenfeld,3.3.3,0,n,0,left,right,left,left,NA,782,16676,3794,782,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,8,598149,594354,595522,1693,106029,595662,587378,1853,102235,596800,600295,601078,18538,600295,NA,Sternberg Task,61,74815,83,yes,1024
72.61904762,72.61904762,898.9285714,898.9285714,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,83,83,83,0,0,83,83,0,0,83,83,83,0,83,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,71,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 4 6 9,Lentiform Loewenfeld,3.3.3,3,y,0,right,right,left,right,NA,695,16676,3794,695,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,605032,594354,602401,1693,106029,602542,601229,1853,102235,603682,607179,607875,18538,607179,NA,Sternberg Task,61,75510,84,yes,1024
72.94117647,72.94117647,897.0235294,897.0235294,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,84,84,84,0,0,84,84,0,0,84,84,84,0,84,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,72,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 8 9 3 4 9,Lentiform Loewenfeld,3.3.3,5,y,0,left,right,left,left,NA,737,16676,3794,737,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,611820,594354,609187,1693,106029,609328,608027,1853,102235,610470,613964,614702,18538,613964,NA,Sternberg Task,62,76247,85,yes,1024
72.09302326,72.09302326,896.4302326,896.4302326,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,85,85,85,0,0,85,85,0,0,85,85,85,0,85,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,73,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,1 6 4,Lentiform Loewenfeld,3.3.3,0,n,0,left,right,left,left,NA,846,16676,3794,846,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,7,618650,614852,616017,1693,106029,616157,608027,1853,102235,617299,620793,621640,18538,620793,NA,Sternberg Task,62,77093,86,yes,1024
72.4137931,72.4137931,892.8275862,892.8275862,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,86,86,86,0,0,86,86,0,0,86,86,86,0,86,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,74,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 6 2 5 1,Lentiform Loewenfeld,3.3.3,5,y,0,left,right,left,left,NA,583,16676,3794,583,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,1,625595,614852,622965,1693,106029,623105,621792,1853,102235,624246,627740,628324,18538,627740,NA,Sternberg Task,63,77676,87,yes,1024
72.72727273,72.72727273,892.1590909,892.1590909,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,87,87,87,0,0,87,87,0,0,87,87,87,0,87,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,75,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 7 6 8 2 3,Lentiform Loewenfeld,3.3.3,6,y,0,left,right,left,left,NA,834,16676,3794,834,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,3,632244,628471,629602,1693,106029,629748,621792,1853,102235,630895,634384,635219,18538,634384,NA,Sternberg Task,64,78510,88,yes,1024
71.91011236,71.91011236,904.6067416,904.6067416,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,88,88,88,0,0,88,88,0,0,88,88,88,0,88,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,76,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,8 3,Lentiform Loewenfeld,3.3.3,2,y,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,3,639175,635371,636546,1693,106029,636686,621792,1853,102235,637825,641323,643323,18538,641323,NA,Sternberg Task,64,80510,89,yes,1024
72.22222222,72.22222222,903.4777778,903.4777778,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,89,89,89,0,0,89,89,0,0,89,89,89,0,89,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,77,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 6 5 8,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,803,16676,3794,803,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,4,647244,635371,644603,1693,106029,644746,643470,1853,102235,645894,649395,650199,18538,649395,NA,Sternberg Task,65,81313,90,yes,1024
72.52747253,72.52747253,903.6043956,903.6043956,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,90,90,90,0,0,90,90,0,0,90,90,90,0,90,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,78,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 6 4 8 1 2,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,915,16676,3794,915,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,654134,650349,651501,1693,106029,651640,643470,1853,102235,652787,656280,657196,18538,656280,NA,Sternberg Task,66,82228,91,yes,1024
72.82608696,72.82608696,900.5108696,900.5108696,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,91,91,91,0,0,91,91,0,0,91,91,91,0,91,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,79,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 1 2,Lentiform Loewenfeld,3.3.3,3,y,0,left,right,left,left,NA,619,16676,3794,619,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,661135,657348,658507,1693,106029,658647,643470,1853,102235,659787,663282,663902,18538,663282,NA,Sternberg Task,67,82847,92,yes,1024
73.11827957,73.11827957,896.7956989,896.7956989,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,92,92,92,0,0,92,92,0,0,92,92,92,0,92,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,80,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 5 4 8 7,Lentiform Loewenfeld,3.3.3,3,y,0,left,right,left,left,NA,555,16676,3794,555,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,4,667864,664048,665233,1693,106029,665374,643470,1853,102235,666514,670009,670565,18538,670009,NA,Sternberg Task,68,83402,93,yes,1024
73.40425532,73.40425532,900.3297872,900.3297872,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,93,93,93,0,0,93,93,0,0,93,93,93,0,93,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,81,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 3 8 7 2 4,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,1229,16676,3794,1229,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,674490,670712,671842,1693,106029,671985,643470,1853,102235,673137,676630,677860,18538,676630,NA,Sternberg Task,69,84631,94,yes,1024
73.68421053,73.68421053,897.0421053,897.0421053,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,94,94,94,0,0,94,94,0,0,94,94,94,0,94,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,82,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 4 9 6 2 9,Lentiform Loewenfeld,3.3.3,5,y,0,left,right,left,left,NA,588,16676,3794,588,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,681804,678007,679174,1693,106029,679314,643470,1853,102235,680454,683951,684541,18538,683951,NA,Sternberg Task,70,85219,95,yes,1024
72.91666667,72.91666667,908.53125,908.53125,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,right,95,95,95,0,0,95,95,0,0,95,95,95,0,95,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,83,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 9,Lentiform Loewenfeld,3.3.3,0,n,0,None,right,left,None,NA,2000,16676,3794,2000,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,1,688470,684689,685829,1693,106029,685973,643470,1853,102235,687116,690609,692609,18538,690609,NA,Sternberg Task,70,87219,96,yes,1024
73.19587629,73.19587629,910.5979381,910.5979381,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,96,96,96,0,0,96,96,0,0,96,96,96,0,96,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,84,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,4 1 8 7 5,Lentiform Loewenfeld,3.3.3,3,y,0,left,right,left,left,NA,1109,16676,3794,1109,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,696529,684689,693893,1693,106029,694030,692754,1853,102235,695179,698676,699786,18538,698676,NA,Sternberg Task,71,88328,97,yes,1024
73.46938776,73.46938776,909.8673469,909.8673469,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,97,97,97,0,0,97,97,0,0,97,97,97,0,97,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,85,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,5 2 6,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,839,16676,3794,839,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,703693,699941,701063,1693,106029,701201,692754,1853,102235,702344,705840,706680,18538,705840,NA,Sternberg Task,72,89167,98,yes,1024
73.73737374,73.73737374,908.1616162,908.1616162,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,98,98,98,0,0,98,98,0,0,98,98,98,0,98,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,86,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 8 6 1,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,741,16676,3794,741,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,3,710614,706829,707993,1693,106029,708130,692754,1853,102235,709269,712761,713503,18538,712761,NA,Sternberg Task,73,89908,99,yes,1024
74,74,909.61,909.61,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,99,99,99,0,0,99,99,0,0,99,99,99,0,99,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,87,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 5 3 2 8 6,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,1053,16676,3794,1053,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,7,717463,713657,714829,1693,106029,714971,692754,1853,102235,716111,719610,720664,18538,719609,NA,Sternberg Task,74,90961,100,yes,1024
74.25742574,74.25742574,911.5544554,911.5544554,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,100,100,100,0,0,100,100,0,0,100,100,100,0,100,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,88,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,9 5 8 1,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,1106,16676,3794,1106,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,724628,720814,721995,1693,106029,722132,692754,1853,102235,723278,726776,727887,18538,726775,NA,Sternberg Task,75,92067,101,yes,1024
74.50980392,74.50980392,910.8235294,910.8235294,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,101,101,101,0,0,101,101,0,0,101,101,101,0,101,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,89,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 2 9 3 8 4,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,837,16676,3794,837,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,1,731835,728036,729197,1693,106029,729348,692754,1853,102235,730486,733983,734822,18538,733983,NA,Sternberg Task,76,92904,102,yes,1024
74.75728155,74.75728155,917.0291262,917.0291262,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,102,102,102,0,0,102,102,0,0,102,102,102,0,102,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,90,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 5 7 1,Lentiform Loewenfeld,3.3.3,3,y,0,left,right,left,left,NA,1550,16676,3794,1550,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,7,738762,734970,736130,1693,106029,736271,692754,1853,102235,737412,740908,742459,18538,740908,NA,Sternberg Task,77,94454,103,yes,1024
75,75,914.6057692,914.6057692,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,103,103,103,0,0,103,103,0,0,103,103,103,0,103,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,91,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,3 2 1 4 7,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,665,16676,3794,665,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,2,746396,742608,743751,1693,106029,743896,692754,1853,102235,745044,748544,749210,18538,748544,NA,Sternberg Task,78,95119,104,yes,1024
74.28571429,74.28571429,912.4380952,912.4380952,black,experiment,legacy,legacy,legacy,0,uniform,0,undefined,0,left,104,104,104,0,0,104,104,0,0,104,104,104,0,104,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,92,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,7 8 4 6 9 5,Lentiform Loewenfeld,3.3.3,4,y,0,right,right,left,right,NA,687,16676,3794,687,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,753150,749359,750519,1693,106029,750660,692754,1853,102235,751801,755296,755984,18538,755296,NA,Sternberg Task,78,95806,105,yes,1024
74.52830189,74.52830189,909.6792453,909.6792453,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,105,105,105,0,0,105,105,0,0,105,105,105,0,105,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,93,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,2 4 8 5 1 3,Lentiform Loewenfeld,3.3.3,1,y,0,left,right,left,left,NA,620,16676,3794,620,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,2,759954,749359,757318,1693,106029,757460,756135,1853,102235,758600,762098,762719,18538,762098,NA,Sternberg Task,79,96426,106,yes,1024
74.76635514,74.76635514,905.6635514,905.6635514,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,left,106,106,106,0,0,106,106,0,0,106,106,106,0,106,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,94,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 9 7 4 5 1,Lentiform Loewenfeld,3.3.3,2,y,0,left,right,left,left,NA,480,16676,3794,480,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,9,766643,762864,764005,1693,106029,764148,756135,1853,102235,765292,768782,769263,18538,768782,NA,Sternberg Task,80,96906,107,yes,1024
75,75,903.7407407,903.7407407,black,experiment,legacy,legacy,legacy,0,uniform,1,undefined,1,right,107,107,107,0,0,107,107,0,0,107,107,107,0,107,0,Thu Oct 15 19:51:10 2020,The main experiment item,yes,SternbergTask-AL.osexp,/Users/annielenoir/Desktop,no,mono,no,18,no,white,no,no,768,legacy,95,11,/Users/annielenoir/Desktop/AL-subject-1.csv,legacy,6 9 7 3 8 2,Lentiform Loewenfeld,3.3.3,0,n,0,right,right,left,right,NA,698,16676,3794,698,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,5,773171,769415,770542,1693,106029,770683,756135,1853,102235,771830,775324,776023,18538,775324,NA,Sternberg Task,81,97604,108,yes,1024
