"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_ISI","count_Instructions1","count_Practiceloop","count_closing","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instructions2","count_keyboard_response","count_logger","count_memoryset","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","psychopy_suppress_warnings","repeat_cycle","response","response_Instructions1","response_closing","response_instructions2","response_keyboard_response","response_time","response_time_Instructions1","response_time_closing","response_time_instructions2","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instructions1","time_Practiceloop","time_closing","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instructions2","time_keyboard_response","time_logger","time_memoryset","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"85.2941176471","85.2941176471","747.029411765","747.029411765","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","0","0","0","33","0","0","33","33","33","0","33","33","33","33","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","4 2 7 6 1 3","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","768","60294","NA","6200","768","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","275783","2365","62660","NA","272427","2361","143328","273568","273571","230090","137127","277791","278560","274577","277790","Sternberg Task","29","25399","34","yes","1024"
"85.7142857143","85.7142857143","746.971428571","746.971428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","0","0","0","34","0","0","34","34","34","0","34","34","34","34","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","2 8 5 1","Lentiform Loewenfeld","3.3.3","4","y","yes","0","left","left","NA","right","left","745","60294","NA","6200","745","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","281917","2365","62660","NA","278565","2361","143328","279702","279704","230090","137127","283923","284669","280711","283923","Sternberg Task","30","26144","35","yes","1024"
"86.1111111111","86.1111111111","749.666666667","749.666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","0","0","0","35","0","0","35","35","35","0","35","35","35","35","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.3","4","y","yes","0","left","left","NA","right","left","844","60294","NA","6200","844","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","288024","2365","62660","NA","284674","2361","143328","285811","285813","230090","137127","290031","290876","286819","290031","Sternberg Task","31","26988","36","yes","1024"
"86.4864864865","86.4864864865","748.891891892","748.891891892","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","0","0","0","36","0","0","36","36","36","0","36","36","36","36","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","left","NA","right","left","721","60294","NA","6200","721","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","294236","2365","62660","NA","290881","2361","143328","292020","292023","230090","137127","296242","296964","293029","296242","Sternberg Task","32","27709","37","yes","1024"
"86.8421052632","86.8421052632","740.868421053","740.868421053","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","0","0","0","37","0","0","37","37","37","0","37","37","37","37","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","444","60294","NA","6200","444","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","300321","2365","62660","NA","296969","2361","143328","298106","298109","230090","137127","302327","302772","299115","302327","Sternberg Task","33","28153","38","yes","1024"
"87.1794871795","87.1794871795","734.666666667","734.666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","0","0","0","38","0","0","38","38","38","0","38","38","38","38","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","499","60294","NA","6200","499","2","legacy","3","1024","2","48000","-16","experiment","2","even","5","306122","2365","62660","NA","302777","2361","143328","303908","303910","230090","137127","308128","308628","304915","308128","Sternberg Task","34","28652","39","yes","1024"
"87.5","87.5","736.25","736.25","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","0","0","0","39","0","0","39","39","39","0","39","39","39","39","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.3","2","y","yes","0","left","left","NA","right","left","798","60294","NA","6200","798","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","311996","2365","62660","NA","308633","2361","143328","309781","309784","230090","137127","314003","314802","310790","314002","Sternberg Task","35","29450","40","yes","1024"
"87.8048780488","87.8048780488","730.829268293","730.829268293","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","0","0","0","40","0","0","40","40","40","0","40","40","40","40","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","514","60294","NA","6200","514","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","318139","2365","62660","NA","314807","2361","143328","315925","315927","230090","137127","320146","320661","316933","320146","Sternberg Task","36","29964","41","yes","1024"
"88.0952380952","88.0952380952","730.952380952","730.952380952","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","0","0","0","41","0","0","41","41","41","0","41","41","41","41","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","736","60294","NA","6200","736","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","324024","2365","62660","NA","320667","2361","143328","321809","321811","230090","137127","326030","326767","322818","326029","Sternberg Task","37","30700","42","yes","1024"
"88.3720930233","88.3720930233","727.162790698","727.162790698","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","0","0","0","42","0","0","42","42","42","0","42","42","42","42","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.3","4","y","yes","0","left","left","NA","right","left","568","60294","NA","6200","568","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","330125","2365","62660","NA","326773","2361","143328","327910","327913","230090","137127","332131","332701","328918","332130","Sternberg Task","38","31268","43","yes","1024"
"88.6363636364","88.6363636364","724.545454545","724.545454545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","0","0","0","43","0","0","43","43","43","0","43","43","43","43","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","left","NA","right","left","612","60294","NA","6200","612","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","336053","2365","62660","NA","332706","2361","143328","333842","333845","230090","137127","338059","338672","334850","338059","Sternberg Task","39","31880","44","yes","1024"
"88.8888888889","88.8888888889","722.733333333","722.733333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","0","0","0","44","0","0","44","44","44","0","44","44","44","44","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.3","2","y","yes","0","left","left","NA","right","left","643","60294","NA","6200","643","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","342028","2365","62660","NA","338677","2361","143328","339813","339816","230090","137127","344035","344679","340822","344034","Sternberg Task","40","32523","45","yes","1024"
"89.1304347826","89.1304347826","720.152173913","720.152173913","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","0","0","0","45","0","0","45","45","45","0","45","45","45","45","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6 8","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","604","60294","NA","6200","604","2","legacy","2","1024","2","48000","-16","experiment","2","even","9","348030","2365","62660","NA","344684","2361","143328","345815","345817","230090","137127","350037","350643","346824","350037","Sternberg Task","41","33127","46","yes","1024"
"89.3617021277","89.3617021277","714.872340426","714.872340426","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","0","0","0","46","0","0","46","46","46","0","46","46","46","46","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","472","60294","NA","6200","472","2","legacy","2","1024","2","48000","-16","experiment","2","even","1","353994","2365","62660","NA","350648","2361","143328","351780","351782","230090","137127","356000","356474","352788","355999","Sternberg Task","42","33599","47","yes","1024"
"89.5833333333","89.5833333333","714.041666667","714.041666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","0","0","0","47","0","0","47","47","47","0","47","47","47","47","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","675","60294","NA","6200","675","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","359826","2365","62660","NA","356479","2361","143328","357612","357614","230090","137127","361833","362509","358619","361833","Sternberg Task","43","34274","48","yes","1024"
"89.7959183673","89.7959183673","711.612244898","711.612244898","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","0","0","0","48","0","0","48","48","48","0","48","48","48","48","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.3","4","y","yes","0","left","left","NA","right","left","595","60294","NA","6200","595","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","365856","2365","62660","NA","362514","2361","143328","363642","363645","230090","137127","367863","368460","364651","367863","Sternberg Task","44","34869","49","yes","1024"
"90","90","710.78","710.78","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","0","0","0","49","0","0","49","49","49","0","49","49","49","49","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","670","60294","NA","6200","670","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","371813","2365","62660","NA","368465","2361","143328","369601","369603","230090","137127","373820","374492","370608","373819","Sternberg Task","45","35539","50","yes","1024"
"90.1960784314","90.1960784314","710.137254902","710.137254902","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","50","0","0","0","50","0","0","50","50","50","0","50","50","50","50","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","left","NA","right","left","678","60294","NA","6200","678","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","377851","2365","62660","NA","374497","2361","143328","375637","375639","230090","137127","379858","380537","376645","379858","Sternberg Task","46","36217","51","yes","1024"
"90.3846153846","90.3846153846","712.692307692","712.692307692","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","51","0","0","0","51","0","0","51","51","51","0","51","51","51","51","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","2 8 9 4 1","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","843","60294","NA","6200","843","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","383899","2365","62660","NA","380542","2361","143328","381684","381686","230090","137127","385906","386751","382692","385905","Sternberg Task","47","37060","52","yes","1024"
"88.679245283","88.679245283","711.150943396","711.150943396","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","52","0","0","0","52","0","0","52","52","52","0","52","52","52","52","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","yes","0","left","left","NA","right","left","631","60294","NA","6200","631","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","390100","2365","62660","NA","386756","2361","143328","387885","387888","230090","137127","392106","392738","388894","392106","Sternberg Task","47","37691","53","yes","1024"
"88.8888888889","88.8888888889","706.814814815","706.814814815","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","53","0","0","0","53","0","0","53","53","53","0","53","53","53","53","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","5 2","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","477","60294","NA","6200","477","2","legacy","2","1024","2","48000","-16","experiment","2","even","7","396095","2365","62660","NA","386756","2361","143328","393880","393883","392743","137127","398101","398579","394889","398101","Sternberg Task","48","38168","54","yes","1024"
"89.0909090909","89.0909090909","706.181818182","706.181818182","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","0","0","0","54","0","0","54","54","54","0","54","54","54","54","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","672","60294","NA","6200","672","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","401935","2365","62660","NA","398584","2361","143328","399721","399723","392743","137127","403941","404614","400728","403940","Sternberg Task","49","38840","55","yes","1024"
"89.2857142857","89.2857142857","705.732142857","705.732142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","0","0","0","55","0","0","55","55","55","0","55","55","55","55","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 9 1 6","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","681","60294","NA","6200","681","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","407966","2365","62660","NA","404619","2361","143328","405752","405754","392743","137127","409972","410654","406760","409971","Sternberg Task","50","39521","56","yes","1024"
"89.4736842105","89.4736842105","705.333333333","705.333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","56","0","0","0","56","0","0","56","56","56","0","56","56","56","56","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","683","60294","NA","6200","683","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","414019","2365","62660","NA","410660","2361","143328","411805","411807","392743","137127","416025","416709","412813","416025","Sternberg Task","51","40204","57","yes","1024"
"89.6551724138","89.6551724138","705.396551724","705.396551724","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","0","0","0","57","0","0","57","57","57","0","57","57","57","57","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","709","60294","NA","6200","709","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","420061","2365","62660","NA","416714","2361","143328","417847","417849","392743","137127","422068","422778","418856","422067","Sternberg Task","52","40913","58","yes","1024"
"89.8305084746","89.8305084746","704.186440678","704.186440678","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","58","0","0","0","58","0","0","58","58","58","0","58","58","58","58","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","5 7 3","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","634","60294","NA","6200","634","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","426140","2365","62660","NA","422783","2361","143328","423925","423928","392743","137127","428146","428781","424934","428146","Sternberg Task","53","41547","59","yes","1024"
"90","90","700.2","700.2","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","0","0","0","59","0","0","59","59","59","0","59","59","59","59","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","465","60294","NA","6200","465","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","432142","2365","62660","NA","428786","2361","143328","429928","429930","392743","137127","434148","434614","430936","434147","Sternberg Task","54","42012","60","yes","1024"
"90.1639344262","90.1639344262","699.081967213","699.081967213","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","60","0","0","0","60","0","0","60","60","60","0","60","60","60","60","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","1 4 3 6 5","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","632","60294","NA","6200","632","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","437970","2365","62660","NA","434619","2361","143328","435758","435761","392743","137127","439976","440609","436767","439976","Sternberg Task","55","42644","61","yes","1024"
"90.3225806452","90.3225806452","698.806451613","698.806451613","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","0","0","0","61","0","0","61","61","61","0","61","61","61","61","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","682","60294","NA","6200","682","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","443967","2365","62660","NA","440614","2361","143328","441754","441756","392743","137127","445974","446658","442762","445973","Sternberg Task","56","43326","62","yes","1024"
"90.4761904762","90.4761904762","698.222222222","698.222222222","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","62","0","0","0","62","0","0","62","62","62","0","62","62","62","62","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","662","60294","NA","6200","662","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","450019","2365","62660","NA","446663","2361","143328","447806","447808","392743","137127","452026","452689","448814","452026","Sternberg Task","57","43988","63","yes","1024"
"90.625","90.625","695.671875","695.671875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","0","0","0","63","0","0","63","63","63","0","63","63","63","63","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","535","60294","NA","6200","535","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","456052","2365","62660","NA","452694","2361","143328","453837","453840","392743","137127","458058","458594","454846","458058","Sternberg Task","58","44523","64","yes","1024"
"90.7692307692","90.7692307692","694.307692308","694.307692308","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","0","0","0","64","0","0","64","64","64","0","64","64","64","64","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","left","NA","right","left","607","60294","NA","6200","607","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","461961","2365","62660","NA","458600","2361","143328","459746","459749","392743","137127","463967","464575","460755","463967","Sternberg Task","59","45130","65","yes","1024"
"90.9090909091","90.9090909091","693.96969697","693.96969697","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","65","0","0","0","65","0","0","65","65","65","0","65","65","65","65","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","7 6","Lentiform Loewenfeld","3.3.3","2","y","yes","0","left","left","NA","right","left","672","60294","NA","6200","672","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","467936","2365","62660","NA","464581","2361","143328","465721","465723","392743","137127","469942","470615","466730","469941","Sternberg Task","60","45802","66","yes","1024"
"91.0447761194","91.0447761194","696.179104478","696.179104478","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","66","0","0","0","66","0","0","66","66","66","0","66","66","66","66","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","3 9 8 1 6 4","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","left","NA","right","right","842","60294","NA","6200","842","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","473972","2365","62660","NA","470620","2361","143328","471757","471760","392743","137127","475978","476821","472766","475977","Sternberg Task","61","46644","67","yes","1024"
"91.1764705882","91.1764705882","700.955882353","700.955882353","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","0","0","0","67","0","0","67","67","67","0","67","67","67","67","10/25/20 17:50:47","The main experiment item","yes","SternbergTask.osexp","C:\Users\User\Desktop\Quant 2020\Sternberg Task 3","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/User/Desktop/Quant 2020/Sternberg Task 3/VT-subject-2.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.3","2","y","yes","0","left","left","NA","right","left","1021","60294","NA","6200","1021","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","480180","2365","62660","NA","476826","2361","143328","477965","477968","392743","137127","482186","483209","478974","482186","Sternberg Task","62","47665","68","yes","1024"
