"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_IncorrectFeedback","count_PracticeLoop","count_correctFeedback","count_expSequence","count_experiment","count_experimentloop","count_fixation","count_instructions1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_probe","count_thankyou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","psychopy_waitblanking","repeat_cycle","response","response_instructions1","response_instructions2","response_keyboard_response","response_thankyou","response_time","response_time_instructions1","response_time_instructions2","response_time_keyboard_response","response_time_thankyou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_IncorrectFeedback","time_PracticeLoop","time_correctFeedback","time_expSequence","time_experiment","time_experimentloop","time_fixation","time_instructions1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_probe","time_thankyou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"96.7741935483871","96.7741935483871","819.2258064516129","819.2258064516129","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","30","30","0","30","30","0","0","30","0","0","30","30","30","30","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/Owner/KJPsubject-1.csv","legacy","6 9 4 5 3 2","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","750","6690","4404","750","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","202350","181480","10243","199038","200143","3546","89790","200145","3552","85385","204354","205105","201149","204354","NA","Sternberg Task ","30","25396","31","yes","1024"
"96.875","96.875","814.78125","814.78125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","31","31","0","31","31","0","0","31","0","0","31","31","31","31","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/Owner/KJPsubject-1.csv","legacy","4 6 2 5 1","Lentiform Loewenfeld","3.3.3","5","y","yes","0","left","right","left","left","NA","677","6690","4404","677","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","208428","181480","10243","205109","206218","3546","89790","206220","3552","85385","210432","211110","207224","210432","NA","Sternberg Task ","31","26073","32","yes","1024"
"96.96969696969697","96.96969696969697","809.4242424242424","809.4242424242424","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","0","32","32","0","0","32","0","0","32","32","32","32","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Owner/KJPsubject-1.csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.3","4","y","yes","0","left","right","left","left","NA","638","6690","4404","638","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","214428","181480","10243","211113","212218","3546","89790","212220","3552","85385","216432","217071","213224","216432","NA","Sternberg Task ","32","26711","33","yes","1024"
"97.05882352941177","97.05882352941177","800.8823529411765","800.8823529411765","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","0","33","33","0","0","33","0","0","33","33","33","33","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Owner/KJPsubject-1.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","right","left","left","NA","519","6690","4404","519","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","220396","181480","10243","217075","218188","3546","89790","218190","3552","85385","222401","222922","219192","222401","NA","Sternberg Task ","33","27230","34","yes","1024"
"97.14285714285714","97.14285714285714","801.8857142857142","801.8857142857142","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","34","0","34","34","0","0","34","0","0","34","34","34","34","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/Owner/KJPsubject-1.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","836","6690","4404","836","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","226209","181480","10243","222925","224000","3546","89790","224001","3552","85385","228213","229050","225005","228213","NA","Sternberg Task ","34","28066","35","yes","1024"
"97.22222222222223","97.22222222222223","804.8055555555555","804.8055555555555","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","0","35","35","0","0","35","0","0","35","35","35","35","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/Owner/KJPsubject-1.csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","907","6690","4404","907","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","232329","181480","10243","229052","230121","3546","89790","230122","3552","85385","234330","235238","231125","234330","NA","Sternberg Task ","35","28973","36","yes","1024"
"97.29729729729729","97.29729729729729","800","800","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","36","36","0","36","36","0","0","36","0","0","36","36","36","36","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/Owner/KJPsubject-1.csv","legacy","4 2 6 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","627","6690","4404","627","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","238582","181480","10243","235242","236376","3546","89790","236377","3552","85385","240587","241215","237381","240586","NA","Sternberg Task ","36","29600","37","yes","1024"
"97.36842105263158","97.36842105263158","797.3947368421053","797.3947368421053","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","37","0","37","37","0","0","37","0","0","37","37","37","37","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/Owner/KJPsubject-1.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","701","6690","4404","701","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","244537","181480","10243","241218","242327","3546","89790","242329","3552","85385","246541","247243","243333","246541","NA","Sternberg Task ","37","30301","38","yes","1024"
"97.43589743589743","97.43589743589743","791.4871794871794","791.4871794871794","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","38","0","38","38","0","0","38","0","0","38","38","38","38","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/Owner/KJPsubject-1.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","right","left","left","NA","567","6690","4404","567","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","250568","181480","10243","247245","248358","3546","89790","248360","3552","85385","252572","253140","249364","252572","NA","Sternberg Task ","38","30868","39","yes","1024"
"97.5","97.5","789.475","789.475","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","39","0","39","39","0","0","39","0","0","39","39","39","39","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/Owner/KJPsubject-1.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","yes","0","left","right","left","left","NA","711","6690","4404","711","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","256458","181480","10243","253143","254249","3546","89790","254250","3552","85385","258462","259174","255254","258462","NA","Sternberg Task ","39","31579","40","yes","1024"
"97.5609756097561","97.5609756097561","782","782","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","40","0","40","40","0","0","40","0","0","40","40","40","40","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/Owner/KJPsubject-1.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","483","6690","4404","483","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","262493","181480","10243","259178","260283","3546","89790","260285","3552","85385","264498","264982","261289","264498","NA","Sternberg Task ","40","32062","41","yes","1024"
"97.61904761904762","97.61904761904762","783.0238095238095","783.0238095238095","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","41","41","0","41","41","0","0","41","0","0","41","41","41","41","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/Owner/KJPsubject-1.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","825","6690","4404","825","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","268303","181480","10243","264985","266093","3546","89790","266095","3552","85385","270307","271134","267099","270307","NA","Sternberg Task ","41","32887","42","yes","1024"
"97.67441860465117","97.67441860465117","778.5116279069767","778.5116279069767","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","42","0","42","42","0","0","42","0","0","42","42","42","42","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/Owner/KJPsubject-1.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","right","left","left","NA","589","6690","4404","589","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","274462","181480","10243","271137","272252","3546","89790","272253","3552","85385","276463","277053","273258","276463","NA","Sternberg Task ","42","33476","43","yes","1024"
"97.72727272727273","97.72727272727273","775.5909090909091","775.5909090909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","43","0","43","43","0","0","43","0","0","43","43","43","43","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/Owner/KJPsubject-1.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","right","left","left","NA","650","6690","4404","650","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","280324","181480","10243","277057","278118","3546","89790","278119","3552","85385","282326","282977","279120","282326","NA","Sternberg Task ","43","34126","44","yes","1024"
"97.77777777777777","97.77777777777777","776.6444444444444","776.6444444444444","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","0","44","44","0","0","44","0","0","44","44","44","44","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/Owner/KJPsubject-1.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","823","6690","4404","823","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","286296","181480","10243","282981","284087","3546","89790","284088","3552","85385","288301","289126","285092","288301","NA","Sternberg Task ","44","34949","45","yes","1024"
"97.82608695652173","97.82608695652173","775.7391304347826","775.7391304347826","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","45","0","45","45","0","0","45","0","0","45","45","45","45","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/Owner/KJPsubject-1.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","735","6690","4404","735","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","292447","181480","10243","289129","290237","3546","89790","290238","3552","85385","294451","295187","291242","294451","NA","Sternberg Task ","45","35684","46","yes","1024"
"97.87234042553192","97.87234042553192","771.8297872340426","771.8297872340426","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","0","46","46","0","0","46","0","0","46","46","46","46","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/Owner/KJPsubject-1.csv","legacy","6 8","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","592","6690","4404","592","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","9","298489","181480","10243","295189","296280","3546","89790","296281","3552","85385","300493","301086","297285","300493","NA","Sternberg Task ","46","36276","47","yes","1024"
"97.91666666666667","97.91666666666667","768.2291666666666","768.2291666666666","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","47","0","47","47","0","0","47","0","0","47","47","47","47","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/Owner/KJPsubject-1.csv","legacy","3 4","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","right","left","left","NA","599","6690","4404","599","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","304408","181480","10243","301090","302199","3546","89790","302200","3552","85385","306412","307012","303204","306412","NA","Sternberg Task ","47","36875","48","yes","1024"
"97.95918367346938","97.95918367346938","766.0816326530612","766.0816326530612","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","48","48","0","48","48","0","0","48","0","0","48","48","48","48","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/Owner/KJPsubject-1.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","663","6690","4404","663","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","310280","181480","10243","307014","308074","3546","89790","308075","3552","85385","312281","312945","309076","312281","NA","Sternberg Task ","48","37538","49","yes","1024"
"98","98","771.8","771.8","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","49","0","49","49","0","0","49","0","0","49","49","49","49","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/Owner/KJPsubject-1.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.3","2","y","yes","0","left","right","left","left","NA","1052","6690","4404","1052","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","316265","181480","10243","312949","314056","3546","89790","314057","3552","85385","318269","319322","315061","318269","NA","Sternberg Task ","49","38590","50","yes","1024"
"96.07843137254902","96.07843137254902","772.9215686274509","772.9215686274509","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","50","50","0","50","50","0","0","50","0","0","50","50","50","50","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/Owner/KJPsubject-1.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.3","6","y","yes","0","right","right","left","right","NA","829","6690","4404","829","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","322645","181480","10243","319326","320436","3546","89790","320437","3552","85385","324649","325478","321441","324648","NA","Sternberg Task ","49","39419","51","yes","1024"
"96.15384615384616","96.15384615384616","772.6923076923077","772.6923076923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","51","51","0","51","51","0","0","51","0","0","51","51","51","51","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/Owner/KJPsubject-1.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","761","6690","4404","761","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","328792","325482","10243","319326","326583","3546","89790","326584","3552","85385","330796","331557","327588","330796","NA","Sternberg Task ","50","40180","52","yes","1024"
"96.22641509433963","96.22641509433963","769.377358490566","769.377358490566","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","52","52","0","52","52","0","0","52","0","0","52","52","52","52","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/Owner/KJPsubject-1.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","right","left","left","NA","597","6690","4404","597","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","334877","325482","10243","331558","332669","3546","89790","332670","3552","85385","336882","337480","333673","336882","NA","Sternberg Task ","51","40777","53","yes","1024"
"96.29629629629629","96.29629629629629","772.8518518518518","772.8518518518518","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","53","53","0","53","53","0","0","53","0","0","53","53","53","53","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/Owner/KJPsubject-1.csv","legacy","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","957","6690","4404","957","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","340795","325482","10243","337483","338586","3546","89790","338587","3552","85385","342796","343754","339591","342796","NA","Sternberg Task ","52","41734","54","yes","1024"
"96.36363636363636","96.36363636363636","776.8909090909091","776.8909090909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","0","54","54","0","0","54","0","0","54","54","54","54","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/Owner/KJPsubject-1.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","995","6690","4404","995","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","347070","325482","10243","343757","344861","3546","89790","344862","3552","85385","349074","350069","345866","349074","NA","Sternberg Task ","53","42729","55","yes","1024"
"96.42857142857143","96.42857142857143","772.3571428571429","772.3571428571429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","55","0","55","55","0","0","55","0","0","55","55","55","55","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/Owner/KJPsubject-1.csv","legacy","2 3","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","right","left","left","NA","523","6690","4404","523","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","2","353383","325482","10243","350073","351173","3546","89790","351175","3552","85385","355387","355911","352179","355387","NA","Sternberg Task ","54","43252","56","yes","1024"
"96.49122807017544","96.49122807017544","770.7017543859649","770.7017543859649","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","0","56","56","0","0","56","0","0","56","56","56","56","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/Owner/KJPsubject-1.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","678","6690","4404","678","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","359241","325482","10243","355914","357031","3546","89790","357033","3552","85385","361245","361924","358037","361245","NA","Sternberg Task ","55","43930","57","yes","1024"
"96.55172413793103","96.55172413793103","767.6724137931035","767.6724137931035","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","57","0","57","57","0","0","57","0","0","57","57","57","57","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/Owner/KJPsubject-1.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","595","6690","4404","595","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","365247","325482","10243","361929","363037","3546","89790","363039","3552","85385","367251","367848","364043","367251","NA","Sternberg Task ","56","44525","58","yes","1024"
"96.61016949152543","96.61016949152543","769.2372881355932","769.2372881355932","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","58","0","58","58","0","0","58","0","0","58","58","58","58","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/Owner/KJPsubject-1.csv","legacy","9 1 6 7 8","Lentiform Loewenfeld","3.3.3","1","y","yes","0","left","right","left","left","NA","860","6690","4404","860","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","371171","325482","10243","367851","368962","3546","89790","368963","3552","85385","373175","374036","369967","373175","NA","Sternberg Task ","57","45385","59","yes","1024"
"96.66666666666667","96.66666666666667","768.1","768.1","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","0","59","59","0","0","59","0","0","59","59","59","59","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/Owner/KJPsubject-1.csv","legacy","7 9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","701","6690","4404","701","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","1","377361","325482","10243","374040","375151","3546","89790","375153","3552","85385","379365","380068","376157","379365","NA","Sternberg Task ","58","46086","60","yes","1024"
"96.72131147540983","96.72131147540983","770.1475409836065","770.1475409836065","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","60","60","0","60","60","0","0","60","0","0","60","60","60","60","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/Owner/KJPsubject-1.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","893","6690","4404","893","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","383395","325482","10243","380072","381186","3546","89790","381187","3552","85385","385399","386294","382191","385399","NA","Sternberg Task ","59","46979","61","yes","1024"
"96.7741935483871","96.7741935483871","773.5967741935484","773.5967741935484","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","61","61","0","61","61","0","0","61","0","0","61","61","61","61","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/Owner/KJPsubject-1.csv","legacy","7 6","Lentiform Loewenfeld","3.3.3","2","y","yes","0","left","right","left","left","NA","984","6690","4404","984","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","389616","325482","10243","386297","387408","3546","89790","387409","3552","85385","391621","392606","388413","391621","NA","Sternberg Task ","60","47963","62","yes","1024"
"96.82539682539682","96.82539682539682","773.7619047619048","773.7619047619048","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","62","62","0","62","62","0","0","62","0","0","62","62","62","62","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/Owner/KJPsubject-1.csv","legacy","7 8 6 1","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","784","6690","4404","784","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","395919","325482","10243","392610","393709","3546","89790","393711","3552","85385","397923","398708","394715","397923","NA","Sternberg Task ","61","48747","63","yes","1024"
"96.875","96.875","770.328125","770.328125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","63","0","63","63","0","0","63","0","0","63","63","63","63","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/Owner/KJPsubject-1.csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","554","6690","4404","554","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","402022","325482","10243","398711","399813","3546","89790","399814","3552","85385","404027","404582","400818","404026","NA","Sternberg Task ","62","49301","64","yes","1024"
"96.92307692307692","96.92307692307692","769.9230769230769","769.9230769230769","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","64","64","0","64","64","0","0","64","0","0","64","64","64","64","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/Owner/KJPsubject-1.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","744","6690","4404","744","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","407901","325482","10243","404586","405691","3546","89790","405692","3552","85385","409905","410650","406697","409905","NA","Sternberg Task ","63","50045","65","yes","1024"
"96.96969696969697","96.96969696969697","776.1060606060606","776.1060606060606","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","65","65","0","65","65","0","0","65","0","0","65","65","65","65","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/Owner/KJPsubject-1.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.3","0","n","yes","0","right","right","left","right","NA","1178","6690","4404","1178","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","413972","325482","10243","410653","411763","3546","89790","411764","3552","85385","415976","417155","412768","415976","NA","Sternberg Task ","64","51223","66","yes","1024"
"95.5223880597015","95.5223880597015","778.8656716417911","778.8656716417911","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","66","66","0","66","66","0","0","66","0","0","66","66","66","66","0","Mon Oct 12 09:15:04 2020","The main experiment item","yes","SternbergTask.osexp","C:\Users\Owner","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/Owner/KJPsubject-1.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.3","6","y","yes","0","right","right","left","right","NA","961","6690","4404","961","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","420480","325482","10243","417157","418270","3546","89790","418272","3552","85385","422484","423447","419276","422484","NA","Sternberg Task ","64","52184","67","yes","1024"
