"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","702","702","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","NA","left","NA","702","21838","NA","702","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","36022","NA","33808","9155","NA","33814","NA","9161","NA","38027","38730","34818","31002","38026","NA","Sterberg task","1","702","1","yes","1024"
"100","100","762.5","762.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","823","21838","NA","823","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","42431","38950","40218","9155","NA","40223","NA","9161","NA","44436","45261","41227","31002","44436","NA","Sterberg task","2","1525","2","yes","1024"
"100","100","753","753","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","left","NA","left","NA","734","21838","NA","734","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","48896","45434","46682","9155","NA","46687","NA","9161","NA","50900","51636","47692","31002","50900","NA","Sterberg task","3","2259","3","yes","1024"
"100","100","735.5","735.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","683","21838","NA","683","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","55184","51729","52971","9155","NA","52976","NA","9161","NA","57189","57874","53980","31002","57189","NA","Sterberg task","4","2942","4","yes","1024"
"100","100","689","689","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","503","21838","NA","503","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","61497","58013","59283","9155","NA","59289","NA","9161","NA","63502","64007","60293","31002","63501","NA","Sterberg task","5","3445","5","yes","1024"
"100","100","672.6666666666666","672.6666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","591","21838","NA","591","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","67577","64081","65363","9155","NA","65368","NA","9161","NA","69582","70175","66373","31002","69582","NA","Sterberg task","6","4036","6","yes","1024"
"100","100","651.2857142857143","651.2857142857143","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","523","21838","NA","523","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","73890","70399","71676","9155","NA","71681","NA","9161","NA","75895","76420","72685","31002","75895","NA","Sterberg task","7","4559","7","yes","1024"
"100","100","644","644","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","593","21838","NA","593","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","79986","76487","77769","9155","NA","77776","NA","9161","NA","81990","82585","78780","31002","81990","NA","Sterberg task","8","5152","8","yes","1024"
"100","100","662.7777777777778","662.7777777777778","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","NA","right","NA","813","21838","NA","813","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","86168","82709","83953","9155","NA","83958","NA","9161","NA","88172","88987","84964","31002","88172","NA","Sterberg task","9","5965","9","yes","1024"
"100","100","676.2","676.2","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","797","21838","NA","797","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","92598","89138","90379","9155","NA","90384","NA","9161","NA","94602","95401","91391","31002","94602","NA","Sterberg task","10","6762","10","yes","1024"
"100","100","669.0909090909091","669.0909090909091","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","NA","left","NA","598","21838","NA","598","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","99046","95589","96831","9155","NA","96836","NA","9161","NA","101052","101652","97840","31002","101051","NA","Sterberg task","11","7360","11","yes","1024"
"100","100","664.1666666666666","664.1666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","NA","left","NA","610","21838","NA","610","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","105508","102032","103291","9155","NA","103297","NA","9161","NA","107513","108124","104303","31002","107513","NA","Sterberg task","12","7970","12","yes","1024"
"100","100","665.1538461538462","665.1538461538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","7 9 1 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","677","21838","18372","677","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","130255","108283","128042","9155","127753","128047","NA","9161","109379","132260","132939","129051","31002","132259","NA","Sterberg task","13","8647","13","yes","1024"
"100","100","666.6428571428571","666.6428571428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.3","6","y","0","left","left","left","left","NA","686","21838","18372","686","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","136459","133000","134246","9155","127753","134251","NA","9161","109379","138463","139151","135255","31002","138463","NA","Sterberg task","14","9333","14","yes","1024"
"100","100","663.6","663.6","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Wed Oct 21 11:21:48 2020","The main experiment item","yes","Sterbergtask.osexp","C:\Users\Colton\OneDrive\Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/Colton/OneDrive/Desktop/CS-subject-2-LAB 3.1.csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","621","21838","18372","621","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","142729","139262","140515","9155","127753","140520","NA","9161","109379","144733","145355","141525","31002","144733","NA","Sterberg task","15","9954","15","yes","1024"
