"correct","format","problem","response","response_time","size","subject_nr","truth"
"1","word","eight + nine = sixteen","l","2830","large","1","F"
"1","digit","4 + 9 = 13","a","1225","large","1","T"
"1","digit","8 + 8 = 13","l","1278","large","1","F"
"1","digit","2 + 2 = 6","l","1058","small","1","F"
"1","digit","9 + 8 = 15","l","1057","large","1","F"
"1","digit","3 + 6 = 7","l","1568","small","1","F"
"0","word","three + nine = twelve","l","2047","large","1","T"
"1","digit","5 + 8 = 13","a","1393","large","1","T"
"1","word","five + three = eight","a","3289","small","1","T"
"1","word","six + three = nine","a","1517","small","1","T"
"0","word","nine + five = eleven","a","1868","large","1","F"
"1","word","four + four = eight","a","1499","small","1","T"
"1","word","seven + four = twelve","l","2755","large","1","F"
"1","digit","6 + 6 = 12","a","1473","large","1","T"
"1","word","six + four = nine","l","2107","small","1","F"
"1","word","four + nine = thirteen","a","3028","large","1","T"
"1","word","six + five = ten","l","1825","large","1","F"
"1","digit","5 + 7 = 12","a","1261","large","1","T"
"1","word","five + two = four","l","1958","small","1","F"
"0","digit","7 + 8 = 15","l","1009","large","1","T"
"0","digit","2 + 8 = 10","l","896","small","1","T"
"1","word","eight + five = seventeen","l","2147","large","1","F"
"1","digit","7 + 9 = 16","a","2682","large","1","T"
"1","digit","7 + 3 = 12","l","2022","small","1","F"
"1","word","three + eight = twelve","l","1819","small","1","F"
"1","digit","6 + 4 = 10","a","1219","small","1","T"
"1","digit","3 + 8 = 10","l","1667","small","1","F"
"1","digit","6 + 7 = 13","a","2038","large","1","T"
"1","word","six + six = nine","l","1141","large","1","F"
"1","word","eight + eight = eighteen","l","2037","large","1","F"
"0","digit","2 + 7 = 9","l","1461","small","1","T"
"1","digit","4 + 2 = 6","a","988","small","1","T"
"1","word","seven + six = thirteen","a","1636","large","1","T"
"1","word","two + two = four","a","1843","small","1","T"
"1","digit","9 + 5 = 16","l","1815","large","1","F"
"1","word","five + five = eight","l","1306","small","1","F"
"1","digit","4 + 4 = 9","l","952","small","1","F"
"1","digit","6 + 2 = 5","l","1101","small","1","F"
"1","word","four + five = thirteen","l","2072","small","1","F"
"0","digit","3 + 9 = 12","l","1188","large","1","T"
"1","word","eight + two = ten","a","1448","small","1","T"
"1","word","seven + seven = fourteen","a","1387","large","1","T"
"1","word","three + two = seven","l","1884","small","1","F"
"1","digit","5 + 3 = 4","l","986","small","1","F"
"1","digit","7 + 4 = 13","l","873","large","1","F"
"0","digit","6 + 5 = 14","a","1975","large","1","F"
"1","digit","4 + 8 = 11","l","1415","large","1","F"
"1","digit","2 + 3 = 5","a","1017","small","1","T"
"0","word","seven + five = fourteen","a","1972","large","1","F"
"1","word","seven + three = fourteen","l","2480","small","1","F"
"1","digit","5 + 5 = 8","l","1260","small","1","F"
"1","word","nine + nine = fifteen","l","1673","large","1","F"
"1","digit","7 + 7 = 14","a","933","large","1","T"
"1","digit","3 + 4 = 7","a","1250","small","1","T"
"1","digit","3 + 3 = 6","a","915","small","1","T"
"0","digit","9 + 9 = 17","a","1167","large","1","F"
"1","word","two + nine = eleven","a","2583","small","1","T"
"1","digit","9 + 6 = 11","l","1823","large","1","F"
"1","word","three + four = six","l","4063","small","1","F"
"0","word","four + eight = twelve","l","1664","large","1","T"
"1","word","two + four = six","a","2383","small","1","T"
"1","word","six + eight = fourteen","a","2687","large","1","T"
"1","word","seven + two = nine","a","1712","small","1","T"
"1","digit","5 + 4 = 9","a","1216","small","1","T"
"1","digit","2 + 9 = 11","a","869","small","1","T"
"1","word","three + three = six","a","1333","small","1","T"
"0","word","seven + nine = sixteen","l","2064","large","1","T"
"1","word","two + six = five","l","1924","small","1","F"
"1","digit","2 + 5 = 11","l","1190","small","1","F"
"1","digit","8 + 6 = 18","l","1319","large","1","F"
"1","word","eight + seven = fifteen","a","2662","large","1","T"
"1","word","nine + six = fifteen","a","1614","large","1","T"
