"correct","format","problem","response","response_time","size","subject_nr","truth"
"1","digit","2 + 9 = 11","a","1831","small","3","T"
"1","digit","4 + 4 = 9","l","1250","small","3","F"
"1","digit","3 + 8 = 10","l","1679","small","3","F"
"1","word","eight + seven = fifteen","a","8997","large","3","T"
"1","digit","3 + 6 = 7","l","2669","small","3","F"
"0","word","three + eight = twelve","a","2855","small","3","F"
"1","word","seven + three = fourteen","l","4364","small","3","F"
"1","digit","4 + 8 = 11","l","5463","large","3","F"
"1","word","four + nine = thirteen","a","4900","large","3","T"
"1","word","seven + six = thirteen","a","6780","large","3","T"
"1","digit","8 + 8 = 13","l","2956","large","3","F"
"1","digit","3 + 3 = 6","a","3187","small","3","T"
"1","word","seven + five = fourteen","l","7874","large","3","F"
"1","digit","5 + 5 = 8","l","2549","small","3","F"
"1","word","four + five = thirteen","l","3184","small","3","F"
"1","digit","6 + 4 = 10","a","1910","small","3","T"
"1","word","five + five = eight","l","1927","small","3","F"
"1","digit","6 + 7 = 13","a","2250","large","3","T"
"1","digit","7 + 3 = 12","l","1668","small","3","F"
"1","word","seven + seven = fourteen","a","1781","large","3","T"
"1","digit","2 + 3 = 5","a","1889","small","3","T"
"1","digit","6 + 6 = 12","a","1663","large","3","T"
"1","word","six + four = nine","l","4376","small","3","F"
"1","digit","5 + 8 = 13","a","2118","large","3","T"
"1","word","four + eight = twelve","a","3185","large","3","T"
"1","word","eight + nine = sixteen","l","5236","large","3","F"
"1","digit","3 + 4 = 7","a","5029","small","3","T"
"1","word","six + eight = fourteen","a","4326","large","3","T"
"1","word","two + four = six","a","4093","small","3","T"
"1","word","eight + eight = eighteen","l","2489","large","3","F"
"1","digit","9 + 9 = 17","l","3059","large","3","F"
"1","digit","8 + 6 = 18","l","3041","large","3","F"
"1","word","seven + nine = sixteen","a","6395","large","3","T"
"1","word","three + three = six","a","2167","small","3","T"
"1","word","eight + two = ten","a","1892","small","3","T"
"1","word","eight + five = seventeen","l","2778","large","3","F"
"1","digit","9 + 6 = 11","l","3962","large","3","F"
"1","word","six + five = ten","l","4537","large","3","F"
"1","word","three + two = seven","l","3740","small","3","F"
"1","digit","2 + 2 = 6","l","3503","small","3","F"
"1","word","four + four = eight","a","1580","small","3","T"
"1","digit","5 + 7 = 12","a","2128","large","3","T"
"1","digit","7 + 4 = 13","l","4281","large","3","F"
"1","word","two + two = four","a","1289","small","3","T"
"1","digit","2 + 7 = 9","a","2746","small","3","T"
"1","digit","2 + 8 = 10","a","1085","small","3","T"
"1","digit","9 + 8 = 15","l","5927","large","3","F"
"1","word","five + three = eight","a","4828","small","3","T"
"1","digit","7 + 8 = 15","a","3521","large","3","T"
"1","digit","6 + 5 = 14","l","3617","large","3","F"
"1","digit","5 + 4 = 9","a","2278","small","3","T"
"1","digit","7 + 7 = 14","a","1132","large","3","T"
"1","word","six + three = nine","a","2549","small","3","T"
"1","word","nine + nine = fifteen","l","4250","large","3","F"
"1","word","three + nine = twelve","a","3222","large","3","T"
"1","digit","7 + 9 = 16","a","8235","large","3","T"
"1","word","seven + four = twelve","l","4860","large","3","F"
"1","word","two + six = five","l","2563","small","3","F"
"1","word","seven + two = nine","a","1435","small","3","T"
"1","digit","4 + 2 = 6","a","1842","small","3","T"
"1","word","two + nine = eleven","a","4137","small","3","T"
"1","word","six + six = nine","l","1844","large","3","F"
"1","digit","2 + 5 = 11","l","2305","small","3","F"
"0","word","nine + six = fifteen","l","2480","large","3","T"
"1","word","nine + five = eleven","l","3345","large","3","F"
"1","digit","9 + 5 = 16","l","2758","large","3","F"
"1","word","three + four = six","l","3856","small","3","F"
"1","word","five + two = four","l","3585","small","3","F"
"1","digit","3 + 9 = 12","a","1797","large","3","T"
"1","digit","6 + 2 = 5","l","3802","small","3","F"
"1","digit","4 + 9 = 13","a","3882","large","3","T"
"1","digit","5 + 3 = 4","l","1871","small","3","F"
"1","word","three + three = four","l","3867","small","3","F"
"1","digit","5 + 5 = 10","a","1150","small","3","T"
"1","word","seven + eight = thirteen","l","6475","large","3","F"
"1","word","two + two = five","l","2486","small","3","F"
"1","digit","9 + 5 = 14","a","2911","large","3","T"
"1","word","six + five = eleven","a","4170","large","3","T"
"1","digit","4 + 9 = 16","l","3349","large","3","F"
"1","word","three + six = seven","l","2831","small","3","F"
"1","word","nine + nine = eighteen","a","2562","large","3","T"
"1","digit","8 + 4 = 12","a","1899","large","3","T"
"1","digit","5 + 4 = 11","l","2814","small","3","F"
"1","digit","4 + 4 = 8","a","1160","small","3","T"
"1","word","eight + six = seventeen","l","4686","large","3","F"
"1","digit","6 + 2 = 8","a","2476","small","3","T"
"1","digit","2 + 2 = 4","a","991","small","3","T"
