"correct","format","problem","response","response_time","size","subject_nr","truth"
"1","digit","5 + 7 = 12","a","4720","large","1","T"
"1","digit","3 + 3 = 6","a","1196","small","1","T"
"1","word","six + three = nine","a","2376","small","1","T"
"1","word","nine + nine = fifteen","l","1949","large","1","F"
"1","digit","6 + 7 = 13","a","2544","large","1","T"
"1","digit","9 + 9 = 17","l","2391","large","1","F"
"1","word","two + nine = eleven","a","2174","small","1","T"
"1","word","two + four = six","a","2037","small","1","T"
"1","word","nine + five = eleven","l","6040","large","1","F"
"1","digit","6 + 2 = 5","l","1926","small","1","F"
"1","word","seven + nine = sixteen","a","12816","large","1","T"
"1","word","eight + five = seventeen","l","5637","large","1","F"
"1","digit","2 + 7 = 9","a","1633","small","1","T"
"1","digit","3 + 6 = 7","l","2039","small","1","F"
"1","digit","6 + 5 = 14","l","2982","large","1","F"
"0","digit","4 + 8 = 11","a","2561","large","1","F"
"1","word","nine + six = fifteen","a","10649","large","1","T"
"1","digit","5 + 5 = 8","l","2222","small","1","F"
"1","word","eight + nine = sixteen","l","9500","large","1","F"
"1","word","five + two = four","l","2151","small","1","F"
"1","word","two + six = five","l","4962","small","1","F"
"1","word","seven + five = fourteen","l","3834","large","1","F"
"1","word","four + four = eight","a","1636","small","1","T"
"1","word","five + five = eight","l","1312","small","1","F"
"1","digit","6 + 6 = 12","a","1321","large","1","T"
"1","word","seven + four = twelve","l","2995","large","1","F"
"1","digit","7 + 7 = 14","a","1345","large","1","T"
"0","digit","5 + 8 = 13","l","4030","large","1","T"
"1","word","six + eight = fourteen","a","6130","large","1","T"
"1","digit","6 + 4 = 10","a","2022","small","1","T"
"1","digit","9 + 8 = 15","l","2609","large","1","F"
"1","word","seven + seven = fourteen","a","1566","large","1","T"
"1","digit","9 + 6 = 11","l","3466","large","1","F"
"1","word","seven + two = nine","a","2284","small","1","T"
"1","digit","2 + 3 = 5","a","2146","small","1","T"
"1","digit","3 + 9 = 12","a","1627","large","1","T"
"1","digit","7 + 9 = 16","a","4330","large","1","T"
"0","word","three + two = seven","a","2748","small","1","F"
"0","word","four + nine = thirteen","l","4601","large","1","T"
"1","word","six + six = nine","l","4274","large","1","F"
"1","word","six + four = nine","l","3234","small","1","F"
"1","word","eight + seven = fifteen","a","5253","large","1","T"
"1","word","three + eight = twelve","l","3288","small","1","F"
"1","digit","8 + 8 = 13","l","1675","large","1","F"
"1","digit","2 + 9 = 11","a","1927","small","1","T"
"1","word","eight + eight = eighteen","l","1924","large","1","F"
"1","digit","2 + 8 = 10","a","1648","small","1","T"
"1","digit","2 + 5 = 11","l","1794","small","1","F"
"1","word","six + five = ten","l","3415","large","1","F"
"1","word","seven + six = thirteen","a","6899","large","1","T"
"1","digit","7 + 8 = 15","a","4072","large","1","T"
"1","digit","4 + 2 = 6","a","2931","small","1","T"
"1","word","two + two = four","a","1476","small","1","T"
"1","word","four + eight = twelve","a","2942","large","1","T"
"1","digit","8 + 6 = 18","l","3832","large","1","F"
"1","digit","7 + 4 = 13","l","2725","large","1","F"
"1","digit","3 + 8 = 10","l","3315","small","1","F"
"1","word","seven + three = fourteen","l","2443","small","1","F"
"1","word","three + three = six","a","2413","small","1","T"
"1","digit","9 + 5 = 16","l","3991","large","1","F"
"1","digit","5 + 4 = 9","a","2144","small","1","T"
"1","word","three + four = six","l","3088","small","1","F"
"1","digit","2 + 2 = 6","l","1466","small","1","F"
"1","digit","4 + 4 = 9","l","2108","small","1","F"
"0","digit","4 + 9 = 13","l","4044","large","1","T"
"1","word","four + five = thirteen","l","4079","small","1","F"
"1","digit","7 + 3 = 12","l","3993","small","1","F"
"1","word","five + three = eight","a","2208","small","1","T"
"1","word","eight + two = ten","a","1756","small","1","T"
"1","word","three + nine = twelve","a","2801","large","1","T"
"1","digit","5 + 3 = 4","l","2399","small","1","F"
"1","digit","3 + 4 = 7","a","2172","small","1","T"
"1","digit","9 + 9 = 18","a","2371","large","1","T"
"1","digit","6 + 2 = 8","a","1902","small","1","T"
"1","word","six + two = eight","a","1512","small","1","T"
"1","digit","2 + 8 = 7","l","2906","small","1","F"
"1","word","nine + five = fourteen","a","4239","large","1","T"
"1","digit","2 + 2 = 4","a","1868","small","1","T"
"1","digit","9 + 8 = 17","a","3344","large","1","T"
"1","word","six + four = ten","a","2262","small","1","T"
"1","digit","2 + 9 = 8","l","1752","small","1","F"
"1","word","two + seven = eight","l","1885","small","1","F"
"1","word","four + nine = sixteen","l","2143","large","1","F"
"1","word","eight + six = seventeen","l","5182","large","1","F"
"1","digit","5 + 5 = 10","a","1627","small","1","T"
"1","word","eight + three = eleven","a","2807","small","1","T"
"1","word","three + five = twelve","l","2305","small","1","F"
"1","word","three + three = four","l","2911","small","1","F"
"1","word","seven + six = twelve","l","3494","large","1","F"
"1","digit","5 + 4 = 11","l","2317","small","1","F"
"0","digit","5 + 7 = 11","a","3545","large","1","F"
"1","word","two + two = five","l","3042","small","1","F"
"0","word","six + nine = fourteen","a","4437","large","1","F"
"1","word","five + five = ten","a","1373","small","1","T"
"1","digit","8 + 6 = 14","a","5064","large","1","T"
"1","digit","4 + 6 = 13","l","2393","small","1","F"
"1","digit","3 + 2 = 4","l","1622","small","1","F"
"1","digit","9 + 5 = 14","a","6235","large","1","T"
"1","word","seven + seven = fifteen","l","2174","large","1","F"
"1","word","four + four = six","l","3554","small","1","F"
"1","word","seven + eight = thirteen","l","3394","large","1","F"
"1","digit","3 + 7 = 10","a","5507","small","1","T"
"1","word","two + nine = ten","l","5994","small","1","F"
"1","digit","3 + 9 = 10","l","3651","large","1","F"
"1","digit","5 + 8 = 17","l","4616","large","1","F"
"1","digit","6 + 5 = 11","a","2948","large","1","T"
"1","digit","4 + 2 = 5","l","3931","small","1","F"
"1","word","three + nine = eleven","l","5434","large","1","F"
"1","digit","8 + 4 = 12","a","2286","large","1","T"
"0","word","two + five = seven","l","3283","small","1","T"
"1","digit","7 + 4 = 11","a","6384","large","1","T"
"1","word","five + seven = twelve","a","5317","large","1","T"
"1","digit","8 + 8 = 16","a","1694","large","1","T"
"1","word","eight + eight = sixteen","a","3346","large","1","T"
"1","digit","4 + 4 = 8","a","931","small","1","T"
"1","word","three + two = five","a","2637","small","1","T"
"1","digit","8 + 7 = 12","l","2226","large","1","F"
"0","word","eight + nine = seventeen","l","3959","large","1","T"
"1","digit","6 + 9 = 15","a","3870","large","1","T"
"1","digit","4 + 9 = 16","l","2673","large","1","F"
"1","digit","8 + 3 = 11","a","1948","small","1","T"
"1","digit","4 + 3 = 9","l","2202","small","1","F"
"1","word","two + four = nine","l","4296","small","1","F"
"1","digit","7 + 7 = 18","l","1784","large","1","F"
"1","word","four + eight = nine","l","6693","large","1","F"
"1","word","five + eight = thirteen","a","4725","large","1","T"
"1","word","two + eight = eleven","l","1588","small","1","F"
"1","word","six + five = eleven","a","3770","large","1","T"
"1","digit","6 + 7 = 14","l","3079","large","1","F"
"1","digit","7 + 9 = 13","l","2699","large","1","F"
"1","word","three + six = seven","l","2173","small","1","F"
"1","word","seven + nine = eighteen","l","2106","large","1","F"
"0","digit","3 + 6 = 9","l","1570","small","1","T"
"1","word","nine + nine = eighteen","a","1428","large","1","T"
"1","digit","5 + 2 = 7","a","1565","small","1","T"
"1","digit","3 + 3 = 7","l","1384","small","1","F"
"1","word","seven + four = eleven","a","4167","large","1","T"
"1","digit","3 + 5 = 8","a","2129","small","1","T"
"1","word","six + six = twelve","a","2667","large","1","T"
"1","word","three + seven = ten","a","2026","small","1","T"
"1","digit","6 + 6 = 15","l","1323","large","1","F"
"1","digit","7 + 2 = 6","l","2654","small","1","F"
"1","word","four + three = seven","a","1941","small","1","T"
"1","word","five + four = nine","a","4447","small","1","T"
"1","digit","8 + 4 = 13","l","1841","large","1","F"
"1","digit","7 + 4 = 12","l","3305","large","1","F"
"1","digit","2 + 7 = 9","a","1333","small","1","T"
"1","word","five + eight = fifteen","l","3114","large","1","F"
"1","word","six + nine = fifteen","a","2568","large","1","T"
"1","word","three + seven = twelve","l","2547","small","1","F"
"1","word","six + five = fourteen","l","3352","large","1","F"
"0","word","two + nine = eleven","l","3581","small","1","T"
"1","digit","5 + 5 = 12","l","1029","small","1","F"
"1","digit","8 + 8 = 15","l","928","large","1","F"
"1","digit","4 + 2 = 6","a","1146","small","1","T"
"0","digit","5 + 3 = 7","a","1537","small","1","F"
"1","word","four + seven = fifteen","l","2857","large","1","F"
"1","digit","4 + 6 = 10","a","1729","small","1","T"
"1","word","five + seven = sixteen","l","2776","large","1","F"
"1","digit","3 + 6 = 8","l","1462","small","1","F"
"1","word","three + nine = twelve","a","2724","large","1","T"
"1","digit","2 + 2 = 5","l","951","small","1","F"
"1","word","three + three = six","a","1136","small","1","T"
"1","word","four + five = ten","l","2642","small","1","F"
"1","word","eight + three = seven","l","1997","small","1","F"
"1","digit","9 + 9 = 16","l","1467","large","1","F"
"1","word","five + three = eight","a","2819","small","1","T"
"1","digit","5 + 8 = 13","a","6438","large","1","T"
"1","digit","5 + 6 = 13","l","3569","large","1","F"
"1","digit","9 + 8 = 14","l","1615","large","1","F"
"1","word","two + two = four","a","1208","small","1","T"
"1","digit","7 + 5 = 12","a","4245","large","1","T"
"1","word","six + six = eleven","l","1041","large","1","F"
"1","word","nine + eight = eighteen","l","3297","large","1","F"
"1","word","six + seven = thirteen","a","2450","large","1","T"
"1","digit","3 + 2 = 5","a","1261","small","1","T"
"1","word","two + three = four","l","3379","small","1","F"
"1","digit","7 + 9 = 16","a","3522","large","1","T"
"1","word","seven + seven = fourteen","a","1189","large","1","T"
"1","digit","3 + 8 = 9","l","2972","small","1","F"
"1","digit","3 + 9 = 12","a","1348","large","1","T"
"1","digit","7 + 7 = 14","a","1061","large","1","T"
"1","digit","4 + 9 = 13","a","1589","large","1","T"
"1","word","nine + four = thirteen","a","2655","large","1","T"
"1","word","six + eight = fourteen","a","2470","large","1","T"
"1","word","seven + nine = sixteen","a","3329","large","1","T"
"1","word","two + seven = nine","a","1514","small","1","T"
"1","digit","6 + 8 = 17","l","2587","large","1","F"
"1","word","seven + eight = fifteen","a","3737","large","1","T"
"1","digit","3 + 4 = 7","a","3108","small","1","T"
"0","digit","8 + 7 = 15","l","1690","large","1","T"
"1","word","five + five = nine","l","1220","small","1","F"
"1","word","nine + five = twelve","l","4476","large","1","F"
"0","digit","6 + 9 = 12","a","3205","large","1","F"
"1","digit","9 + 5 = 18","l","3307","large","1","F"
"1","digit","4 + 4 = 10","l","946","small","1","F"
"1","digit","3 + 3 = 6","a","973","small","1","T"
"1","digit","6 + 2 = 11","l","1511","small","1","F"
"1","digit","2 + 8 = 10","a","1285","small","1","T"
"1","digit","7 + 3 = 6","l","2869","small","1","F"
"1","word","six + two = seven","l","1673","small","1","F"
"1","word","nine + nine = seventeen","l","972","large","1","F"
"1","digit","5 + 4 = 9","a","1657","small","1","T"
"0","word","two + eight = ten","l","1319","small","1","T"
"1","word","eight + eight = thirteen","l","1081","large","1","F"
"1","word","three + four = five","l","2091","small","1","F"
"1","word","four + two = six","a","1882","small","1","T"
"0","word","six + three = nine","l","2018","small","1","T"
"1","digit","2 + 5 = 4","l","1460","small","1","F"
"1","word","four + four = eight","a","997","small","1","T"
"0","word","two + five = six","a","1450","small","1","F"
"1","word","six + four = eight","l","2570","small","1","F"
"1","digit","9 + 2 = 11","a","1286","small","1","T"
"1","digit","6 + 6 = 12","a","1833","large","1","T"
"1","digit","6 + 7 = 13","a","3331","large","1","T"
"1","word","eight + four = twelve","a","1752","large","1","T"
"1","word","nine + two = six","l","1484","small","1","F"
"1","word","nine + three = thirteen","l","2118","large","1","F"
"1","digit","5 + 8 = 16","l","2613","large","1","F"
"0","digit","2 + 2 = 4","l","969","small","1","T"
"1","word","three + four = seven","a","2525","small","1","T"
"1","word","seven + four = eleven","a","2774","large","1","T"
"1","word","eight + two = nine","l","1555","small","1","F"
"1","word","nine + eight = seventeen","a","3730","large","1","T"
"1","digit","3 + 4 = 5","l","2073","small","1","F"
"1","digit","3 + 2 = 7","l","1794","small","1","F"
"1","digit","6 + 3 = 9","a","1229","small","1","T"
"1","word","five + eight = thirteen","a","3095","large","1","T"
"1","word","six + three = eleven","l","1947","small","1","F"
"1","digit","8 + 2 = 11","l","2464","small","1","F"
"1","digit","7 + 4 = 11","a","2165","large","1","T"
"1","digit","2 + 7 = 8","l","1310","small","1","F"
"1","digit","8 + 8 = 16","a","1352","large","1","T"
"1","digit","4 + 6 = 9","l","1982","small","1","F"
"1","digit","9 + 7 = 12","l","3102","large","1","F"
"1","word","nine + nine = eighteen","a","1133","large","1","T"
"1","digit","5 + 4 = 6","l","2072","small","1","F"
"1","digit","2 + 6 = 8","a","1257","small","1","T"
"1","digit","8 + 4 = 12","a","1587","large","1","T"
"1","word","six + seven = eleven","l","3352","large","1","F"
"1","digit","4 + 4 = 8","a","863","small","1","T"
"1","word","seven + five = twelve","a","2708","large","1","T"
"1","digit","9 + 9 = 18","a","1033","large","1","T"
"1","word","two + two = eight","l","1148","small","1","F"
"1","word","four + nine = fourteen","l","4353","large","1","F"
"1","word","two + three = five","a","2002","small","1","T"
"1","word","three + seven = ten","a","1983","small","1","T"
"1","word","two + seven = five","l","1745","small","1","F"
"1","digit","9 + 3 = 11","l","2254","large","1","F"
"0","digit","2 + 9 = 12","a","3726","small","1","F"
"1","digit","5 + 7 = 10","l","3581","large","1","F"
"0","digit","8 + 9 = 17","l","3837","large","1","T"
"1","word","eight + eight = sixteen","a","3929","large","1","T"
"1","word","two + five = seven","a","1553","small","1","T"
"1","word","eight + four = fifteen","l","1953","large","1","F"
"1","digit","5 + 5 = 10","a","1397","small","1","T"
