subject,gender,age
1,m,43
2,f,21
3,m,22
4,f,41
5,f,24
6,f,21
7,m,24
8,f,21
9,f,23
10,f,22
11,m,55
12,f,53
13,m,30
14,f,59
15,m,40
16,f,39
17,m,30
18,f,30
19,m,63
20,f,55
21,f,26
22,m,52
23,f,55
24,f,78
25,f,24
26,m,24
27,m,46
28,f,46
29,f,71
30,m,18
31,f,29
32,m,22
33,m,26
34,f,31
35,m,36
36,f,29
37,m,32
38,f,35
39,f,26
40,m,52
41,f,49
42,f,22
43,f,25
44,f,18
45,m,32
46,m,34
47,f,38
48,f,21
49,m,18
50,f,26
51,m,24
52,f,40
53,m,48
54,f,46
