correct,format,problem,response,response_time,size,subject_nr,truth
0,digit,4 + 9 = 17,a,343,large,3,F
1,word,six + five = ten,l,1793,large,3,F
0,digit,3 + 2 = 5,l,473,small,3,T
0,word,eight + seven = fifteen,l,328,large,3,T
1,word,seven + two = nine,a,347,small,3,T
1,word,six + eight = fourteen,a,1164,large,3,T
0,digit,4 + 3 = 9,a,4631,small,3,F
0,word,five + three = eight,l,1727,small,3,T
1,word,four + two = six,a,1005,small,3,T
1,digit,2 + 3 = 5,a,1391,small,3,T
0,digit,9 + 2 = 11,l,1012,small,3,T
0,digit,9 + 8 = 14,a,1357,large,3,F
0,word,five + five = ten,l,825,small,3,T
1,digit,7 + 3 = 6,l,780,small,3,F
1,word,two + nine = eleven,a,2705,small,3,T
1,word,two + five = seven,a,1364,small,3,T
1,word,nine + nine = fifteen,l,1437,large,3,F
0,digit,3 + 4 = 7,l,1546,small,3,T
1,word,seven + seven = fourteen,a,3267,large,3,T
1,word,four + two = seven,l,1139,small,3,F
1,digit,4 + 8 = 11,l,2260,large,3,F
1,digit,7 + 8 = 18,l,728,large,3,F
0,digit,7 + 7 = 18,a,109,large,3,F
1,digit,6 + 5 = 11,a,1582,large,3,T
1,word,seven + seven = seventeen,l,2629,large,3,F
1,word,three + nine = twelve,a,328,large,3,T
0,digit,6 + 2 = 5,a,505,small,3,F
0,word,two + seven = five,a,50,small,3,F
0,digit,7 + 5 = 12,l,1921,large,3,T
0,digit,9 + 7 = 12,a,2477,large,3,F
1,digit,5 + 3 = 4,l,1370,small,3,F
0,digit,5 + 8 = 16,a,1,large,3,F
0,digit,3 + 3 = 7,a,771,small,3,F
1,digit,6 + 2 = 11,l,765,small,3,F
0,digit,2 + 4 = 10,a,237,small,3,F
0,digit,2 + 8 = 10,l,2061,small,3,T
1,digit,8 + 6 = 18,l,1347,large,3,F
1,digit,6 + 2 = 8,a,2265,small,3,T
1,word,nine + four = thirteen,a,1432,large,3,T
1,word,eight + nine = seventeen,a,3160,large,3,T
0,digit,3 + 5 = 8,l,1800,small,3,T
0,digit,7 + 4 = 11,l,144,large,3,T
0,digit,3 + 9 = 10,a,1765,large,3,F
1,digit,2 + 2 = 6,l,2539,small,3,F
1,digit,5 + 8 = 13,a,1791,large,3,T
1,word,four + eight = twelve,a,1534,large,3,T
1,word,two + eight = ten,a,417,small,3,T
1,digit,3 + 7 = 10,a,2132,small,3,T
1,digit,5 + 4 = 9,a,2182,small,3,T
1,word,two + seven = eight,l,7535,small,3,F
0,word,five + three = four,a,495,small,3,F
0,digit,4 + 9 = 13,l,941,large,3,T
1,word,three + four = five,l,424,small,3,F
0,digit,6 + 7 = 13,l,1211,large,3,T
1,digit,3 + 6 = 7,l,1651,small,3,F
1,digit,7 + 9 = 13,l,221,large,3,F
1,digit,4 + 4 = 8,a,3624,small,3,T
1,digit,6 + 5 = 14,l,1371,large,3,F
0,word,five + eight = fifteen,a,945,large,3,F
1,digit,9 + 5 = 14,a,1260,large,3,T
1,word,six + three = nine,a,504,small,3,T
0,word,six + nine = fifteen,l,600,large,3,T
1,word,two + five = six,l,2391,small,3,F
1,word,six + seven = thirteen,a,3640,large,3,T
1,word,four + nine = thirteen,a,2222,large,3,T
1,word,two + three = five,a,525,small,3,T
1,word,five + three = eight,a,517,small,3,T
1,word,eight + two = nine,l,1764,small,3,F
1,word,four + nine = sixteen,l,577,large,3,F
1,digit,3 + 7 = 10,a,1447,small,3,T
1,word,five + seven = twelve,a,544,large,3,T
0,digit,8 + 7 = 12,a,276,large,3,F
1,word,eight + nine = sixteen,l,2443,large,3,F
1,word,six + five = eleven,a,754,large,3,T
0,digit,4 + 2 = 5,a,2265,small,3,F
0,word,nine + eight = seventeen,l,930,large,3,T
0,word,six + four = nine,a,3545,small,3,F
1,word,eight + three = eleven,a,3689,small,3,T
1,digit,7 + 8 = 15,a,5508,large,3,T
0,word,nine + two = six,a,118,small,3,F
1,digit,5 + 3 = 8,a,1381,small,3,T
1,digit,9 + 9 = 16,l,108,large,3,F
1,digit,3 + 8 = 11,a,202,small,3,T
1,word,five + four = nine,a,343,small,3,T
1,digit,2 + 8 = 10,a,2525,small,3,T
1,word,seven + five = fourteen,l,2419,large,3,F
0,digit,5 + 5 = 12,a,912,small,3,F
0,word,four + nine = fourteen,a,2267,large,3,F
1,digit,4 + 6 = 9,l,2380,small,3,F
0,word,six + four = eight,a,2023,small,3,F
1,word,four + five = thirteen,l,1418,small,3,F
1,word,eight + five = seventeen,l,2647,large,3,F
1,digit,9 + 8 = 17,a,347,large,3,T
1,digit,2 + 5 = 4,l,109,small,3,F
1,digit,2 + 2 = 4,a,64,small,3,T
1,word,three + four = seven,a,770,small,3,T
0,digit,3 + 4 = 5,a,3236,small,3,F
1,digit,6 + 9 = 12,l,3,large,3,F
0,digit,5 + 8 = 13,l,29,large,3,T
1,word,six + four = ten,a,1612,small,3,T
1,digit,7 + 7 = 14,a,1005,large,3,T
1,digit,9 + 6 = 15,a,349,large,3,T
0,word,six + nine = sixteen,a,2325,large,3,F
0,digit,7 + 4 = 12,a,1172,large,3,F
0,digit,8 + 8 = 15,a,1901,large,3,F
0,digit,4 + 4 = 10,a,2204,small,3,F
0,digit,6 + 6 = 14,a,480,large,3,F
1,word,three + two = five,a,3250,small,3,T
0,digit,3 + 4 = 7,l,1357,small,3,T
1,digit,4 + 2 = 6,a,1369,small,3,T
1,digit,6 + 9 = 15,a,530,large,3,T
