"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Instructions1","count_Instructions2","count_Instructions3","count_error_feedback","count_experiment","count_faster","count_fixation","count_isi","count_keyboard_response","count_logger","count_new_sketchpad_2","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","psychopy_waitblanking","repeat_cycle","response","response_Instructions1","response_Instructions2","response_Instructions3","response_keyboard_response","response_new_sketchpad_2","response_time","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_keyboard_response","response_time_new_sketchpad_2","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Instructions1","time_Instructions2","time_Instructions3","time_error_feedback","time_experiment","time_faster","time_fixation","time_isi","time_keyboard_response","time_logger","time_new_sketchpad_2","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","428","428","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","h","h","NA","NA","h","NA","428","1855","NA","NA","428","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","4136","NA","4238","4666","NA","4133","4237","Lab 2.1","1","428","1","yes","1024"
"100","100","461.5","461.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","1","0","1","1","1","1","1","0","1","1","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","s","h","NA","NA","s","NA","495","1855","NA","NA","495","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","5727","4672","5829","6324","NA","5722","5829","Lab 2.1","2","923","2","yes","1024"
"100","100","443","443","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","0","0","0","2","0","2","2","2","2","2","0","2","2","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","h","h","NA","NA","h","NA","406","1855","NA","NA","406","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","7391","6329","7493","7899","NA","7388","7493","Lab 2.1","3","1329","3","yes","1024"
"100","100","456","456","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","0","0","3","0","3","3","3","3","3","0","3","3","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","s","h","NA","NA","s","NA","495","1855","NA","NA","495","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","8960","7903","9061","9556","NA","8958","9061","Lab 2.1","4","1824","4","yes","1024"
"100","100","459.6","459.6","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","0","0","4","0","4","4","4","4","4","0","4","4","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","s","h","NA","NA","s","NA","474","1855","NA","NA","474","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","10616","9560","10718","11192","NA","10613","10718","Lab 2.1","5","2298","5","yes","1024"
"100","100","465.8333333333333","465.8333333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","5","0","5","5","5","5","5","0","5","5","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","s","h","NA","NA","s","NA","497","1855","NA","NA","497","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","12248","11196","12350","12848","NA","12245","12350","Lab 2.1","6","2795","6","yes","1024"
"100","100","461.14285714285717","461.14285714285717","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","0","0","6","0","6","6","6","6","6","0","6","6","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","s","h","NA","NA","s","NA","433","1855","NA","NA","433","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","13907","12851","14009","14442","NA","13905","14009","Lab 2.1","7","3228","7","yes","1024"
"100","100","456.875","456.875","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","0","0","0","7","0","7","7","7","7","7","0","7","7","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","h","h","NA","NA","h","NA","427","1855","NA","NA","427","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","15501","14446","15603","16031","NA","15497","15603","Lab 2.1","8","3655","8","yes","1024"
"100","100","445","445","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","0","0","8","0","8","8","8","8","8","0","8","8","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","s","h","NA","NA","s","NA","350","1855","NA","NA","350","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","17092","16036","17193","17543","NA","17088","17193","Lab 2.1","9","4005","9","yes","1024"
"100","100","451.8","451.8","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","9","0","9","9","9","9","9","0","9","9","Fri Sep 23 19:24:31 2022","1500","The main experiment item","yes","lab_2.1.osexp","C:\Users\joey.knofczynski\Downloads","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/joey.knofczynski/Downloads/subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","yes","0","s","h","NA","NA","s","NA","513","1855","NA","NA","513","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","4081","NA","NA","2225","NA","NA","NA","2217","NA","18604","17547","18707","19220","NA","18600","18707","Lab 2.1","10","4518","10","yes","1024"
