"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Intructions1","correct_KeyboardResponse","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Faster","count_Finish","count_Fixation","count_ISI","count_Instruction3","count_Instructions2","count_Intructions1","count_KeyboardResponse","count_Logger","count_Sequence","count_Stimulus","count_experiment","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instruction3","response_Instructions2","response_Intructions1","response_KeyboardResponse","response_time","response_time_Finish","response_time_Instruction3","response_time_Instructions2","response_time_Intructions1","response_time_KeyboardResponse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Faster","time_Finish","time_Fixation","time_ISI","time_Instruction3","time_Instructions2","time_Intructions1","time_KeyboardResponse","time_Logger","time_Sequence","time_Stimulus","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","723","723","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","723","NA","NA","NA","49596","723","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","53620","NA","NA","NA","NA","NA","53672","NA","NA","NA","4017","53777","54500","53667","53777","4005","Lab 2.1: Flanker Task","1","723","1","yes","1024"
"100","100","675","675","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","627","NA","NA","NA","49596","627","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","53620","NA","NA","NA","NA","NA","55573","54508","NA","NA","4017","55677","56308","55569","55677","4005","Lab 2.1: Flanker Task","2","1350","2","yes","1024"
"100","100","638","638","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","2","2","0","2","2","0","0","0","2","2","2","2","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","564","NA","NA","NA","49596","564","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","53620","NA","NA","NA","NA","NA","57373","56313","NA","NA","4017","57478","58042","57366","57478","4005","Lab 2.1: Flanker Task","3","1914","3","yes","1024"
"100","100","594.5","594.5","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","3","3","0","3","3","0","0","0","3","3","3","3","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","464","NA","NA","NA","49596","464","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","53620","NA","NA","NA","NA","NA","59106","58047","NA","NA","4017","59210","59675","59101","59210","4005","Lab 2.1: Flanker Task","4","2378","4","yes","1024"
"100","100","569.8","569.8","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","4","4","0","4","4","0","0","0","4","4","4","4","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","471","NA","NA","NA","49596","471","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","53620","NA","NA","NA","NA","NA","60737","59680","NA","NA","4017","60841","61313","60732","60841","4005","Lab 2.1: Flanker Task","5","2849","5","yes","1024"
"100","100","523.8333333333334","523.8333333333334","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","5","5","0","5","5","0","0","0","5","5","5","5","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","294","NA","NA","NA","49596","294","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","53620","NA","NA","NA","NA","NA","62376","61319","NA","NA","4017","62480","62775","62371","62480","4005","Lab 2.1: Flanker Task","6","3143","6","yes","1024"
"100","100","494.7142857142857","494.7142857142857","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","6","6","0","6","6","0","0","0","6","6","6","6","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","320","NA","NA","NA","49596","320","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","53620","NA","NA","NA","NA","NA","63839","62780","NA","NA","4017","63943","64264","63834","63943","4005","Lab 2.1: Flanker Task","7","3463","7","yes","1024"
"100","100","474.25","474.25","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","7","7","0","7","7","0","0","0","7","7","7","7","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","331","NA","NA","NA","49596","331","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","53620","NA","NA","NA","NA","NA","65326","64269","NA","NA","4017","65430","65762","65321","65430","4005","Lab 2.1: Flanker Task","8","3794","8","yes","1024"
"100","100","461","461","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","8","8","0","8","8","0","0","0","8","8","8","8","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","355","NA","NA","NA","49596","355","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","53620","NA","NA","NA","NA","NA","66827","65767","NA","NA","4017","66931","67287","66820","66931","4005","Lab 2.1: Flanker Task","9","4149","9","yes","1024"
"100","100","452.2","452.2","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","9","9","0","9","9","0","0","0","9","9","9","9","0","Sun Sep 25 15:37:14 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/alexisparrish/Desktop/DU-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","373","NA","NA","NA","49596","373","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","53620","NA","NA","NA","NA","NA","68350","67292","NA","NA","4017","68455","68828","68346","68455","4005","Lab 2.1: Flanker Task","10","4522","10","yes","1024"
