"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_Keyboard_Response","correct_response","count_ErrorFeedback","count_FasterFeedback","count_Finish","count_Fixation","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Keyboard_Response","count_Logger","count_Sequence","count_Stimulus","count_block1","count_block2","count_block3","count_experiment","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_Keyboard_Response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_Keyboard_Response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ErrorFeedback","time_FasterFeedback","time_Finish","time_Fixation","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Keyboard_Response","time_Logger","time_Sequence","time_Stimulus","time_block1","time_block2","time_block3","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"93.2203389831","93.2203389831","454","454","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","58","58","0","58","58","0","0","0","58","58","58","58","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","58","58","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","344","NA","22620","NA","NA","344","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","102441","NA","NA","119728","118693","2025","NA","NA","119829","120174","119726","119829","24646","NA","NA","2023","Flanker Task ","55","26786","59","yes","1024"
"93.3333333333","93.3333333333","453.483333333","453.483333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","59","59","0","59","59","0","0","0","59","59","59","59","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","59","59","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","423","NA","22620","NA","NA","423","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","102441","NA","NA","121223","120186","2025","NA","NA","121326","121750","121221","121326","24646","NA","NA","2023","Flanker Task ","56","27209","60","yes","1024"
"93.4426229508","93.4426229508","453.672131148","453.672131148","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","60","60","0","60","60","0","0","0","60","60","60","60","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","60","60","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","465","NA","22620","NA","NA","465","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","102441","NA","NA","122794","121761","2025","NA","NA","122896","123361","122793","122896","24646","NA","NA","2023","Flanker Task ","57","27674","61","yes","1024"
"93.5483870968","93.5483870968","453.5","453.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","61","61","0","61","61","0","0","0","61","61","61","61","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","61","61","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","443","NA","22620","NA","NA","443","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","102441","NA","NA","124406","123371","2025","NA","NA","124508","124952","124404","124508","24646","NA","NA","2023","Flanker Task ","58","28117","62","yes","1024"
"93.6507936508","93.6507936508","453.206349206","453.206349206","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","62","62","0","62","62","0","0","0","62","62","62","62","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","62","62","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","435","NA","22620","NA","NA","435","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","102441","NA","NA","125997","124963","2025","NA","NA","126099","126535","125995","126099","24646","NA","NA","2023","Flanker Task ","59","28552","63","yes","1024"
"93.75","93.75","453.671875","453.671875","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","63","63","0","63","63","0","0","0","63","63","63","63","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","63","63","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","483","NA","22620","NA","NA","483","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","102441","NA","NA","127587","126547","2025","NA","NA","127688","128171","127585","127688","24646","NA","NA","2023","Flanker Task ","60","29035","64","yes","1024"
"93.8461538462","93.8461538462","454.076923077","454.076923077","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","64","64","0","64","64","0","0","0","64","64","64","64","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","64","64","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","480","NA","22620","NA","NA","480","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","102441","NA","NA","129221","128184","2025","NA","NA","129322","129803","129218","129322","24646","NA","NA","2023","Flanker Task ","61","29515","65","yes","1024"
"92.4242424242","92.4242424242","453.363636364","453.363636364","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","s","65","65","0","65","65","0","0","0","65","65","65","65","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","65","65","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","407","NA","22620","NA","NA","407","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","102441","NA","NA","130850","129815","2025","NA","NA","130951","131359","130849","130950","24646","NA","NA","2023","Flanker Task ","61","29922","66","yes","1024"
"92.5373134328","92.5373134328","453.701492537","453.701492537","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","66","66","0","66","66","0","0","0","66","66","66","66","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","66","66","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","476","NA","22620","NA","NA","476","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","131371","NA","NA","132915","131872","2025","NA","NA","133017","133494","132913","133017","24646","NA","NA","2023","Flanker Task ","62","30398","67","yes","1024"
"92.6470588235","92.6470588235","452.867647059","452.867647059","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","67","67","0","67","67","0","0","0","67","67","67","67","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","67","67","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","397","NA","22620","NA","NA","397","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","131371","NA","NA","134539","133506","2025","NA","NA","134640","135037","134538","134640","24646","NA","NA","2023","Flanker Task ","63","30795","68","yes","1024"
"92.7536231884","92.7536231884","452.710144928","452.710144928","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","68","68","0","68","68","0","0","0","68","68","68","68","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","68","68","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","442","NA","22620","NA","NA","442","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","131371","NA","NA","136077","135039","2025","NA","NA","136178","136620","136075","136178","24646","NA","NA","2023","Flanker Task ","64","31237","69","yes","1024"
"92.8571428571","92.8571428571","452.242857143","452.242857143","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","69","69","0","69","69","0","0","0","69","69","69","69","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","69","69","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","420","NA","22620","NA","NA","420","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","131371","NA","NA","137669","136633","2025","NA","NA","137770","138190","137667","137770","24646","NA","NA","2023","Flanker Task ","65","31657","70","yes","1024"
"92.9577464789","92.9577464789","455.338028169","455.338028169","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","70","70","0","70","70","0","0","0","70","70","70","70","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","70","70","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","672","NA","22620","NA","NA","672","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","131371","NA","NA","139238","138202","2025","NA","NA","139340","140013","139237","139340","24646","NA","NA","2023","Flanker Task ","66","32329","71","yes","1024"
"93.0555555556","93.0555555556","454.763888889","454.763888889","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","71","71","0","71","71","0","0","0","71","71","71","71","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","71","71","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","414","NA","22620","NA","NA","414","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","131371","NA","NA","141059","140025","2025","NA","NA","141160","141575","141057","141160","24646","NA","NA","2023","Flanker Task ","67","32743","72","yes","1024"
"93.1506849315","93.1506849315","454.452054795","454.452054795","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","72","72","0","72","72","0","0","0","72","72","72","72","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","72","72","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","432","NA","22620","NA","NA","432","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","131371","NA","NA","142622","141587","2025","NA","NA","142723","143156","142621","142723","24646","NA","NA","2023","Flanker Task ","68","33175","73","yes","1024"
"93.2432432432","93.2432432432","454.148648649","454.148648649","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","73","73","0","73","73","0","0","0","73","73","73","73","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","73","73","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","432","NA","22620","NA","NA","432","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","131371","NA","NA","144205","143168","2025","NA","NA","144307","144740","144203","144307","24646","NA","NA","2023","Flanker Task ","69","33607","74","yes","1024"
"93.3333333333","93.3333333333","453.906666667","453.906666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","74","74","0","74","74","0","0","0","74","74","74","74","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","74","74","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","436","NA","22620","NA","NA","436","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","131371","NA","NA","145787","144752","2025","NA","NA","145889","146325","145786","145889","24646","NA","NA","2023","Flanker Task ","70","34043","75","yes","1024"
"93.4210526316","93.4210526316","453.342105263","453.342105263","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","75","75","0","75","75","0","0","0","75","75","75","75","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","75","75","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","411","NA","22620","NA","NA","411","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","131371","NA","NA","147371","146337","2025","NA","NA","147472","147883","147369","147472","24646","NA","NA","2023","Flanker Task ","71","34454","76","yes","1024"
"93.5064935065","93.5064935065","452.909090909","452.909090909","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","76","76","0","76","76","0","0","0","76","76","76","76","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","76","76","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","420","NA","22620","NA","NA","420","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","131371","NA","NA","148929","147896","2025","NA","NA","149031","149452","148927","149031","24646","NA","NA","2023","Flanker Task ","72","34874","77","yes","1024"
"93.5897435897","93.5897435897","453.487179487","453.487179487","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","77","77","0","77","77","0","0","0","77","77","77","77","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","77","77","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","498","NA","22620","NA","NA","498","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","131371","NA","NA","150501","149464","2025","NA","NA","150602","151100","150500","150602","24646","NA","NA","2023","Flanker Task ","73","35372","78","yes","1024"
"93.6708860759","93.6708860759","453.784810127","453.784810127","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","78","78","0","78","78","0","0","0","78","78","78","78","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","78","78","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","477","NA","22620","NA","NA","477","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","131371","NA","NA","152151","151113","2025","NA","NA","152253","152730","152149","152253","24646","NA","NA","2023","Flanker Task ","74","35849","79","yes","1024"
"92.5","92.5","453.525","453.525","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","79","79","0","79","79","0","0","0","79","79","79","79","0","0","0","0","09/25/22 21:22:45","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","79","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","433","NA","22620","NA","NA","433","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","131371","NA","NA","153771","152732","2025","NA","NA","153873","154307","153769","153873","24646","NA","NA","2023","Flanker Task ","74","36282","80","yes","1024"
"92.5925925926","92.5925925926","460.49382716","460.49382716","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","80","80","0","80","80","0","0","0","80","80","80","80","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","h","NA","h","1018","NA","22620","55577","NA","1018","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","154319","NA","NA","211446","154820","2025","155827","NA","211547","212565","211445","211547","24646","211405","NA","2023","Flanker Task ","75","37300","81","yes","1024"
"92.6829268293","92.6829268293","460.756097561","460.756097561","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","81","81","0","81","81","0","0","0","81","81","81","81","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","h","NA","h","482","NA","22620","55577","NA","482","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","154319","212578","NA","214114","213079","2025","155827","NA","214215","214697","214113","214215","24646","211405","NA","2023","Flanker Task ","76","37782","82","yes","1024"
"92.7710843373","92.7710843373","461.421686747","461.421686747","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","82","82","0","82","82","0","0","0","82","82","82","82","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","516","NA","22620","55577","NA","516","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","154319","212578","NA","215746","214709","2025","155827","NA","215849","216366","215744","215849","24646","211405","NA","2023","Flanker Task ","77","38298","83","yes","1024"
"92.8571428571","92.8571428571","460.333333333","460.333333333","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","83","83","0","83","83","0","0","0","83","83","83","83","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","370","NA","22620","55577","NA","370","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","154319","212578","NA","217413","216378","2025","155827","NA","217513","217884","217412","217513","24646","211405","NA","2023","Flanker Task ","78","38668","84","yes","1024"
"92.9411764706","92.9411764706","460.023529412","460.023529412","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","84","84","0","84","84","0","0","0","84","84","84","84","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","h","NA","h","434","NA","22620","55577","NA","434","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","154319","212578","NA","218928","217896","2025","155827","NA","219029","219463","218927","219029","24646","211405","NA","2023","Flanker Task ","79","39102","85","yes","1024"
"93.023255814","93.023255814","459.662790698","459.662790698","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","85","85","0","85","85","0","0","0","85","85","85","85","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","h","NA","h","429","NA","22620","55577","NA","429","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","154319","212578","NA","220500","219465","2025","155827","NA","220601","221030","220498","220601","24646","211405","NA","2023","Flanker Task ","80","39531","86","yes","1024"
"93.1034482759","93.1034482759","459.724137931","459.724137931","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","86","86","0","86","86","0","0","0","86","86","86","86","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","465","NA","22620","55577","NA","465","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","154319","212578","NA","222079","221042","2025","155827","NA","222179","222645","222075","222179","24646","211405","NA","2023","Flanker Task ","81","39996","87","yes","1024"
"93.1818181818","93.1818181818","458.102272727","458.102272727","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","87","87","0","87","87","0","0","0","87","87","87","87","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","317","NA","22620","55577","NA","317","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","154319","212578","NA","223702","222657","2025","155827","NA","223802","224119","223699","223802","24646","211405","NA","2023","Flanker Task ","82","40313","88","yes","1024"
"93.2584269663","93.2584269663","457.865168539","457.865168539","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","88","88","0","88","88","0","0","0","88","88","88","88","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","h","NA","h","437","NA","22620","55577","NA","437","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","154319","212578","NA","225164","224131","2025","155827","NA","225265","225703","225162","225265","24646","211405","NA","2023","Flanker Task ","83","40750","89","yes","1024"
"93.3333333333","93.3333333333","457.288888889","457.288888889","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","89","89","0","89","89","0","0","0","89","89","89","89","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","h","NA","h","406","NA","22620","55577","NA","406","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","154319","212578","NA","226752","225716","2025","155827","NA","226853","227259","226750","226853","24646","211405","NA","2023","Flanker Task ","84","41156","90","yes","1024"
"93.4065934066","93.4065934066","455.956043956","455.956043956","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","90","90","0","90","90","0","0","0","90","90","90","90","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","336","NA","22620","55577","NA","336","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","154319","212578","NA","228306","227271","2025","155827","NA","228407","228744","228305","228407","24646","211405","NA","2023","Flanker Task ","85","41492","91","yes","1024"
"93.4782608696","93.4782608696","456.108695652","456.108695652","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","91","91","0","91","91","0","0","0","91","91","91","91","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","470","NA","22620","55577","NA","470","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","154319","212578","NA","229794","228756","2025","155827","NA","229896","230367","229792","229895","24646","211405","NA","2023","Flanker Task ","86","41962","92","yes","1024"
"93.5483870968","93.5483870968","455.731182796","455.731182796","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","92","92","0","92","92","0","0","0","92","92","92","92","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","421","NA","22620","55577","NA","421","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","154319","212578","NA","231414","230380","2025","155827","NA","231515","231936","231412","231515","24646","211405","NA","2023","Flanker Task ","87","42383","93","yes","1024"
"92.5531914894","92.5531914894","455.180851064","455.180851064","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","h","93","93","0","93","93","0","0","0","93","93","93","93","0","0","0","0","09/25/22 21:22:45","600","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","79","C:/Users/saudm/OneDrive/Desktop/MK-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","h","NA","s","404","NA","22620","55577","NA","404","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","154319","212578","NA","232983","231949","2025","155827","NA","233084","233489","232981","233084","24646","211405","NA","2023","Flanker Task ","87","42787","94","yes","1024"
