"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_Keyboard_Response","correct_response","count_ErrorFeedback","count_FasterFeedback","count_Finish","count_Fixation","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Keyboard_Response","count_Logger","count_Sequence","count_Stimulus","count_block1","count_block2","count_block3","count_experiment","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instructions1","response_Instructions2","response_Instructions3","response_Keyboard_Response","response_time","response_time_Finish","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_Keyboard_Response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ErrorFeedback","time_FasterFeedback","time_Finish","time_Fixation","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Keyboard_Response","time_Logger","time_Sequence","time_Stimulus","time_block1","time_block2","time_block3","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","1052","1052","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","1052","NA","29027","NA","NA","1052","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","NA","NA","31134","NA","2040","NA","NA","31236","32289","31133","31236","31068","NA","NA","2039","Flanker Task ","1","1052","1","yes","1024"
"100","100","765.5","765.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","479","NA","29027","NA","NA","479","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","NA","NA","NA","33345","32302","2040","NA","NA","33446","33925","33344","33446","31068","NA","NA","2039","Flanker Task ","2","1531","2","yes","1024"
"100","100","692","692","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","2","2","0","2","2","0","0","0","2","2","2","2","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","545","NA","29027","NA","NA","545","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","NA","NA","34973","33938","2040","NA","NA","35074","35619","34971","35074","31068","NA","NA","2039","Flanker Task ","3","2076","3","yes","1024"
"100","100","646.5","646.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","3","3","0","3","3","0","0","0","3","3","3","3","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","510","NA","29027","NA","NA","510","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","NA","NA","NA","36664","35632","2040","NA","NA","36766","37277","36663","36766","31068","NA","NA","2039","Flanker Task ","4","2586","4","yes","1024"
"100","100","624.6","624.6","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","4","4","0","4","4","0","0","0","4","4","4","4","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","537","NA","29027","NA","NA","537","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","NA","NA","NA","38322","37289","2040","NA","NA","38423","38961","38320","38422","31068","NA","NA","2039","Flanker Task ","5","3123","5","yes","1024"
"83.3333333333","83.3333333333","598.333333333","598.333333333","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","s","5","5","0","5","5","0","0","0","5","5","5","5","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","467","NA","29027","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","NA","NA","NA","40009","38973","2040","NA","NA","40110","40578","40006","40110","31068","NA","NA","2039","Flanker Task ","5","3590","6","yes","1024"
"85.7142857143","85.7142857143","599","599","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","6","6","0","6","6","0","0","0","6","6","6","6","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","603","NA","29027","NA","NA","603","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","40581","NA","NA","42125","41082","2040","NA","NA","42227","42830","42123","42227","31068","NA","NA","2039","Flanker Task ","6","4193","7","yes","1024"
"87.5","87.5","588.375","588.375","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","7","7","0","7","7","0","0","0","7","7","7","7","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","514","NA","29027","NA","NA","514","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","40581","NA","NA","43875","42842","2040","NA","NA","43976","44491","43874","43975","31068","NA","NA","2039","Flanker Task ","7","4707","8","yes","1024"
"88.8888888889","88.8888888889","572.666666667","572.666666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","8","8","0","8","8","0","0","0","8","8","8","8","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","h","NA","NA","h","447","NA","29027","NA","NA","447","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","40581","NA","NA","45525","44493","2040","NA","NA","45627","46075","45524","45627","31068","NA","NA","2039","Flanker Task ","8","5154","9","yes","1024"
"90","90","557","557","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","9","9","0","9","9","0","0","0","9","9","9","9","0","0","0","0","09/25/22 20:58:32","1500","The main experiment item","yes","FlankerTask.osexp","C:/Users/saudm/OneDrive/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/saudm/OneDrive/Desktop/MK-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","h","NA","NA","s","416","NA","29027","NA","NA","416","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","40581","NA","NA","47119","46087","2040","NA","NA","47221","47637","47118","47221","31068","NA","NA","2039","Flanker Task ","9","5570","10","yes","1024"
