condition,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Instructions2,count_block1,count_block2,count_block3,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions3,count_isi,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Instructions2,response_finish,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_Instructions2,response_time_finish,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Instructions2,time_block1,time_block2,time_block3,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions3,time_isi,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
incongruent,96.77419355,96.77419355,641.8099207,641.8099207,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,30,0,30,0,30,0,0,30,30,30,30,30,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,30,30,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,471.166828,NA,NA,15079.06033,NA,471.166828,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,77677.03329,4344.791823,NA,76527.1034,77794.85103,78268.43364,77658.36432,77793.68078,Flanker Task,30,19896.10754,31,yes,1024
incongruent,96.875,96.875,640.1284476,640.1284476,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,31,0,31,0,31,0,0,31,31,31,31,31,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,31,31,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,588.00278,NA,NA,15079.06033,NA,588.00278,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,79410.93794,4344.791823,NA,78277.23437,79527.87579,80117.85554,79385.40871,79527.2421,Flanker Task,31,20484.11032,32,yes,1024
congruent,96.96969697,96.96969697,631.656564,631.656564,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,32,0,32,0,32,0,0,32,32,32,32,32,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,32,32,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,360.556289,NA,NA,15079.06033,NA,360.556289,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,81243.53805,4344.791823,NA,80127.10035,81361.47653,81724.20393,81234.76461,81360.31986,Flanker Task,32,20844.66661,33,yes,1024
congruent,97.05882353,97.05882353,624.2445795,624.2445795,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,33,0,33,0,33,0,0,33,33,33,33,33,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,33,33,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,379.649093,NA,NA,15079.06033,NA,379.649093,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,82860.11142,4344.791823,NA,81743.68355,82978.13023,83359.91679,82851.50183,82977.00412,Flanker Task,33,21224.3157,34,yes,1024
congruent,97.14285714,97.14285714,617.6715836,617.6715836,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,34,0,34,0,34,0,0,34,34,34,34,34,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,34,34,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,394.189722,NA,NA,15079.06033,NA,394.189722,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,84494.00095,4344.791823,NA,83376.89132,84611.68081,85007.8697,84484.84201,84610.46906,Flanker Task,34,21618.50543,35,yes,1024
congruent,97.22222222,97.22222222,611.4014251,611.4014251,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,35,0,35,0,35,0,0,35,35,35,35,35,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,35,35,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,391.945879,NA,NA,15079.06033,NA,391.945879,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,86160.22004,4344.791823,NA,85026.90929,86277.99905,86672.0012,86139.16426,86276.88247,Flanker Task,35,22010.45131,36,yes,1024
incongruent,97.2972973,97.2972973,605.872017,605.872017,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,36,0,36,0,36,0,0,36,36,36,36,36,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,36,36,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,406.813323,NA,NA,15079.06033,NA,406.813323,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,87810.3963,4344.791823,NA,86693.50044,87928.0408,88336.96276,87801.60057,87926.90732,Flanker Task,36,22417.26463,37,yes,1024
congruent,97.36842105,97.36842105,602.5000718,602.5000718,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,37,0,37,0,37,0,0,37,37,37,37,37,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,37,37,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,477.738099,NA,NA,15079.06033,NA,477.738099,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,89493.97455,4344.791823,NA,88360.22922,89611.12673,90090.90483,89469.54844,89610.27534,Flanker Task,37,22895.00273,38,yes,1024
incongruent,97.43589744,97.43589744,598.4533463,598.4533463,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,38,0,38,0,38,0,0,38,38,38,38,38,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,38,38,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,444.677779,NA,NA,15079.06033,NA,444.677779,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,91227.20737,4344.791823,NA,90110.14388,91344.17686,91791.11126,91217.25968,91343.53077,Flanker Task,38,23339.68051,39,yes,1024
congruent,97.5,97.5,593.588136,593.588136,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,39,0,39,0,39,0,0,39,39,39,39,39,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,39,39,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,403.844932,NA,NA,15079.06033,NA,403.844932,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,92943.11272,4344.791823,NA,91810.29319,93060.8804,93466.95891,92928.01944,93060.08684,Flanker Task,39,23743.52544,40,yes,1024
incongruent,95.12195122,95.12195122,589.1003184,589.1003184,black,psycho,psycho,psycho,0,uniform,0,undefined,0,h,0,0,0,0,40,0,40,0,40,0,0,40,40,40,40,40,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,40,40,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,409.587618,NA,NA,15079.06033,NA,409.587618,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,23711.03832,4295.980384,NA,NA,94593.35708,4344.791823,NA,93477.1558,94711.19744,95123.4729,94582.36234,94710.08837,Flanker Task,39,24153.11306,41,yes,1024
congruent,95.23809524,95.23809524,585.1005332,585.1005332,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,41,0,41,0,41,0,0,41,41,41,41,41,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,41,41,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,421.109338,NA,NA,15079.06033,NA,421.109338,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,96793.86881,4344.791823,NA,95660.18614,96910.70197,97334.70149,96769.6481,96910.05818,Flanker Task,40,24574.22239,42,yes,1024
incongruent,95.34883721,95.34883721,581.3089308,581.3089308,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,42,0,42,0,42,0,0,42,42,42,42,42,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,42,42,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,422.061629,NA,NA,15079.06033,NA,422.061629,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,98476.85511,4344.791823,NA,97343.15072,98594.58371,99018.81351,98452.07836,98593.4696,Flanker Task,41,24996.28402,43,yes,1024
congruent,95.45454545,95.45454545,576.8818029,576.8818029,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,43,0,43,0,43,0,0,43,43,43,43,43,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,43,43,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,386.515304,NA,NA,15079.06033,NA,386.515304,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,100178.6128,4344.791823,NA,99043.58542,100294.1107,100682.7641,100152.7353,100293.4669,Flanker Task,42,25382.79933,44,yes,1024
congruent,95.55555556,95.55555556,573.3476147,573.3476147,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,44,0,44,0,44,0,0,44,44,44,44,44,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,44,44,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,417.843336,NA,NA,15079.06033,NA,417.843336,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,101810.0724,4344.791823,NA,100693.4566,101927.8876,102347.789,101801.3085,101926.6849,Flanker Task,43,25800.64266,45,yes,1024
incongruent,95.65217391,95.65217391,570.5510471,570.5510471,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,45,0,45,0,45,0,0,45,45,45,45,45,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,45,45,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,444.705504,NA,NA,15079.06033,NA,444.705504,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,103493.5081,4344.791823,NA,102360.1212,103610.721,104057.6151,103470.2921,103610.0725,Flanker Task,44,26245.34817,46,yes,1024
congruent,95.74468085,95.74468085,566.9747265,566.9747265,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,46,0,46,0,46,0,0,46,46,46,46,46,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,46,46,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,402.463979,NA,NA,15079.06033,NA,402.463979,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,105210.1379,4344.791823,NA,104076.7794,105330.1596,105734.7176,105187.1529,105329.0465,Flanker Task,45,26647.81215,47,yes,1024
congruent,95.83333333,95.83333333,564.3125176,564.3125176,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,47,0,47,0,47,0,0,47,47,47,47,47,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,47,47,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,439.188697,NA,NA,15079.06033,NA,439.188697,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,106893.5953,4344.791823,NA,105760.0532,107010.4252,107451.6862,106870.3997,107009.9193,Flanker Task,46,27087.00084,48,yes,1024
congruent,95.91836735,95.91836735,562.5003541,562.5003541,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,48,0,48,0,48,0,0,48,48,48,48,48,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,48,48,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,475.516509,NA,NA,15079.06033,NA,475.516509,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,108593.3341,4344.791823,NA,107460.0887,108711.1191,109189.5028,108569.8288,108710.078,Flanker Task,47,27562.51735,49,yes,1024
incongruent,96,96,561.7034482,561.7034482,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,49,0,49,0,49,0,0,49,49,49,49,49,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,49,49,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,522.655057,NA,NA,15079.06033,NA,522.655057,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,110343.9192,4344.791823,NA,109210.5337,110460.6306,110985.3664,110320.7916,110459.991,Flanker Task,48,28085.17241,50,yes,1024
congruent,96.07843137,96.07843137,563.1587642,563.1587642,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,50,0,50,0,50,0,0,50,50,50,50,50,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,50,50,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,635.924567,NA,NA,15079.06033,NA,635.924567,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,112126.6491,4344.791823,NA,110993.5042,112244.4444,112882.4582,112102.1345,112243.3768,Flanker Task,49,28721.09698,51,yes,1024
incongruent,96.15384615,96.15384615,562.4445889,562.4445889,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,51,0,51,0,51,0,0,51,51,51,51,51,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,51,51,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,526.021647,NA,NA,15079.06033,NA,526.021647,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,114026.6015,4344.791823,NA,112893.2803,114144.4649,114673.4025,114001.7763,114143.3953,Flanker Task,50,29247.11862,52,yes,1024
incongruent,96.22641509,96.22641509,565.0541187,565.0541187,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,52,0,52,0,52,0,0,52,52,52,52,52,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,52,52,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,700.749669,NA,NA,15079.06033,NA,700.749669,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,115826.5955,4344.791823,NA,114694.0974,115944.37,116647.288,115801.9777,115943.2392,Flanker Task,51,29947.86829,53,yes,1024
incongruent,96.2962963,96.2962963,566.4960913,566.4960913,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,53,0,53,0,53,0,0,53,53,53,53,53,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,53,53,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,642.920638,NA,NA,15079.06033,NA,642.920638,2,psycho,1024,2,48000,-16,experiment,HHSHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,117792.8304,4344.791823,NA,116659.846,117911.0457,118556.2327,117769.7936,117909.9615,Flanker Task,52,30590.78893,54,yes,1024
congruent,96.36363636,96.36363636,566.0259697,566.0259697,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,54,0,54,0,54,0,0,54,54,54,54,54,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,54,54,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,540.639404,NA,NA,15079.06033,NA,540.639404,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,119709.7077,4344.791823,NA,118576.4833,119827.5847,120370.4255,119686.5537,119826.4656,Flanker Task,53,31131.42833,55,yes,1024
congruent,96.42857143,96.42857143,563.8889174,563.8889174,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,55,0,55,0,55,0,0,55,55,55,55,55,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,55,55,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,446.351042,NA,NA,15079.06033,NA,446.351042,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,121526.5196,4344.791823,NA,120393.7285,121643.6173,122092.0272,121504.2117,121642.9737,Flanker Task,54,31577.77938,56,yes,1024
congruent,96.49122807,96.49122807,561.4238847,561.4238847,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,56,0,56,0,56,0,0,56,56,56,56,56,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,56,56,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,423.382051,NA,NA,15079.06033,NA,423.382051,2,psycho,1024,2,48000,-16,experiment,HHHHH,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,123259.689,4344.791823,NA,122109.7439,123377.4983,123803.1066,123241.8203,123376.3834,Flanker Task,55,32001.16143,57,yes,1024
congruent,96.55172414,96.55172414,564.2645059,564.2645059,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,57,0,57,0,57,0,0,57,57,57,57,57,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,57,57,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,726.179917,NA,NA,15079.06033,NA,726.179917,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,124943.5987,4344.791823,NA,123826.3891,125062.6685,125791.2278,124934.2442,125061.5493,Flanker Task,56,32727.34134,58,yes,1024
congruent,96.61016949,96.61016949,570.7091521,570.7091521,black,psycho,psycho,psycho,0,uniform,1,undefined,1,s,0,0,0,0,58,0,58,0,58,0,0,58,58,58,58,58,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,58,58,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,944.498628,NA,NA,15079.06033,NA,944.498628,2,psycho,1024,2,48000,-16,experiment,SSSSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,126943.3219,4344.791823,NA,125809.84,127060.5644,128007.2105,126920.1151,127059.851,Flanker Task,57,33671.83997,59,yes,1024
incongruent,96.66666667,96.66666667,570.581734,570.581734,black,psycho,psycho,psycho,0,uniform,1,undefined,1,h,0,0,0,0,59,0,59,0,59,0,0,59,59,59,59,59,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,59,59,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,563.064066,NA,NA,15079.06033,NA,563.064066,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,129143.3656,4344.791823,NA,128026.3114,129260.7576,129826.064,129134.2171,129259.6335,Flanker Task,58,34234.90404,60,yes,1024
incongruent,95.08196721,95.08196721,585.8217082,585.8217082,black,psycho,psycho,psycho,0,uniform,0,undefined,0,h,0,0,0,0,60,0,60,0,60,0,0,60,60,60,60,60,Sun Sep 27 18:53:28 2020,1500,The main experiment item,yes,FlankerTask.osexp,/Users/tforestmoore/Desktop,no,mono,no,18,no,white,no,yes,768,psycho,60,60,/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab 2/RT-subject-4.csv,psycho,Lentiform Loewenfeld,3.3.3,0,None,NA,NA,s,NA,None,1500.220163,NA,NA,15079.06033,NA,1500.220163,2,psycho,1024,2,48000,-16,experiment,SSHSS,4,even,NA,19480.77365,NA,NA,95143.13474,4295.980384,NA,NA,130993.149,4344.791823,NA,129843.1145,131110.8795,132611.6447,130977.0307,131109.7468,Flanker Task,58,35735.1242,61,yes,1024
