"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_instructions1","correct_keyboardresponse","correct_response","count_block1","count_block2","count_block3","count_errorfeedback","count_experiment","count_faster","count_finish","count_fixation","count_instructions1","count_instructions2","count_instructions3","count_isi","count_keyboardresponse","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finish","response_instructions1","response_instructions2","response_instructions3","response_keyboardresponse","response_time","response_time_finish","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboardresponse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_block1","time_block2","time_block3","time_errorfeedback","time_experiment","time_faster","time_finish","time_fixation","time_instructions1","time_instructions2","time_instructions3","time_isi","time_keyboardresponse","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"96.4912280702","96.4912280702","495.736842105","495.736842105","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","56","0","56","0","56","0","0","0","56","56","56","56","56","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","56","56","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","500","NA","23435","NA","NA","500","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","NA","NA","42608","3757","NA","NA","126046","3762","NA","NA","124921","126152","126653","126043","126151","New experiment","55","28257","57","yes","1024"
"96.5517241379","96.5517241379","496.431034483","496.431034483","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","57","0","57","0","57","0","0","0","57","57","57","57","57","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","57","57","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","536","NA","23435","NA","NA","536","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","27198","NA","NA","42608","3757","NA","NA","127803","3762","NA","NA","126659","127909","128446","127800","127909","New experiment","56","28793","58","yes","1024"
"96.6101694915","96.6101694915","496.983050847","496.983050847","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","58","0","58","0","58","0","0","0","58","58","58","58","58","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","58","58","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","529","NA","23435","NA","NA","529","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","27198","NA","NA","42608","3757","NA","NA","129586","3762","NA","NA","128451","129692","130222","129583","129692","New experiment","57","29322","59","yes","1024"
"96.6666666667","96.6666666667","497.083333333","497.083333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","59","0","59","0","59","0","0","0","59","59","59","59","59","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","59","59","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","503","NA","23435","NA","NA","503","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","131357","3762","NA","NA","130228","131463","131967","131353","131462","New experiment","58","29825","60","yes","1024"
"96.7213114754","96.7213114754","498.754098361","498.754098361","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","60","0","60","0","60","0","0","0","60","60","60","60","60","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","60","60","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","599","NA","23435","NA","NA","599","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","133099","3762","NA","NA","131973","133205","133805","133096","133204","New experiment","59","30424","61","yes","1024"
"96.7741935484","96.7741935484","498.564516129","498.564516129","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","61","0","61","0","61","0","0","0","61","61","61","61","61","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","61","61","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","487","NA","23435","NA","NA","487","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","134949","3762","NA","NA","133811","135055","135543","134946","135054","New experiment","60","30911","62","yes","1024"
"96.8253968254","96.8253968254","498.53968254","498.53968254","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","62","0","62","0","62","0","0","0","62","62","62","62","62","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","62","62","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","497","NA","23435","NA","NA","497","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","27198","NA","NA","42608","3757","NA","NA","136691","3762","NA","NA","135548","136797","137295","136688","136797","New experiment","61","31408","63","yes","1024"
"96.875","96.875","497.765625","497.765625","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","63","0","63","0","63","0","0","0","63","63","63","63","63","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","63","63","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","449","NA","23435","NA","NA","449","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","138436","3762","NA","NA","137301","138542","138993","138433","138542","New experiment","62","31857","64","yes","1024"
"96.9230769231","96.9230769231","496.538461538","496.538461538","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","64","0","64","0","64","0","0","0","64","64","64","64","64","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","64","64","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","418","NA","23435","NA","NA","418","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","140139","3762","NA","NA","138998","140245","140664","140136","140244","New experiment","63","32275","65","yes","1024"
"96.9696969697","96.9696969697","495.227272727","495.227272727","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","65","0","65","0","65","0","0","0","65","65","65","65","65","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","65","65","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","410","NA","23435","NA","NA","410","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","141798","3762","NA","NA","140669","141904","142316","141795","141903","New experiment","64","32685","66","yes","1024"
"97.0149253731","97.0149253731","494.447761194","494.447761194","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","66","0","66","0","66","0","0","0","66","66","66","66","66","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","66","66","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","443","NA","23435","NA","NA","443","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","NA","NA","42608","3757","NA","NA","143448","3762","NA","NA","142321","143554","143998","143445","143553","New experiment","65","33128","67","yes","1024"
"97.0588235294","97.0588235294","494.161764706","494.161764706","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","67","0","67","0","67","0","0","0","67","67","67","67","67","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","67","67","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","475","NA","23435","NA","NA","475","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","145128","3762","NA","NA","144004","145234","145710","145125","145233","New experiment","66","33603","68","yes","1024"
"97.1014492754","97.1014492754","493.101449275","493.101449275","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","68","0","68","0","68","0","0","0","68","68","68","68","68","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","68","68","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","421","NA","23435","NA","NA","421","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","146857","3762","NA","NA","145715","146963","147385","146854","146962","New experiment","67","34024","69","yes","1024"
"97.1428571429","97.1428571429","493.357142857","493.357142857","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","69","0","69","0","69","0","0","0","69","69","69","69","69","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","69","69","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","511","NA","23435","NA","NA","511","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","NA","NA","42608","3757","NA","NA","148518","3762","NA","NA","147391","148624","149137","148515","148624","New experiment","68","34535","70","yes","1024"
"97.1830985915","97.1830985915","492.915492958","492.915492958","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","70","0","70","0","70","0","0","0","70","70","70","70","70","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","70","70","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","462","NA","23435","NA","NA","462","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","150265","3762","NA","NA","149142","150371","150834","150261","150371","New experiment","69","34997","71","yes","1024"
"97.2222222222","97.2222222222","493.541666667","493.541666667","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","71","0","71","0","71","0","0","0","71","71","71","71","71","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","71","71","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","538","NA","23435","NA","NA","538","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","NA","NA","42608","3757","NA","NA","151967","3762","NA","NA","150840","152073","152613","151964","152072","New experiment","70","35535","72","yes","1024"
"97.2602739726","97.2602739726","493.369863014","493.369863014","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","72","0","72","0","72","0","0","0","72","72","72","72","72","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","72","72","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","481","NA","23435","NA","NA","481","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","NA","NA","42608","3757","NA","NA","153783","3762","NA","NA","152618","153889","154372","153780","153889","New experiment","71","36016","73","yes","1024"
"97.2972972973","97.2972972973","492.756756757","492.756756757","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","73","0","73","0","73","0","0","0","73","73","73","73","73","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","73","73","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","448","NA","23435","NA","NA","448","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","27198","NA","NA","42608","3757","NA","NA","155507","3762","NA","NA","154377","155613","156063","155504","155612","New experiment","72","36464","74","yes","1024"
"97.3333333333","97.3333333333","493.4","493.4","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","74","0","74","0","74","0","0","0","74","74","74","74","74","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","74","74","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","541","NA","23435","NA","NA","541","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","27198","NA","NA","42608","3757","NA","NA","157213","3762","NA","NA","156068","157319","157861","157210","157319","New experiment","73","37005","75","yes","1024"
"97.3684210526","97.3684210526","492.815789474","492.815789474","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","75","0","75","0","75","0","0","0","75","75","75","75","75","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","75","75","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","449","NA","23435","NA","NA","449","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","159012","3762","NA","NA","157868","159118","159569","159009","159117","New experiment","74","37454","76","yes","1024"
"97.4025974026","97.4025974026","493.337662338","493.337662338","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","76","0","76","0","76","0","0","0","76","76","76","76","76","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","76","76","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","533","NA","23435","NA","NA","533","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","27198","NA","NA","42608","3757","NA","NA","160718","3762","NA","NA","159574","160824","161359","160715","160824","New experiment","75","37987","77","yes","1024"
"97.4358974359","97.4358974359","492.448717949","492.448717949","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","77","0","77","0","77","0","0","0","77","77","77","77","77","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","77","77","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","424","NA","23435","NA","NA","424","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","NA","NA","42608","3757","NA","NA","162495","3762","NA","NA","161364","162601","163026","162492","162601","New experiment","76","38411","78","yes","1024"
"97.4683544304","97.4683544304","492.493670886","492.493670886","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","78","0","78","0","78","0","0","0","78","78","78","78","78","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","78","78","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","496","NA","23435","NA","NA","496","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","27198","NA","NA","42608","3757","NA","NA","164191","3762","NA","NA","163032","164297","164794","164188","164296","New experiment","77","38907","79","yes","1024"
"97.5","97.5","491.3875","491.3875","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","79","0","79","0","79","0","0","0","79","79","79","79","79","09/27/20 15:44:53","1500","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","79","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","404","NA","23435","NA","NA","404","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","NA","NA","42608","3757","NA","NA","165920","3762","NA","NA","164800","166026","166431","165917","166025","New experiment","78","39311","80","yes","1024"
"97.5308641975","97.5308641975","492.679012346","492.679012346","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","80","0","80","0","80","0","0","0","80","80","80","80","80","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","0","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","596","NA","23435","42596","NA","596","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","27198","210071","NA","42608","3757","NA","NA","210202","3762","167474","NA","166436","210309","210906","210200","210308","New experiment","79","39907","81","yes","1024"
"97.5609756098","97.5609756098","491.43902439","491.43902439","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","81","0","81","0","81","0","0","0","81","81","81","81","81","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","1","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","391","NA","23435","42596","NA","391","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","27198","210071","NA","42608","3757","NA","NA","212057","3762","167474","NA","210912","212163","212555","212054","212162","New experiment","80","40298","82","yes","1024"
"97.5903614458","97.5903614458","489.951807229","489.951807229","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","82","0","82","0","82","0","0","0","82","82","82","82","82","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","2","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","368","NA","23435","42596","NA","368","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","27198","210071","NA","42608","3757","NA","NA","213700","3762","167474","NA","212561","213806","214176","213697","213805","New experiment","81","40666","83","yes","1024"
"97.619047619","97.619047619","488.880952381","488.880952381","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","83","0","83","0","83","0","0","0","83","83","83","83","83","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","3","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","400","NA","23435","42596","NA","400","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","210071","NA","42608","3757","NA","NA","215319","3762","167474","NA","214181","215425","215827","215316","215424","New experiment","82","41066","84","yes","1024"
"97.6470588235","97.6470588235","487.517647059","487.517647059","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","84","0","84","0","84","0","0","0","84","84","84","84","84","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","4","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","373","NA","23435","42596","NA","373","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","210071","NA","42608","3757","NA","NA","216971","3762","167474","NA","215832","217077","217452","216968","217077","New experiment","83","41439","85","yes","1024"
"97.6744186047","97.6744186047","486.523255814","486.523255814","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","85","0","85","0","85","0","0","0","85","85","85","85","85","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","5","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","402","NA","23435","42596","NA","402","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","27198","210071","NA","42608","3757","NA","NA","218595","3762","167474","NA","217457","218701","219105","218592","218700","New experiment","84","41841","86","yes","1024"
"96.5517241379","96.5517241379","484.597701149","484.597701149","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","86","0","86","0","86","0","0","0","86","86","86","86","86","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","6","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","319","NA","23435","42596","NA","319","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","27198","210071","NA","42608","3757","NA","NA","220243","3762","167474","NA","219110","220349","220672","220240","220348","New experiment","84","42160","87","yes","1024"
"96.5909090909","96.5909090909","483.272727273","483.272727273","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","87","0","87","0","87","0","0","0","87","87","87","87","87","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","7","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","368","NA","23435","42596","NA","368","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","210071","NA","220683","3757","NA","NA","222315","3762","167474","NA","221189","222421","222791","222312","222420","New experiment","85","42528","88","yes","1024"
"96.6292134831","96.6292134831","481.876404494","481.876404494","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","88","0","88","0","88","0","0","0","88","88","88","88","88","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","8","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","359","NA","23435","42596","NA","359","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","210071","NA","220683","3757","NA","NA","223931","3762","167474","NA","222796","224037","224397","223928","224036","New experiment","86","42887","89","yes","1024"
"96.6666666667","96.6666666667","480.677777778","480.677777778","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","89","0","89","0","89","0","0","0","89","89","89","89","89","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","9","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","374","NA","23435","42596","NA","374","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","27198","210071","NA","220683","3757","NA","NA","225531","3762","167474","NA","224403","225637","226013","225528","225636","New experiment","87","43261","90","yes","1024"
"96.7032967033","96.7032967033","481.142857143","481.142857143","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","90","0","90","0","90","0","0","0","90","90","90","90","90","09/27/20 15:44:53","600","Flanker Task","yes","flankertasksubmission.osexp","C:\Users\User\Desktop\Quant 2020 - Copy","no","mono","no","18","no","white","no","yes","768","legacy","10","79","C:/Users/User/Desktop/Quant 2020 - Copy/CP-subject-2.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","523","NA","23435","42596","NA","523","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","27198","210071","NA","220683","3757","NA","NA","227146","3762","167474","NA","226019","227252","227777","227143","227252","New experiment","88","43784","91","yes","1024"
