acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_Keyboard_Response,correct_response,count_ErrorFeedback,count_Faster,count_Finish,count_Fixation,count_ISI,count_Instructions1,count_Instructions3,count_Keyboard_Response,count_Sequence,count_Stimulus,count_block1,count_block2,count_block3,count_experiment,count_instructions2,count_new_logger,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions3,response_Keyboard_Response,response_instructions2,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions3,response_time_Keyboard_Response,response_time_instructions2,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ErrorFeedback,time_Faster,time_Finish,time_Fixation,time_ISI,time_Instructions1,time_Instructions3,time_Keyboard_Response,time_Sequence,time_Stimulus,time_block1,time_block2,time_block3,time_experiment,time_instructions2,time_new_logger,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
81.81818182,81.81818182,915.5454545,915.5454545,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,10,10,0,10,10,0,0,10,10,10,0,0,0,0,0,10,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,663,NA,103414,NA,663,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,157686,NA,NA,178721,177490,30466,NA,178825,178715,178825,133882,NA,NA,30461,NA,179490,Flanker Task,9,10071,11,yes,1024
83.33333333,83.33333333,895.0833333,895.0833333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,11,11,0,11,11,0,0,11,11,11,0,0,0,0,0,11,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,670,NA,103414,NA,670,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,157686,NA,NA,180834,179600,30466,NA,180939,180828,180938,133882,NA,NA,30461,NA,181610,Flanker Task,10,10741,12,yes,1024
84.61538462,84.61538462,873.0769231,873.0769231,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,12,12,0,12,12,0,0,12,12,12,0,0,0,0,0,12,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,609,NA,103414,NA,609,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,157686,NA,NA,182976,181723,30466,NA,183080,182970,183080,133882,NA,NA,30461,NA,183690,Flanker Task,11,11350,13,yes,1024
85.71428571,85.71428571,852.7142857,852.7142857,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,13,13,0,13,13,0,0,13,13,13,0,0,0,0,0,13,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,588,NA,103414,NA,588,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,157686,NA,NA,185132,183900,30466,NA,185236,185126,185236,133882,NA,NA,30461,NA,185825,Flanker Task,12,11938,14,yes,1024
86.66666667,86.66666667,853.2666667,853.2666667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,14,14,0,14,14,0,0,14,14,14,0,0,0,0,0,14,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,861,NA,103414,NA,861,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,157686,NA,NA,187314,186092,30466,NA,187419,187309,187419,133882,NA,NA,30461,NA,188282,Flanker Task,13,12799,15,yes,1024
87.5,87.5,841.8125,841.8125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,15,15,0,15,15,0,0,15,15,15,0,0,0,0,0,15,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,670,NA,103414,NA,670,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,157686,NA,NA,189682,188456,30466,NA,189786,189677,189786,133882,NA,NA,30461,NA,190458,Flanker Task,14,13469,16,yes,1024
88.23529412,88.23529412,826.5882353,826.5882353,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,16,16,0,16,16,0,0,16,16,16,0,0,0,0,0,16,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,583,NA,103414,NA,583,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,157686,NA,NA,191977,190757,30466,NA,192081,191972,192081,133882,NA,NA,30461,NA,192666,Flanker Task,15,14052,17,yes,1024
88.88888889,88.88888889,810.5555556,810.5555556,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,17,17,0,17,17,0,0,17,17,17,0,0,0,0,0,17,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,538,NA,103414,NA,538,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,157686,NA,NA,193947,192723,30466,NA,194054,193942,194053,133882,NA,NA,30461,NA,194594,Flanker Task,16,14590,18,yes,1024
89.47368421,89.47368421,808.7368421,808.7368421,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,18,18,0,18,18,0,0,18,18,18,0,0,0,0,0,18,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,776,NA,103414,NA,776,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,157686,NA,NA,195888,194657,30466,NA,195992,195882,195992,133882,NA,NA,30461,NA,196770,Flanker Task,17,15366,19,yes,1024
90,90,797.85,797.85,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,19,19,0,19,19,0,0,19,19,19,0,0,0,0,0,19,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,591,NA,103414,NA,591,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,157686,NA,NA,198048,196822,30466,NA,198153,198043,198153,133882,NA,NA,30461,NA,198746,Flanker Task,18,15957,20,yes,1024
90.47619048,90.47619048,783.7142857,783.7142857,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,20,20,0,20,20,0,0,20,20,20,0,0,0,0,0,20,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,501,NA,103414,NA,501,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,157686,NA,NA,200731,199497,30466,NA,200835,200726,200835,133882,NA,NA,30461,NA,201338,Flanker Task,19,16458,21,yes,1024
90.90909091,90.90909091,769.8636364,769.8636364,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,21,21,0,21,21,0,0,21,21,21,0,0,0,0,0,21,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,479,NA,103414,NA,479,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,157686,NA,NA,202681,201445,30466,NA,202785,202676,202785,133882,NA,NA,30461,NA,203266,Flanker Task,20,16937,22,yes,1024
91.30434783,91.30434783,759.8695652,759.8695652,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,22,22,0,22,22,0,0,22,22,22,0,0,0,0,0,22,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,540,NA,103414,NA,540,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,157686,NA,NA,204564,203336,30466,NA,204668,204558,204668,133882,NA,NA,30461,NA,205210,Flanker Task,21,17477,23,yes,1024
91.66666667,91.66666667,750.0833333,750.0833333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,23,23,0,23,23,0,0,23,23,23,0,0,0,0,0,23,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,525,NA,103414,NA,525,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,157686,NA,NA,206555,205322,30466,NA,206659,206550,206659,133882,NA,NA,30461,NA,207186,Flanker Task,22,18002,24,yes,1024
92,92,740.2,740.2,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,24,24,0,24,24,0,0,24,24,24,0,0,0,0,0,24,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,503,NA,103414,NA,503,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,157686,NA,NA,208538,207311,30466,NA,208642,208533,208642,133882,NA,NA,30461,NA,209146,Flanker Task,23,18505,25,yes,1024
92.30769231,92.30769231,733.8846154,733.8846154,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,25,25,0,25,25,0,0,25,25,25,0,0,0,0,0,25,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,576,NA,103414,NA,576,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,157686,NA,NA,210496,209268,30466,NA,210600,210490,210599,133882,NA,NA,30461,NA,211178,Flanker Task,24,19081,26,yes,1024
92.59259259,92.59259259,725.4814815,725.4814815,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,26,26,0,26,26,0,0,26,26,26,0,0,0,0,0,26,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,507,NA,103414,NA,507,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,157686,NA,NA,212565,211328,30466,NA,212669,212560,212669,133882,NA,NA,30461,NA,213179,Flanker Task,25,19588,27,yes,1024
92.85714286,92.85714286,724.5714286,724.5714286,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,27,27,0,27,27,0,0,27,27,27,0,0,0,0,0,27,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,27,27,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,700,NA,103414,NA,700,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,157686,NA,NA,214548,213314,30466,NA,214652,214542,214652,133882,NA,NA,30461,NA,215354,Flanker Task,26,20288,28,yes,1024
93.10344828,93.10344828,718,718,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,28,28,0,28,28,0,0,28,28,28,0,0,0,0,0,28,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,28,28,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,534,NA,103414,NA,534,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,157686,NA,NA,216818,215567,30466,NA,216922,216812,216922,133882,NA,NA,30461,NA,217459,Flanker Task,27,20822,29,yes,1024
93.33333333,93.33333333,713.1666667,713.1666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,29,29,0,29,29,0,0,29,29,29,0,0,0,0,0,29,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,29,29,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,j,NA,s,NA,573,NA,103414,NA,573,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,157686,NA,NA,218795,217558,30466,NA,218899,218789,218899,133882,NA,NA,30461,NA,219474,Flanker Task,28,21395,30,yes,1024
93.5483871,93.5483871,706.516129,706.516129,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,30,30,0,30,30,0,0,30,30,30,0,0,0,0,0,30,Tue Sep 15 19:15:53 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test,no,mono,no,18,no,white,no,yes,768,legacy,30,30,C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/flanker test/JK subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,j,NA,h,NA,507,NA,103414,NA,507,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,157686,NA,NA,220781,219546,30466,NA,220886,220776,220886,133882,NA,NA,30461,NA,221395,Flanker Task,29,21902,31,yes,1024
