"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_ISI","count_Instructions1","count_block1","count_block2","count_block3","count_errorFeedback","count_experiment","count_faster","count_finish","count_instructions2","count_instructions3","count_keyboard_response","count_logger","count_new_sketchpad","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Instructions1","response_finish","response_instructions2","response_instructions3","response_keyboard_response","response_time","response_time_Instructions1","response_time_finish","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_ISI","time_Instructions1","time_block1","time_block2","time_block3","time_errorFeedback","time_experiment","time_faster","time_finish","time_instructions2","time_instructions3","time_keyboard_response","time_logger","time_new_sketchpad","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","473","473","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","s","NA","NA","NA","s","473","46191","NA","NA","NA","473","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","NA","27202","73478","NA","NA","NA","27159","NA","NA","NA","NA","73746","74221","73630","73611","73746","Flanker Task","1","473","1","yes","1024"
"100","100","470","470","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","1","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","s","NA","NA","NA","s","467","46191","NA","NA","NA","467","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","74251","27202","73478","NA","NA","NA","27159","NA","NA","NA","NA","75625","76094","75511","75493","75624","Flanker Task","2","940","2","yes","1024"
"66.66666666666667","66.66666666666667","454.6666666666667","454.6666666666667","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","2","0","0","0","0","2","0","2","0","0","0","2","2","2","2","2","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","s","NA","NA","NA","s","424","46191","NA","NA","NA","424","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","76108","27202","73478","NA","NA","NA","27159","NA","NA","NA","NA","77299","77725","77187","77174","77299","Flanker Task","2","1364","3","yes","1024"
"75","75","470.5","470.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","3","0","0","0","0","3","0","3","0","0","0","3","3","3","3","3","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","s","NA","NA","NA","s","518","46191","NA","NA","NA","518","2","legacy","1024","2","48000","-16","experiment","SSSSS","4","even","78253","27202","73478","NA","NA","77741","27159","NA","NA","NA","NA","79446","79966","79333","79319","79446","Flanker Task","3","1882","4","yes","1024"
"80","80","457.8","457.8","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","4","0","0","0","0","4","0","4","0","0","0","4","4","4","4","4","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","s","NA","NA","NA","h","407","46191","NA","NA","NA","407","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","79988","27202","73478","NA","NA","77741","27159","NA","NA","NA","NA","81180","81588","81068","81056","81180","Flanker Task","4","2289","5","yes","1024"
"83.33333333333333","83.33333333333333","474.5","474.5","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","5","0","0","0","0","5","0","5","0","0","0","5","5","5","5","5","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","s","NA","NA","NA","h","558","46191","NA","NA","NA","558","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","81609","27202","73478","NA","NA","77741","27159","NA","NA","NA","NA","82840","83400","82714","82695","82839","Flanker Task","5","2847","6","yes","1024"
"85.71428571428571","85.71428571428571","485.42857142857144","485.42857142857144","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","6","0","0","0","0","6","0","6","0","0","0","6","6","6","6","6","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","s","NA","NA","NA","s","551","46191","NA","NA","NA","551","2","legacy","1024","2","48000","-16","experiment","HHSHH","4","even","83431","27202","73478","NA","NA","77741","27159","NA","NA","NA","NA","84676","85229","84553","84533","84676","Flanker Task","6","3398","7","yes","1024"
"87.5","87.5","491.5","491.5","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","7","0","0","0","0","7","0","7","0","0","0","7","7","7","7","7","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","s","NA","NA","NA","h","534","46191","NA","NA","NA","534","2","legacy","1024","2","48000","-16","experiment","HHHHH","4","even","85244","27202","73478","NA","NA","77741","27159","NA","NA","NA","NA","86446","86981","86330","86316","86446","Flanker Task","7","3932","8","yes","1024"
"88.88888888888889","88.88888888888889","499.22222222222223","499.22222222222223","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","8","0","0","0","0","8","0","8","0","0","0","8","8","8","8","8","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","s","NA","NA","NA","h","561","46191","NA","NA","NA","561","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","87002","27202","73478","NA","NA","77741","27159","NA","NA","NA","NA","88212","88776","88099","88082","88212","Flanker Task","8","4493","9","yes","1024"
"90","90","492.8","492.8","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","9","0","0","0","0","9","0","9","0","0","0","9","9","9","9","9","Mon Sep 21 13:32:25 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Applications/OpenSesame.app/Contents/Resources/share/opensesame_resources/th-subject-4.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","s","NA","NA","NA","h","435","46191","NA","NA","NA","435","2","legacy","1024","2","48000","-16","experiment","SSHSS","4","even","88794","27202","73478","NA","NA","77741","27159","NA","NA","NA","NA","90000","90437","89876","89863","89999","Flanker Task","9","4928","10","yes","1024"
