"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instruction","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Errorfeedback","count_Finish","count_ISI","count_Instruction","count_Instruction2","count_Instruction3","count_experiment","count_faster","count_ixation","count_keyboard_response","count_logger","count_sequence","count_stimulus","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instruction","response_Instruction2","response_Instruction3","response_keyboard_response","response_time","response_time_Finish","response_time_Instruction","response_time_Instruction2","response_time_Instruction3","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Errorfeedback","time_Finish","time_ISI","time_Instruction","time_Instruction2","time_Instruction3","time_experiment","time_faster","time_ixation","time_keyboard_response","time_logger","time_sequence","time_stimulus","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"91.66666666666667","91.66666666666667","444.43333333333334","444.43333333333334","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","59","0","59","0","0","0","0","59","59","59","59","59","59","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","59","59","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","416","NA","579","NA","NA","416","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","NA","NA","57598","NA","101374","2506","NA","NA","2493","NA","102435","102550","102968","102422","102550","Flanker Task ","55","26666","60","yes","1024"
"91.80327868852459","91.80327868852459","445.4590163934426","445.4590163934426","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","60","0","60","0","0","0","0","60","60","60","60","60","60","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","60","60","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","507","NA","579","NA","NA","507","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","3095","NA","NA","57598","NA","102990","2506","NA","NA","2493","NA","104048","104163","104672","104035","104163","Flanker Task ","56","27173","61","yes","1024"
"91.93548387096774","91.93548387096774","444.9193548387097","444.9193548387097","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","61","0","61","0","0","0","0","61","61","61","61","61","61","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","61","61","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","412","NA","579","NA","NA","412","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","NA","NA","57598","NA","104693","2506","NA","NA","2493","NA","105752","105867","106281","105740","105867","Flanker Task ","57","27585","62","yes","1024"
"92.06349206349206","92.06349206349206","444.95238095238096","444.95238095238096","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","62","0","62","0","0","0","0","62","62","62","62","62","62","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","62","62","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","447","NA","579","NA","NA","447","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","NA","NA","57598","NA","106302","2506","NA","NA","2493","NA","107361","107476","107925","107348","107476","Flanker Task ","58","28032","63","yes","1024"
"92.1875","92.1875","445.46875","445.46875","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","63","0","63","0","0","0","0","63","63","63","63","63","63","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","63","63","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","478","NA","579","NA","NA","478","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","3095","NA","NA","57598","NA","107946","2506","NA","NA","2493","NA","109003","109118","109598","108991","109118","Flanker Task ","59","28510","64","yes","1024"
"90.76923076923077","90.76923076923077","448","448","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","h","0","0","0","64","0","64","0","0","0","0","64","64","64","64","64","64","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","64","64","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","610","NA","579","NA","NA","610","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","NA","NA","57598","NA","109620","2506","NA","NA","2493","NA","110680","110795","111407","110667","110795","Flanker Task ","59","29120","65","yes","1024"
"90.9090909090909","90.9090909090909","447.8939393939394","447.8939393939394","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","65","0","65","0","0","0","0","65","65","65","65","65","65","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","65","65","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","441","NA","579","NA","NA","441","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","NA","NA","111429","NA","111943","2506","NA","NA","2493","NA","113001","113116","113559","112989","113116","Flanker Task ","60","29561","66","yes","1024"
"91.04477611940298","91.04477611940298","448.7313432835821","448.7313432835821","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","66","0","66","0","0","0","0","66","66","66","66","66","66","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","66","66","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","504","NA","579","NA","NA","504","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","NA","NA","111429","NA","113579","2506","NA","NA","2493","NA","114640","114755","115261","114627","114755","Flanker Task ","61","30065","67","yes","1024"
"91.17647058823529","91.17647058823529","448.8970588235294","448.8970588235294","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","67","0","67","0","0","0","0","67","67","67","67","67","67","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","67","67","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","460","NA","579","NA","NA","460","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","3095","NA","NA","111429","NA","115282","2506","NA","NA","2493","NA","116340","116455","116916","116328","116455","Flanker Task ","62","30525","68","yes","1024"
"91.30434782608695","91.30434782608695","448.39130434782606","448.39130434782606","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","68","0","68","0","0","0","0","68","68","68","68","68","68","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","68","68","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","414","NA","579","NA","NA","414","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","NA","NA","111429","NA","116938","2506","NA","NA","2493","NA","117997","118112","118528","117984","118112","Flanker Task ","63","30939","69","yes","1024"
"91.42857142857143","91.42857142857143","447.57142857142856","447.57142857142856","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","69","0","69","0","0","0","0","69","69","69","69","69","69","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","69","69","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","391","NA","579","NA","NA","391","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","NA","NA","111429","NA","118549","2506","NA","NA","2493","NA","119608","119723","120116","119595","119723","Flanker Task ","64","31330","70","yes","1024"
"91.54929577464789","91.54929577464789","447.0845070422535","447.0845070422535","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","70","0","70","0","0","0","0","70","70","70","70","70","70","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","70","70","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","413","NA","579","NA","NA","413","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","NA","NA","111429","NA","120138","2506","NA","NA","2493","NA","121197","121312","121727","121184","121312","Flanker Task ","65","31743","71","yes","1024"
"91.66666666666667","91.66666666666667","446.69444444444446","446.69444444444446","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","71","0","71","0","0","0","0","71","71","71","71","71","71","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","71","71","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","419","NA","579","NA","NA","419","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","NA","NA","111429","NA","121747","2506","NA","NA","2493","NA","122805","122920","123340","122793","122920","Flanker Task ","66","32162","72","yes","1024"
"91.78082191780823","91.78082191780823","447.43835616438355","447.43835616438355","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","72","0","72","0","0","0","0","72","72","72","72","72","72","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","72","72","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","501","NA","579","NA","NA","501","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","3095","NA","NA","111429","NA","123362","2506","NA","NA","2493","NA","124422","124538","125040","124409","124538","Flanker Task ","67","32663","73","yes","1024"
"91.89189189189189","91.89189189189189","447.3918918918919","447.3918918918919","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","73","0","73","0","0","0","0","73","73","73","73","73","73","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","73","73","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","444","NA","579","NA","NA","444","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","NA","NA","111429","NA","125059","2506","NA","NA","2493","NA","126117","126233","126678","126105","126233","Flanker Task ","68","33107","74","yes","1024"
"92","92","447.9066666666667","447.9066666666667","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","74","0","74","0","0","0","0","74","74","74","74","74","74","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","74","74","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","486","NA","579","NA","NA","486","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","NA","NA","111429","NA","126699","2506","NA","NA","2493","NA","127759","127874","128361","127746","127874","Flanker Task ","69","33593","75","yes","1024"
"92.10526315789474","92.10526315789474","446.7631578947368","446.7631578947368","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","75","0","75","0","0","0","0","75","75","75","75","75","75","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","75","75","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","361","NA","579","NA","NA","361","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","NA","NA","111429","NA","128383","2506","NA","NA","2493","NA","129442","129558","129920","129429","129557","Flanker Task ","70","33954","76","yes","1024"
"92.20779220779221","92.20779220779221","445.6753246753247","445.6753246753247","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","76","0","76","0","0","0","0","76","76","76","76","76","76","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","76","76","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","363","NA","579","NA","NA","363","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","NA","NA","111429","NA","129942","2506","NA","NA","2493","NA","131001","131116","131480","130990","131116","Flanker Task ","71","34317","77","yes","1024"
"92.3076923076923","92.3076923076923","445.38461538461536","445.38461538461536","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","77","0","77","0","0","0","0","77","77","77","77","77","77","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","77","77","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","423","NA","579","NA","NA","423","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","NA","NA","111429","NA","131503","2506","NA","NA","2493","NA","132562","132677","133101","132549","132677","Flanker Task ","72","34740","78","yes","1024"
"92.40506329113924","92.40506329113924","445.37974683544303","445.37974683544303","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","78","0","78","0","0","0","0","78","78","78","78","78","78","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","78","78","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","NA","NA","h","445","NA","579","NA","NA","445","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","NA","NA","111429","NA","133122","2506","NA","NA","2493","NA","134181","134297","134743","134168","134297","Flanker Task ","73","35185","79","yes","1024"
"92.5","92.5","443.725","443.725","black","legacy","legacy","legacy","0","congruent ","uniform","1","undefined","1","s","0","0","0","79","0","79","0","0","0","0","79","79","79","79","79","79","Fri Sep 18 11:18:26 2020","1500","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","79","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","NA","NA","s","313","NA","579","NA","NA","313","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","NA","NA","111429","NA","134766","2506","NA","NA","2493","NA","135825","135941","136255","135813","135941","Flanker Task ","74","35498","80","yes","1024"
"92.5925925925926","92.5925925925926","444.1604938271605","444.1604938271605","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","80","0","80","0","0","0","0","80","80","80","80","80","80","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","479","NA","579","9721","NA","479","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","147035","NA","111429","NA","136278","2506","137313","NA","2493","NA","147075","147190","147671","147062","147190","Flanker Task ","75","35977","81","yes","1024"
"92.6829268292683","92.6829268292683","442.719512195122","442.719512195122","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","81","0","81","0","0","0","0","81","81","81","81","81","81","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","326","NA","579","9721","NA","326","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","147035","NA","111429","NA","147694","2506","137313","NA","2493","NA","148752","148866","149193","148740","148866","Flanker Task ","76","36303","82","yes","1024"
"92.7710843373494","92.7710843373494","442.26506024096386","442.26506024096386","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","82","0","82","0","0","0","0","82","82","82","82","82","82","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","405","NA","579","9721","NA","405","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","147035","NA","111429","NA","149216","2506","137313","NA","2493","NA","150274","150389","150796","150262","150389","Flanker Task ","77","36708","83","yes","1024"
"92.85714285714286","92.85714285714286","441.92857142857144","441.92857142857144","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","83","0","83","0","0","0","0","83","83","83","83","83","83","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","414","NA","579","9721","NA","414","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","147035","NA","111429","NA","150817","2506","137313","NA","2493","NA","151875","151991","152407","151863","151991","Flanker Task ","78","37122","84","yes","1024"
"92.94117647058823","92.94117647058823","442.83529411764704","442.83529411764704","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","84","0","84","0","0","0","0","84","84","84","84","84","84","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","519","NA","579","9721","NA","519","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","147035","NA","111429","NA","152430","2506","137313","NA","2493","NA","153488","153602","154122","153476","153602","Flanker Task ","79","37641","85","yes","1024"
"93.02325581395348","93.02325581395348","442.36046511627904","442.36046511627904","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","85","0","85","0","0","0","0","85","85","85","85","85","85","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","402","NA","579","9721","NA","402","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","147035","NA","111429","NA","154143","2506","137313","NA","2493","NA","155202","155316","155720","155189","155316","Flanker Task ","80","38043","86","yes","1024"
"93.10344827586206","93.10344827586206","443.2298850574713","443.2298850574713","black","legacy","legacy","legacy","0","incongruent ","uniform","1","undefined","1","h","0","0","0","86","0","86","0","0","0","0","86","86","86","86","86","86","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","518","NA","579","9721","NA","518","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","3095","147035","NA","111429","NA","155744","2506","137313","NA","2493","NA","156803","156918","157438","156790","156918","Flanker Task ","81","38561","87","yes","1024"
"93.18181818181819","93.18181818181819","444.47727272727275","444.47727272727275","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","87","0","87","0","0","0","0","87","87","87","87","87","87","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","553","NA","579","9721","NA","553","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","147035","NA","111429","NA","157461","2506","137313","NA","2493","NA","158520","158635","159190","158508","158635","Flanker Task ","82","39114","88","yes","1024"
"93.25842696629213","93.25842696629213","445.13483146067415","445.13483146067415","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","88","0","88","0","0","0","0","88","88","88","88","88","88","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","503","NA","579","9721","NA","503","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","147035","NA","111429","NA","159212","2506","137313","NA","2493","NA","160271","160386","160891","160258","160386","Flanker Task ","83","39617","89","yes","1024"
"93.33333333333333","93.33333333333333","445.9222222222222","445.9222222222222","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","89","0","89","0","0","0","0","89","89","89","89","89","89","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","516","NA","579","9721","NA","516","2","legacy","1024","2","48000","-16","experiment","HHSHH","0","even","3095","147035","NA","111429","NA","160912","2506","137313","NA","2493","NA","161970","162085","162603","161958","162085","Flanker Task ","84","40133","90","yes","1024"
"92.3076923076923","92.3076923076923","445.2197802197802","445.2197802197802","black","legacy","legacy","legacy","0","incongruent ","uniform","0","undefined","0","h","0","0","0","90","0","90","0","0","0","0","90","90","90","90","90","90","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","382","NA","579","9721","NA","382","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","3095","147035","NA","111429","NA","162624","2506","137313","NA","2493","NA","163683","163798","164182","163670","163798","Flanker Task ","84","40515","91","yes","1024"
"91.30434782608695","91.30434782608695","456.6847826086956","456.6847826086956","black","legacy","legacy","legacy","0","incongruent ","uniform","0","undefined","0","h","0","0","0","91","0","91","0","0","0","0","91","91","91","91","91","91","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","None","NA","h","s","NA","None","1500","NA","579","9721","NA","1500","2","legacy","1024","2","48000","-16","experiment","SSHSS","0","even","3095","147035","NA","164204","NA","164718","2506","137313","NA","2493","NA","165776","165891","167391","165764","165891","Flanker Task ","84","42015","92","yes","1024"
"91.39784946236558","91.39784946236558","458.44086021505376","458.44086021505376","black","legacy","legacy","legacy","0","congrunent ","uniform","1","undefined","1","s","0","0","0","92","0","92","0","0","0","0","92","92","92","92","92","92","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","12","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","s","NA","h","s","NA","s","620","NA","579","9721","NA","620","2","legacy","1024","2","48000","-16","experiment","SSSSS","0","even","3095","147035","NA","167414","NA","168442","2506","137313","NA","2493","167928","169501","169617","170239","169488","169616","Flanker Task ","85","42635","93","yes","1024"
"91.48936170212765","91.48936170212765","457.72340425531917","457.72340425531917","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","93","0","93","0","0","0","0","93","93","93","93","93","93","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","13","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","391","NA","579","9721","NA","391","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","147035","NA","167414","NA","170774","2506","137313","NA","2493","170260","171833","171948","172341","171820","171948","Flanker Task ","86","43026","94","yes","1024"
"91.57894736842105","91.57894736842105","457.29473684210524","457.29473684210524","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","94","0","94","0","0","0","0","94","94","94","94","94","94","Fri Sep 18 11:18:26 2020","600","The main experiment item","yes","FlankerTask.osexp","/Users/kaylaredder/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","14","79","/Users/kaylaredder/Desktop/kr-subject-0.csv","legacy","Lentiform Loewenfeld","3.3.3","0","h","NA","h","s","NA","h","417","NA","579","9721","NA","417","2","legacy","1024","2","48000","-16","experiment","HHHHH","0","even","3095","147035","NA","167414","NA","172362","2506","137313","NA","2493","170260","173422","173537","173956","173409","173537","Flanker Task ","87","43443","95","yes","1024"
