Stimulus,acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block3,count_ErrorFeedback,count_ISI,count_Logger,count_block1,count_block2,count_experiment,count_faster,count_finish,count_fixation,count_instruction2,count_instructions1,count_instructions3,count_keyboard_response,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction2,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instruction2,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,time_Block3,time_ErrorFeedback,time_ISI,time_Logger,time_block1,time_block2,time_experiment,time_faster,time_finish,time_fixation,time_instruction2,time_instructions1,time_instructions3,time_keyboard_response,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
SSHSS,78.37837838,78.37837838,469,469,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,36,36,36,0,0,0,36,0,36,0,0,0,36,36,36,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,36,36,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,556,NA,NA,563,NA,556,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,67437,69204,4223,NA,3656,NA,NA,68544,NA,3660,NA,68647,68543,68647,Flanker Test,29,17353,37,yes,1024
HHSHH,78.94736842,78.94736842,468.6315789,468.6315789,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,37,37,37,0,0,0,37,0,37,0,0,0,37,37,37,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,37,37,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,455,NA,NA,563,NA,455,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,69208,70880,4223,NA,3656,NA,NA,70322,NA,3660,NA,70424,70320,70424,Flanker Test,30,17808,38,yes,1024
HHHHH,79.48717949,79.48717949,467.8461538,467.8461538,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,38,38,38,0,0,0,38,0,38,0,0,0,38,38,38,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,38,38,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,438,NA,NA,563,NA,438,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,70883,72534,4223,NA,3656,NA,NA,71992,NA,3660,NA,72095,71991,72095,Flanker Test,31,18246,39,yes,1024
SSSSS,80,80,468.35,468.35,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,39,39,39,0,0,0,39,0,39,0,0,0,39,39,39,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,39,39,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,488,NA,NA,563,NA,488,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,72538,74182,4223,NA,3656,NA,NA,73590,NA,3660,NA,73693,73588,73692,Flanker Test,32,18734,40,yes,1024
SSSSS,80.48780488,80.48780488,467.5609756,467.5609756,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,40,40,40,0,0,0,40,0,40,0,0,0,40,40,40,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,40,40,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,436,NA,NA,563,NA,436,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,74186,75785,4223,NA,3656,NA,NA,75245,NA,3660,NA,75348,75244,75348,Flanker Test,33,19170,41,yes,1024
SSHSS,80.95238095,80.95238095,465.5238095,465.5238095,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,41,41,41,0,0,0,41,0,41,0,0,0,41,41,41,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,41,41,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,382,NA,NA,563,NA,382,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,75788,77370,4223,NA,3656,NA,NA,76884,NA,3660,NA,76987,76883,76987,Flanker Test,34,19552,42,yes,1024
SSHSS,81.39534884,81.39534884,466.6046512,466.6046512,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,42,42,42,0,0,0,42,0,42,0,0,0,42,42,42,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,42,42,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,512,NA,NA,563,NA,512,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,77374,79098,4223,NA,3656,NA,NA,78482,NA,3660,NA,78586,78480,78586,Flanker Test,35,20064,43,yes,1024
SSSSS,81.81818182,81.81818182,464.75,464.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,43,43,43,0,0,0,43,0,43,0,0,0,43,43,43,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,43,43,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,385,NA,NA,563,NA,385,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,79104,80697,4223,NA,3656,NA,NA,80207,NA,3660,NA,80311,80206,80310,Flanker Test,36,20449,44,yes,1024
HHSHH,82.22222222,82.22222222,465.4444444,465.4444444,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,44,44,44,0,0,0,44,0,44,0,0,0,44,44,44,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,44,44,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,496,NA,NA,563,NA,496,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,80701,82408,4223,NA,3656,NA,NA,81807,NA,3660,NA,81910,81805,81910,Flanker Test,37,20945,45,yes,1024
SSSSS,82.60869565,82.60869565,464.9347826,464.9347826,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,45,45,45,0,0,0,45,0,45,0,0,0,45,45,45,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,45,45,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,442,NA,NA,563,NA,442,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,82411,84063,4223,NA,3656,NA,NA,83517,NA,3660,NA,83620,83515,83620,Flanker Test,38,21387,46,yes,1024
HHHHH,82.9787234,82.9787234,464.6170213,464.6170213,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,46,46,46,0,0,0,46,0,46,0,0,0,46,46,46,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,46,46,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,450,NA,NA,563,NA,450,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,84066,85726,4223,NA,3656,NA,NA,85171,NA,3660,NA,85274,85169,85274,Flanker Test,39,21837,47,yes,1024
SSSSS,83.33333333,83.33333333,463.9166667,463.9166667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,47,47,47,0,0,0,47,0,47,0,0,0,47,47,47,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,47,47,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,431,NA,NA,563,NA,431,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,85728,87366,4223,NA,3656,NA,NA,86831,NA,3660,NA,86934,86830,86934,Flanker Test,40,22268,48,yes,1024
HHSHH,83.67346939,83.67346939,465.4285714,465.4285714,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,48,48,48,0,0,0,48,0,48,0,0,0,48,48,48,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,48,48,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,538,NA,NA,563,NA,538,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,87370,89118,4223,NA,3656,NA,NA,88477,NA,3660,NA,88580,88476,88580,Flanker Test,41,22806,49,yes,1024
SSHSS,84,84,466.92,466.92,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,49,49,49,0,0,0,49,0,49,0,0,0,49,49,49,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,49,49,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,540,NA,NA,563,NA,540,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,89124,90872,4223,NA,3656,NA,NA,90228,NA,3660,NA,90332,90227,90332,Flanker Test,42,23346,50,yes,1024
HHSHH,84.31372549,84.31372549,468.1176471,468.1176471,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,50,50,50,0,0,0,50,0,50,0,0,0,50,50,50,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,50,50,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,528,NA,NA,563,NA,528,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,90876,92587,4223,NA,3656,NA,NA,91954,NA,3660,NA,92057,91952,92057,Flanker Test,43,23874,51,yes,1024
HHSHH,84.61538462,84.61538462,468.6153846,468.6153846,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,51,51,51,0,0,0,51,0,51,0,0,0,51,51,51,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,51,51,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,494,NA,NA,563,NA,494,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,92590,94277,4223,NA,3656,NA,NA,93679,NA,3660,NA,93782,93677,93782,Flanker Test,44,24368,52,yes,1024
SSHSS,84.90566038,84.90566038,469.0377358,469.0377358,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,52,52,52,0,0,0,52,0,52,0,0,0,52,52,52,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,52,52,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,491,NA,NA,563,NA,491,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,94280,95982,4223,NA,3656,NA,NA,95387,NA,3660,NA,95490,95386,95490,Flanker Test,45,24859,53,yes,1024
HHSHH,85.18518519,85.18518519,467.8703704,467.8703704,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,53,53,53,0,0,0,53,0,53,0,0,0,53,53,53,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,53,53,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,406,NA,NA,563,NA,406,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,95985,97601,4223,NA,3656,NA,NA,97091,NA,3660,NA,97194,97089,97194,Flanker Test,46,25265,54,yes,1024
SSSSS,85.45454545,85.45454545,467.6,467.6,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,54,54,54,0,0,0,54,0,54,0,0,0,54,54,54,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,54,54,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,453,NA,NA,563,NA,453,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,97604,99265,4223,NA,3656,NA,NA,98708,NA,3660,NA,98811,98706,98811,Flanker Test,47,25718,55,yes,1024
HHHHH,85.71428571,85.71428571,466.7142857,466.7142857,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,55,55,55,0,0,0,55,0,55,0,0,0,55,55,55,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,55,55,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,418,NA,NA,563,NA,418,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,99269,100892,4223,NA,3656,NA,NA,100370,NA,3660,NA,100473,100369,100473,Flanker Test,48,26136,56,yes,1024
SSHSS,85.96491228,85.96491228,466.6842105,466.6842105,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,56,56,56,0,0,0,56,0,56,0,0,0,56,56,56,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,56,56,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,465,NA,NA,563,NA,465,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,100896,102566,4223,NA,3656,NA,NA,101998,NA,3660,NA,102101,101996,102101,Flanker Test,49,26601,57,yes,1024
HHHHH,86.20689655,86.20689655,467.0517241,467.0517241,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,57,57,57,0,0,0,57,0,57,0,0,0,57,57,57,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,57,57,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,488,NA,NA,563,NA,488,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,102570,104271,4223,NA,3656,NA,NA,103679,NA,3660,NA,103781,103677,103781,Flanker Test,50,27089,58,yes,1024
HHSHH,86.44067797,86.44067797,466.5254237,466.5254237,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,58,58,58,0,0,0,58,0,58,0,0,0,58,58,58,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,58,58,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,436,NA,NA,563,NA,436,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,104274,105920,4223,NA,3656,NA,NA,105381,NA,3660,NA,105483,105380,105483,Flanker Test,51,27525,59,yes,1024
HHSHH,86.66666667,86.66666667,467.7333333,467.7333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,59,59,59,0,0,0,59,0,59,0,0,0,59,59,59,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,59,59,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,539,NA,NA,563,NA,539,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,105924,107648,4223,NA,3656,NA,NA,107004,NA,3660,NA,107108,107002,107107,Flanker Test,52,28064,60,yes,1024
HHSHH,86.8852459,86.8852459,470.0819672,470.0819672,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,60,60,60,0,0,0,60,0,60,0,0,0,60,60,60,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,60,60,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,611,NA,NA,563,NA,611,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,107652,109473,4223,NA,3656,NA,NA,108758,NA,3660,NA,108861,108757,108861,Flanker Test,53,28675,61,yes,1024
HHHHH,87.09677419,87.09677419,471.4677419,471.4677419,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,61,61,61,0,0,0,61,0,61,0,0,0,61,61,61,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,61,61,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,556,NA,NA,563,NA,556,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,109477,111238,4223,NA,3656,NA,NA,110578,NA,3660,NA,110681,110577,110681,Flanker Test,54,29231,62,yes,1024
HHHHH,87.3015873,87.3015873,472.5396825,472.5396825,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,62,62,62,0,0,0,62,0,62,0,0,0,62,62,62,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,62,62,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,539,NA,NA,563,NA,539,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,111242,112958,4223,NA,3656,NA,NA,112314,NA,3660,NA,112418,112313,112417,Flanker Test,55,29770,63,yes,1024
SSHSS,87.5,87.5,474.28125,474.28125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,63,63,63,0,0,0,63,0,63,0,0,0,63,63,63,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,63,63,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,584,NA,NA,563,NA,584,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,112962,114754,4223,NA,3656,NA,NA,114065,NA,3660,NA,114168,114064,114168,Flanker Test,56,30354,64,yes,1024
SSSSS,87.69230769,87.69230769,473.5692308,473.5692308,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,64,64,64,0,0,0,64,0,64,0,0,0,64,64,64,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,64,64,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,428,NA,NA,563,NA,428,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,114757,116397,4223,NA,3656,NA,NA,115865,NA,3660,NA,115968,115863,115968,Flanker Test,57,30782,65,yes,1024
SSSSS,87.87878788,87.87878788,472.9545455,472.9545455,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,65,65,65,0,0,0,65,0,65,0,0,0,65,65,65,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,65,65,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,433,NA,NA,563,NA,433,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,116400,118050,4223,NA,3656,NA,NA,117513,NA,3660,NA,117616,117511,117616,Flanker Test,58,31215,66,yes,1024
HHHHH,88.05970149,88.05970149,472.4776119,472.4776119,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,66,66,66,0,0,0,66,0,66,0,0,0,66,66,66,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,66,66,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,441,NA,NA,563,NA,441,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,118054,119707,4223,NA,3656,NA,NA,119160,NA,3660,NA,119264,119158,119264,Flanker Test,59,31656,67,yes,1024
SSSSS,88.23529412,88.23529412,472.9117647,472.9117647,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,67,67,67,0,0,0,67,0,67,0,0,0,67,67,67,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,67,67,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,502,NA,NA,563,NA,502,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,119710,121422,4223,NA,3656,NA,NA,120816,NA,3660,NA,120918,120814,120918,Flanker Test,60,32158,68,yes,1024
SSSSS,88.4057971,88.4057971,472.0724638,472.0724638,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,68,68,68,0,0,0,68,0,68,0,0,0,68,68,68,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,68,68,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,415,NA,NA,563,NA,415,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,121425,123047,4223,NA,3656,NA,NA,122528,NA,3660,NA,122631,122527,122631,Flanker Test,61,32573,69,yes,1024
SSSSS,88.57142857,88.57142857,471.5857143,471.5857143,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,69,69,69,0,0,0,69,0,69,0,0,0,69,69,69,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,69,69,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,438,NA,NA,563,NA,438,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,123051,124703,4223,NA,3656,NA,NA,124161,NA,3660,NA,124264,124159,124264,Flanker Test,62,33011,70,yes,1024
SSHSS,88.73239437,88.73239437,472.1830986,472.1830986,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,70,70,70,0,0,0,70,0,70,0,0,0,70,70,70,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,70,70,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,514,NA,NA,563,NA,514,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,124707,126383,4223,NA,3656,NA,NA,125764,NA,3660,NA,125868,125763,125867,Flanker Test,63,33525,71,yes,1024
HHHHH,88.88888889,88.88888889,471.8333333,471.8333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,71,71,71,0,0,0,71,0,71,0,0,0,71,71,71,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,71,71,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,NA,s,NA,h,447,NA,NA,563,NA,447,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,126386,128035,4223,NA,3656,NA,NA,127483,NA,3660,NA,127586,127482,127585,Flanker Test,64,33972,72,yes,1024
HHSHH,89.04109589,89.04109589,473.6575342,473.6575342,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,72,72,72,0,0,0,72,0,72,0,0,0,72,72,72,Sat Sep 19 00:41:41 2020,1500,The main experiment item,yes,FlankerTask.osexp,C:\Users\Owner\Documents,no,mono,no,18,no,white,no,yes,768,legacy,72,72,C:/Users/Owner/Documents/KTPsubject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,NA,s,NA,s,605,NA,NA,563,NA,605,2,legacy,1024,2,48000,-16,experiment,3,odd,NA,37691,128038,129853,4223,NA,3656,NA,NA,129144,NA,3660,NA,129247,129142,129247,Flanker Test,65,34577,73,yes,1024
